RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,19846,Brian Gay,14.22,261,1836
2,0,20498,Briny Baird,14.55,296,2034
3,0,02223,Bob Tway,15.00,189,1260
4,0,20623,Gavin Coles,15.02,146,972
5,0,06595,Kevin Sutherland,15.08,266,1764
6,0,20127,Chris Riley,15.14,139,918
7,0,10809,Jim Furyk,15.19,257,1692
8,0,10423,Mike Weir,15.20,238,1566
8,0,25349,Tim Wilkinson,15.20,260,1710
10,0,10860,Justin Leonard,15.26,261,1710
11,0,01320,Bob Estes,15.31,248,1620
12,0,20160,Charlie Wi,15.35,268,1746
13,0,23541,Ben Crane,15.37,238,1548
14,0,28158,Steve Marino,15.41,330,2142
15,0,21878,Mark Wilson,15.47,298,1926
16,0,08931,Glen Day,15.54,179,1152
16,0,08845,Scott Sterling,15.54,249,1602
18,0,06567,Vijay Singh,15.67,220,1404
19,0,23108,Matt Kuchar,15.72,249,1584
20,0,10505,Shane Bertsch,15.80,273,1728
21,0,22348,Nick O'Hern,15.83,228,1440
22,0,01810,Phil Mickelson,15.88,223,1404
23,0,01766,Billy Mayfair,15.91,295,1854
24,0,01313,Steve Elkington,15.94,241,1512
25,0,06527,Steve Stricker,15.97,207,1296
26,0,01553,John Huston,16.07,162,1008
27,0,20574,Mathew Goggin,16.12,264,1638
28,0,23353,J.J. Henry,16.15,314,1944
28,0,07547,Craig Kanada,16.15,189,1170
30,0,23125,Brad Elder,16.17,195,1206
31,0,10885,Robert Allenby,16.25,313,1926
32,0,22548,Patrick Sheehan,16.26,363,2232
33,0,08385,Omar Uresti,16.29,217,1332
34,0,24924,Bill Haas,16.33,291,1782
35,0,24024,Zach Johnson,16.34,247,1512
36,0,02002,John Riegger,16.36,215,1314
37,0,25396,Kevin Na,16.38,286,1746
38,0,22621,Ben Curtis,16.39,236,1440
39,0,01941,Tom Pernice Jr.,16.40,307,1872
40,0,06575,Dudley Hart,16.44,219,1332
41,0,21753,Brian Davis,16.56,322,1944
42,0,10733,Kent Jones,16.58,203,1224
42,0,20663,Brenden Pappas,16.58,197,1188
44,0,29718,Anthony Kim,16.60,242,1458
45,0,12782,Tim Herron,16.61,290,1746
45,0,01945,Kenny Perry,16.61,290,1746
45,0,22293,Heath Slocum,16.61,311,1872
48,0,06004,Stephen Ames,16.67,246,1476
48,0,27095,Nick Watney,16.67,288,1728
50,0,20104,Ken Duke,16.71,349,2088
51,0,26476,Chez Reavie,16.72,307,1836
52,0,20229,Stewart Cink,16.80,245,1458
53,0,27214,Kevin Streelman,16.81,345,2052
54,0,21961,Charles Howell III,16.84,300,1782
55,0,01928,Corey Pavin,16.91,210,1242
55,0,20645,John Senden,16.91,280,1656
57,0,24781,Hunter Mahan,16.93,259,1530
57,0,22046,Geoff Ogilvy,16.93,195,1152
59,0,22371,Aaron Baddeley,17.05,224,1314
