RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,31416,Derek Fathauer,3093.3,111359,36
2,0,20645,John Senden,3092.9,210315,68
3,0,10585,Scott McCarron,3087.3,188328,61
4,0,24924,Bill Haas,3067.2,211635,69
5,0,06621,Joe Durant,3053.2,112969,37
6,0,25396,Kevin Na,3037.9,182275,60
7,0,24502,Adam Scott,3014.6,102497,34
8,0,20691,Greg Owen,3001.7,204118,68
9,0,26851,Marc Leishman,2979.2,199604,67
10,0,06251,Chris DiMarco,2976.8,202425,68
11,0,23983,Luke Donald,2975.7,166639,56
12,0,01320,Bob Estes,2968.8,195940,66
13,0,21961,Charles Howell III,2967.2,231445,78
14,0,06004,Stephen Ames,2964.7,171951,58
15,0,07867,Woody Austin,2962.1,213272,72
16,0,22371,Aaron Baddeley,2961.0,142129,48
17,0,23800,Bryce Molder,2936.5,123333,42
18,0,10809,Jim Furyk,2934.8,155547,53
19,0,26289,Boo Weekley,2926.5,184372,63
20,0,06197,Michael Allen,2923.1,108155,37
21,0,26668,Marc Turnesa,2921.1,210322,72
22,0,12602,Dean Wilson,2919.0,151789,52
23,0,24846,Ricky Barnes,2917.6,134211,46
24,0,27095,Nick Watney,2912.9,183511,63
25,0,27214,Kevin Streelman,2911.3,212528,73
26,0,21350,Ryuji Imada,2910.9,177565,61
27,0,23718,Nathan Green,2901.8,255360,88
28,0,27936,Martin Laird,2898.0,133308,46
29,0,26301,James Nitties,2894.4,138929,48
30,0,23638,Brendon de Jonge,2890.7,173442,60
31,0,24925,Jonathan Byrd,2879.2,158355,55
32,0,24503,Jeff Klauk,2869.6,229567,80
33,0,24449,Parker McLachlin,2867.9,154866,54
34,0,24507,Jason Bohn,2862.3,223263,78
35,0,22046,Geoff Ogilvy,2854.0,179799,63
36,0,24490,George McNeill,2848.3,187985,66
37,0,20160,Charlie Wi,2845.8,199204,70
38,0,26881,Jarrod Lyle,2835.4,127593,45
39,0,21959,Ted Purdy,2830.5,203795,72
40,0,27120,Troy Matteson,2829.8,217892,77
41,0,25190,Jeff Quinney,2827.3,178122,63
42,0,23497,Tag Ridings,2826.8,93283,33
43,0,25919,Brian Vranesh,2818.6,81738,29
44,0,07457,Steve Flesch,2817.9,126806,45
45,0,01473,Todd Hamilton,2814.0,154770,55
46,0,20593,Greg Chalmers,2811.5,160256,57
47,0,09011,David Duval,2805.7,84172,30
48,0,26300,Matt Jones,2803.8,89720,32
49,0,01707,Steve Lowery,2802.3,162533,58
50,0,20574,Mathew Goggin,2801.9,151304,54
51,0,08793,Tiger Woods,2796.7,89494,32
52,0,20572,Rod Pampling,2793.4,153636,55
53,0,28087,Kris Blanks,2787.1,108696,39
54,0,26951,Johnson Wagner,2785.0,183812,66
55,0,24358,Robert Garrigus,2776.9,149952,54
56,0,25686,Jason Dufner,2776.8,205485,74
57,0,24912,Will MacKenzie,2770.4,157913,57
58,0,10885,Robert Allenby,2769.7,116329,42
59,0,22621,Ben Curtis,2768.8,113519,41
60,0,01766,Billy Mayfair,2768.6,168883,61
61,0,30927,Brendon Todd,2768.0,116257,42
62,0,24663,Y.E. Yang,2766.0,171493,62
63,0,21209,Sergio Garcia,2765.5,102324,37
64,0,10733,Kent Jones,2763.9,152012,55
65,0,23353,J.J. Henry,2763.6,182398,66
66,0,01161,Mark Calcavecchia,2760.4,138019,50
67,0,20104,Ken Duke,2754.9,129479,47
68,0,20127,Chris Riley,2743.9,134451,49
69,0,07223,Brian Bateman,2743.2,123445,45
70,0,01928,Corey Pavin,2739.7,115067,42
71,0,07749,Brett Quigley,2739.2,178050,65
72,0,12716,Charley Hoffman,2735.4,194211,71
73,0,20850,Daniel Chopra,2734.0,196846,72
74,0,06595,Kevin Sutherland,2731.8,161177,59
75,0,23623,Bo Van Pelt,2729.0,191027,70
76,0,12510,Chad Campbell,2727.7,174574,64
76,0,24138,Ian Poulter,2727.7,117289,43
78,0,24361,Pat Perez,2727.4,152735,56
79,0,27683,Leif Olson,2724.7,89916,33
80,0,01577,Lee Janzen,2717.9,133175,49
81,0,23788,D.J. Trahan,2713.8,168254,62
82,0,01706,Davis Love III,2713.3,165514,61
83,0,01948,Tim Petrovic,2708.0,173314,64
84,0,10117,Bob Heintz,2701.7,113472,42
85,0,21805,Harrison Frazar,2699.4,178162,66
86,0,26420,Richard Johnson,2697.6,178044,66
87,0,01941,Tom Pernice Jr.,2697.4,172633,64
88,0,28158,Steve Marino,2693.5,210092,78
89,0,01142,Bart Bryant,2692.3,131921,49
90,0,06539,Rick Price,2679.1,101806,38
91,0,23621,Rory Sabbatini,2671.4,136243,51
92,0,27466,Spencer Levin,2671.3,160280,60
93,0,31323,Gary Woodland,2664.2,61276,23
94,0,23778,Brad Adamonis,2660.8,125057,47
95,0,26679,Kevin Stadler,2655.1,114170,43
96,0,26498,Matt Weibring,2651.5,116668,44
97,0,25632,Jimmy Walker,2650.8,111333,42
98,0,01313,Steve Elkington,2644.5,124290,47
99,0,20848,Ángel Cabrera,2641.0,73948,28
100,0,27649,Brandt Snedeker,2638.4,160945,61
101,0,22405,Justin Rose,2635.2,123853,47
102,0,26695,Michael Letzig,2634.7,210777,80
103,0,23548,Bill Lunde,2634.5,168611,64
104,0,10425,Jay Williamson,2629.4,144617,55
105,0,23349,Charles Warren,2627.5,105098,40
106,0,10423,Mike Weir,2627.0,168131,64
107,0,20098,Stuart Appleby,2622.9,123275,47
108,0,27933,John Merrick,2620.3,159836,61
109,0,21731,Freddie Jacobson,2617.9,146603,56
110,0,20498,Briny Baird,2614.9,180428,69
111,0,26596,Ryan Moore,2614.5,164713,63
112,0,12782,Tim Herron,2605.7,182396,70
113,0,24140,Sean O'Hair,2601.4,145681,56
114,0,28089,Jason Day,2600.2,111807,43
115,0,06567,Vijay Singh,2598.3,127317,49
116,0,25240,D.A. Points,2593.0,191883,74
117,0,30711,Colt Knost,2591.5,119207,46
118,0,25804,Bubba Watson,2586.6,98290,38
119,0,01677,Tom Lehman,2581.7,80034,31
120,0,22892,Jason Gore,2581.6,126496,49
121,0,22961,David Mathis,2576.4,154583,60
122,0,01797,Rocco Mediate,2571.7,131158,51
123,0,20766,Padraig Harrington,2571.6,90007,35
124,0,02239,Scott Verplank,2568.7,208061,81
125,0,24024,Zach Johnson,2565.5,205242,80
126,0,27770,Camilo Villegas,2561.7,128087,50
127,0,23541,Ben Crane,2556.5,189181,74
128,0,21949,Joe Ogilvie,2552.5,145495,57
129,0,20157,Retief Goosen,2551.4,135222,53
130,0,10860,Justin Leonard,2550.4,191281,75
131,0,25900,Lucas Glover,2546.9,168095,66
132,0,22913,John Rollins,2546.4,175705,69
133,0,23320,Ryan Palmer,2545.5,150186,59
134,0,08075,Jerry Kelly,2545.2,180709,71
135,0,02206,David Toms,2543.4,208557,82
136,0,26476,Chez Reavie,2543.0,175467,69
137,0,30925,Dustin Johnson,2541.4,157568,62
138,0,28620,Aron Price,2541.0,157539,62
139,0,27060,John Mallinger,2540.5,165133,65
140,0,02214,Kirk Triplett,2533.0,101321,40
141,0,27963,Chris Stroud,2530.7,129064,51
142,0,08845,Scott Sterling,2523.9,95907,38
143,0,21753,Brian Davis,2521.4,204231,81
144,0,06527,Steve Stricker,2521.2,161354,64
145,0,27141,J.B. Holmes,2519.1,95726,38
146,0,25562,Andres Romero,2512.4,115570,46
147,0,19846,Brian Gay,2510.8,210907,84
148,0,23614,Rich Beem,2510.7,130558,52
149,0,22295,Darron Stiles,2510.1,75304,30
150,0,12652,Cameron Beckman,2507.4,165487,66
151,0,01810,Phil Mickelson,2505.9,92719,37
152,0,01226,Fred Couples,2501.1,100044,40
153,0,21878,Mark Wilson,2498.4,174887,70
154,0,22548,Patrick Sheehan,2494.3,77324,31
155,0,29718,Anthony Kim,2486.2,141715,57
156,0,08931,Glen Day,2483.9,141581,57
