RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,304.4,14309.0,47
2,0,25804,Bubba Watson,300.3,12013.4,40
3,0,30925,Dustin Johnson,298.9,16738.9,56
4,0,24358,Robert Garrigus,297.8,16678.8,56
5,0,31323,Gary Woodland,293.9,7934.7,27
6,0,01810,Phil Mickelson,293.0,11427.9,39
7,0,23497,Tag Ridings,291.2,11066.4,38
8,0,25562,Andres Romero,290.7,11338.0,39
9,0,12716,Charley Hoffman,290.2,20605.1,71
10,0,29718,Anthony Kim,289.3,14176.7,49
11,0,27936,Martin Laird,288.8,12993.9,45
12,0,01706,Davis Love III,288.7,18473.8,64
13,0,20848,Ángel Cabrera,288.4,9806.0,34
14,0,08793,Tiger Woods,287.0,8895.9,31
15,0,26851,Marc Leishman,285.7,19141.8,67
16,0,21805,Harrison Frazar,285.1,18532.3,65
17,0,28089,Jason Day,284.4,11374.3,40
18,0,27120,Troy Matteson,283.8,22702.3,80
19,0,01226,Fred Couples,283.3,10766.3,38
19,0,26300,Matt Jones,283.3,9917.2,35
21,0,24502,Adam Scott,283.2,10761.0,38
22,0,27095,Nick Watney,282.9,16972.6,60
23,0,20850,Daniel Chopra,282.2,22291.0,79
24,0,24490,George McNeill,281.9,16914.8,60
24,0,25818,Scott Piercy,281.9,15787.7,56
24,0,06567,Vijay Singh,281.9,16630.7,59
27,0,27683,Leif Olson,281.6,9012.7,32
28,0,27933,John Merrick,280.7,17966.1,64
29,0,20229,Stewart Cink,280.0,16519.0,59
30,0,25632,Jimmy Walker,279.8,11472.1,41
31,0,25900,Lucas Glover,279.7,18180.8,65
32,0,23320,Ryan Palmer,279.6,17336.2,62
32,0,23349,Charles Warren,279.6,12023.8,43
34,0,24924,Bill Haas,279.2,20099.5,72
35,0,23623,Bo Van Pelt,278.9,18688.0,67
36,0,24925,Jonathan Byrd,278.7,15606.1,56
37,0,28158,Steve Marino,278.6,22009.4,79
37,0,22046,Geoff Ogilvy,278.6,17552.6,63
39,0,27214,Kevin Streelman,278.2,22530.5,81
40,0,20645,John Senden,277.9,19728.4,71
41,0,21209,Sergio Garcia,277.7,10830.9,39
42,0,20574,Mathew Goggin,277.6,15268.4,55
43,0,28118,Peter Tomasulo,277.5,10546.2,38
44,0,09011,David Duval,277.0,9142.4,33
45,0,20157,Retief Goosen,276.8,14116.4,51
45,0,27770,Camilo Villegas,276.8,13009.2,47
47,0,24140,Sean O'Hair,276.5,15208.0,55
48,0,06595,Kevin Sutherland,276.4,16305.4,59
49,0,06522,Ernie Els,276.1,12978.9,47
