RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,124.02,6201.24,50
2,0,27141,J.B. Holmes,122.76,6628.92,54
3,0,31323,Gary Woodland,122.57,3922.18,32
4,0,30925,Dustin Johnson,121.12,7872.50,65
5,0,08793,Tiger Woods,120.52,4820.89,40
6,0,24358,Robert Garrigus,120.35,7220.94,60
7,0,01810,Phil Mickelson,120.08,5403.49,45
8,0,23497,Tag Ridings,119.96,4918.31,41
9,0,20848,Ángel Cabrera,119.68,4547.84,38
10,0,27095,Nick Watney,119.64,8733.40,73
11,0,12716,Charley Hoffman,118.95,9753.78,82
12,0,24502,Adam Scott,118.87,5230.35,44
13,0,21209,Sergio Garcia,118.42,5329.09,45
14,0,24924,Bill Haas,118.11,9567.28,81
15,0,25562,Andres Romero,117.91,6131.30,52
16,0,20645,John Senden,117.42,9511.17,81
17,0,27936,Martin Laird,117.35,6336.65,54
18,0,27120,Troy Matteson,117.18,9960.64,85
19,0,01706,Davis Love III,117.08,8078.62,69
20,0,21961,Charles Howell III,116.71,10037.11,86
21,0,27683,Leif Olson,116.68,4433.88,38
22,0,25900,Lucas Glover,116.63,8397.69,72
23,0,24490,George McNeill,116.42,8848.03,76
24,0,20850,Daniel Chopra,116.37,10472.99,90
25,0,25632,Jimmy Walker,116.34,5817.12,50
26,0,24846,Ricky Barnes,116.33,5933.05,51
27,0,20157,Retief Goosen,116.32,6514.05,56
28,0,23353,J.J. Henry,116.16,9641.13,83
29,0,26851,Marc Leishman,116.14,8826.77,76
30,0,29718,Anthony Kim,115.98,7306.69,63
31,0,24925,Jonathan Byrd,115.77,7177.96,62
32,0,01226,Fred Couples,115.54,4968.35,43
33,0,28089,Jason Day,115.52,5544.85,48
34,0,27214,Kevin Streelman,115.39,9923.60,86
35,0,24140,Sean O'Hair,115.26,6800.57,59
35,0,20691,Greg Owen,115.26,9797.19,85
37,0,26300,Matt Jones,115.25,4494.85,39
38,0,21805,Harrison Frazar,115.17,8982.91,78
39,0,23349,Charles Warren,115.15,5411.95,47
40,0,22371,Aaron Baddeley,115.10,5869.97,51
41,0,26301,James Nitties,115.09,6790.26,59
42,0,20229,Stewart Cink,115.08,7595.00,66
43,0,25818,Scott Piercy,114.94,7126.53,62
44,0,09011,David Duval,114.79,4132.42,36
45,0,06197,Michael Allen,114.71,5965.18,52
46,0,24663,Y.E. Yang,114.69,8028.57,70
47,0,26289,Boo Weekley,114.63,8597.45,75
48,0,23788,D.J. Trahan,114.62,8826.08,77
49,0,26596,Ryan Moore,114.56,8133.70,71
50,0,28475,Jeff Overton,114.45,8927.05,78
51,0,27933,John Merrick,114.17,8106.03,71
52,0,23623,Bo Van Pelt,114.05,8553.48,75
53,0,27770,Camilo Villegas,113.75,6711.13,59
54,0,23621,Rory Sabbatini,113.64,7841.17,69
55,0,20574,Mathew Goggin,113.63,6590.69,58
56,0,06522,Ernie Els,113.53,6017.35,53
57,0,10885,Robert Allenby,113.52,6243.56,55
58,0,22046,Geoff Ogilvy,113.50,7831.75,69
59,0,28118,Peter Tomasulo,113.41,4876.72,43
60,0,20098,Stuart Appleby,113.39,7596.86,67
61,0,24912,Will MacKenzie,113.36,6914.99,61
62,0,20070,Matt Bettencourt,113.32,9405.38,83
63,0,22913,John Rollins,113.25,8946.80,79
64,0,23320,Ryan Palmer,113.16,7695.04,68
65,0,06004,Stephen Ames,113.15,7015.04,62
66,0,24781,Hunter Mahan,113.12,7805.25,69
67,0,24361,Pat Perez,113.10,7351.70,65
68,0,20766,Padraig Harrington,113.07,5314.28,47
69,0,23778,Brad Adamonis,113.06,6670.42,59
70,0,01320,Bob Estes,113.03,8364.53,74
70,0,21959,Ted Purdy,113.03,9268.79,82
72,0,10585,Scott McCarron,113.01,8814.73,78
73,0,06567,Vijay Singh,112.98,6891.86,61
74,0,28780,Nicholas Thompson,112.92,9033.41,80
75,0,07749,Brett Quigley,112.87,8352.45,74
76,0,26695,Michael Letzig,112.81,10265.47,91
77,0,27963,Chris Stroud,112.78,6766.70,60
78,0,12510,Chad Campbell,112.76,8119.07,72
79,0,28087,Kris Blanks,112.68,5183.07,46
80,0,28158,Steve Marino,112.60,9909.10,88
81,0,26679,Kevin Stadler,112.56,5290.43,47
82,0,23638,Brendon de Jonge,112.53,7877.09,70
83,0,31416,Derek Fathauer,112.49,5287.11,47
84,0,26951,Johnson Wagner,112.41,8318.23,74
85,0,25919,Brian Vranesh,112.39,4046.06,36
86,0,12782,Tim Herron,112.30,9433.11,84
87,0,25686,Jason Dufner,112.23,8866.54,79
88,0,22405,Justin Rose,112.22,6284.49,56
89,0,01707,Steve Lowery,112.18,8749.89,78
90,0,06621,Joe Durant,112.13,5270.00,47
91,0,01161,Mark Calcavecchia,112.04,6610.15,59
92,0,20572,Rod Pampling,111.99,6943.56,62
93,0,06595,Kevin Sutherland,111.90,7273.34,65
94,0,07867,Woody Austin,111.81,8945.17,80
95,0,01945,Kenny Perry,111.77,9053.34,81
96,0,01577,Lee Janzen,111.70,6702.21,60
97,0,20104,Ken Duke,111.68,6700.74,60
97,0,26881,Jarrod Lyle,111.68,5583.86,50
99,0,23718,Nathan Green,111.64,10159.53,91
99,0,01473,Todd Hamilton,111.64,7033.53,63
101,0,23548,Bill Lunde,111.62,8483.08,76
102,0,07223,Brian Bateman,111.32,5566.05,50
103,0,20160,Charlie Wi,111.21,8896.87,80
104,0,22892,Jason Gore,111.13,6334.42,57
104,0,06527,Steve Stricker,111.13,7667.98,69
106,0,25396,Kevin Na,111.00,8325.03,75
107,0,21731,Freddie Jacobson,110.89,7762.31,70
108,0,23614,Rich Beem,110.44,5963.71,54
109,0,21350,Ryuji Imada,110.40,8500.96,77
110,0,29221,Webb Simpson,110.38,8388.69,76
111,0,01948,Tim Petrovic,110.32,9708.02,88
112,0,25345,Carl Pettersson,110.27,8601.36,78
113,0,07457,Steve Flesch,110.23,6172.62,56
114,0,08845,Scott Sterling,110.14,4515.59,41
115,0,10423,Mike Weir,110.09,7486.13,68
116,0,12652,Cameron Beckman,110.07,8695.32,79
117,0,20593,Greg Chalmers,110.02,7481.10,68
118,0,21949,Joe Ogilvie,109.86,7799.76,71
119,0,24138,Ian Poulter,109.75,5487.59,50
120,0,10117,Bob Heintz,109.70,4826.76,44
121,0,24449,Parker McLachlin,109.52,6899.90,63
121,0,26498,Matt Weibring,109.52,5366.59,49
123,0,10809,Jim Furyk,109.41,7658.48,70
124,0,23800,Bryce Molder,109.36,5796.33,53
125,0,20498,Briny Baird,109.34,8528.46,78
126,0,24507,Jason Bohn,109.33,9074.70,83
127,0,26497,Casey Wittenberg,109.18,6004.99,55
128,0,01313,Steve Elkington,109.17,6004.46,55
129,0,23048,Eric Axley,109.08,6108.28,56
130,0,23983,Luke Donald,108.98,7192.40,66
131,0,26668,Marc Turnesa,108.93,8496.22,78
132,0,01035,Tommy Armour III,108.87,5443.31,50
133,0,23541,Ben Crane,108.79,8812.11,81
133,0,22961,David Mathis,108.79,7506.47,69
135,0,06251,Chris DiMarco,108.77,9354.28,86
136,0,22621,Ben Curtis,108.60,4778.30,44
136,0,23108,Matt Kuchar,108.60,7275.89,67
138,0,01677,Tom Lehman,108.59,3909.38,36
139,0,10733,Kent Jones,108.51,6293.55,58
140,0,24503,Jeff Klauk,108.49,9655.19,89
141,0,22293,Heath Slocum,108.47,8894.26,82
142,0,10425,Jay Williamson,108.42,6071.51,56
143,0,08075,Jerry Kelly,108.40,8671.90,80
144,0,01797,Rocco Mediate,108.37,6502.18,60
145,0,26420,Richard Johnson,108.33,8341.47,77
146,0,24357,K.J. Choi,108.31,6282.18,58
147,0,25240,D.A. Points,108.24,9200.24,85
148,0,01724,Jeff Maggert,108.22,7792.19,72
149,0,10860,Justin Leonard,108.21,9522.78,88
150,0,01766,Billy Mayfair,108.20,7249.47,67
151,0,27466,Spencer Levin,108.11,7351.33,68
152,0,20127,Chris Riley,108.07,6375.90,59
153,0,23325,Vaughn Taylor,108.06,7348.33,68
154,0,06539,Rick Price,107.97,4318.93,40
155,0,01941,Tom Pernice Jr.,107.93,8202.37,76
156,0,02206,David Toms,107.70,8939.07,83
157,0,22548,Patrick Sheehan,107.62,3874.30,36
158,0,28620,Aron Price,107.58,7638.29,71
159,0,24024,Zach Johnson,107.57,9896.85,92
160,0,02239,Scott Verplank,107.43,9239.06,86
161,0,12705,Cliff Kresge,107.34,7191.49,67
162,0,02214,Kirk Triplett,107.26,5684.93,53
163,0,21753,Brian Davis,107.22,10293.12,96
164,0,01142,Bart Bryant,107.08,6210.72,58
165,0,27649,Brandt Snedeker,106.99,6633.55,62
166,0,30711,Colt Knost,106.98,5776.90,54
166,0,30927,Brendon Todd,106.98,5135.19,48
168,0,12602,Dean Wilson,106.92,6735.97,63
169,0,21878,Mark Wilson,106.91,8659.52,81
170,0,20472,Alex Cejka,106.65,7465.58,70
171,0,22295,Darron Stiles,106.32,3508.53,33
172,0,27060,John Mallinger,106.27,7970.62,75
173,0,23135,Tim Clark,106.14,7217.35,68
174,0,06643,Paul Goydos,106.11,7321.47,69
174,0,20634,Peter Lonard,106.11,8064.60,76
176,0,25190,Jeff Quinney,105.82,7301.72,69
177,0,26476,Chez Reavie,105.59,7919.34,75
178,0,01329,Brad Faxon,105.47,5906.32,56
179,0,06012,Greg Kraft,104.79,4296.40,41
180,0,22348,Nick O'Hern,104.62,9101.70,87
181,0,08931,Glen Day,103.73,6534.78,63
182,0,19846,Brian Gay,103.15,9386.80,91
183,0,01928,Corey Pavin,102.15,5414.11,53
184,0,01132,Mark Brooks,101.76,3765.21,37
