RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,183.73,9186.55,50
2,0,27141,J.B. Holmes,182.15,9836.23,54
3,0,31323,Gary Woodland,181.68,5813.82,32
4,0,30925,Dustin Johnson,179.59,11673.33,65
5,0,24358,Robert Garrigus,178.46,10707.72,60
6,0,01810,Phil Mickelson,177.93,8006.99,45
7,0,08793,Tiger Woods,177.92,7116.80,40
8,0,23497,Tag Ridings,177.80,7289.90,41
9,0,27095,Nick Watney,177.15,12932.18,73
10,0,20848,Ángel Cabrera,176.96,6724.65,38
11,0,24502,Adam Scott,175.85,7737.23,44
12,0,12716,Charley Hoffman,175.54,14394.43,82
13,0,25562,Andres Romero,174.88,9093.81,52
14,0,21209,Sergio Garcia,174.63,7858.51,45
15,0,24924,Bill Haas,174.25,14114.27,81
16,0,27936,Martin Laird,173.99,9395.32,54
17,0,01706,Davis Love III,173.34,11960.17,69
18,0,27120,Troy Matteson,173.00,14704.98,85
19,0,27683,Leif Olson,172.82,6567.33,38
20,0,25632,Jimmy Walker,172.54,8626.98,50
21,0,24490,George McNeill,172.44,13105.77,76
22,0,20645,John Senden,172.36,13961.07,81
23,0,26851,Marc Leishman,172.21,13088.00,76
24,0,25900,Lucas Glover,172.17,12396.22,72
24,0,21961,Charles Howell III,172.17,14806.37,86
26,0,23353,J.J. Henry,171.83,14261.57,83
27,0,20157,Retief Goosen,171.71,9615.88,56
28,0,24846,Ricky Barnes,171.49,8746.17,51
28,0,20850,Daniel Chopra,171.49,15433.85,90
30,0,29718,Anthony Kim,171.42,10799.63,63
31,0,01226,Fred Couples,171.30,7365.92,43
32,0,24140,Sean O'Hair,170.91,10083.79,59
33,0,28089,Jason Day,170.85,8200.61,48
34,0,21805,Harrison Frazar,170.84,13325.90,78
35,0,26301,James Nitties,170.74,10073.73,59
36,0,27214,Kevin Streelman,170.67,14677.38,86
37,0,24925,Jonathan Byrd,170.64,10579.72,62
38,0,20229,Stewart Cink,170.60,11259.82,66
39,0,25818,Scott Piercy,170.49,10570.43,62
40,0,26300,Matt Jones,170.29,6641.22,39
41,0,20691,Greg Owen,170.26,14471.72,85
42,0,22371,Aaron Baddeley,170.19,8679.64,51
43,0,09011,David Duval,170.09,6123.32,36
44,0,26289,Boo Weekley,169.79,12734.55,75
45,0,28475,Jeff Overton,169.68,13234.73,78
46,0,26596,Ryan Moore,169.45,12031.06,71
47,0,23623,Bo Van Pelt,169.24,12693.30,75
48,0,23788,D.J. Trahan,169.16,13025.09,77
49,0,27933,John Merrick,169.09,12005.12,71
50,0,23349,Charles Warren,168.90,7938.22,47
51,0,23621,Rory Sabbatini,168.57,11631.52,69
52,0,06197,Michael Allen,168.54,8764.19,52
52,0,27770,Camilo Villegas,168.54,9943.65,59
54,0,10885,Robert Allenby,168.48,9266.58,55
55,0,20574,Mathew Goggin,168.43,9769.01,58
56,0,06522,Ernie Els,168.34,8921.81,53
56,0,22046,Geoff Ogilvy,168.34,11615.59,69
58,0,24663,Y.E. Yang,168.27,11779.13,70
59,0,28118,Peter Tomasulo,168.16,7230.84,43
60,0,22913,John Rollins,168.03,13274.72,79
61,0,20070,Matt Bettencourt,167.94,13939.39,83
62,0,23320,Ryan Palmer,167.93,11419.22,68
63,0,20098,Stuart Appleby,167.91,11250.25,67
64,0,06567,Vijay Singh,167.57,10221.99,61
