RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
39,0,20157,Retief Goosen,187.3,10113.8,54
40,0,01226,Fred Couples,186.9,7664.3,41
41,0,23353,J.J. Henry,186.7,14935.3,80
42,0,22046,Geoff Ogilvy,186.2,12478.7,67
42,0,26289,Boo Weekley,186.2,13779.6,74
44,0,25818,Scott Piercy,186.0,11345.9,61
45,0,20574,Mathew Goggin,185.9,10409.4,56
46,0,23349,Charles Warren,185.8,8733.7,47
47,0,20229,Stewart Cink,185.5,11871.9,64
47,0,23320,Ryan Palmer,185.5,12611.5,68
49,0,23788,D.J. Trahan,185.3,14080.0,76
50,0,28158,Steve Marino,185.1,15176.4,82
51,0,26301,James Nitties,184.6,10337.5,56
52,0,10885,Robert Allenby,184.2,10128.6,55
53,0,06567,Vijay Singh,184.0,11037.8,60
54,0,06004,Stephen Ames,183.9,11033.4,60
55,0,23638,Brendon de Jonge,183.7,12308.3,67
56,0,24663,Y.E. Yang,183.5,12293.6,67
57,0,07749,Brett Quigley,183.3,12829.3,70
58,0,24912,Will MacKenzie,183.2,11174.5,61
59,0,06595,Kevin Sutherland,183.0,11710.6,64
60,0,31416,Derek Fathauer,182.9,8228.3,45
60,0,21959,Ted Purdy,182.9,14448.1,79
62,0,24361,Pat Perez,182.8,11513.7,63
63,0,22913,John Rollins,182.6,14245.4,78
64,0,10585,Scott McCarron,182.4,13494.9,74
65,0,20098,Stuart Appleby,182.2,11658.6,64
65,0,20070,Matt Bettencourt,182.2,14757.9,81
65,0,24140,Sean O'Hair,182.2,10387.1,57
68,0,28118,Peter Tomasulo,182.1,7648.9,42
68,0,25919,Brian Vranesh,182.1,6190.5,34
70,0,12510,Chad Campbell,182.0,12921.3,71
71,0,07867,Woody Austin,181.9,14366.6,79
72,0,23621,Rory Sabbatini,181.6,12166.2,67
73,0,26881,Jarrod Lyle,181.1,8692.2,48
73,0,26679,Kevin Stadler,181.1,8148.7,45
75,0,01707,Steve Lowery,181.0,13031.3,72
76,0,06621,Joe Durant,180.9,7960.6,44
76,0,26695,Michael Letzig,180.9,15195.8,84
76,0,27963,Chris Stroud,180.9,10130.4,56
76,0,27770,Camilo Villegas,180.9,9404.8,52
80,0,07223,Brian Bateman,180.5,8665.2,48
81,0,24781,Hunter Mahan,180.4,12084.8,67
81,0,26596,Ryan Moore,180.4,12088.3,67
83,0,28087,Kris Blanks,180.3,8112.5,45
83,0,20766,Padraig Harrington,180.3,8295.9,46
85,0,23548,Bill Lunde,180.2,13512.7,75
86,0,28780,Nicholas Thompson,179.8,14381.5,80
87,0,23718,Nathan Green,179.7,15274.3,85
88,0,23778,Brad Adamonis,179.6,10058.7,56
89,0,23614,Rich Beem,179.5,9333.9,52
89,0,22892,Jason Gore,179.5,10232.4,57
89,0,26951,Johnson Wagner,179.5,12925.2,72
92,0,06527,Steve Stricker,179.3,12012.2,67
93,0,06197,Michael Allen,179.0,8589.9,48
94,0,12782,Tim Herron,178.5,14818.8,83
95,0,10117,Bob Heintz,178.4,7672.1,43
96,0,01945,Kenny Perry,178.2,13718.5,77
97,0,01473,Todd Hamilton,178.0,10499.1,59
97,0,20160,Charlie Wi,178.0,13883.6,78
99,0,01577,Lee Janzen,177.9,10321.1,58
100,0,24507,Jason Bohn,177.8,14402.9,81
100,0,24503,Jeff Klauk,177.8,15292.6,86
100,0,21949,Joe Ogilvie,177.8,11553.9,65
103,0,06522,Ernie Els,177.7,9062.5,51
103,0,01320,Bob Estes,177.7,13147.3,74
103,0,20572,Rod Pampling,177.7,10840.6,61
106,0,29221,Webb Simpson,177.6,13142.2,74
107,0,25686,Jason Dufner,177.1,13989.1,79
107,0,24449,Parker McLachlin,177.1,11160.4,63
109,0,24138,Ian Poulter,177.0,8496.6,48
110,0,01161,Mark Calcavecchia,176.9,9908.2,56
111,0,20498,Briny Baird,176.8,13257.0,75
111,0,26498,Matt Weibring,176.8,8488.6,48
113,0,23800,Bryce Molder,176.7,9189.3,52
113,0,22405,Justin Rose,176.7,9893.1,56
115,0,06251,Chris DiMarco,176.5,14294.4,81
115,0,21350,Ryuji Imada,176.5,12177.5,69
117,0,28475,Jeff Overton,176.3,12873.1,73
118,0,10809,Jim Furyk,176.2,11451.1,65
118,0,21731,Freddie Jacobson,176.2,11983.2,68
120,0,20593,Greg Chalmers,176.0,11618.1,66
121,0,25396,Kevin Na,175.9,12666.4,72
122,0,23983,Luke Donald,175.3,11218.4,64
123,0,20104,Ken Duke,175.2,9810.5,56
123,0,10423,Mike Weir,175.2,11739.1,67
125,0,12652,Cameron Beckman,174.8,12935.0,74
126,0,22621,Ben Curtis,174.6,7332.0,42
126,0,01313,Steve Elkington,174.6,9429.8,54
126,0,01948,Tim Petrovic,174.6,14842.9,85
129,0,07457,Steve Flesch,174.3,9409.6,54
129,0,01766,Billy Mayfair,174.3,11330.1,65
129,0,26497,Casey Wittenberg,174.3,8891.2,51
132,0,26668,Marc Turnesa,174.0,13225.6,76
133,0,23541,Ben Crane,173.9,14086.5,81
133,0,10733,Kent Jones,173.9,9218.7,53
133,0,10425,Jay Williamson,173.9,9564.9,55
136,0,01797,Rocco Mediate,173.8,9733.0,56
137,0,25240,D.A. Points,173.3,14734.5,85
138,0,06539,Rick Price,172.8,6739.1,39
139,0,22293,Heath Slocum,172.4,13616.0,79
140,0,21753,Brian Davis,172.3,16026.6,93
140,0,27649,Brandt Snedeker,172.3,10512.5,61
142,0,23325,Vaughn Taylor,172.0,11177.9,65
143,0,23108,Matt Kuchar,171.6,11153.8,65
144,0,24357,K.J. Choi,171.4,9768.5,57
144,0,01677,Tom Lehman,171.4,5828.1,34
144,0,25345,Carl Pettersson,171.4,13200.6,77
144,0,30927,Brendon Todd,171.4,8225.4,48
148,0,28620,Aron Price,171.3,12164.2,71
149,0,08075,Jerry Kelly,171.2,13184.2,77
150,0,27466,Spencer Levin,171.0,11117.4,65
150,0,21878,Mark Wilson,171.0,13170.8,77
152,0,01724,Jeff Maggert,170.9,12136.7,71
153,0,27060,John Mallinger,170.6,12450.2,73
154,0,24024,Zach Johnson,170.4,15509.2,91
154,0,22295,Darron Stiles,170.4,5622.7,33
156,0,02206,David Toms,170.3,13622.3,80
156,0,02239,Scott Verplank,170.3,13625.7,80
158,0,22961,David Mathis,169.8,11034.0,65
159,0,01035,Tommy Armour III,169.7,8316.2,49
159,0,26420,Richard Johnson,169.7,12724.1,75
159,0,01941,Tom Pernice Jr.,169.7,12391.4,73
159,0,20127,Chris Riley,169.7,9843.9,58
163,0,22548,Patrick Sheehan,169.5,5593.7,33
164,0,12705,Cliff Kresge,169.3,10834.5,64
165,0,10860,Justin Leonard,169.1,13864.1,82
166,0,30711,Colt Knost,168.4,8754.5,52
167,0,23048,Eric Axley,168.0,9071.1,54
168,0,02214,Kirk Triplett,167.5,8541.2,51
169,0,20634,Peter Lonard,167.4,12052.0,72
170,0,06643,Paul Goydos,167.1,11363.6,68
171,0,25190,Jeff Quinney,166.7,11336.3,68
171,0,12602,Dean Wilson,166.7,10171.6,61
173,0,08845,Scott Sterling,166.6,6662.2,40
174,0,20472,Alex Cejka,165.9,11444.0,69
175,0,23135,Tim Clark,165.7,10768.3,65
175,0,26476,Chez Reavie,165.7,12097.9,73
177,0,01142,Bart Bryant,164.6,9547.3,58
178,0,08931,Glen Day,163.5,9319.5,57
179,0,22348,Nick O'Hern,160.2,13939.4,87
180,0,06012,Greg Kraft,160.1,6402.5,40
181,0,01132,Mark Brooks,156.0,5616.4,36
181,0,19846,Brian Gay,156.0,13883.4,89
183,0,01329,Brad Faxon,155.2,8693.4,56
184,0,01928,Corey Pavin,155.0,8062.1,52
