RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
78,0,07749,Brett Quigley,95' 4",6671' 6",70
78,0,26668,Marc Turnesa,95' 4",7244',76
80,0,22892,Jason Gore,95' 3",5430' 1",57
81,0,01161,Mark Calcavecchia,94' 11",5313' 3",56
82,0,26301,James Nitties,94' 9",5307' 9",56
83,0,12782,Tim Herron,94' 3",7823' 9",83
84,0,31416,Derek Fathauer,94' 2",4238' 6",45
84,0,23621,Rory Sabbatini,94' 2",6308' 0",67
86,0,02214,Kirk Triplett,94' 0",4795' 5",51
87,0,20098,Stuart Appleby,93' 9",5999' 9",64
88,0,01724,Jeff Maggert,93' 7",6642' 4",71
89,0,01707,Steve Lowery,93' 6",6733' 7",72
90,0,06527,Steve Stricker,93' 5",6257' 7",67
91,0,12705,Cliff Kresge,93' 0",5952' 8",64
92,0,24781,Hunter Mahan,92' 10",6219' 4",67
93,0,20850,Daniel Chopra,92' 9",7978' 6",86
93,0,28118,Peter Tomasulo,92' 9",3893' 9",42
95,0,22621,Ben Curtis,92' 7",3888',42
96,0,20472,Alex Cejka,92' 3",6362' 7",69
97,0,01132,Mark Brooks,92' 2",3316' 7",36
97,0,26695,Michael Letzig,92' 2",7740' 2",84
99,0,20070,Matt Bettencourt,92' 1",7458',81
99,0,20691,Greg Owen,92' 1",7829' 2",85
99,0,24502,Adam Scott,92' 1",3958' 9",43
99,0,27770,Camilo Villegas,92' 1",4790' 1",52
103,0,24503,Jeff Klauk,92' 0",7910' 7",86
104,0,07867,Woody Austin,91' 8",7240' 2",79
105,0,24912,Will MacKenzie,91' 5",5576' 0",61
106,0,24140,Sean O'Hair,91' 4",5206' 0",57
106,0,22293,Heath Slocum,91' 4",7216' 2",79
108,0,23788,D.J. Trahan,91' 3",6934' 6",76
109,0,20634,Peter Lonard,91' 0",6554' 2",72
110,0,01797,Rocco Mediate,90' 10",5087' 6",56
111,0,22405,Justin Rose,90' 9",5082' 5",56
112,0,24024,Zach Johnson,90' 5",8226' 7",91
113,0,01941,Tom Pernice Jr.,90' 3",6590' 8",73
114,0,12652,Cameron Beckman,89' 7",6629',74
114,0,25240,D.A. Points,89' 7",7613' 4",85
116,0,02239,Scott Verplank,89' 6",7157' 6",80
117,0,01577,Lee Janzen,89' 5",5188' 0",58
118,0,20498,Briny Baird,89' 4",6700' 9",75
119,0,21350,Ryuji Imada,89' 0",6142' 6",69
120,0,06004,Stephen Ames,88' 10",5330' 0",60
121,0,08931,Glen Day,88' 7",5049' 3",57
121,0,06621,Joe Durant,88' 7",3895',44
123,0,01313,Steve Elkington,88' 5",4774' 9",54
123,0,26476,Chez Reavie,88' 5",6454' 3",73
123,0,22548,Patrick Sheehan,88' 5",2918' 0",33
126,0,12510,Chad Campbell,88' 2",6258' 2",71
126,0,26289,Boo Weekley,88' 2",6522' 8",74
128,0,30711,Colt Knost,88' 0",4576' 9",52
129,0,01035,Tommy Armour III,87' 11",4305',49
129,0,23541,Ben Crane,87' 11",7122' 3",81
129,0,10809,Jim Furyk,87' 11",5716',65
129,0,24449,Parker McLachlin,87' 11",5540' 4",63
133,0,08075,Jerry Kelly,87' 10",6760' 2",77
134,0,01473,Todd Hamilton,87' 7",5166',59
135,0,25919,Brian Vranesh,87' 3",2966' 1",34
136,0,26497,Casey Wittenberg,87' 2",4444' 7",51
137,0,24357,K.J. Choi,86' 4",4922' 7",57
137,0,25900,Lucas Glover,86' 4",6046' 1",70
139,0,28475,Jeff Overton,85' 11",6271' 3",73
140,0,23353,J.J. Henry,85' 6",6842' 7",80
140,0,23108,Matt Kuchar,85' 6",5556' 1",65
142,0,27095,Nick Watney,85' 4",6230' 7",73
142,0,12602,Dean Wilson,85' 4",5206',61
144,0,24138,Ian Poulter,84' 11",4075' 1",48
145,0,26951,Johnson Wagner,84' 8",6093' 2",72
145,0,10425,Jay Williamson,84' 8",4655' 8",55
145,0,24663,Y.E. Yang,84' 8",5672' 2",67
148,0,26420,Richard Johnson,84' 6",6334' 7",75
149,0,23048,Eric Axley,84' 5",4556' 4",54
149,0,25345,Carl Pettersson,84' 5",6500' 7",77
151,0,28087,Kris Blanks,84' 3",3792' 1",45
151,0,23135,Tim Clark,84' 3",5478' 6",65
153,0,24846,Ricky Barnes,83' 3",3996' 6",48
154,0,26881,Jarrod Lyle,83' 0",3984' 2",48
155,0,06643,Paul Goydos,82' 10",5634' 0",68
156,0,20160,Charlie Wi,82' 9",6452' 2",78
157,0,06012,Greg Kraft,82' 8",3307' 2",40
158,0,23718,Nathan Green,82' 6",7009' 0",85
159,0,20593,Greg Chalmers,82' 1",5416' 0",66
160,0,27466,Spencer Levin,81' 7",5305' 3",65
161,0,22348,Nick O'Hern,81' 6",7088' 3",87
162,0,25190,Jeff Quinney,80' 10",5496' 1",68
163,0,01948,Tim Petrovic,80' 5",6837' 6",85
164,0,25396,Kevin Na,80' 3",5778' 8",72
165,0,01677,Tom Lehman,80' 2",2725' 8",34
166,0,20572,Rod Pampling,79' 6",4848' 7",61
167,0,23778,Brad Adamonis,78' 10",4414' 9",56
167,0,26596,Ryan Moore,78' 10",5283' 8",67
169,0,07457,Steve Flesch,78' 8",4248',54
170,0,21961,Charles Howell III,78' 5",6665' 9",85
171,0,10423,Mike Weir,77' 7",5199' 9",67
172,0,21731,Freddie Jacobson,76' 10",5223' 1",68
173,0,01320,Bob Estes,76' 7",5669' 4",74
173,0,22961,David Mathis,76' 7",4976' 0",65
175,0,19846,Brian Gay,76' 2",6780' 0",89
176,0,25686,Jason Dufner,74' 2",5859' 9",79
177,0,10860,Justin Leonard,73' 4",6010' 7",82
178,0,01928,Corey Pavin,71' 7",3722' 7",52
179,0,20127,Chris Riley,71' 5",4142' 1",58
180,0,08845,Scott Sterling,70' 2",2806' 7",40
181,0,01329,Brad Faxon,69' 5",3888' 9",56
182,0,01142,Bart Bryant,69' 2",4012' 9",58
183,0,20104,Ken Duke,63' 2",3535' 6",56
184,0,06197,Michael Allen,63' 0",3023' 1",48
