RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
106,0,26851,Marc Leishman,1.476,106.271,72,1.500,1.431
106,0,01707,Steve Lowery,1.476,72.309,49,1.485,1.443
106,0,27933,John Merrick,1.476,128.441,87,1.485,1.429
106,0,21959,Ted Purdy,1.476,88.554,60,1.487,1.443
106,0,10425,Jay Williamson,1.476,78.205,53,1.485,1.443
121,0,12652,Cameron Beckman,1.475,81.103,55,1.487,1.437
121,0,24358,Robert Garrigus,1.475,64.900,44,1.485,1.439
121,0,20105,Jeff Gove,1.475,51.641,35,1.487,1.443
121,0,23718,Nathan Green,1.475,103.244,70,1.485,1.447
121,0,28237,Rory McIlroy,1.475,61.952,42,1.485,1.439
121,0,01810,Phil Mickelson,1.475,72.272,49,1.500,1.389
121,0,01948,Tim Petrovic,1.475,122.451,83,1.487,1.433
121,0,25240,D.A. Points,1.475,107.683,73,1.487,1.395
121,0,24502,Adam Scott,1.475,88.504,60,1.485,1.415
121,0,28780,Nicholas Thompson,1.475,98.827,67,1.487,1.411
121,0,24663,Y.E. Yang,1.475,78.199,53,1.497,1.431
132,0,19846,Brian Gay,1.474,129.746,88,1.489,1.431
132,0,24024,Zach Johnson,1.474,116.483,79,1.485,1.431
132,0,26300,Matt Jones,1.474,110.559,75,1.485,1.429
132,0,24490,George McNeill,1.474,89.889,61,1.487,1.443
132,0,21878,Mark Wilson,1.474,104.685,71,1.485,1.443
137,0,06251,Chris DiMarco,1.473,94.246,64,1.487,1.429
137,0,23409,James Driscoll,1.473,92.827,63,1.485,1.449
137,0,07457,Steve Flesch,1.473,81.006,55,1.485,1.409
137,0,21209,Sergio Garcia,1.473,51.565,35,1.485,1.445
137,0,23353,J.J. Henry,1.473,106.050,72,1.485,1.411
137,0,21350,Ryuji Imada,1.473,120.754,82,1.487,1.437
137,0,22378,Trevor Immelman,1.473,60.403,41,1.485,1.425
137,0,01706,Davis Love III,1.473,88.400,60,1.487,1.435
137,0,27120,Troy Matteson,1.473,101.657,69,1.485,1.427
137,0,22122,Andrew McLardy,1.473,51.567,35,1.487,1.435
137,0,01941,Tom Pernice Jr.,1.473,64.804,44,1.485,1.435
137,0,30946,Alex Prugh,1.473,103.084,70,1.485,1.441
137,0,29221,Webb Simpson,1.473,131.098,89,1.500,1.437
150,0,06004,Stephen Ames,1.472,85.364,58,1.485,1.429
150,0,24925,Jonathan Byrd,1.472,105.952,72,1.485,1.421
150,0,25720,Chad Collins,1.472,108.938,74,1.485,1.433
150,0,06621,Joe Durant,1.472,69.165,47,1.485,1.405
150,0,28500,Martin Flores,1.472,80.935,55,1.485,1.443
150,0,25562,Andres Romero,1.472,92.764,63,1.485,1.439
156,0,22621,Ben Curtis,1.471,100.012,68,1.485,1.437
156,0,06514,Kevin Johnson,1.471,64.724,44,1.485,1.443
156,0,26392,Chris Wilson,1.471,64.730,44,1.485,1.429
159,0,32102,Rickie Fowler,1.470,126.459,86,1.500,1.423
159,0,12716,Charley Hoffman,1.470,108.780,74,1.485,1.431
159,0,26420,Richard Johnson,1.470,89.683,61,1.487,1.391
159,0,08075,Jerry Kelly,1.470,108.750,74,1.487,1.421
159,0,24361,Pat Perez,1.470,117.588,80,1.485,1.413
159,0,22405,Justin Rose,1.470,101.406,69,1.500,1.409
159,0,27214,Kevin Streelman,1.470,105.846,72,1.487,1.425
159,0,23788,D.J. Trahan,1.470,119.081,81,1.485,1.425
159,0,26289,Boo Weekley,1.470,110.244,75,1.489,1.419
168,0,23613,Rich Barcelo,1.469,71.963,49,1.485,1.437
168,0,20645,John Senden,1.469,123.400,84,1.512,1.415
170,0,20498,Briny Baird,1.468,101.259,69,1.485,1.401
170,0,21731,Freddie Jacobson,1.468,108.662,74,1.485,1.417
172,0,24846,Ricky Barnes,1.467,120.278,82,1.485,1.413
172,0,22946,Henrik Bjornstad,1.467,79.234,54,1.497,1.419
172,0,10585,Scott McCarron,1.467,107.090,73,1.491,1.358
172,0,20663,Brenden Pappas,1.467,61.616,42,1.485,1.439
172,0,26951,Johnson Wagner,1.467,101.203,69,1.485,1.433
177,0,23983,Luke Donald,1.466,85.019,58,1.485,1.435
177,0,12602,Dean Wilson,1.466,55.700,38,1.493,1.439
179,0,01161,Mark Calcavecchia,1.465,58.610,40,1.485,1.443
179,0,24924,Bill Haas,1.465,114.304,78,1.485,1.415
179,0,23349,Charles Warren,1.465,63.015,43,1.485,1.409
182,0,27436,Graham DeLaet,1.464,70.288,48,1.485,1.419
182,0,28307,Matt Every,1.464,65.883,45,1.485,1.413
182,0,25396,Kevin Na,1.464,108.318,74,1.489,1.431
182,0,26679,Kevin Stadler,1.464,89.275,61,1.485,1.395
186,0,20850,Daniel Chopra,1.462,87.723,60,1.490,1.429
187,0,12755,Vance Veazey,1.461,58.456,40,1.485,1.411
188,0,08725,Tom Gillis,1.460,124.075,85,1.485,1.399
188,0,26882,Michael Sim,1.460,73.014,50,1.485,1.413
190,0,33419,Cameron Tringale,1.454,55.246,38,1.487,1.383
191,0,11123,Chris Couch,1.447,67.995,47,1.485,1.405
192,0,07867,Woody Austin,1.444,98.167,68,1.475,1.374
