RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,20766,Padraig Harrington,1.482,69.633,47,1.485,1.435
1,0,28158,Steve Marino,1.482,100.760,68,1.485,1.451
1,0,23623,Bo Van Pelt,1.482,117.083,79,1.485,1.445
4,0,10885,Robert Allenby,1.481,91.803,62,1.500,1.439
4,0,20472,Alex Cejka,1.481,87.365,59,1.485,1.435
4,0,20229,Stewart Cink,1.481,103.656,70,1.485,1.421
4,0,20157,Retief Goosen,1.481,77.003,52,1.500,1.439
4,0,20378,Mathias Grönberg,1.481,59.224,40,1.489,1.441
4,0,01724,Jeff Maggert,1.481,88.860,60,1.485,1.441
4,0,23320,Ryan Palmer,1.481,108.136,73,1.514,1.437
4,0,22293,Heath Slocum,1.481,117.003,79,1.491,1.433
4,0,08385,Omar Uresti,1.481,81.477,55,1.487,1.439
13,0,24227,Justin Bolli,1.480,56.232,38,1.485,1.447
13,0,25686,Jason Dufner,1.480,97.658,66,1.485,1.441
13,0,01313,Steve Elkington,1.480,76.936,52,1.485,1.441
13,0,01329,Brad Faxon,1.480,68.058,46,1.487,1.443
13,0,08537,J.P. Hayes,1.480,96.209,65,1.485,1.435
13,0,12782,Tim Herron,1.480,85.824,58,1.489,1.445
13,0,27141,J.B. Holmes,1.480,106.525,72,1.500,1.441
13,0,27936,Martin Laird,1.480,112.450,76,1.487,1.429
13,0,27797,Derek Lamely,1.480,85.828,58,1.485,1.433
13,0,27060,John Mallinger,1.480,73.991,50,1.490,1.437
13,0,25345,Carl Pettersson,1.480,133.194,90,1.485,1.437
13,0,28620,Aron Price,1.480,72.497,49,1.485,1.445
13,0,20127,Chris Riley,1.480,85.812,58,1.495,1.439
13,0,23621,Rory Sabbatini,1.480,82.901,56,1.485,1.437
13,0,20686,Jeev Milkha Singh,1.480,50.318,34,1.485,1.443
13,0,06567,Vijay Singh,1.480,90.275,61,1.485,1.439
13,0,31560,Brian Stuard,1.480,102.145,69,1.485,1.429
13,0,02206,David Toms,1.480,102.131,69,1.485,1.439
31,0,20070,Matt Bettencourt,1.479,75.419,51,1.485,1.443
31,0,24357,K.J. Choi,1.479,90.245,61,1.487,1.425
31,0,23135,Tim Clark,1.479,100.600,68,1.485,1.445
31,0,09011,David Duval,1.479,57.675,39,1.487,1.443
31,0,30925,Dustin Johnson,1.479,96.131,65,1.485,1.427
31,0,27466,Spencer Levin,1.479,124.230,84,1.487,1.441
31,0,23548,Bill Lunde,1.479,87.251,59,1.485,1.443
31,0,27613,David Lutterus,1.479,72.453,49,1.485,1.445
31,0,26881,Jarrod Lyle,1.479,60.619,41,1.485,1.439
31,0,24781,Hunter Mahan,1.479,109.440,74,1.485,1.435
31,0,01766,Billy Mayfair,1.479,81.319,55,1.485,1.441
31,0,06515,Shaun Micheel,1.479,69.493,47,1.485,1.433
31,0,27302,Garth Mulroy,1.479,54.717,37,1.485,1.443
31,0,24140,Sean O'Hair,1.479,103.538,70,1.495,1.441
31,0,21949,Joe Ogilvie,1.479,119.836,81,1.500,1.439
31,0,28475,Jeff Overton,1.479,103.529,70,1.500,1.437
31,0,20691,Greg Owen,1.479,88.734,60,1.487,1.443
31,0,20572,Rod Pampling,1.479,90.209,61,1.485,1.441
31,0,07749,Brett Quigley,1.479,115.396,78,1.487,1.431
31,0,22913,John Rollins,1.479,109.472,74,1.485,1.445
31,0,27963,Chris Stroud,1.479,90.190,61,1.485,1.437
31,0,06595,Kevin Sutherland,1.479,109.416,74,1.491,1.429
31,0,25892,Steve Wheatcroft,1.479,69.519,47,1.485,1.423
54,0,29910,Blake Adams,1.478,101.977,69,1.485,1.441
54,0,24507,Jason Bohn,1.478,118.262,80,1.491,1.433
54,0,07363,Craig Bowden,1.478,54.693,37,1.489,1.439
54,0,20848,Ángel Cabrera,1.478,82.742,56,1.485,1.437
54,0,23673,Michael Connell,1.478,104.943,71,1.491,1.419
54,0,28089,Jason Day,1.478,96.091,65,1.485,1.433
54,0,01320,Bob Estes,1.478,94.562,64,1.485,1.443
54,0,25900,Lucas Glover,1.478,88.670,60,1.485,1.453
54,0,06643,Paul Goydos,1.478,100.536,68,1.485,1.445
54,0,01577,Lee Janzen,1.478,87.225,59,1.489,1.437
54,0,12705,Cliff Kresge,1.478,51.715,35,1.485,1.445
54,0,24912,Will MacKenzie,1.478,88.664,60,1.499,1.435
54,0,32640,Troy Merritt,1.478,100.526,68,1.485,1.439
54,0,23800,Bryce Molder,1.478,107.890,73,1.485,1.441
54,0,26301,James Nitties,1.478,90.150,61,1.490,1.439
54,0,25818,Scott Piercy,1.478,94.568,64,1.485,1.439
54,0,08375,Paul Stankowski,1.478,56.152,38,1.491,1.441
54,0,23325,Vaughn Taylor,1.478,104.908,71,1.504,1.439
54,0,27330,Josh Teater,1.478,116.735,79,1.485,1.429
54,0,12714,Chris Tidland,1.478,93.087,63,1.499,1.449
54,0,27770,Camilo Villegas,1.478,81.303,55,1.485,1.425
54,0,27095,Nick Watney,1.478,106.432,72,1.485,1.433
54,0,10423,Mike Weir,1.478,60.597,41,1.485,1.413
77,0,20098,Stuart Appleby,1.477,127.006,86,1.485,1.435
77,0,23541,Ben Crane,1.477,107.790,73,1.500,1.433
77,0,21753,Brian Davis,1.477,116.701,79,1.487,1.443
77,0,23638,Brendon de Jonge,1.477,134.363,91,1.489,1.441
77,0,06522,Ernie Els,1.477,85.676,58,1.485,1.405
77,0,20574,Mathew Goggin,1.477,82.714,56,1.485,1.415
77,0,21961,Charles Howell III,1.477,126.998,86,1.493,1.441
77,0,01619,Skip Kendall,1.477,56.116,38,1.485,1.441
77,0,06012,Greg Kraft,1.477,48.725,33,1.485,1.433
77,0,10860,Justin Leonard,1.477,109.324,74,1.485,1.433
77,0,26695,Michael Letzig,1.477,106.334,72,1.485,1.435
77,0,01797,Rocco Mediate,1.477,85.654,58,1.485,1.441
77,0,26596,Ryan Moore,1.477,93.069,63,1.485,1.441
77,0,22046,Geoff Ogilvy,1.477,81.227,55,1.485,1.437
77,0,22056,Cameron Percy,1.477,79.742,54,1.485,1.441
77,0,01945,Kenny Perry,1.477,87.163,59,1.485,1.443
77,0,24138,Ian Poulter,1.477,59.076,40,1.487,1.441
77,0,25190,Jeff Quinney,1.477,98.934,67,1.491,1.439
77,0,27649,Brandt Snedeker,1.477,121.116,82,1.485,1.441
77,0,06527,Steve Stricker,1.477,94.553,64,1.500,1.433
77,0,23307,Roger Tambellini,1.477,85.694,58,1.485,1.419
77,0,26287,Roland Thatcher,1.477,93.059,63,1.485,1.439
77,0,32617,Jerod Turner,1.477,57.608,39,1.500,1.441
77,0,02239,Scott Verplank,1.477,87.137,59,1.485,1.427
77,0,25632,Jimmy Walker,1.477,82.728,56,1.485,1.437
77,0,25804,Bubba Watson,1.477,101.947,69,1.485,1.437
77,0,23322,Brett Wetterich,1.477,57.606,39,1.491,1.437
77,0,20160,Charlie Wi,1.477,116.701,79,1.489,1.433
77,0,20436,Garrett Willis,1.477,96.023,65,1.485,1.423
106,0,22371,Aaron Baddeley,1.476,119.525,81,1.491,1.429
106,0,28087,Kris Blanks,1.476,101.849,69,1.487,1.447
106,0,01116,Michael Bradley,1.476,76.772,52,1.497,1.443
106,0,12510,Chad Campbell,1.476,109.187,74,1.506,1.427
106,0,25364,Paul Casey,1.476,51.671,35,1.485,1.421
106,0,20593,Greg Chalmers,1.476,129.880,88,1.485,1.435
106,0,01249,John Daly,1.476,44.280,30,1.485,1.445
106,0,29285,Brent Delahoussaye,1.476,54.603,37,1.485,1.431
106,0,10809,Jim Furyk,1.476,101.863,69,1.485,1.437
106,0,23108,Matt Kuchar,1.476,115.101,78,1.500,1.427
