RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,305.6,38501,126
2,0,11123,Chris Couch,295.8,42596,144
3,0,08793,Tiger Woods,293.1,41323,141
4,0,23621,Rory Sabbatini,292.7,45658,156
5,0,21805,Harrison Frazar,290.5,55779,192
6,0,02106,Chris Smith,287.2,44803,156
7,0,01191,Barry Cheesman,287.1,55700,194
7,0,10585,Scott McCarron,287.1,50528,176
9,0,09011,David Duval,286.8,40145,140
10,0,01927,Dennis Paulson,286.3,56684,198
11,0,01810,Phil Mickelson,285.7,43425,152
12,0,12782,Tim Herron,284.8,52403,184
13,0,06567,Vijay Singh,284.3,56293,198
14,0,20029,Notah Begay III,283.8,55055,194
15,0,01226,Fred Couples,283.4,31746,112
15,0,23349,Charles Warren,283.4,39106,138
17,0,01706,Davis Love III,283.0,41608,147
18,0,06599,John Elliott,282.9,44692,158
19,0,01035,Tommy Armour III,281.2,49487,176
20,0,01385,Jim Gallagher Jr.,280.9,46069,164
21,0,23623,Bo Van Pelt,280.7,40981,146
22,0,19824,Craig Barlow,280.4,47671,170
22,0,01945,Kenny Perry,280.4,45993,164
22,0,02245,Grant Waite,280.4,54402,194
25,0,20098,Stuart Appleby,280.1,49299,176
25,0,12652,Cameron Beckman,280.1,45374,162
27,0,20094,Jonathan Kaye,279.9,60189,215
27,0,01723,Andrew Magee,279.9,45908,164
27,0,02246,Duffy Waldorf,279.9,48142,172
30,0,08375,Paul Stankowski,279.6,43053,154
31,0,10885,Robert Allenby,279.5,46956,168
31,0,01116,Michael Bradley,279.5,41370,148
31,0,01685,J.L. Lewis,279.5,53097,190
34,0,01418,Bill Glasson,279.0,42405,152
34,0,20213,Katsumasa Miyamoto,279.0,33482,120
36,0,22292,David Seawell,278.8,28157,101
37,0,02218,Ted Tryba,278.5,59884,215
38,0,06522,Ernie Els,278.2,31156,112
39,0,06062,Charles Raulerson,278.1,56457,203
40,0,08045,Perry Moss,278.0,39471,142
41,0,12823,Carlos Franco,277.9,37243,134
42,0,21007,Gabriel Hjertstedt,277.6,53301,192
42,0,21949,Joe Ogilvie,277.6,51086,184
44,0,01943,Chris Perry,277.4,66583,240
45,0,01975,Tom Purtzer,277.3,28834,104
46,0,02133,Craig Stadler,277.2,27722,100
47,0,08537,J.P. Hayes,277.1,49873,180
48,0,20229,Stewart Cink,276.9,49568,179
49,0,01096,Phil Blackmar,276.8,49276,178
50,0,01040,Emlyn Aubrey,276.7,28220,102
50,0,07749,Brett Quigley,276.7,33205,120
52,0,10649,Tom Scherrer,276.4,51406,186
52,0,02170,Hal Sutton,276.4,47538,172
52,0,02214,Kirk Triplett,276.4,47541,172
55,0,06575,Dudley Hart,276.3,46422,168
56,0,19881,Robert Damron,276.2,60206,218
56,0,01569,Peter Jacobsen,276.2,40049,145
56,0,06613,Tommy Tolles,276.2,42541,154
59,0,07867,Woody Austin,276.0,53543,194
59,0,20593,Greg Chalmers,276.0,58521,212
61,0,01677,Tom Lehman,275.6,42996,156
62,0,01203,Russ Cochran,275.4,45722,166
62,0,02206,David Toms,275.4,56723,206
64,0,01282,Trevor Dodds,275.2,53392,194
64,0,06527,Steve Stricker,275.2,36878,134
66,0,10963,Jimmy Green,275.1,41262,150
67,0,06251,Chris DiMarco,275.0,54447,198
67,0,10107,Deane Pappas,275.0,45093,164
69,0,07763,Doug Dunakey,274.9,47835,174
70,0,20498,Briny Baird,274.8,42862,156
70,0,06809,Bob Burns,274.8,48915,178
70,0,01361,Dan Forsman,274.8,50566,184
70,0,10423,Mike Weir,274.8,53035,193
74,0,01161,Mark Calcavecchia,274.7,51092,186
74,0,07457,Steve Flesch,274.7,53846,196
76,0,21959,Ted Purdy,274.5,34867,127
77,0,01599,Steve Jones,274.4,30182,110
77,0,02223,Bob Tway,274.4,49385,180
79,0,01093,Ronnie Black,274.3,30727,112
80,0,10962,Bradley Hughes,274.2,52643,192
81,0,01968,Nick Price,274.0,31782,116
82,0,12645,Brent Geiberger,273.9,56424,206
83,0,06036,Scott Dunlap,273.7,44880,164
84,0,10425,Jay Williamson,273.6,44873,164
85,0,06014,Eric Booker,273.4,49206,180
86,0,01042,Paul Azinger,273.1,39869,146
87,0,23614,Rich Beem,272.9,34928,128
88,0,06332,Neal Lancaster,272.8,50201,184
89,0,08075,Jerry Kelly,272.7,58903,216
90,0,01905,Joe Ozaki,272.5,26703,98
90,0,06595,Kevin Sutherland,272.5,52316,192
92,0,01553,John Huston,272.4,39225,144
92,0,12660,Jesper Parnevik,272.4,33779,124
94,0,01261,Jay Delsing,272.3,41396,152
95,0,06617,Brian Henninger,272.0,52225,192
96,0,01707,Steve Lowery,271.9,53836,198
97,0,08931,Glen Day,271.8,49462,182
97,0,01374,Robin Freeman,271.8,42952,158
99,0,20127,Chris Riley,271.6,45629,168
100,0,01797,Rocco Mediate,271.4,42888,158
101,0,10860,Justin Leonard,271.2,54239,200
102,0,06004,Stephen Ames,270.9,29795,110
102,0,01633,Tom Kite,270.9,31428,116
104,0,01941,Tom Pernice Jr.,270.8,48201,178
104,0,12663,Phil Tataurangi,270.8,38455,142
104,0,02239,Scott Verplank,270.8,46031,170
107,0,02023,Clarence Rose,270.7,25984,96
108,0,08993,Franklin Langham,270.5,53551,198
109,0,01619,Skip Kendall,270.3,56764,210
109,0,01771,Blaine McCallister,270.3,50821,188
109,0,07101,Dave Stockton Jr.,270.3,48114,178
112,0,10733,Kent Jones,270.1,36197,134
112,0,01761,Len Mattiace,270.1,50242,186
114,0,06621,Joe Durant,270.0,42656,158
114,0,01920,Craig Parry,270.0,32396,120
116,0,01063,Ben Bates,269.9,53436,198
116,0,01724,Jeff Maggert,269.9,42105,156
118,0,08123,Jeff Brehaut,269.8,41543,154
119,0,01381,Fred Funk,269.7,63101,234
119,0,01766,Billy Mayfair,269.7,43697,162
119,0,01926,Steve Pate,269.7,49633,184
122,0,01024,Billy Andrade,269.5,46361,172
122,0,01313,Steve Elkington,269.5,35580,132
122,0,02131,Mike Springer,269.5,46631,173
122,0,02321,Fuzzy Zoeller,269.5,29106,108
126,0,06581,David Sutherland,269.4,48495,180
127,0,01320,Bob Estes,269.2,55985,208
128,0,02104,Jeff Sluman,269.1,57581,214
129,0,02101,Joey Sindelar,269.0,38739,144
130,0,19846,Brian Gay,268.9,37105,138
131,0,07781,Ty Armstrong,268.8,41392,154
131,0,20099,Doug Barron,268.8,47838,178
131,0,20124,Alan Bratton,268.8,38700,144
134,0,01185,Brandel Chamblee,268.7,40835,152
134,0,07753,Kevin Wentworth,268.7,38150,142
136,0,11011,Mike Sposa,268.4,47769,178
137,0,01378,David Frost,268.2,42382,158
137,0,01533,P.H. Horgan III,268.2,52570,196
139,0,01323,Brad Fabel,268.1,47181,176
140,0,06064,Jeff Gallagher,268.0,49312,184
141,0,01331,Rick Fehr,267.9,38039,142
142,0,11032,Frank Lickliter II,267.8,55700,208
142,0,02279,Mark Wiebe,267.8,40701,152
144,0,01527,Scott Hoch,267.5,52965,198
145,0,01577,Lee Janzen,267.4,43050,161
145,0,06655,Geoffrey Sisk,267.4,42253,158
145,0,02257,Brian Watts,267.4,42782,160
148,0,06140,Sean Murphy,267.2,44351,166
149,0,06012,Greg Kraft,267.1,50750,190
150,0,01604,Steve Jurgensen,266.9,29358,110
150,0,01887,Mark O'Meara,266.9,30424,114
152,0,01098,Jay Don Blake,266.8,49099,184
153,0,02146,Payne Stewart,266.7,34133,128
154,0,01457,Jay Haas,266.5,40249,151
155,0,01549,Mike Hulbert,266.4,53806,202
156,0,01175,Jim Carter,266.3,51129,192
157,0,06044,Scott Gump,266.2,49515,186
158,0,01329,Brad Faxon,265.9,33499,126
158,0,10213,Dicky Pride,265.9,44678,168
160,0,06643,Paul Goydos,265.8,50506,190
161,0,10569,Mike Brisky,265.5,40893,154
161,0,10809,Jim Furyk,265.5,48860,184
163,0,01139,Olin Browne,265.4,42471,160
163,0,10457,Frank Nobilo,265.4,42992,162
165,0,01219,John Cook,265.3,42984,162
166,0,01127,Danny Briggs,265.0,40287,152
166,0,01132,Mark Brooks,265.0,57506,217
168,0,08385,Omar Uresti,264.9,54565,206
169,0,06315,Pete Jordan,264.8,47655,180
170,0,02267,D.A. Weibring,264.4,28024,106
171,0,01388,Robert Gamez,264.3,31192,118
172,0,01823,Larry Mize,264.1,36972,140
173,0,02008,Lee Rinker,264.0,48041,182
174,0,01266,Clark Dennis,263.9,46980,178
175,0,01376,Bob Friend,263.6,60093,228
176,0,08547,John Maginnes,263.3,47921,182
177,0,01157,Tom Byrum,263.1,46827,178
178,0,01891,David Ogrin,262.0,29871,114
179,0,01014,Fulton Allem,261.9,39811,152
180,0,01705,Tim Loustalot,261.4,34500,132
181,0,06078,Esteban Toledo,261.3,55908,214
182,0,01510,Nolan Henke,260.3,43215,166
183,0,01748,Doug Martin,259.0,49735,192
183,0,08553,Lee Porter,259.0,45584,176
185,0,01072,Chip Beck,258.8,38299,148
186,0,02099,Scott Simpson,256.9,29281,114
186,0,02242,Lanny Wadkins,256.9,29285,114
188,0,01996,Mike Reid,256.7,38504,150
189,0,02007,Larry Rinker,255.4,44951,176
190,0,02294,Willie Wood,255.2,36751,144
191,0,02010,Loren Roberts,254.8,45354,178
192,0,01928,Corey Pavin,252.5,40396,160
