RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,01320,Bob Estes,1.53,19,1242
2,0,01098,Jay Don Blake,1.77,29,1638
3,0,01196,Brian Claar,1.88,20,1062
4,0,01306,David Edwards,1.90,24,1260
5,0,01748,Doug Martin,1.91,35,1836
6,0,07547,Craig Kanada,1.95,19,972
7,0,06522,Ernie Els,1.97,22,1116
8,0,01096,Phil Blackmar,1.99,33,1656
9,0,06617,Brian Henninger,2.02,28,1386
10,0,01011,Rafael Alarcon,2.04,29,1422
10,0,10809,Jim Furyk,2.04,36,1764
12,0,01577,Lee Janzen,2.08,37,1782
13,0,02010,Loren Roberts,2.10,31,1476
14,0,01926,Steve Pate,2.14,32,1494
15,0,01024,Billy Andrade,2.15,39,1818
15,0,02239,Scott Verplank,2.15,24,1116
17,0,01677,Tom Lehman,2.16,28,1296
17,0,01941,Tom Pernice Jr.,2.16,33,1530
17,0,01960,Don Pooley,2.16,28,1296
20,0,01619,Skip Kendall,2.18,40,1836
21,0,02294,Willie Wood,2.20,34,1548
22,0,07267,Allen Doyle,2.22,34,1530
23,0,01527,Scott Hoch,2.23,35,1566
23,0,07235,John Morse,2.23,37,1656
25,0,01510,Nolan Henke,2.24,33,1476
26,0,01331,Rick Fehr,2.25,28,1242
26,0,01487,Jeff Hart,2.25,32,1422
28,0,10585,Scott McCarron,2.26,33,1458
29,0,02007,Larry Rinker,2.27,40,1764
30,0,08537,J.P. Hayes,2.28,39,1710
31,0,08339,Spike McRoy,2.29,28,1224
32,0,06012,Greg Kraft,2.30,43,1872
33,0,01891,David Ogrin,2.31,40,1728
34,0,01761,Len Mattiace,2.34,45,1926
35,0,20229,Stewart Cink,2.36,42,1782
36,0,01132,Mark Brooks,2.37,38,1602
36,0,01353,Bruce Fleisher,2.37,26,1098
38,0,01175,Jim Carter,2.38,42,1764
38,0,12660,Jesper Parnevik,2.38,30,1260
40,0,10505,Shane Bertsch,2.41,36,1494
40,0,01943,Chris Perry,2.41,46,1908
42,0,01139,Olin Browne,2.42,44,1818
42,0,06315,Pete Jordan,2.42,44,1818
44,0,01457,Jay Haas,2.43,35,1440
45,0,09011,David Duval,2.44,43,1764
45,0,01329,Brad Faxon,2.44,33,1350
47,0,01116,Michael Bradley,2.46,39,1584
47,0,02206,David Toms,2.46,39,1584
49,0,10875,Todd Demsey,2.48,33,1332
50,0,12663,Phil Tataurangi,2.49,34,1368
51,0,01378,David Frost,2.50,31,1242
51,0,02133,Craig Stadler,2.50,31,1242
51,0,06613,Tommy Tolles,2.50,40,1602
54,0,01724,Jeff Maggert,2.51,42,1674
55,0,12826,Paul Claxton,2.53,30,1188
55,0,06332,Neal Lancaster,2.53,46,1818
55,0,01707,Steve Lowery,2.53,45,1782
58,0,01035,Tommy Armour III,2.54,43,1692
59,0,01385,Jim Gallagher Jr.,2.55,40,1566
60,0,06124,Patrick Burke,2.56,30,1170
60,0,01723,Andrew Magee,2.56,47,1836
60,0,02101,Joey Sindelar,2.56,47,1836
60,0,02159,Curtis Strange,2.56,29,1134
64,0,06595,Kevin Sutherland,2.61,40,1530
65,0,01569,Peter Jacobsen,2.62,41,1566
66,0,12645,Brent Geiberger,2.63,44,1674
67,0,10860,Justin Leonard,2.64,48,1818
67,0,06527,Steve Stricker,2.64,28,1062
69,0,01261,Jay Delsing,2.65,40,1512
69,0,02135,Mike Standly,2.65,41,1548
71,0,02104,Jeff Sluman,2.66,47,1764
72,0,12387,Michael Christie,2.69,46,1710
72,0,01905,Joe Ozaki,2.69,32,1188
72,0,02131,Mike Springer,2.69,32,1188
72,0,02267,D.A. Weibring,2.69,30,1116
72,0,06577,John Wilson,2.69,44,1638
77,0,01633,Tom Kite,2.70,36,1332
78,0,08931,Glen Day,2.71,40,1476
79,0,06643,Paul Goydos,2.72,49,1800
80,0,01006,John Adams,2.74,40,1458
80,0,01374,Robin Freeman,2.74,32,1170
80,0,05466,Jack O'Keefe,2.74,37,1350
83,0,01203,Russ Cochran,2.75,51,1854
83,0,02223,Bob Tway,2.75,46,1674
85,0,01313,Steve Elkington,2.78,31,1116
85,0,01475,Donnie Hammond,2.78,34,1224
87,0,01771,Blaine McCallister,2.81,43,1530
87,0,01996,Mike Reid,2.81,41,1458
89,0,01682,Wayne Levi,2.82,34,1206
90,0,06621,Joe Durant,2.83,50,1764
91,0,10962,Bradley Hughes,2.85,40,1404
92,0,10457,Frank Nobilo,2.86,33,1152
93,0,02146,Payne Stewart,2.87,45,1566
94,0,07003,David Berganio Jr.,2.88,43,1494
95,0,01346,Ed Fiori,2.89,26,900
96,0,10963,Jimmy Green,2.91,43,1476
97,0,20098,Stuart Appleby,2.92,41,1404
97,0,02095,Larry Silveira,2.92,31,1062
99,0,07363,Craig Bowden,2.93,29,990
100,0,01887,Mark O'Meara,2.96,41,1386
101,0,01201,Lennie Clements,2.97,47,1584
101,0,08547,John Maginnes,2.97,54,1818
103,0,01928,Corey Pavin,3.00,34,1134
103,0,02100,Tim Simpson,3.00,34,1134
105,0,08265,Eric Johnson,3.01,45,1494
105,0,10207,Jimmy Johnston,3.01,46,1530
107,0,08075,Jerry Kelly,3.02,50,1656
108,0,01219,John Cook,3.03,54,1782
108,0,06044,Scott Gump,3.03,59,1944
108,0,01975,Tom Purtzer,3.03,36,1188
111,0,02008,Lee Rinker,3.04,52,1710
112,0,02292,Bob Wolcott,3.05,39,1278
113,0,01549,Mike Hulbert,3.06,54,1764
114,0,02115,Taylor Smith,3.09,45,1458
114,0,07101,Dave Stockton Jr.,3.09,55,1782
116,0,01093,Ronnie Black,3.11,47,1512
117,0,06581,David Sutherland,3.12,46,1476
118,0,02242,Lanny Wadkins,3.13,40,1278
119,0,01706,Davis Love III,3.15,51,1620
120,0,01876,Greg Norman,3.16,29,918
120,0,01968,Nick Price,3.16,33,1044
122,0,01533,P.H. Horgan III,3.18,51,1602
122,0,02246,Duffy Waldorf,3.18,51,1602
124,0,06034,Marco Dawson,3.20,49,1530
125,0,01920,Craig Parry,3.21,41,1278
126,0,21007,Gabriel Hjertstedt,3.24,42,1296
127,0,06090,Jim McGovern,3.25,52,1602
127,0,07749,Brett Quigley,3.25,65,1998
127,0,08375,Paul Stankowski,3.25,59,1818
130,0,10569,Mike Brisky,3.28,59,1800
131,0,01810,Phil Mickelson,3.29,45,1368
131,0,01945,Kenny Perry,3.29,48,1458
133,0,01185,Brandel Chamblee,3.31,47,1422
134,0,01408,Kelly Gibson,3.35,73,2178
135,0,02225,Howard Twitty,3.36,29,864
136,0,06575,Dudley Hart,3.38,48,1422
137,0,01040,Emlyn Aubrey,3.40,44,1296
138,0,01042,Paul Azinger,3.41,38,1116
138,0,02214,Kirk Triplett,3.41,54,1584
140,0,01599,Steve Jones,3.42,48,1404
141,0,02245,Grant Waite,3.43,63,1836
142,0,01072,Chip Beck,3.44,44,1278
142,0,01361,Dan Forsman,3.44,52,1512
142,0,06132,Sonny Skinner,3.44,44,1278
145,0,20099,Doug Barron,3.45,64,1854
145,0,02218,Ted Tryba,3.45,64,1854
147,0,11032,Frank Lickliter II,3.46,53,1530
147,0,01766,Billy Mayfair,3.46,56,1620
149,0,12782,Tim Herron,3.47,63,1818
149,0,01797,Rocco Mediate,3.47,50,1440
149,0,02170,Hal Sutton,3.47,60,1728
149,0,08385,Omar Uresti,3.47,63,1818
153,0,06567,Vijay Singh,3.48,52,1494
154,0,01161,Mark Calcavecchia,3.49,61,1746
155,0,07465,Hideki Kase,3.53,54,1530
156,0,01334,Keith Fergus,3.54,37,1044
156,0,01489,Steve Hart,3.54,44,1242
156,0,02099,Scott Simpson,3.54,51,1440
159,0,01157,Tom Byrum,3.57,63,1764
159,0,08793,Tiger Woods,3.57,52,1458
161,0,10213,Dicky Pride,3.58,49,1368
162,0,01323,Brad Fabel,3.61,61,1692
163,0,01381,Fred Funk,3.62,75,2070
163,0,02023,Clarence Rose,3.62,60,1656
165,0,01326,Nick Faldo,3.63,32,882
166,0,01133,Billy Ray Brown,3.65,46,1260
167,0,01288,Ed Dougherty,3.68,43,1170
168,0,01823,Larry Mize,3.70,46,1242
169,0,06214,Guy Boros,3.73,53,1422
169,0,06144,John Dowdall,3.73,41,1098
171,0,01418,Bill Glasson,3.76,46,1224
172,0,01553,John Huston,3.78,51,1350
173,0,19881,Robert Damron,3.80,67,1764
174,0,02256,Tom Watson,3.85,36,936
175,0,01307,Joel Edwards,3.86,64,1656
176,0,10837,Kevin Burton,3.90,52,1332
177,0,02279,Mark Wiebe,3.97,55,1386
178,0,02226,Tray Tyner,3.98,53,1332
179,0,20158,Anthony Rodriguez,4.10,45,1098
180,0,02049,Gene Sauers,4.19,40,954
181,0,01014,Fulton Allem,4.21,47,1116
182,0,01249,John Daly,4.22,38,900
183,0,01864,Larry Nelson,4.32,42,972
184,0,02166,Chip Sullivan,4.33,60,1386
185,0,01143,Brad Bryant,4.34,61,1404
186,0,06036,Scott Dunlap,4.35,72,1656
186,0,07087,Hugh Royer III,4.35,65,1494
188,0,02321,Fuzzy Zoeller,4.38,41,936
189,0,01717,Sandy Lyle,4.50,51,1134
190,0,06515,Shaun Micheel,4.51,43,954
191,0,01226,Fred Couples,4.58,47,1026
192,0,07867,Woody Austin,4.73,74,1566
193,0,08553,Lee Porter,4.80,70,1458
194,0,01444,Ken Green,4.93,47,954
195,0,01388,Robert Gamez,5.08,75,1476
