RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,01320,Bob Estes,.58,2,342
2,0,02010,Loren Roberts,.69,3,432
3,0,01527,Scott Hoch,1.01,4,396
4,0,01378,David Frost,1.21,5,414
5,0,06621,Joe Durant,1.30,7,540
6,0,02214,Kirk Triplett,1.33,6,450
7,0,06617,Brian Henninger,1.39,6,432
8,0,01510,Nolan Henke,1.45,6,414
9,0,02267,D.A. Weibring,1.46,5,342
10,0,01926,Steve Pate,1.50,7,468
11,0,07547,Craig Kanada,1.52,6,396
12,0,12663,Phil Tataurangi,1.56,7,450
13,0,01353,Bruce Fleisher,1.63,5,306
14,0,12645,Brent Geiberger,1.65,8,486
15,0,01139,Olin Browne,1.67,9,540
16,0,01577,Lee Janzen,1.71,8,468
17,0,01748,Doug Martin,1.72,9,522
18,0,12660,Jesper Parnevik,1.75,6,342
19,0,01975,Tom Purtzer,1.77,7,396
20,0,10962,Bradley Hughes,1.78,8,450
21,0,06522,Ernie Els,1.85,6,324
21,0,01346,Ed Fiori,1.85,6,324
21,0,01619,Skip Kendall,1.85,10,540
21,0,01633,Tom Kite,1.85,7,378
21,0,10457,Frank Nobilo,1.85,6,324
26,0,02007,Larry Rinker,1.91,11,576
27,0,01457,Jay Haas,1.93,8,414
28,0,06124,Patrick Burke,1.94,7,360
29,0,07267,Allen Doyle,1.98,10,504
29,0,08537,J.P. Hayes,1.98,10,504
31,0,01011,Rafael Alarcon,2.00,9,450
31,0,10585,Scott McCarron,2.00,9,450
33,0,01329,Brad Faxon,2.02,8,396
34,0,07363,Craig Bowden,2.05,7,342
34,0,02159,Curtis Strange,2.05,7,342
36,0,01891,David Ogrin,2.06,10,486
37,0,06643,Paul Goydos,2.11,11,522
38,0,12826,Paul Claxton,2.12,8,378
38,0,01928,Corey Pavin,2.12,8,378
40,0,05466,Jack O'Keefe,2.14,10,468
41,0,01599,Steve Jones,2.17,9,414
41,0,01945,Kenny Perry,2.17,9,414
43,0,20099,Doug Barron,2.22,12,540
43,0,20229,Stewart Cink,2.22,12,540
43,0,01943,Chris Perry,2.22,12,540
43,0,02133,Craig Stadler,2.22,8,360
47,0,01761,Len Mattiace,2.29,14,612
48,0,10207,Jimmy Johnston,2.30,12,522
48,0,01941,Tom Pernice Jr.,2.30,12,522
50,0,06214,Guy Boros,2.31,10,432
51,0,06332,Neal Lancaster,2.33,13,558
52,0,01161,Mark Calcavecchia,2.35,11,468
52,0,08339,Spike McRoy,2.35,11,468
54,0,01219,John Cook,2.38,12,504
54,0,10860,Justin Leonard,2.38,12,504
56,0,01797,Rocco Mediate,2.42,10,414
57,0,01489,Steve Hart,2.44,11,450
58,0,06012,Greg Kraft,2.45,15,612
59,0,01024,Billy Andrade,2.47,12,486
59,0,01116,Michael Bradley,2.47,12,486
61,0,01766,Billy Mayfair,2.49,13,522
61,0,02170,Hal Sutton,2.49,13,522
61,0,06577,John Wilson,2.49,13,522
64,0,02242,Lanny Wadkins,2.50,9,360
65,0,08385,Omar Uresti,2.51,14,558
66,0,01569,Peter Jacobsen,2.55,11,432
67,0,08931,Glen Day,2.56,12,468
67,0,02206,David Toms,2.56,12,468
67,0,02294,Willie Wood,2.56,12,468
70,0,09011,David Duval,2.58,13,504
70,0,01385,Jim Gallagher Jr.,2.58,13,504
72,0,07235,John Morse,2.59,14,540
72,0,01968,Nick Price,2.59,7,270
72,0,02101,Joey Sindelar,2.59,14,540
75,0,06315,Pete Jordan,2.60,15,576
76,0,08547,John Maginnes,2.61,16,612
77,0,01042,Paul Azinger,2.63,9,342
77,0,01374,Robin Freeman,2.63,9,342
79,0,06567,Vijay Singh,2.65,10,378
80,0,01201,Lennie Clements,2.67,13,486
81,0,01072,Chip Beck,2.68,14,522
81,0,01549,Mike Hulbert,2.68,14,522
81,0,01707,Steve Lowery,2.68,14,522
81,0,02245,Grant Waite,2.68,14,522
85,0,07101,Dave Stockton Jr.,2.69,15,558
86,0,01196,Brian Claar,2.78,9,324
