RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,29725,Tony Finau,89.47
2,0,24980,Scott Gutschewski,85.71
2,0,28237,Rory McIlroy,85.71
4,0,48081,Xander Schauffele,83.33
4,0,48699,Callum Tarren,83.33
6,0,35450,Patrick Cantlay,82.35
6,0,46717,Viktor Hovland,82.35
8,0,49771,J.T. Poston,80.00
8,0,23325,Vaughn Taylor,80.00
10,0,50525,Collin Morikawa,78.57
10,0,53165,Doc Redman,78.57
12,0,19803,Ryan Armour,77.78
12,0,45157,Cam Davis,77.78
12,0,47529,Mito Pereira,77.78
15,0,26476,Chez Reavie,76.47
16,0,40250,Taylor Pendrith,75.00
17,0,29518,Brendan Steele,73.33
18,0,45486,Joaquin Niemann,72.22
19,0,31557,Jim Herman,71.43
19,0,29926,Danny Lee,71.43
19,0,33204,Shane Lowry,71.43
19,0,46601,Trey Mullinax,71.43
19,0,28114,Dawie van der Walt,71.43
24,0,46970,Jon Rahm,70.59
24,0,57366,Cameron Young,70.59
24,0,47483,Will Zalatoris,70.59
27,0,28775,Nate Lashley,69.23
28,0,46402,Talor Gooch,68.75
28,0,34046,Jordan Spieth,68.75
30,0,39997,Corey Conners,68.42
30,0,39546,Keith Mitchell,68.42
30,0,33419,Cameron Tringale,68.42
33,0,29535,Brice Garnett,66.67
33,0,49947,Taylor Moore,66.67
33,0,22405,Justin Rose,66.67
33,0,47347,Adam Schenk,66.67
33,0,49960,Sepp Straka,66.67
33,0,33448,Justin Thomas,66.67
33,0,48887,Matt Wallace,66.67
33,0,27095,Nick Watney,66.67
41,0,46046,Scottie Scheffler,65.00
42,0,32839,Hideki Matsuyama,64.71
42,0,24502,Adam Scott,64.71
44,0,34255,Joseph Bramlett,64.29
45,0,32333,Kevin Tway,63.64
45,0,31323,Gary Woodland,63.64
47,0,27644,Brian Harman,63.16
48,0,55708,Hayden Buckley,62.50
48,0,40098,Matt Fitzpatrick,62.50
48,0,35310,Lanto Griffin,62.50
48,0,29420,Billy Horschel,62.50
48,0,36801,Mark Hubbard,62.50
48,0,26851,Marc Leishman,62.50
48,0,22056,Cameron Percy,62.50
48,0,37275,Sam Ryder,62.50
48,0,50095,Austin Smotherman,62.50
48,0,56278,Matthew Wolff,62.50
58,0,39971,Sungjae Im,61.90
59,0,30927,Brendon Todd,61.11
60,0,30978,Kiradech Aphibarnrat,60.00
60,0,27895,Jonas Blixt,60.00
60,0,31646,Emiliano Grillo,60.00
60,0,33399,Adam Hadwin,60.00
60,0,35506,Mackenzie Hughes,60.00
60,0,36799,Stephan Jaeger,60.00
60,0,26300,Matt Jones,60.00
60,0,25198,Francesco Molinari,60.00
60,0,34610,Matthias Schwab,60.00
60,0,35891,Cameron Smith,60.00
70,0,35449,Adam Long,58.82
70,0,46340,Alex Smalley,58.82
70,0,30692,Scott Stallings,58.82
70,0,32150,Michael Thompson,58.82
74,0,28089,Jason Day,58.33
74,0,29478,Kevin Kisner,58.33
74,0,48117,Kurt Kitayama,58.33
74,0,24361,Pat Perez,58.33
78,0,39324,J.J. Spaun,57.89
79,0,27936,Martin Laird,57.14
79,0,27129,Luke List,57.14
79,0,46442,Maverick McNealy,57.14
79,0,45540,Jared Wolfe,57.14
83,0,45609,Tyler Duncan,56.25
83,0,32662,Michael Gligic,56.25
83,0,29908,C.T. Pan,56.25
83,0,27064,Jhonattan Vegas,56.25
83,0,51894,Vince Whaley,56.25
88,0,33141,Keegan Bradley,55.56
88,0,47504,Sam Burns,55.56
88,0,29974,Branden Grace,55.56
88,0,34098,Russell Henley,55.56
88,0,39058,Lucas Herbert,55.56
88,0,35532,Tom Hoge,55.56
88,0,51950,Max McGreevy,55.56
88,0,51890,Greyson Sigg,55.56
88,0,10381,Curtis Thompson,55.56
97,0,39977,Max Homa,55.00
97,0,34466,Peter Malnati,55.00
97,0,32640,Troy Merritt,55.00
100,0,32366,Kevin Chappell,54.55
100,0,35879,Kelly Kraft,54.55
100,0,34264,Hudson Swafford,54.55
103,0,34563,Chesson Hadley,53.85
104,0,28252,Seamus Power,53.33
105,0,48822,Sebastián Muñoz,52.94
106,0,24925,Jonathan Byrd,50.00
106,0,52372,Cameron Champ,50.00
106,0,46435,Austin Cook,50.00
106,0,52375,Doug Ghim,50.00
106,0,47988,Nick Hardy,50.00
106,0,34363,Tyrrell Hatton,50.00
106,0,24024,Zach Johnson,50.00
106,0,30926,Chris Kirk,50.00
106,0,49766,Hank Lebioda,50.00
106,0,47993,Denny McCarthy,50.00
106,0,27349,Alex Noren,50.00
106,0,51997,Andrew Novak,50.00
106,0,33667,Carlos Ortiz,50.00
106,0,40006,Erik van Rooyen,50.00
106,0,52374,Brandon Wu,50.00
121,0,51766,Wyndham Clark,47.62
121,0,32791,K.H. Lee,47.62
123,0,45522,Christiaan Bezuidenhout,47.37
123,0,36871,Matthew NeSmith,47.37
123,0,49964,Aaron Wise,47.37
126,0,24924,Bill Haas,47.06
126,0,32757,Patton Kizzire,47.06
126,0,36326,David Lipsky,47.06
129,0,37189,Harold Varner III,46.67
130,0,30911,Tommy Fleetwood,46.15
130,0,32102,Rickie Fowler,46.15
130,0,33597,Harry Higgs,46.15
130,0,30944,Jason Kokrak,46.15
134,0,21961,Charles Howell III,45.45
134,0,35617,Martin Trainer,45.45
136,0,51634,Sahith Theegala,44.00
137,0,27214,Kevin Streelman,43.75
137,0,25493,Nick Taylor,43.75
139,0,48084,Wesley Bryan,42.86
139,0,49298,Kramer Hickok,42.86
139,0,33490,Bo Hoag,42.86
139,0,34174,John Huh,42.86
139,0,37455,Si Woo Kim,42.86
139,0,25818,Scott Piercy,42.86
145,0,34076,Joel Dahmen,42.11
145,0,25900,Lucas Glover,42.11
147,0,31420,Anirban Lahiri,41.67
147,0,27770,Camilo Villegas,41.67
147,0,32139,Danny Willett,41.67
150,0,36699,Patrick Rodgers,41.18
151,0,36884,Ben Kohles,40.00
151,0,23108,Matt Kuchar,40.00
151,0,40162,Justin Lower,40.00
151,0,47995,Davis Riley,40.00
151,0,23621,Rory Sabbatini,40.00
156,0,33122,Russell Knox,38.89
157,0,20229,Stewart Cink,38.46
157,0,32448,James Hahn,38.46
157,0,29289,S.Y. Noh,38.46
157,0,23320,Ryan Palmer,38.46
157,0,34431,Robert Streb,38.46
157,0,31560,Brian Stuard,38.46
163,0,36689,Brooks Koepka,37.50
163,0,27649,Brandt Snedeker,37.50
163,0,47128,Richy Werenski,37.50
166,0,23983,Luke Donald,36.36
166,0,47983,Chad Ramey,36.36
166,0,29221,Webb Simpson,36.36
169,0,45526,Abraham Ancer,33.33
169,0,25686,Jason Dufner,33.33
169,0,29970,Dylan Frittelli,33.33
169,0,54421,Garrick Higgo,33.33
169,0,54628,Lee Hodges,33.33
169,0,27974,Sung Kang,33.33
169,0,36852,Jim Knous,33.33
169,0,30163,Henrik Norlander,33.33
169,0,24138,Ian Poulter,33.33
169,0,34256,Andrew Putnam,33.33
169,0,34360,Patrick Reed,33.33
169,0,47856,Seth Reeves,33.33
181,0,12716,Charley Hoffman,30.77
182,0,46550,Brandon Hagy,30.00
182,0,39953,Chase Seiffert,30.00
184,0,35110,Brett Drewitt,28.57
185,0,46414,Aaron Rai,27.78
186,0,37212,Paul Barjon,27.27
186,0,27139,David Skinns,27.27
186,0,54783,Dylan Wu,27.27
189,0,40115,Adam Svensson,25.00
190,0,35461,Beau Hossler,23.08
