RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,29725,Tony Finau,100.0,3
1,0,40098,Matt Fitzpatrick,100.0,3
1,0,32102,Rickie Fowler,100.0,1
1,0,29974,Branden Grace,100.0,1
1,0,35310,Lanto Griffin,100.0,1
1,0,31646,Emiliano Grillo,100.0,2
1,0,34098,Russell Henley,100.0,1
1,0,39058,Lucas Herbert,100.0,1
1,0,49298,Kramer Hickok,100.0,1
1,0,54421,Garrick Higgo,100.0,1
1,0,54628,Lee Hodges,100.0,1
1,0,39977,Max Homa,100.0,2
1,0,29420,Billy Horschel,100.0,3
1,0,46717,Viktor Hovland,100.0,4
1,0,36801,Mark Hubbard,100.0,1
1,0,35506,Mackenzie Hughes,100.0,1
1,0,36799,Stephan Jaeger,100.0,1
1,0,26300,Matt Jones,100.0,1
1,0,48117,Kurt Kitayama,100.0,2
1,0,36689,Brooks Koepka,100.0,1
1,0,29926,Danny Lee,100.0,1
1,0,33204,Shane Lowry,100.0,3
1,0,32839,Hideki Matsuyama,100.0,2
1,0,51950,Max McGreevy,100.0,1
1,0,28237,Rory McIlroy,100.0,4
1,0,49947,Taylor Moore,100.0,1
1,0,50525,Collin Morikawa,100.0,1
1,0,46601,Trey Mullinax,100.0,2
1,0,36871,Matthew NeSmith,100.0,1
1,0,27349,Alex Noren,100.0,1
1,0,33667,Carlos Ortiz,100.0,1
1,0,40250,Taylor Pendrith,100.0,2
1,0,22056,Cameron Percy,100.0,1
1,0,47529,Mito Pereira,100.0,2
1,0,25818,Scott Piercy,100.0,1
1,0,49771,J.T. Poston,100.0,1
1,0,26476,Chez Reavie,100.0,1
1,0,47995,Davis Riley,100.0,2
1,0,48081,Xander Schauffele,100.0,5
1,0,47347,Adam Schenk,100.0,1
1,0,24502,Adam Scott,100.0,2
1,0,29518,Brendan Steele,100.0,1
1,0,49960,Sepp Straka,100.0,3
1,0,27214,Kevin Streelman,100.0,1
1,0,30927,Brendon Todd,100.0,1
1,0,32333,Kevin Tway,100.0,1
1,0,48887,Matt Wallace,100.0,1
1,0,31323,Gary Woodland,100.0,1
1,0,47483,Will Zalatoris,100.0,4
50,0,46046,Scottie Scheffler,88.9,8
51,0,35450,Patrick Cantlay,87.5,7
52,0,57366,Cameron Young,83.3,5
53,0,35532,Tom Hoge,80.0,4
54,0,48822,Sebastián Muñoz,75.0,3
54,0,46970,Jon Rahm,75.0,3
54,0,35891,Cameron Smith,75.0,3
57,0,33448,Justin Thomas,71.4,5
58,0,47504,Sam Burns,66.7,4
58,0,35461,Beau Hossler,66.7,2
58,0,28252,Seamus Power,66.7,2
58,0,47983,Chad Ramey,66.7,2
58,0,34046,Jordan Spieth,66.7,2
58,0,51634,Sahith Theegala,66.7,2
58,0,33419,Cameron Tringale,66.7,2
65,0,33141,Keegan Bradley,50.0,1
65,0,28089,Jason Day,50.0,1
65,0,34174,John Huh,50.0,1
65,0,23108,Matt Kuchar,50.0,1
65,0,31420,Anirban Lahiri,50.0,1
65,0,27936,Martin Laird,50.0,1
65,0,36326,David Lipsky,50.0,1
65,0,46442,Maverick McNealy,50.0,1
65,0,45486,Joaquin Niemann,50.0,1
65,0,46414,Aaron Rai,50.0,1
65,0,36699,Patrick Rodgers,50.0,1
65,0,30692,Scott Stallings,50.0,3
65,0,34264,Hudson Swafford,50.0,1
65,0,35617,Martin Trainer,50.0,1
65,0,56278,Matthew Wolff,50.0,1
80,0,39971,Sungjae Im,40.0,2
81,0,39324,J.J. Spaun,33.3,1
81,0,37189,Harold Varner III,33.3,1
81,0,27064,Jhonattan Vegas,33.3,1
81,0,49964,Aaron Wise,33.3,1
85,0,46402,Talor Gooch,25.0,1
86,0,45526,Abraham Ancer,.0
86,0,30978,Kiradech Aphibarnrat,.0
86,0,37212,Paul Barjon,.0
86,0,52372,Cameron Champ,.0
86,0,51766,Wyndham Clark,.0
86,0,34076,Joel Dahmen,.0
86,0,45157,Cam Davis,.0
86,0,45609,Tyler Duncan,.0
86,0,29970,Dylan Frittelli,.0
86,0,52375,Doug Ghim,.0
86,0,33399,Adam Hadwin,.0
86,0,32448,James Hahn,.0
86,0,33597,Harry Higgs,.0
86,0,37455,Si Woo Kim,.0
86,0,30926,Chris Kirk,.0
86,0,29478,Kevin Kisner,.0
86,0,36852,Jim Knous,.0
86,0,28775,Nate Lashley,.0
86,0,32791,K.H. Lee,.0
86,0,27129,Luke List,.0
86,0,47993,Denny McCarthy,.0
86,0,32640,Troy Merritt,.0
86,0,25198,Francesco Molinari,.0
86,0,30163,Henrik Norlander,.0
86,0,51997,Andrew Novak,.0
86,0,23320,Ryan Palmer,.0
86,0,34256,Andrew Putnam,.0
86,0,34360,Patrick Reed,.0
86,0,46340,Alex Smalley,.0
86,0,27649,Brandt Snedeker,.0
86,0,34431,Robert Streb,.0
86,0,40115,Adam Svensson,.0
86,0,48699,Callum Tarren,.0
86,0,40006,Erik van Rooyen,.0
86,0,51894,Vince Whaley,.0
86,0,52374,Brandon Wu,.0
