RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,48084,Wesley Bryan,160.4,3614497.000,626
2,1,54421,Garrick Higgo,162.9,6584073.000,1123
2,0,33486,Roger Sloan,162.9,5665745.000,966
2,3,27214,Kevin Streelman,162.9,5971206.000,1018
5,5,59836,Pierceson Coody,163.9,6503180.000,1102
5,0,27770,Camilo Villegas,163.9,4631678.000,785
7,-3,50497,Adrien Dumont de Chassart,164.0,6098249.000,1033
8,6,50493,Justin Suh,164.3,6489762.000,1097
8,-1,35617,Martin Trainer,164.3,4324530.000,731
10,-3,55893,Sam Stevens,164.6,8467409.000,1429
11,6,23108,Matt Kuchar,164.7,7080434.000,1194
12,1,34076,Joel Dahmen,164.8,7749193.000,1306
12,-3,56149,Wilson Furr,164.8,4858573.000,819
12,6,39327,Ben Silverman,164.8,7550252.000,1273
15,13,47988,Nick Hardy,165.4,8108041.000,1362
16,6,34466,Peter Malnati,165.5,7233563.000,1214
17,14,34374,Erik Barnes,165.6,4660879.000,782
17,-1,32366,Kevin Chappell,165.6,4364966.000,732
17,14,36871,Matt NeSmith,165.6,6599903.000,1107
17,8,47983,Chad Ramey,165.6,7346801.000,1232
17,8,47995,Davis Riley,165.6,7405549.000,1242
17,14,27330,Josh Teater,165.6,4048280.000,679
23,-12,54576,Patrick Fishburn,165.7,5988791.000,1004
23,12,12716,Charley Hoffman,165.7,6527737.000,1094
23,-1,32757,Patton Kizzire,165.7,5643361.000,946
23,-12,50484,Hayden Springer,165.7,5957734.000,999
27,9,59095,Chris Gotterup,165.8,7013335.000,1175
28,9,60767,Blaine Hale Jr.,165.9,4074082.000,682
29,10,59143,Mac Meissner,166.0,6954839.000,1164
29,-14,48699,Callum Tarren,166.0,6197736.000,1037
29,10,48119,Ben Taylor,166.0,5759661.000,964
32,11,46113,Ryan McCormick,166.1,5036045.000,842
32,11,39546,Keith Mitchell,166.1,8112555.000,1357
32,-4,45242,Kevin Yu,166.1,7066204.000,1182
35,-17,39975,Michael Kim,166.2,6706071.000,1121
36,-18,27936,Martin Laird,166.3,6183873.000,1033
36,10,55454,Carl Yuan,166.3,5748441.000,960
38,-11,46442,Maverick McNealy,166.4,8489006.000,1417
38,-10,36699,Patrick Rodgers,166.4,9550032.000,1594
38,-20,51894,Vince Whaley,166.4,5792456.000,967
41,11,37212,Paul Barjon,166.6,4672410.000,779
42,12,57975,Harry Hall,166.8,7637887.000,1272
43,14,60004,Jacob Bridgeman,166.9,6429110.000,1070
43,-4,52372,Cameron Champ,166.9,5274376.000,878
43,14,47663,Kevin Dougherty,166.9,5382796.000,896
46,13,51977,Max Greyserman,167.0,6864854.000,1142
46,13,34563,Chesson Hadley,167.0,6541415.000,1088
46,13,51696,Rico Hoey,167.0,7196672.000,1197
46,0,28775,Nate Lashley,167.0,6674931.000,1110
46,4,57900,Chandler Phillips,167.0,8039885.000,1337
51,11,59442,Parker Coody,167.1,5160731.000,858
51,-12,32640,Troy Merritt,167.1,6219786.000,1034
51,11,27139,David Skinns,167.1,7332747.000,1219
51,-14,52513,Carson Young,167.1,7981685.000,1327
55,9,24024,Zach Johnson,167.2,4633507.000,770
55,-33,50095,Austin Smotherman,167.2,4086396.000,679
55,-5,38991,Alejandro Tosti,167.2,6520448.000,1083
58,7,55708,Hayden Buckley,167.3,6452137.000,1071
58,-10,52514,Trace Crowe,167.3,5696643.000,946
58,7,48319,Tom Whitney,167.3,5402710.000,897
61,6,33948,Byeong Hun An,167.4,7081046.000,1175
61,6,45522,Christiaan Bezuidenhout,167.4,7737075.000,1284
63,-32,55789,Taylor Montgomery,167.5,5047628.000,837
64,7,22371,Aaron Baddeley,167.6,6359363.000,1054
64,-21,60067,Joe Highsmith,167.6,6237650.000,1034
64,7,32791,K.H. Lee,167.6,7308272.000,1211
67,8,29478,Kevin Kisner,167.7,5035804.000,834
67,8,47806,Raul Pereda,167.7,3876300.000,642
67,-13,27649,Brandt Snedeker,167.7,5571783.000,923
70,9,47504,Sam Burns,167.8,7108742.000,1177
71,12,33141,Keegan Bradley,168.0,7628012.000,1261
71,12,37378,Min Woo Lee,168.0,6382345.000,1055
71,-4,40162,Justin Lower,168.0,8936641.000,1478
71,12,46340,Alex Smalley,168.0,6352110.000,1050
75,11,35461,Beau Hossler,168.1,8515957.000,1407
75,11,34587,Chan Kim,168.1,7671849.000,1268
77,11,29908,C.T. Pan,168.2,6184097.000,1021
77,-2,47347,Adam Schenk,168.2,8737371.000,1443
77,-23,52374,Brandon Wu,168.2,6783255.000,1120
80,-28,34021,Bud Cauley,168.3,5532304.000,913
80,-32,32333,Kevin Tway,168.3,4883264.000,806
82,10,45609,Tyler Duncan,168.4,6063727.000,1000
83,10,51766,Wyndham Clark,168.5,6671019.000,1100
83,-16,47993,Denny McCarthy,168.5,8570571.000,1413
85,11,23320,Ryan Palmer,168.6,3902326.000,643
86,-7,29221,Webb Simpson,168.7,5285039.000,870
86,11,39324,J.J. Spaun,168.7,7921408.000,1304
88,11,36326,David Lipsky,168.8,6291154.000,1035
88,11,51070,Vincent Norrman,168.8,5002189.000,823
90,12,56630,Akshay Bhatia,168.9,8568964.000,1409
90,12,32839,Hideki Matsuyama,168.9,6963081.000,1145
90,12,48153,Matthieu Pavon,168.9,5741549.000,944
93,12,29936,Ryan Fox,169.0,7477897.000,1229
93,0,51997,Andrew Novak,169.0,8379784.000,1377
93,12,47679,Victor Perez,169.0,6651151.000,1093
93,-14,49771,J.T. Poston,169.0,8339853.000,1371
97,11,32102,Rickie Fowler,169.1,7349739.000,1207
97,-26,35310,Lanto Griffin,169.1,6313634.000,1037
97,-7,26476,Chez Reavie,169.1,6076628.000,998
97,11,40006,Erik van Rooyen,169.1,7592288.000,1247
101,-26,34255,Joseph Bramlett,169.2,7841229.000,1287
102,-20,28420,Ryan Brehm,169.3,5002802.000,821
103,12,34098,Russell Henley,169.4,6982758.000,1145
103,-4,58168,Davis Thompson,169.4,8738313.000,1433
105,-12,52375,Doug Ghim,169.6,8631156.000,1414
105,11,30926,Chris Kirk,169.6,7310475.000,1197
105,-34,47420,Jake Knapp,169.6,7452960.000,1221
108,6,47591,Eric Cole,169.7,10410791.000,1704
108,-18,46441,Robby Shelton,169.7,7170560.000,1174
108,9,34046,Jordan Spieth,169.7,6843989.000,1120
111,-23,52955,Ludvig Åberg,169.8,7195013.000,1177
111,1,25900,Lucas Glover,169.8,8427566.000,1379
111,-14,27644,Brian Harman,169.8,8631506.000,1412
111,7,48867,Matti Schmid,169.8,6893691.000,1128
111,-3,51890,Greyson Sigg,169.8,7237464.000,1184
111,7,54783,Dylan Wu,169.8,7615406.000,1246
117,4,40250,Taylor Pendrith,169.9,7720055.000,1262
117,4,27064,Jhonattan Vegas,169.9,6677277.000,1092
117,4,57366,Cameron Young,169.9,7811681.000,1277
120,5,32070,Rafael Campos,170.0,4798341.000,784
121,5,52666,Sami Valimaki,170.1,6232022.000,1018
122,7,39971,Sungjae Im,170.2,8637023.000,1410
122,7,30927,Brendon Todd,170.2,9700606.000,1583
124,-19,51349,Nico Echavarria,170.3,7668690.000,1251
124,-12,33399,Adam Hadwin,170.3,7732589.000,1261
126,6,59866,Nick Dunlap,170.4,6994273.000,1140
126,-18,51287,Ryo Hisatsune,170.4,7696934.000,1255
128,5,33204,Shane Lowry,170.5,6671287.000,1087
129,7,46717,Viktor Hovland,170.6,5698052.000,928
129,7,28252,Seamus Power,170.6,9778744.000,1592
131,7,22405,Justin Rose,170.7,5825075.000,948
132,7,45157,Cam Davis,170.8,7872484.000,1280
132,7,33653,Thomas Detry,170.8,7120404.000,1158
132,-14,27129,Luke List,170.8,7229949.000,1176
135,8,37275,Sam Ryder,171.0,6551308.000,1064
136,8,29420,Billy Horschel,171.1,7348777.000,1193
136,-10,31323,Gary Woodland,171.1,7906823.000,1284
138,7,40058,Zac Blair,171.2,8162350.000,1324
138,-9,50188,S.H. Kim,171.2,9897529.000,1606
140,8,29535,Brice Garnett,171.4,4737851.000,768
140,8,52453,Nicolai Højgaard,171.4,4968030.000,805
140,8,52215,Robert MacIntyre,171.4,6955905.000,1127
140,-14,49947,Taylor Moore,171.4,9660365.000,1566
144,-3,36884,Ben Kohles,171.5,8039599.000,1302
145,-24,33408,Tyson Alexander,171.6,6689030.000,1083
145,7,24502,Adam Scott,171.6,6840313.000,1107
147,-1,54591,Ben Griffin,171.8,10029781.000,1622
147,6,35532,Tom Hoge,171.8,10042030.000,1624
147,6,26596,Ryan Moore,171.8,7087655.000,1146
147,6,33968,Thorbjørn Olesen,171.8,4427219.000,716
151,5,39997,Corey Conners,172.0,8648950.000,1397
151,5,29725,Tony Finau,172.0,7815771.000,1262
151,-10,54628,Lee Hodges,172.0,9527588.000,1539
151,-18,48887,Matt Wallace,172.0,6396868.000,1033
155,-4,35506,Mackenzie Hughes,172.1,9260120.000,1495
155,4,48117,Kurt Kitayama,172.1,7725302.000,1247
155,4,46046,Scottie Scheffler,172.1,6851633.000,1106
155,4,25493,Nick Taylor,172.1,8423758.000,1360
159,3,35450,Patrick Cantlay,172.2,6063301.000,978
159,-13,40115,Adam Svensson,172.2,11103134.000,1791
161,-28,30163,Henrik Norlander,172.3,5463835.000,881
162,1,32367,Jorge Campillo,172.4,4654666.000,750
163,-7,57362,Austin Eckroat,172.6,8618356.000,1387
164,0,51634,Sahith Theegala,172.7,9394583.000,1511
165,0,36799,Stephan Jaeger,172.8,8057060.000,1295
165,0,47483,Will Zalatoris,172.8,6561313.000,1055
167,1,40098,Matt Fitzpatrick,172.9,6896016.000,1108
167,1,33448,Justin Thomas,172.9,6653802.000,1069
169,1,31646,Emiliano Grillo,173.0,8551871.000,1373
169,1,28237,Rory McIlroy,173.0,6836716.000,1098
171,1,55182,Tom Kim,173.3,8022758.000,1286
171,1,49960,Sepp Straka,173.3,7311242.000,1172
173,-8,34256,Andrew Putnam,173.4,8333688.000,1335
174,1,50525,Collin Morikawa,173.7,7677053.000,1228
175,2,28089,Jason Day,173.8,6581440.000,1052
176,2,37455,Si Woo Kim,174.0,8708027.000,1390
177,2,39977,Max Homa,174.1,7727590.000,1233
178,-3,36801,Mark Hubbard,174.7,9880930.000,1571
179,-5,40026,Daniel Berger,174.9,6719447.000,1067
180,0,34099,Harris English,175.7,8798623.000,1391
181,0,46414,Aaron Rai,176.1,8512212.000,1343
182,0,27349,Alex Noren,176.4,6801996.000,1071
183,0,48081,Xander Schauffele,177.3,7896307.000,1237
184,0,30911,Tommy Fleetwood,178.3,7351104.000,1145
