RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,35506,Mackenzie Hughes,32
1,0,55893,Sam Stevens,32
3,0,46442,Maverick McNealy,27
3,0,46441,Robby Shelton,27
3,0,40115,Adam Svensson,27
6,0,29725,Tony Finau,26
7,0,50188,S.H. Kim,25
8,0,54591,Ben Griffin,24
8,0,57975,Harry Hall,24
8,0,36801,Mark Hubbard,24
8,0,40162,Justin Lower,24
12,0,32839,Hideki Matsuyama,23
12,0,47993,Denny McCarthy,23
14,0,39975,Michael Kim,22
14,0,30926,Chris Kirk,22
14,0,49947,Taylor Moore,22
14,0,51634,Sahith Theegala,22
18,0,60067,Joe Highsmith,21
18,0,29420,Billy Horschel,21
18,0,58168,Davis Thompson,21
21,0,52375,Doug Ghim,20
21,0,25900,Lucas Glover,20
21,0,34587,Chan Kim,20
21,0,50525,Collin Morikawa,20
21,0,28252,Seamus Power,20
21,0,47347,Adam Schenk,20
21,0,50493,Justin Suh,20
21,0,30927,Brendon Todd,20
21,0,55454,Carl Yuan,20
30,0,33408,Tyson Alexander,19
30,0,60004,Jacob Bridgeman,19
30,0,47591,Eric Cole,19
30,0,59836,Pierceson Coody,19
30,0,52514,Trace Crowe,19
30,0,34076,Joel Dahmen,19
30,0,51696,Rico Hoey,19
30,0,35461,Beau Hossler,19
30,0,39971,Sungjae Im,19
30,0,28775,Nate Lashley,19
30,0,39546,Keith Mitchell,19
30,0,27349,Alex Noren,19
30,0,57900,Chandler Phillips,19
30,0,36699,Patrick Rodgers,19
30,0,27139,David Skinns,19
30,0,52513,Carson Young,19
46,0,40058,Zac Blair,18
46,0,59866,Nick Dunlap,18
46,0,57362,Austin Eckroat,18
46,0,34098,Russell Henley,18
46,0,37378,Min Woo Lee,18
46,0,36326,David Lipsky,18
46,0,49771,J.T. Poston,18
46,0,39327,Ben Silverman,18
46,0,57366,Cameron Young,18
55,0,52955,Ludvig Åberg,17
55,0,47504,Sam Burns,17
55,0,45157,Cam Davis,17
55,0,26596,Ryan Moore,17
55,0,29908,C.T. Pan,17
55,0,27214,Kevin Streelman,17
55,0,52374,Brandon Wu,17
62,0,22371,Aaron Baddeley,16
62,0,35450,Patrick Cantlay,16
62,0,34021,Bud Cauley,16
62,0,39997,Corey Conners,16
62,0,50497,Adrien Dumont de Chassart,16
62,0,47988,Nick Hardy,16
62,0,51287,Ryo Hisatsune,16
62,0,37455,Si Woo Kim,16
62,0,27936,Martin Laird,16
62,0,32640,Troy Merritt,16
62,0,51997,Andrew Novak,16
62,0,34256,Andrew Putnam,16
62,0,50484,Hayden Springer,16
75,0,33141,Keegan Bradley,15
75,0,32366,Kevin Chappell,15
75,0,28089,Jason Day,15
75,0,33653,Thomas Detry,15
75,0,51349,Nico Echavarria,15
75,0,33399,Adam Hadwin,15
75,0,54421,Garrick Higgo,15
75,0,54628,Lee Hodges,15
75,0,12716,Charley Hoffman,15
75,0,36799,Stephan Jaeger,15
75,0,55182,Tom Kim,15
75,0,32757,Patton Kizzire,15
75,0,28237,Rory McIlroy,15
75,0,36871,Matt NeSmith,15
75,0,26476,Chez Reavie,15
75,0,29221,Webb Simpson,15
75,0,46340,Alex Smalley,15
75,0,34046,Jordan Spieth,15
75,0,48119,Ben Taylor,15
75,0,33448,Justin Thomas,15
75,0,48319,Tom Whitney,15
75,0,31323,Gary Woodland,15
97,0,34374,Erik Barnes,14
97,0,40026,Daniel Berger,14
97,0,55708,Hayden Buckley,14
97,0,56149,Wilson Furr,14
97,0,31646,Emiliano Grillo,14
97,0,48117,Kurt Kitayama,14
97,0,55789,Taylor Montgomery,14
97,0,47806,Raul Pereda,14
97,0,47995,Davis Riley,14
97,0,22405,Justin Rose,14
97,0,48867,Matti Schmid,14
97,0,25493,Nick Taylor,14
97,0,45242,Kevin Yu,14
97,0,47483,Will Zalatoris,14
111,0,56630,Akshay Bhatia,13
111,0,34255,Joseph Bramlett,13
111,0,32367,Jorge Campillo,13
111,0,29535,Brice Garnett,13
111,0,51977,Max Greyserman,13
111,0,27644,Brian Harman,13
111,0,30163,Henrik Norlander,13
111,0,40250,Taylor Pendrith,13
111,0,51890,Greyson Sigg,13
111,0,51894,Vince Whaley,13
121,0,32070,Rafael Campos,12
121,0,34099,Harris English,12
121,0,32102,Rickie Fowler,12
121,0,59095,Chris Gotterup,12
121,0,35310,Lanto Griffin,12
121,0,39977,Max Homa,12
121,0,24024,Zach Johnson,12
121,0,29478,Kevin Kisner,12
121,0,36884,Ben Kohles,12
121,0,23108,Matt Kuchar,12
121,0,33204,Shane Lowry,12
