RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,19972,José Coceres,43.58,502,1152
2,0,01329,Brad Faxon,43.13,691,1602
3,0,20593,Greg Chalmers,43.10,543,1260
4,0,10201,Matt Gogel,42.99,650,1512
5,0,23497,Tag Ridings,42.89,386,900
6,0,19846,Brian Gay,42.79,724,1692
7,0,23541,Ben Crane,42.75,708,1656
8,0,20229,Stewart Cink,42.67,745,1746
9,0,01887,Mark O'Meara,42.62,445,1044
10,0,23552,Hank Kuehne,42.45,680,1602
11,0,12602,Dean Wilson,42.37,755,1782
12,0,19825,Darren Clarke,42.36,366,864
13,0,01968,Nick Price,42.33,381,900
14,0,21731,Freddie Jacobson,42.22,608,1440
15,0,21949,Joe Ogilvie,42.16,774,1836
16,0,25345,Carl Pettersson,42.15,736,1746
17,0,06373,José María Olazábal,42.09,394,936
18,0,12680,Shigeki Maruyama,42.03,696,1656
19,0,24925,Jonathan Byrd,41.97,627,1494
20,0,01042,Paul Azinger,41.93,566,1350
21,0,22371,Aaron Baddeley,41.83,640,1530
22,0,08793,Tiger Woods,41.74,541,1296
23,0,06527,Steve Stricker,41.67,585,1404
24,0,22913,John Rollins,41.63,637,1530
25,0,01761,Len Mattiace,41.48,560,1350
26,0,06613,Tommy Tolles,41.46,500,1206
27,0,10423,Mike Weir,41.32,543,1314
28,0,12660,Jesper Parnevik,41.28,639,1548
29,0,24502,Adam Scott,41.24,386,936
30,0,01928,Corey Pavin,41.14,585,1422
31,0,01619,Skip Kendall,41.08,732,1782
31,0,01927,Dennis Paulson,41.08,525,1278
33,0,20663,Brenden Pappas,41.05,798,1944
34,0,22548,Patrick Sheehan,40.94,818,1998
35,0,20433,Mark Hensby,40.92,685,1674
36,0,08931,Glen Day,40.85,728,1782
37,0,02214,Kirk Triplett,40.81,617,1512
38,0,12753,David Morland IV,40.79,536,1314
39,0,24781,Hunter Mahan,40.78,690,1692
40,0,22046,Geoff Ogilvy,40.68,637,1566
41,0,26420,Richard Johnson,40.63,746,1836
42,0,06522,Ernie Els,40.61,424,1044
42,0,01320,Bob Estes,40.61,519,1278
44,0,20098,Stuart Appleby,40.60,570,1404
45,0,01810,Phil Mickelson,40.58,577,1422
46,0,20850,Daniel Chopra,40.57,774,1908
47,0,06197,Michael Allen,40.52,620,1530
48,0,01161,Mark Calcavecchia,40.46,568,1404
49,0,06809,Bob Burns,40.44,626,1548
50,0,01157,Tom Byrum,40.43,604,1494
51,0,02010,Loren Roberts,40.37,574,1422
52,0,23135,Tim Clark,40.34,610,1512
53,0,20585,Niclas Fasth,40.28,435,1080
54,0,21407,Arjun Atwal,40.16,600,1494
54,0,25396,Kevin Na,40.16,694,1728
56,0,06078,Esteban Toledo,40.12,650,1620
57,0,10107,Deane Pappas,40.08,505,1260
58,0,23621,Rory Sabbatini,40.05,620,1548
59,0,20127,Chris Riley,40.02,533,1332
60,0,11032,Frank Lickliter II,39.99,619,1548
61,0,19881,Robert Damron,39.98,662,1656
62,0,21805,Harrison Frazar,39.97,590,1476
63,0,20572,Rod Pampling,39.95,676,1692
64,0,01706,Davis Love III,39.93,539,1350
65,0,12760,Danny Ellis,39.90,553,1386
66,0,01920,Craig Parry,39.89,359,900
67,0,24024,Zach Johnson,39.88,768,1926
68,0,01024,Billy Andrade,39.80,745,1872
68,0,20157,Retief Goosen,39.80,394,990
68,0,02239,Scott Verplank,39.80,652,1638
71,0,01473,Todd Hamilton,39.77,630,1584
72,0,20029,Notah Begay III,39.72,479,1206
72,0,01938,David Peoples,39.72,572,1440
72,0,01948,Tim Petrovic,39.72,765,1926
75,0,01666,Bernhard Langer,39.70,393,990
76,0,12705,Cliff Kresge,39.66,621,1566
77,0,06595,Kevin Sutherland,39.64,578,1458
78,0,07457,Steve Flesch,39.58,748,1890
79,0,08537,J.P. Hayes,39.56,534,1350
80,0,10585,Scott McCarron,39.53,612,1548
81,0,01707,Steve Lowery,39.51,633,1602
82,0,01132,Mark Brooks,39.44,497,1260
83,0,02099,Scott Simpson,39.39,390,990
84,0,07223,Brian Bateman,39.38,567,1440
84,0,01249,John Daly,39.38,560,1422
86,0,07363,Craig Bowden,39.36,588,1494
87,0,06251,Chris DiMarco,39.34,694,1764
88,0,08075,Jerry Kelly,39.30,771,1962
89,0,02223,Bob Tway,39.28,601,1530
90,0,07749,Brett Quigley,39.23,692,1764
91,0,20121,Todd Fischer,39.22,720,1836
91,0,23320,Ryan Palmer,39.22,706,1800
93,0,01388,Robert Gamez,39.21,727,1854
94,0,01381,Fred Funk,39.18,677,1728
95,0,01577,Lee Janzen,39.16,578,1476
96,0,12652,Cameron Beckman,39.12,676,1728
97,0,10860,Justin Leonard,39.08,598,1530
98,0,12645,Brent Geiberger,39.07,640,1638
99,0,06004,Stephen Ames,39.06,668,1710
100,0,01378,David Frost,38.96,547,1404
101,0,08385,Omar Uresti,38.95,596,1530
102,0,06214,Guy Boros,38.89,448,1152
102,0,24357,K.J. Choi,38.89,574,1476
102,0,08337,Mike Heinen,38.89,371,954
102,0,06332,Neal Lancaster,38.89,721,1854
106,0,22405,Justin Rose,38.81,503,1296
106,0,02206,David Toms,38.81,517,1332
108,0,01941,Tom Pernice Jr.,38.78,691,1782
109,0,10425,Jay Williamson,38.72,683,1764
110,0,01261,Jay Delsing,38.66,508,1314
111,0,20104,Ken Duke,38.63,605,1566
112,0,01457,Jay Haas,38.61,549,1422
113,0,01361,Dan Forsman,38.60,535,1386
114,0,10912,Craig Perks,38.58,500,1296
115,0,20378,Mathias Grönberg,38.57,604,1566
116,0,02246,Duffy Waldorf,38.51,506,1314
117,0,20580,Andre Stolz,38.47,367,954
118,0,23623,Bo Van Pelt,38.46,720,1872
119,0,24361,Pat Perez,38.33,690,1800
120,0,21959,Ted Purdy,38.29,772,2016
121,0,07939,Dan Olsen,38.28,503,1314
122,0,21893,Brian Kortan,38.26,427,1116
123,0,20628,Arron Oberholser,38.20,502,1314
124,0,23108,Matt Kuchar,38.15,570,1494
125,0,01553,John Huston,38.10,384,1008
