RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
46,0,21209,Sergio Garcia,62' 7",Wachovia Champ,2,10 - Par 5
47,0,23307,Roger Tambellini,62' 2",Michelin,1,8 - Par 3 -
48,0,20094,Jonathan Kaye,62' 0",Mercedes Champ,3,17 - Par 4
49,0,01078,Jim Benepe,61' 10",Texas Open,2,14 - Par 5
50,0,23541,Ben Crane,61' 9",Wachovia Champ,2,6 - Par 3 -
51,0,01385,Jim Gallagher Jr.,61' 7",So. Farm Bureau,1,17 - Par 4
52,0,19825,Darren Clarke,61' 6",Mercedes Champ,1,10 - Par 4
53,0,23353,J.J. Henry,61' 6",EDS B. Nelson,1,17 - Par 3
54,0,20848,Ángel Cabrera,61' 6",WGC-NEC Invit'l,2,15 - Par 3
55,0,06567,Vijay Singh,61' 3",THE PLAYERS,3,8 - Par 3 -
56,0,27603,Mike Lavery,61' 2",Buick Invitatio,1,17 - Par 4
57,0,02206,David Toms,61' 2",Deutsche Bank,4,9 - Par 4 -
58,0,01797,Rocco Mediate,60' 11",Colonial,4,14 - Par 4
59,0,12388,Michael Clark II,60' 9",Booz Allen,1,12 - Par 4
60,0,21959,Ted Purdy,60' 6",Tucson,4,9 - Par 4 -
61,0,06515,Shaun Micheel,60' 5",Booz Allen,3,9 - Par 3 -
62,0,01948,Tim Petrovic,60' 1",MCI Heritage,1,14 - Par 3
63,0,07939,Dan Olsen,60' 0",Greensboro,1,9 - Par 5 -
64,0,12652,Cameron Beckman,59' 11",Wachovia Champ,1,11 - Par 4
65,0,25686,Jason Dufner,59' 11",Buick Champ,4,5 - Par 3 -
66,0,07457,Steve Flesch,59' 10",THE TOUR Champ,1,8 - Par 4 -
67,0,01724,Jeff Maggert,59' 9",Nissan Open,2,8 - Par 4 -
68,0,24940,Edward Loar,59' 8",Shell Houston,4,8 - Par 3 -
69,0,21805,Harrison Frazar,59' 6",BellSouth Class,4,17 - Par 4
70,0,01928,Corey Pavin,59' 4",Sony Open,3,18 - Par 5
71,0,20104,Ken Duke,59' 4",Shell Houston,1,3 - Par 3 -
72,0,06535,John Bermel,59' 4",John Deere Clas,1,18 - Par 4
73,0,06332,Neal Lancaster,59' 3",Colonial,3,17 - Par 4
74,0,07749,Brett Quigley,59' 3",Colonial,4,13 - Par 3
75,0,02110,Jerry Smith,59' 2",Milwaukee,2,14 - Par 3
76,0,24846,Ricky Barnes,58' 11",FBR Open,1,9 - Par 4 -
77,0,23623,Bo Van Pelt,58' 10",Shell Houston,4,1 - Par 5 -
78,0,06140,Sean Murphy,58' 10",Milwaukee,2,6 - Par 5 -
79,0,27424,Michelle Wie,58' 8",Sony Open,2,7 - Par 3 -
80,0,25237,Kevin Muncrief,58' 8",Deutsche Bank,1,13 - Par 4
81,0,02159,Curtis Strange,58' 6",Greensboro,1,9 - Par 5 -
82,0,27625,John Bungert,58' 4",Honda Classic,2,10 - Par 4
83,0,02257,Brian Watts,58' 4",Texas Open,1,10 - Par 4
84,0,01823,Larry Mize,58' 3",Buick Open,2,5 - Par 4 -
85,0,22405,Justin Rose,58' 0",Deutsche Bank,3,10 - Par 4
86,0,02101,Joey Sindelar,57' 11",Shell Houston,1,1 - Par 5 -
87,0,21731,Freddie Jacobson,57' 11",Buick Classic,1,5 - Par 5 -
88,0,25242,Jamie Rogers,57' 9",John Deere Clas,2,7 - Par 3 -
89,0,21894,Bobby Kalinowski,57' 8",Sony Open,3,11 - Par 3
90,0,21646,David Branshaw,57' 7",Sony Open,1,1 - Par 4 -
91,0,24024,Zach Johnson,57' 7",Shell Houston,2,11 - Par 4
92,0,20634,Peter Lonard,57' 6",BellSouth Class,1,18 - Par 5
93,0,01116,Michael Bradley,57' 4",FedEx St. Jude,1,11 - Par 3
94,0,01226,Fred Couples,57' 4",Memorial Tourna,1,2 - Par 4 -
95,0,23613,Rich Barcelo,57' 2",Booz Allen,4,6 - Par 5 -
96,0,21949,Joe Ogilvie,57' 0",Michelin,3,18 - Par 4
97,0,23349,Charles Warren,56' 8",Wachovia Champ,1,10 - Par 5
98,0,01666,Bernhard Langer,56' 7",Bay Hill Invita,2,13 - Par 4
99,0,12716,Charley Hoffman,56' 7",Booz Allen,1,3 - Par 3 -
100,0,21633,Steve Allan,56' 6",Reno-Tahoe Open,3,14 - Par 4
101,0,10423,Mike Weir,56' 3",WGC-NEC Invit'l,4,16 - Par 5
102,0,10107,Deane Pappas,56' 3",FUNAI-Disney,1,2 - Par 4 -
103,0,02049,Gene Sauers,56' 1",Honda Classic,1,1 - Par 4 -
104,0,12660,Jesper Parnevik,56' 0",Buick Invitatio,3,11 - Par 3
105,0,06575,Dudley Hart,56' 0",Memorial Tourna,1,10 - Par 4
106,0,07941,Mike Grob,55' 10",Milwaukee,4,4 - Par 4 -
107,0,24924,Bill Haas,55' 8",Booz Allen,2,8 - Par 4 -
108,0,01378,David Frost,55' 8",So. Farm Bureau,3,17 - Par 4
109,0,06643,Paul Goydos,55' 7",FUNAI-Disney,3,17 - Par 4
110,0,22378,Trevor Immelman,55' 6",WGC-Am Express,4,13 - Par 4
111,0,26420,Richard Johnson,55' 6",FUNAI-Disney,4,4 - Par 5 -
112,0,20098,Stuart Appleby,55' 2",Mercedes Champ,3,7 - Par 4 -
113,0,02239,Scott Verplank,55' 2",Buick Classic,3,8 - Par 4 -
114,0,01142,Bart Bryant,55' 1",Booz Allen,1,13 - Par 5
115,0,06004,Stephen Ames,55' 0",Buick Open,1,3 - Par 3 -
116,0,20400,Michael Campbell,55' 0",WGC-Am Express,3,3 - Par 3 -
117,0,25396,Kevin Na,55' 0",Greensboro,2,17 - Par 3
118,0,01887,Mark O'Meara,54' 11",Buick Open,4,9 - Par 4 -
119,0,01127,Danny Briggs,54' 9",Michelin,4,10 - Par 4
120,0,21739,Aaron Barber,54' 8",Buick Champ,3,7 - Par 4 -
121,0,25732,S.K. Ho,54' 8",WGC-Am Express,3,3 - Par 3 -
122,0,20472,Alex Cejka,54' 7",Milwaukee,1,4 - Par 4 -
123,0,11032,Frank Lickliter II,54' 5",Sony Open,3,7 - Par 3 -
124,0,01619,Skip Kendall,54' 5",Deutsche Bank,4,14 - Par 4
125,0,07867,Woody Austin,54' 4",John Deere Clas,1,18 - Par 4
126,0,20812,Tjaart van der Walt,54' 1",Shell Houston,1,8 - Par 3 -
127,0,20585,Niclas Fasth,54' 0",FBR Open,1,17 - Par 4
128,0,01766,Billy Mayfair,53' 11",BellSouth Class,1,17 - Par 4
129,0,01958,Dan Pohl,53' 11",Colonial,2,8 - Par 3 -
130,0,24361,Pat Perez,53' 11",Buick Open,3,18 - Par 4
131,0,07223,Brian Bateman,53' 9",Buick Invitatio,2,3 - Par 3 -
132,0,08547,John Maginnes,53' 9",Tucson,3,17 - Par 3
133,0,23778,Brad Adamonis,53' 5",Buick Classic,3,3 - Par 4 -
134,0,19881,Robert Damron,53' 5",Deutsche Bank,3,8 - Par 3 -
135,0,24663,Y.E. Yang,53' 4",WGC-Am Express,2,13 - Par 4
136,0,20663,Brenden Pappas,53' 3",FBR Open,1,12 - Par 3
137,0,23621,Rory Sabbatini,53' 2",Colonial,4,1 - Par 5 -
138,0,01374,Robin Freeman,53' 2",B.C. Open,1,14 - Par 3
139,0,01677,Tom Lehman,53' 1",FUNAI-Disney,2,3 - Par 3 -
140,0,01035,Tommy Armour III,52' 11",Memorial Tourna,3,13 - Par 4
141,0,08633,Per-Ulrik Johansson,52' 10",Nissan Open,1,15 - Par 4
142,0,02256,Tom Watson,52' 8",Bay Hill Invita,2,10 - Par 4
143,0,19846,Brian Gay,52' 8",FedEx St. Jude,1,8 - Par 3 -
144,0,01157,Tom Byrum,52' 7",Colonial,4,15 - Par 4
145,0,01098,Jay Don Blake,52' 6",Buick Invitatio,1,4 - Par 4 -
146,0,01707,Steve Lowery,52' 2",FBR Open,1,6 - Par 4 -
147,0,20498,Briny Baird,52' 2",Western Open,3,8 - Par 4 -
148,0,20127,Chris Riley,52' 1",Honda Classic,3,12 - Par 5
149,0,27676,Lonny Alexander,52' 0",Shell Houston,1,2 - Par 4 -
150,0,02223,Bob Tway,51' 11",EDS B. Nelson,4,17 - Par 3
151,0,01761,Len Mattiace,51' 11",Colonial,1,1 - Par 5 -
152,0,06522,Ernie Els,51' 10",Memorial Tourna,1,7 - Par 5 -
153,0,10733,Kent Jones,51' 10",Chrysler-Tampa,4,5 - Par 5 -
154,0,06078,Esteban Toledo,51' 8",So. Farm Bureau,2,1 - Par 4 -
155,0,06809,Bob Burns,51' 7",Deutsche Bank,2,11 - Par 3
156,0,21407,Arjun Atwal,51' 5",Booz Allen,1,16 - Par 4
157,0,20378,Mathias Grönberg,51' 4",Bay Hill Invita,4,6 - Par 5 -
158,0,06016,Brad Lardon,51' 4",Buick Open,2,11 - Par 3
159,0,01527,Scott Hoch,51' 3",Shell Houston,2,7 - Par 4 -
160,0,12645,Brent Geiberger,51' 1",Wachovia Champ,3,9 - Par 4 -
161,0,20572,Rod Pampling,51' 1",So. Farm Bureau,4,18 - Par 5
162,0,01549,Mike Hulbert,50' 11",FedEx St. Jude,1,5 - Par 5 -
163,0,26950,John Morgan,50' 10",So. Farm Bureau,2,3 - Par 4 -
164,0,07721,Pat Bates,50' 9",Western Open,4,12 - Par 3
165,0,25364,Paul Casey,50' 7",Bay Hill Invita,1,16 - Par 5
166,0,22961,David Mathis,50' 5",Bell Canadian,2,7 - Par 3 -
167,0,24357,K.J. Choi,50' 4",Western Open,2,12 - Par 3
168,0,02246,Duffy Waldorf,50' 2",Sony Open,1,13 - Par 4
169,0,08881,Tripp Isenhour,50' 1",John Deere Clas,4,4 - Par 4 -
170,0,12602,Dean Wilson,49' 11",Texas Open,1,17 - Par 3
171,0,20645,John Senden,49' 10",Texas Open,1,14 - Par 5
172,0,10809,Jim Furyk,49' 9",Deutsche Bank,4,5 - Par 4 -
173,0,01713,David Lundstrom,49' 9",Texas Open,2,2 - Par 4 -
174,0,19958,Miguel Angel Jiménez,49' 9",WGC-Am Express,2,17 - Par 5
175,0,01941,Tom Pernice Jr.,49' 8",Wachovia Champ,1,9 - Par 4 -
176,0,20157,Retief Goosen,49' 7",THE TOUR Champ,2,11 - Par 3
177,0,01418,Bill Glasson,49' 6",Buick Open,2,15 - Par 4
178,0,12680,Shigeki Maruyama,49' 5",Mercedes Champ,4,2 - Par 3 -
179,0,02170,Hal Sutton,49' 5",Shell Houston,4,2 - Par 4 -
180,0,20099,Doug Barron,49' 5",FedEx St. Jude,3,8 - Par 3 -
181,0,20029,Notah Begay III,49' 2",Honda Classic,4,15 - Par 3
182,0,06581,David Sutherland,49' 1",John Deere Clas,1,1 - Par 4 -
183,0,23552,Hank Kuehne,49' 0",Western Open,1,15 - Par 5
184,0,22548,Patrick Sheehan,48' 9",John Deere Clas,1,4 - Par 4 -
185,0,12753,David Morland IV,48' 7",Buick Open,1,8 - Par 3 -
186,0,20433,Mark Hensby,48' 5",BellSouth Class,4,9 - Par 4 -
187,0,01329,Brad Faxon,48' 3",Booz Allen,2,3 - Par 3 -
188,0,24781,Hunter Mahan,48' 2",Deutsche Bank,4,12 - Par 4
189,0,25345,Carl Pettersson,48' 1",BellSouth Class,1,2 - Par 3 -
190,0,06595,Kevin Sutherland,48' 0",Western Open,3,8 - Par 4 -
191,0,01901,Jay Overton,47' 11",Chrysler-Tampa,2,15 - Par 3
192,0,01139,Olin Browne,47' 10",Ford Champ,1,5 - Par 4 -
193,0,23325,Vaughn Taylor,47' 10",Milwaukee,1,2 - Par 4 -
194,0,06197,Michael Allen,47' 10",Greensboro,4,12 - Par 3
195,0,20628,Arron Oberholser,47' 8",Booz Allen,1,6 - Par 5 -
196,0,08835,Kris Cox,47' 6",Milwaukee,1,4 - Par 4 -
197,0,06214,Guy Boros,47' 4",Buick Classic,1,5 - Par 5 -
198,0,08375,Paul Stankowski,47' 3",Shell Houston,2,15 - Par 5
199,0,23688,Scott Drummond,47' 1",WGC-NEC Invit'l,1,7 - Par 3 -
200,0,20721,Darren Fichardt,47' 1",WGC-Am Express,1,18 - Par 4
201,0,23320,Ryan Palmer,47' 1",FUNAI-Disney,4,17 - Par 4
202,0,02133,Craig Stadler,47' 0",AT&T Pebble,3,5 - Par 3 -
203,0,23614,Rich Beem,46' 11",Nissan Open,2,8 - Par 4 -
204,0,01569,Peter Jacobsen,46' 10",Mercedes Champ,2,17 - Par 4
205,0,08337,Mike Heinen,46' 9",Tucson,4,2 - Par 5 -
206,0,22019,Victor Schwamkrug,46' 8",Shell Houston,2,5 - Par 3 -
207,0,21581,Dirk Ayers,46' 6",Bell Canadian,1,8 - Par 4 -
208,0,22046,Geoff Ogilvy,46' 5",Greensboro,1,12 - Par 3
209,0,07363,Craig Bowden,46' 3",Buick Champ,1,8 - Par 3 -
210,0,01175,Jim Carter,46' 2",B.C. Open,2,6 - Par 4 -
211,0,01381,Fred Funk,46' 1",Greensboro,2,11 - Par 4
212,0,12705,Cliff Kresge,45' 11",MCI Heritage,4,2 - Par 5 -
213,0,22913,John Rollins,45' 8",Buick Classic,3,11 - Par 4
214,0,02294,Willie Wood,45' 8",B.C. Open,1,14 - Par 3
215,0,01639,Kenny Knox,45' 7",B.C. Open,2,9 - Par 4 -
216,0,24290,D.J. Brigman,45' 2",Honda Classic,1,11 - Par 3
217,0,01408,Kelly Gibson,45' 2",HP Classic,3,4 - Par 4 -
218,0,23135,Tim Clark,45' 2",Texas Open,1,12 - Par 4
219,0,01306,David Edwards,45' 0",AT&T Pebble,2,1 - Par 4 -
220,0,10425,Jay Williamson,45' 0",Milwaukee,1,14 - Par 3
221,0,22371,Aaron Baddeley,44' 9",Buick Invitatio,3,17 - Par 4
222,0,01926,Steve Pate,44' 9",Tucson,3,17 - Par 3
223,0,22621,Ben Curtis,44' 7",Ford Champ,2,11 - Par 4
224,0,20445,Casey Martin,44' 6",Tucson,4,7 - Par 3 -
225,0,21893,Brian Kortan,44' 6",Deutsche Bank,2,4 - Par 4 -
226,0,19824,Craig Barlow,44' 5",Buick Invitatio,4,5 - Par 4 -
227,0,12662,Thomas Levet,44' 4",WGC-Am Express,2,10 - Par 5
228,0,26838,Tony Rohlik,44' 3",Tucson,1,13 - Par 4
229,0,08931,Glen Day,44' 3",Michelin,2,5 - Par 3 -
230,0,20940,Kenichi Kuboya,44' 0",Sony Open,2,13 - Par 4
231,0,20548,Hidemichi Tanaka,44' 0",B.C. Open,3,18 - Par 4
232,0,22624,Joel Kribel,43' 11",HP Classic,4,15 - Par 5
233,0,25900,Lucas Glover,43' 11",John Deere Clas,2,2 - Par 5 -
234,0,01891,David Ogrin,43' 10",B.C. Open,3,7 - Par 3 -
235,0,02010,Loren Roberts,43' 9",Buick Classic,3,1 - Par 3 -
236,0,12760,Danny Ellis,43' 9",84 LUMBER,2,15 - Par 4
237,0,01313,Steve Elkington,43' 7",THE PLAYERS,4,10 - Par 4
238,0,07013,Wes Short Jr.,43' 7",Milwaukee,1,15 - Par 5
239,0,06621,Joe Durant,43' 7",Buick Open,1,8 - Par 3 -
240,0,01320,Bob Estes,43' 6",FBR Open,3,16 - Par 3
241,0,01810,Phil Mickelson,43' 6",THE TOUR Champ,4,1 - Par 4 -
242,0,02167,Mike Sullivan,43' 3",B.C. Open,1,8 - Par 5 -
243,0,10944,Thomas Bjørn,43' 2",Nissan Open,3,1 - Par 5 -
244,0,27561,Nick Flanagan,43' 2",Bay Hill Invita,2,15 - Par 4
245,0,01920,Craig Parry,43' 2",Chrysler-Tampa,4,6 - Par 4 -
246,0,23983,Luke Donald,43' 0",FBR Open,1,6 - Par 4 -
247,0,20095,Carl Paulson,43' 0",John Deere Clas,4,16 - Par 3
248,0,02191,Tim Thelen,43' 0",Milwaukee,2,12 - Par 4
249,0,20121,Todd Fischer,42' 11",Milwaukee,2,4 - Par 4 -
250,0,10885,Robert Allenby,42' 10",THE PLAYERS,4,14 - Par 4
251,0,01473,Todd Hamilton,42' 7",WGC-Am Express,2,8 - Par 5 -
252,0,02131,Mike Springer,42' 6",B.C. Open,4,18 - Par 4
253,0,27708,Jason Hartwick,42' 5",Texas Open,3,2 - Par 4 -
254,0,01219,John Cook,42' 4",Reno-Tahoe Open,3,7 - Par 3 -
255,0,02245,Grant Waite,42' 4",Bell Canadian,1,17 - Par 4
256,0,01475,Donnie Hammond,42' 1",Booz Allen,2,12 - Par 4
257,0,01143,Brad Bryant,42' 0",So. Farm Bureau,4,16 - Par 4
258,0,09011,David Duval,41' 11",Deutsche Bank,4,6 - Par 4 -
259,0,12782,Tim Herron,41' 10",Bay Hill Invita,4,7 - Par 3 -
260,0,08993,Franklin Langham,41' 10",BellSouth Class,2,8 - Par 3 -
261,0,02230,Stan Utley,41' 8",B.C. Open,2,10 - Par 4
262,0,23497,Tag Ridings,41' 8",Greensboro,2,12 - Par 3
263,0,10860,Justin Leonard,41' 5",Honda Classic,4,12 - Par 5
264,0,20443,Jin Park,41' 0",EDS B. Nelson,2,8 - Par 4 -
265,0,01771,Blaine McCallister,41' 0",Milwaukee,1,14 - Par 3
266,0,01282,Trevor Dodds,41' 0",Greensboro,1,10 - Par 4
267,0,01553,John Huston,40' 11",MCI Heritage,1,16 - Par 4
268,0,01876,Greg Norman,40' 11",Western Open,1,13 - Par 4
269,0,25939,Nick Cassini,40' 7",BellSouth Class,2,13 - Par 4
270,0,01132,Mark Brooks,40' 7",Bell Canadian,3,14 - Par 4
271,0,01161,Mark Calcavecchia,40' 6",THE PLAYERS,2,9 - Par 5 -
272,0,06613,Tommy Tolles,40' 1",Buick Invitatio,4,3 - Par 3 -
273,0,06090,Jim McGovern,40' 1",John Deere Clas,2,2 - Par 5 -
274,0,08537,J.P. Hayes,40' 0",Buick Classic,2,2 - Par 4 -
275,0,01307,Joel Edwards,40' 0",So. Farm Bureau,2,6 - Par 4 -
276,0,02218,Ted Tryba,39' 10",Tucson,2,18 - Par 4
277,0,06315,Pete Jordan,39' 8",Booz Allen,2,3 - Par 3 -
278,0,01706,Davis Love III,39' 8",Bell Canadian,4,8 - Par 4 -
279,0,25816,Kevin Durkin,39' 6",BellSouth Class,1,2 - Par 3 -
280,0,02002,John Riegger,39' 4",Buick Invitatio,1,13 - Par 5
281,0,20608,David Howell,39' 3",WGC-Am Express,2,12 - Par 4
282,0,22293,Heath Slocum,39' 0",Bob Hope Chrysl,2,17 - Par 3
283,0,23338,David Gossett,38' 11",Milwaukee,1,2 - Par 4 -
284,0,06617,Brian Henninger,38' 6",Reno-Tahoe Open,2,10 - Par 4
285,0,22122,Andrew McLardy,38' 5",WGC-NEC Invit'l,3,7 - Par 3 -
286,0,20676,Patrick Moore,38' 1",Bob Hope Chrysl,1,10 - Par 4
287,0,10013,Zeb Patten,38' 1",FedEx St. Jude,2,18 - Par 4
288,0,01326,Nick Faldo,38' 0",THE PLAYERS,1,6 - Par 4 -
289,0,01457,Jay Haas,37' 11",Bob Hope Chrysl,5,9 - Par 4 -
290,0,01200,Keith Clearwater,37' 9",Colonial,2,17 - Par 4
291,0,21007,Gabriel Hjertstedt,37' 7",B.C. Open,2,11 - Par 4
292,0,20218,Shingo Katayama,37' 7",WGC-Am Express,2,18 - Par 4
293,0,22363,Don Yrene,37' 5",Tucson,1,9 - Par 4 -
294,0,01945,Kenny Perry,37' 4",Milwaukee,2,8 - Par 4 -
295,0,20766,Padraig Harrington,37' 0",Buick Classic,4,5 - Par 5 -
296,0,20580,Andre Stolz,36' 10",Sony Open,4,15 - Par 4
297,0,19795,Kelly Mitchum,36' 7",Wachovia Champ,2,5 - Par 5 -
298,0,20939,Keiichiro Fukabori,36' 7",Memorial Tourna,2,6 - Par 4 -
299,0,20436,Garrett Willis,36' 6",Booz Allen,1,8 - Par 4 -
300,0,01388,Robert Gamez,35' 8",THE PLAYERS,1,1 - Par 4 -
301,0,24502,Adam Scott,35' 7",Bay Hill Invita,4,1 - Par 4 -
302,0,26497,Casey Wittenberg,35' 3",John Deere Clas,1,8 - Par 4 -
303,0,23034,Brent Schwarzrock,35' 2",HP Classic,1,11 - Par 5
304,0,10960,Del Ponchock,35' 0",Booz Allen,2,17 - Par 3
305,0,01185,Brandel Chamblee,34' 10",Texas Open,2,4 - Par 4 -
306,0,06052,Andy Morse,34' 9",Honda Classic,1,3 - Par 3 -
307,0,10917,David Church,34' 8",So. Farm Bureau,2,18 - Par 5
308,0,22320,Bradley Heaven,34' 6",Buick Open,1,3 - Par 3 -
309,0,25349,Tim Wilkinson,34' 5",Buick Champ,4,11 - Par 3
310,0,20764,Desvonde Botes,34' 5",WGC-Am Express,2,3 - Par 3 -
311,0,27592,Steven Tate,34' 4",FBR Open,2,5 - Par 4 -
312,0,06034,Marco Dawson,34' 4",Ford Champ,1,10 - Par 5
313,0,10213,Dicky Pride,34' 4",Milwaukee,1,2 - Par 4 -
314,0,19823,David Howser,33' 11",FedEx St. Jude,2,2 - Par 4 -
315,0,19904,Paul Lawrie,33' 10",THE PLAYERS,1,12 - Par 4
316,0,02279,Mark Wiebe,33' 10",Texas Open,1,7 - Par 4 -
317,0,23481,Marcel Siem,33' 7",Deutsche Bank,1,4 - Par 4 -
318,0,01331,Rick Fehr,33' 4",B.C. Open,1,18 - Par 4
319,0,27649,Brandt Snedeker,33' 2",EDS B. Nelson,4,3 - Par 4 -
320,0,20152,Heath Wassem,33' 2",Buick Classic,2,11 - Par 4
321,0,01014,Fulton Allem,33' 0",MCI Heritage,2,10 - Par 4
322,0,27730,Eli Zackheim,33' 0",Buick Champ,2,5 - Par 3 -
323,0,02099,Scott Simpson,32' 9",Sony Open,2,5 - Par 4 -
324,0,20396,Lee Westwood,32' 9",MCI Heritage,1,14 - Par 3
325,0,19822,Bobby Cochran,32' 7",FedEx St. Jude,2,10 - Par 4
326,0,20200,John Aber,32' 6",84 LUMBER,2,2 - Par 4 -
327,0,01510,Nolan Henke,32' 2",B.C. Open,2,16 - Par 4
328,0,20569,Richard Green,32' 2",WGC-Am Express,4,9 - Par 4 -
329,0,10565,Ian Leggatt,32' 1",FBR Open,1,2 - Par 4 -
330,0,07003,David Berganio Jr.,32' 1",Nissan Open,2,1 - Par 5 -
331,0,01444,Ken Green,31' 11",HP Classic,2,18 - Par 4
332,0,21310,Tatsuaki Nakamura,31' 8",Ford Champ,1,3 - Par 4 -
333,0,01618,Ken Kelley,31' 4",Shell Houston,2,4 - Par 4 -
334,0,12663,Phil Tataurangi,31' 1",Reno-Tahoe Open,3,16 - Par 3
335,0,27702,Matt Hendrix,30' 11",Reno-Tahoe Open,2,13 - Par 4
336,0,07033,Dean Prowse,30' 9",Ford Champ,1,7 - Par 4 -
337,0,27800,David Branham,30' 9",B.C. Open,2,18 - Par 4
338,0,20050,Brad Sutterfield,30' 8",Bell Canadian,1,17 - Par 4
339,0,25649,George Bradford,30' 6",Booz Allen,2,14 - Par 4
340,0,25572,Graeme McDowell,30' 4",WGC-Am Express,4,15 - Par 4
341,0,25818,Scott Piercy,30' 2",Wachovia Champ,2,11 - Par 4
342,0,20429,Boyd Summerhays,30' 1",Ford Champ,1,6 - Par 4 -
343,0,12389,Barry Lane,29' 10",WGC-NEC Invit'l,1,17 - Par 4
344,0,27963,Chris Stroud,29' 6",Greensboro,1,6 - Par 4 -
345,0,12461,Paul McGinley,29' 5",WGC-NEC Invit'l,2,13 - Par 4
346,0,02229,Brett Upper,29' 4",Tucson,2,15 - Par 5
347,0,26498,Matt Weibring,29' 4",Buick Champ,3,2 - Par 4 -
348,0,26679,Kevin Stadler,29' 3",Buick Invitatio,2,8 - Par 3 -
349,0,01668,Jeffrey Lankford,29' 3",Wachovia Champ,1,16 - Par 4
350,0,01242,Rod Curl,29' 3",Colonial,1,7 - Par 4 -
351,0,07701,Mike Baker,29' 3",Deutsche Bank,2,6 - Par 4 -
352,0,23122,Ron Castillo Jr.,29' 1",Sony Open,2,6 - Par 4 -
353,0,12661,Todd Barranger,29' 1",AT&T Pebble,1,12 - Par 3
354,0,24138,Ian Poulter,28' 11",THE PLAYERS,4,15 - Par 4
355,0,26494,Jim Schouller Jr.,28' 11",Booz Allen,1,10 - Par 4
