RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,12602,Dean Wilson,363,682,53.2
2,0,22548,Patrick Sheehan,352,742,47.4
3,0,20663,Brenden Pappas,350,724,48.3
4,0,19846,Brian Gay,347,671,51.7
5,0,21959,Ted Purdy,340,711,47.8
6,0,20850,Daniel Chopra,338,660,51.2
7,0,01388,Robert Gamez,333,647,51.5
7,0,23552,Hank Kuehne,333,631,52.8
9,0,23541,Ben Crane,330,603,54.7
10,0,20121,Todd Fischer,329,646,50.9
11,0,08931,Glen Day,328,653,50.2
12,0,08123,Jeff Brehaut,327,633,51.7
13,0,12394,Tom Carter,325,650,50.0
14,0,23353,J.J. Henry,319,612,52.1
15,0,25396,Kevin Na,317,611,51.9
16,0,06332,Neal Lancaster,315,642,49.1
17,0,19881,Robert Damron,313,596,52.5
18,0,23320,Ryan Palmer,312,618,50.5
19,0,21633,Steve Allan,304,597,50.9
20,0,01024,Billy Andrade,303,649,46.7
20,0,26420,Richard Johnson,303,673,45.0
22,0,24024,Zach Johnson,301,631,47.7
23,0,01766,Billy Mayfair,300,574,52.3
24,0,08075,Jerry Kelly,299,624,47.9
24,0,01948,Tim Petrovic,299,626,47.8
26,0,20433,Mark Hensby,298,612,48.7
26,0,21949,Joe Ogilvie,298,630,47.3
28,0,01685,J.L. Lewis,295,601,49.1
28,0,01941,Tom Pernice Jr.,295,598,49.3
30,0,22913,John Rollins,293,547,53.6
30,0,06567,Vijay Singh,293,598,49.0
32,0,07749,Brett Quigley,292,611,47.8
33,0,24925,Jonathan Byrd,291,562,51.8
33,0,12823,Carlos Franco,291,596,48.8
35,0,24507,Jason Bohn,290,590,49.2
35,0,24361,Pat Perez,290,597,48.6
37,0,06078,Esteban Toledo,288,559,51.5
38,0,12652,Cameron Beckman,286,602,47.5
38,0,10425,Jay Williamson,286,618,46.3
40,0,06197,Michael Allen,285,557,51.2
40,0,24781,Hunter Mahan,285,602,47.3
40,0,01938,David Peoples,285,539,52.9
43,0,07721,Pat Bates,284,596,47.7
44,0,20229,Stewart Cink,281,614,45.8
44,0,12680,Shigeki Maruyama,281,596,47.1
46,0,08385,Omar Uresti,280,524,53.4
47,0,06809,Bob Burns,279,552,50.5
47,0,22293,Heath Slocum,279,558,50.0
47,0,23623,Bo Van Pelt,279,571,48.9
50,0,22371,Aaron Baddeley,278,578,48.1
51,0,07457,Steve Flesch,277,581,47.7
51,0,25345,Carl Pettersson,277,593,46.7
51,0,23621,Rory Sabbatini,277,538,51.5
54,0,20378,Mathias Grönberg,276,499,55.3
55,0,12645,Brent Geiberger,275,589,46.7
56,0,21407,Arjun Atwal,273,545,50.1
56,0,01381,Fred Funk,273,565,48.3
56,0,10201,Matt Gogel,273,535,51.0
56,0,11032,Frank Lickliter II,273,566,48.2
56,0,10585,Scott McCarron,273,538,50.7
61,0,01473,Todd Hamilton,272,511,53.2
62,0,01139,Olin Browne,271,542,50.0
63,0,06251,Chris DiMarco,270,558,48.4
63,0,01619,Skip Kendall,270,585,46.2
63,0,01761,Len Mattiace,270,530,50.9
66,0,02106,Chris Smith,269,560,48.0
67,0,22046,Geoff Ogilvy,267,545,49.0
67,0,20572,Rod Pampling,267,558,47.8
69,0,12705,Cliff Kresge,266,529,50.3
70,0,23325,Vaughn Taylor,265,512,51.8
71,0,25900,Lucas Glover,264,535,49.3
71,0,01927,Dennis Paulson,264,488,54.1
73,0,23135,Tim Clark,263,514,51.2
74,0,06004,Stephen Ames,261,567,46.0
74,0,02101,Joey Sindelar,261,564,46.3
76,0,10733,Kent Jones,260,567,45.9
77,0,12660,Jesper Parnevik,256,545,47.0
78,0,23108,Matt Kuchar,255,512,49.8
79,0,21961,Charles Howell III,254,517,49.1
79,0,20645,John Senden,254,547,46.4
81,0,07363,Craig Bowden,253,517,48.9
81,0,12510,Chad Campbell,253,506,50.0
81,0,01329,Brad Faxon,253,543,46.6
81,0,01707,Steve Lowery,253,523,48.4
81,0,02049,Gene Sauers,253,492,51.4
81,0,20548,Hidemichi Tanaka,253,517,48.9
87,0,20029,Notah Begay III,252,447,56.4
87,0,21805,Harrison Frazar,252,511,49.3
87,0,06527,Steve Stricker,252,514,49.0
87,0,06595,Kevin Sutherland,252,476,52.9
91,0,01249,John Daly,251,483,52.0
91,0,01928,Corey Pavin,251,485,51.8
93,0,07867,Woody Austin,249,548,45.4
94,0,01035,Tommy Armour III,248,506,49.0
95,0,20104,Ken Duke,245,548,44.7
96,0,01577,Lee Janzen,244,492,49.6
96,0,08339,Spike McRoy,244,514,47.5
98,0,19972,José Coceres,243,471,51.6
98,0,02104,Jeff Sluman,243,524,46.4
100,0,01042,Paul Azinger,241,483,49.9
101,0,07223,Brian Bateman,240,508,47.2
102,0,01127,Danny Briggs,239,500,47.8
103,0,10107,Deane Pappas,237,450,52.7
104,0,01378,David Frost,236,511,46.2
105,0,10860,Justin Leonard,235,445,52.8
106,0,01157,Tom Byrum,234,522,44.8
107,0,25686,Jason Dufner,233,475,49.1
108,0,06621,Joe Durant,232,477,48.6
108,0,12760,Danny Ellis,232,478,48.5
108,0,01361,Dan Forsman,232,459,50.5
111,0,21646,David Branshaw,230,475,48.4
111,0,02214,Kirk Triplett,230,478,48.1
113,0,24290,D.J. Brigman,228,462,49.4
113,0,23063,Scott Hend,228,467,48.8
113,0,02010,Loren Roberts,228,495,46.1
113,0,02223,Bob Tway,228,488,46.7
117,0,20593,Greg Chalmers,225,497,45.3
117,0,08537,J.P. Hayes,225,450,50.0
117,0,22405,Justin Rose,225,447,50.3
120,0,02239,Scott Verplank,224,492,45.5
121,0,20498,Briny Baird,223,485,46.0
122,0,12782,Tim Herron,222,455,48.8
122,0,12753,David Morland IV,222,452,49.1
122,0,23307,Roger Tambellini,222,458,48.5
122,0,02245,Grant Waite,222,426,52.1
126,0,10213,Dicky Pride,221,401,55.1
127,0,20098,Stuart Appleby,220,434,50.7
128,0,19824,Craig Barlow,218,464,47.0
128,0,01132,Mark Brooks,218,403,54.1
130,0,10885,Robert Allenby,213,455,46.8
130,0,01706,Davis Love III,213,448,47.5
130,0,07939,Dan Olsen,213,451,47.2
130,0,10912,Craig Perks,213,436,48.9
130,0,08793,Tiger Woods,213,420,50.7
135,0,20585,Niclas Fasth,212,377,56.2
136,0,01457,Jay Haas,211,418,50.5
137,0,20094,Jonathan Kaye,210,415,50.6
137,0,20628,Arron Oberholser,210,420,50.0
139,0,21731,Freddie Jacobson,209,466,44.8
140,0,06515,Shaun Micheel,208,466,44.6
140,0,26287,Roland Thatcher,208,401,51.9
142,0,01142,Bart Bryant,205,434,47.2
142,0,01261,Jay Delsing,205,436,47.0
144,0,08835,Kris Cox,204,415,49.2
144,0,06613,Tommy Tolles,204,449,45.4
144,0,10423,Mike Weir,204,419,48.7
147,0,23614,Rich Beem,203,404,50.2
148,0,01161,Mark Calcavecchia,201,421,47.7
149,0,21893,Brian Kortan,200,388,51.5
150,0,06214,Guy Boros,199,401,49.6
151,0,23613,Rich Barcelo,196,403,48.6
152,0,01926,Steve Pate,195,395,49.4
153,0,01677,Tom Lehman,193,381,50.7
153,0,01771,Blaine McCallister,193,416,46.4
155,0,24357,K.J. Choi,190,437,43.5
156,0,01810,Phil Mickelson,188,383,49.1
157,0,23983,Luke Donald,183,391,46.8
157,0,01313,Steve Elkington,183,374,48.9
159,0,01320,Bob Estes,181,353,51.3
159,0,20382,Stephen Leaney,181,382,47.4
161,0,20634,Peter Lonard,180,356,50.6
161,0,02246,Duffy Waldorf,180,398,45.2
163,0,12682,Hirofumi Miyase,179,371,48.2
164,0,08337,Mike Heinen,178,350,50.9
164,0,20127,Chris Riley,178,371,48.0
166,0,23338,David Gossett,177,348,50.9
166,0,01945,Kenny Perry,177,408,43.4
168,0,20472,Alex Cejka,176,404,43.6
169,0,02206,David Toms,175,394,44.4
170,0,21209,Sergio Garcia,173,317,54.6
171,0,21878,Mark Wilson,170,366,46.4
172,0,01553,John Huston,168,313,53.7
172,0,02099,Scott Simpson,168,364,46.2
174,0,01203,Russ Cochran,164,367,44.7
174,0,01666,Bernhard Langer,164,304,53.9
174,0,01724,Jeff Maggert,164,339,48.4
177,0,06575,Dudley Hart,160,314,51.0
177,0,23497,Tag Ridings,160,342,46.8
179,0,01219,John Cook,158,325,48.6
179,0,20580,Andre Stolz,158,319,49.5
181,0,06522,Ernie Els,157,299,52.5
182,0,01226,Fred Couples,153,285,53.7
183,0,02002,John Riegger,152,314,48.4
184,0,01527,Scott Hoch,150,313,47.9
184,0,01887,Mark O'Meara,150,311,48.2
184,0,06373,José María Olazábal,150,310,48.4
187,0,25237,Kevin Muncrief,147,290,50.7
188,0,08881,Tripp Isenhour,146,312,46.8
189,0,01920,Craig Parry,145,278,52.2
190,0,22621,Ben Curtis,142,280,50.7
191,0,20157,Retief Goosen,133,279,47.7
191,0,01968,Nick Price,133,271,49.1
193,0,11123,Chris Couch,132,289,45.7
194,0,19825,Darren Clarke,130,265,49.1
195,0,24502,Adam Scott,127,300,42.3
196,0,01797,Rocco Mediate,108,223,48.4
