RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,08793,Tiger Woods,16' 3",244.250,15,-1
2,0,20766,Padraig Harrington,17' 6",508.167,29,-2
3,0,24502,Adam Scott,17' 11",430.333,24,+1
4,0,24024,Zach Johnson,19' 2",631.500,33,+5
5,0,24925,Jonathan Byrd,19' 7",549.417,28,-2
6,0,01619,Skip Kendall,19' 9",473.583,24,+3
7,0,21470,Daisuke Maruyama,19' 10",476.083,24,-1
8,0,10860,Justin Leonard,19' 11",577.500,29,+7
9,0,20691,Greg Owen,20' 0",598.833,30,+6
10,0,01941,Tom Pernice Jr.,20' 4",710.750,35,-3
11,0,20498,Briny Baird,20' 6",532.833,26,-5
11,0,06034,Marco Dawson,20' 6",882.417,43,+1
11,0,20127,Chris Riley,20' 6",595.250,29,+5
14,0,26420,Richard Johnson,20' 7",659.667,32,+11
15,0,06643,Paul Goydos,20' 9",581.083,28,+2
16,0,01381,Fred Funk,20' 10",707.667,34,-5
16,0,08537,J.P. Hayes,20' 10",584.333,28,-3
18,0,02206,David Toms,21' 1",842.083,40,+5
19,0,23673,Michael Connell,21' 2",465.500,22,+1
20,0,20121,Todd Fischer,21' 3",1272.583,60,+1
20,0,11032,Frank Lickliter II,21' 3",998.417,47,+2
20,0,24138,Ian Poulter,21' 3",403.667,19,+8
20,0,02214,Kirk Triplett,21' 3",445.833,21,+5
24,0,21209,Sergio Garcia,21' 4",447.833,21,+3
24,0,22378,Trevor Immelman,21' 4",704.917,33,+2
24,0,02104,Jeff Sluman,21' 4",725.417,34,+3
27,0,23048,Eric Axley,21' 7",776.750,36,-2
28,0,12782,Tim Herron,21' 9",912.667,42,+9
28,0,08375,Paul Stankowski,21' 9",544.583,25,+2
30,0,21753,Brian Davis,21' 10",962.167,44,+9
31,0,06004,Stephen Ames,22' 0",439.583,20,+2
32,0,01677,Tom Lehman,22' 1",331.000,15,+4
33,0,20094,Jonathan Kaye,22' 2",1018.167,46,+4
34,0,12662,Thomas Levet,22' 3",289.333,13,+11
34,0,24361,Pat Perez,22' 3",666.917,30,+1
36,0,07867,Woody Austin,22' 4",960.583,43,+7
36,0,19846,Brian Gay,22' 4",893.667,40,-2
38,0,20229,Stewart Cink,22' 5",873.167,39,+1
38,0,01577,Lee Janzen,22' 5",695.750,31,+12
40,0,24140,Sean O'Hair,22' 7",745.500,33,+2
41,0,22405,Justin Rose,22' 10",729.583,32,-1
42,0,06350,Bob May,22' 11",823.667,36,+4
43,0,20099,Doug Barron,23' 0",1266.250,55,+15
43,0,23623,Bo Van Pelt,23' 0",1264.500,55,+2
45,0,01666,Bernhard Langer,23' 1",415.750,18,+3
46,0,10505,Shane Bertsch,23' 3",975.417,42,+5
47,0,01706,Davis Love III,23' 6",776.500,33,+15
48,0,06527,Steve Stricker,23' 7",495.750,21,+1
49,0,01219,John Cook,23' 9",712.250,30,+10
