RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,08793,Tiger Woods,-.130
2,0,21209,Sergio Garcia,-.059
3,0,27770,Camilo Villegas,-.058
4,0,20593,Greg Chalmers,-.050
5,0,30925,Dustin Johnson,-.043
6,0,10809,Jim Furyk,-.038
7,0,20850,Daniel Chopra,-.028
8,0,24924,Bill Haas,-.027
9,0,22046,Geoff Ogilvy,-.022
10,0,24140,Sean O'Hair,-.017
11,0,21949,Joe Ogilvie,-.013
12,0,20498,Briny Baird,-.009
12,0,25562,Andres Romero,-.009
14,0,27963,Chris Stroud,-.007
15,0,01035,Tommy Armour III,E
15,0,20848,Ángel Cabrera,E
15,0,28089,Jason Day,E
15,0,06527,Steve Stricker,E
19,0,24361,Pat Perez,+.008
20,0,10425,Jay Williamson,+.011
21,0,27120,Troy Matteson,+.014
22,0,24490,George McNeill,+.016
23,0,26289,Boo Weekley,+.017
24,0,01948,Tim Petrovic,+.019
25,0,21805,Harrison Frazar,+.021
25,0,27936,Martin Laird,+.021
27,0,20472,Alex Cejka,+.025
27,0,20157,Retief Goosen,+.025
27,0,01810,Phil Mickelson,+.025
30,0,10733,Kent Jones,+.026
31,0,24358,Robert Garrigus,+.027
31,0,26695,Michael Letzig,+.027
31,0,20645,John Senden,+.027
34,0,25240,D.A. Points,+.032
35,0,23983,Luke Donald,+.033
35,0,10860,Justin Leonard,+.033
37,0,24138,Ian Poulter,+.035
38,0,24781,Hunter Mahan,+.037
39,0,27095,Nick Watney,+.038
40,0,25804,Bubba Watson,+.039
41,0,29718,Anthony Kim,+.040
41,0,27214,Kevin Streelman,+.040
43,0,01161,Mark Calcavecchia,+.041
44,0,23623,Bo Van Pelt,+.042
45,0,24502,Adam Scott,+.043
46,0,25818,Scott Piercy,+.044
47,0,25686,Jason Dufner,+.045
48,0,25632,Jimmy Walker,+.049
49,0,01320,Bob Estes,+.050
49,0,26851,Marc Leishman,+.050
51,0,24925,Jonathan Byrd,+.053
51,0,25345,Carl Pettersson,+.053
53,0,24357,K.J. Choi,+.054
53,0,28158,Steve Marino,+.054
53,0,20160,Charlie Wi,+.054
56,0,08931,Glen Day,+.055
56,0,21961,Charles Howell III,+.055
56,0,22913,John Rollins,+.055
59,0,27466,Spencer Levin,+.056
59,0,23621,Rory Sabbatini,+.056
61,0,06004,Stephen Ames,+.057
61,0,21731,Freddie Jacobson,+.057
61,0,23497,Tag Ridings,+.057
64,0,26300,Matt Jones,+.058
65,0,21350,Ryuji Imada,+.059
66,0,12652,Cameron Beckman,+.061
66,0,20229,Stewart Cink,+.061
66,0,20691,Greg Owen,+.061
66,0,01941,Tom Pernice Jr.,+.061
70,0,23778,Brad Adamonis,+.062
71,0,28087,Kris Blanks,+.063
71,0,21878,Mark Wilson,+.063
73,0,23614,Rich Beem,+.065
74,0,23800,Bryce Molder,+.067
74,0,25396,Kevin Na,+.067
74,0,02206,David Toms,+.067
77,0,23135,Tim Clark,+.068
78,0,25919,Brian Vranesh,+.069
79,0,08075,Jerry Kelly,+.070
80,0,27933,John Merrick,+.071
81,0,24503,Jeff Klauk,+.073
81,0,24663,Y.E. Yang,+.073
83,0,24024,Zach Johnson,+.076
84,0,24912,Will MacKenzie,+.078
85,0,12510,Chad Campbell,+.079
85,0,28780,Nicholas Thompson,+.079
87,0,12782,Tim Herron,+.081
88,0,23541,Ben Crane,+.083
88,0,12602,Dean Wilson,+.083
90,0,26679,Kevin Stadler,+.084
91,0,01313,Steve Elkington,+.085
91,0,28620,Aron Price,+.085
91,0,08845,Scott Sterling,+.085
94,0,22961,David Mathis,+.088
94,0,22293,Heath Slocum,+.088
96,0,22348,Nick O'Hern,+.090
97,0,01706,Davis Love III,+.091
97,0,21959,Ted Purdy,+.091
