RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,24663,Y.E. Yang,22' 3",12896.167,579
2,0,28780,Nicholas Thompson,23' 2",17548.833,758
3,0,20766,Padraig Harrington,23' 5",8477.250,362
4,0,24138,Ian Poulter,23' 6",8844.583,377
5,0,20572,Rod Pampling,23' 7",13642.167,578
5,0,27214,Kevin Streelman,23' 7",17249.750,732
5,0,23349,Charles Warren,23' 7",10878.417,462
8,0,25686,Jason Dufner,23' 8",17003.667,719
8,0,06643,Paul Goydos,23' 8",14901.250,630
8,0,01797,Rocco Mediate,23' 8",13620.917,575
8,0,22293,Heath Slocum,23' 8",19922.917,842
8,0,02206,David Toms,23' 8",18918.667,799
13,0,01810,Phil Mickelson,23' 9",7916.333,333
13,0,08793,Tiger Woods,23' 9",9990.917,421
15,0,28158,Steve Marino,23' 10",17715.000,744
15,0,23325,Vaughn Taylor,23' 10",17147.833,720
17,0,24140,Sean O'Hair,23' 11",11451.417,479
17,0,22913,John Rollins,23' 11",16748.500,701
17,0,20645,John Senden,23' 11",19772.333,826
20,0,01226,Fred Couples,24' 0",7716.667,322
20,0,26300,Matt Jones,24' 0",8098.750,337
20,0,01724,Jeff Maggert,24' 0",15999.417,666
23,0,21753,Brian Davis,24' 1",19969.167,830
23,0,21209,Sergio Garcia,24' 1",8795.667,365
23,0,25900,Lucas Glover,24' 1",16882.417,702
23,0,26679,Kevin Stadler,24' 1",11132.500,463
27,0,28087,Kris Blanks,24' 3",10464.250,431
27,0,10860,Justin Leonard,24' 3",17241.417,712
27,0,06539,Rick Price,24' 3",9177.250,378
27,0,30927,Brendon Todd,24' 3",9838.917,406
27,0,25919,Brian Vranesh,24' 3",9063.000,374
32,0,22621,Ben Curtis,24' 4",10090.750,415
32,0,26301,James Nitties,24' 4",15655.500,643
32,0,28620,Aron Price,24' 4",16472.917,676
32,0,21959,Ted Purdy,24' 4",18829.500,775
36,0,07867,Woody Austin,24' 5",16335.750,668
36,0,23541,Ben Crane,24' 5",18198.000,746
36,0,30711,Colt Knost,24' 5",13167.750,539
36,0,22046,Geoff Ogilvy,24' 5",11529.167,472
36,0,20691,Greg Owen,24' 5",18489.667,758
36,0,22405,Justin Rose,24' 5",12396.667,507
42,0,26851,Marc Leishman,24' 6",16541.667,676
42,0,22961,David Mathis,24' 6",14370.167,587
42,0,26497,Casey Wittenberg,24' 6",11286.000,461
45,0,08845,Scott Sterling,24' 7",8660.333,352
45,0,10423,Mike Weir,24' 7",14266.000,580
47,0,24024,Zach Johnson,24' 8",19087.583,774
47,0,10425,Jay Williamson,24' 8",13425.583,545
49,0,24924,Bill Haas,24' 9",17243.083,696
49,0,25818,Scott Piercy,24' 9",14258.500,577
49,0,25240,D.A. Points,24' 9",19700.750,795
52,0,01677,Tom Lehman,24' 10",8493.167,342
52,0,26695,Michael Letzig,24' 10",17341.333,698
52,0,22295,Darron Stiles,24' 10",10595.000,426
55,0,24507,Jason Bohn,24' 11",19811.000,795
55,0,26881,Jarrod Lyle,24' 11",10354.583,416
55,0,27963,Chris Stroud,24' 11",16397.250,657
58,0,23614,Rich Beem,25' 0",12688.250,508
58,0,27683,Leif Olson,25' 0",8116.750,325
58,0,06567,Vijay Singh,25' 0",10643.250,426
58,0,28118,Peter Tomasulo,25' 0",10125.000,405
62,0,20229,Stewart Cink,25' 1",11972.167,477
62,0,28089,Jason Day,25' 1",10329.500,412
62,0,06621,Joe Durant,25' 1",11946.167,476
62,0,25396,Kevin Na,25' 1",17145.083,683
62,0,02239,Scott Verplank,25' 1",19415.083,774
62,0,27095,Nick Watney,25' 1",13130.583,523
68,0,20498,Briny Baird,25' 2",16684.167,662
68,0,20070,Matt Bettencourt,25' 2",17338.500,689
68,0,20634,Peter Lonard,25' 2",17660.750,702
68,0,01766,Billy Mayfair,25' 2",16431.750,654
68,0,31323,Gary Woodland,25' 2",6439.667,256
73,0,20098,Stuart Appleby,25' 3",13541.500,537
73,0,06251,Chris DiMarco,25' 3",20048.500,795
73,0,31416,Derek Fathauer,25' 3",9879.500,391
73,0,10117,Bob Heintz,25' 3",11798.333,468
73,0,24361,Pat Perez,25' 3",13519.750,535
73,0,22548,Patrick Sheehan,25' 3",9703.167,384
79,0,22371,Aaron Baddeley,25' 4",11430.917,451
79,0,01142,Bart Bryant,25' 4",13151.083,519
79,0,20848,Ángel Cabrera,25' 4",6615.167,261
79,0,23638,Brendon de Jonge,25' 4",16915.417,667
79,0,20157,Retief Goosen,25' 4",11486.667,453
79,0,23718,Nathan Green,25' 4",19372.083,765
79,0,24781,Hunter Mahan,25' 4",16544.083,653
79,0,25190,Jeff Quinney,25' 4",16514.083,651
79,0,23621,Rory Sabbatini,25' 4",13205.250,521
88,0,10809,Jim Furyk,25' 5",15976.000,629
88,0,21731,Freddie Jacobson,25' 5",15139.500,596
88,0,10733,Kent Jones,25' 5",14943.667,588
91,0,24925,Jonathan Byrd,25' 6",17898.417,701
91,0,01161,Mark Calcavecchia,25' 6",12826.583,503
91,0,08931,Glen Day,25' 6",15551.417,610
91,0,01473,Todd Hamilton,25' 6",14031.583,550
91,0,12782,Tim Herron,25' 6",16228.917,637
96,0,22892,Jason Gore,25' 7",14115.417,552
96,0,27466,Spencer Levin,25' 7",14630.667,571
96,0,27933,John Merrick,25' 7",14491.667,567
96,0,23800,Bryce Molder,25' 7",12801.917,500
96,0,21949,Joe Ogilvie,25' 7",15353.750,601
96,0,29221,Webb Simpson,25' 7",18328.833,717
96,0,20160,Charlie Wi,25' 7",18427.667,720
103,0,10885,Robert Allenby,25' 8",13176.500,514
103,0,24358,Robert Garrigus,25' 8",14230.167,555
103,0,29718,Anthony Kim,25' 8",11030.167,430
103,0,10585,Scott McCarron,25' 8",20683.333,806
103,0,24490,George McNeill,25' 8",16085.333,627
103,0,26289,Boo Weekley,25' 8",15637.083,610
109,0,24503,Jeff Klauk,25' 9",22032.500,855
109,0,01941,Tom Pernice Jr.,25' 9",16737.000,651
109,0,06527,Steve Stricker,25' 9",14697.667,571
112,0,21878,Mark Wilson,25' 10",21650.750,837
113,0,01707,Steve Lowery,25' 11",17588.583,678
113,0,06595,Kevin Sutherland,25' 11",16112.333,621
113,0,02214,Kirk Triplett,25' 11",14062.583,543
116,0,12705,Cliff Kresge,26' 0",15487.250,596
116,0,22348,Nick O'Hern,26' 0",20971.917,807
116,0,26476,Chez Reavie,26' 0",17711.083,681
116,0,26498,Matt Weibring,26' 0",12828.417,493
120,0,01035,Tommy Armour III,26' 1",12486.583,478
120,0,01320,Bob Estes,26' 1",16804.667,644
120,0,21805,Harrison Frazar,26' 1",15863.750,609
120,0,21961,Charles Howell III,26' 1",17712.667,679
120,0,07749,Brett Quigley,26' 1",15842.250,608
125,0,20593,Greg Chalmers,26' 2",16212.500,620
125,0,27120,Troy Matteson,26' 2",18894.250,723
127,0,24846,Ricky Barnes,26' 3",10680.167,407
127,0,23983,Luke Donald,26' 3",13669.833,520
127,0,08075,Jerry Kelly,26' 3",17989.000,685
130,0,23778,Brad Adamonis,26' 4",12333.917,469
130,0,23623,Bo Van Pelt,26' 4",18800.917,713
132,0,27936,Martin Laird,26' 5",13962.417,529
132,0,27060,John Mallinger,26' 5",17502.000,663
132,0,27770,Camilo Villegas,26' 5",12638.083,478
132,0,12602,Dean Wilson,26' 5",16353.167,620
136,0,23048,Eric Axley,26' 6",10837.167,409
136,0,12510,Chad Campbell,26' 6",16027.833,604
136,0,07457,Steve Flesch,26' 6",14357.833,541
136,0,01945,Kenny Perry,26' 6",17514.833,661
136,0,25345,Carl Pettersson,26' 6",15504.750,585
141,0,23135,Tim Clark,26' 7",15953.833,600
141,0,20104,Ken Duke,26' 7",15751.250,593
141,0,23353,J.J. Henry,26' 7",19003.667,714
141,0,23108,Matt Kuchar,26' 7",16829.667,634
145,0,06197,Michael Allen,26' 8",14732.167,553
145,0,01948,Tim Petrovic,26' 8",20825.917,781
145,0,25632,Jimmy Walker,26' 8",12543.667,470
148,0,20472,Alex Cejka,26' 9",18150.833,679
149,0,12716,Charley Hoffman,26' 10",18012.500,672
149,0,01706,Davis Love III,26' 10",16967.917,632
149,0,24912,Will MacKenzie,26' 10",14767.167,551
149,0,23497,Tag Ridings,26' 10",8350.000,311
149,0,20127,Chris Riley,26' 10",17852.750,665
154,0,27141,J.B. Holmes,26' 11",10368.917,385
155,0,01577,Lee Janzen,27' 0",14319.000,530
155,0,23548,Bill Lunde,27' 0",17671.333,655
155,0,27649,Brandt Snedeker,27' 0",16988.333,630
158,0,01313,Steve Elkington,27' 1",15675.667,578
158,0,19846,Brian Gay,27' 1",22237.667,821
160,0,25562,Andres Romero,27' 2",8194.250,302
161,0,28475,Jeff Overton,27' 6",15270.000,556
162,0,20850,Daniel Chopra,27' 7",17964.417,651
163,0,07223,Brian Bateman,27' 8",10068.583,364
163,0,20574,Mathew Goggin,27' 8",14897.667,539
165,0,24449,Parker McLachlin,27' 9",13777.750,497
165,0,26596,Ryan Moore,27' 9",18588.167,669
165,0,01928,Corey Pavin,27' 9",14752.083,531
168,0,06004,Stephen Ames,27' 11",14444.167,517
168,0,09011,David Duval,27' 11",8479.167,304
170,0,06522,Ernie Els,28' 0",13365.500,478
170,0,30925,Dustin Johnson,28' 0",13516.917,483
170,0,26951,Johnson Wagner,28' 0",18198.167,649
173,0,12652,Cameron Beckman,28' 1",17817.667,634
174,0,01132,Mark Brooks,28' 4",11091.000,391
174,0,24502,Adam Scott,28' 4",9566.417,338
174,0,23788,D.J. Trahan,28' 4",20464.583,722
177,0,01329,Brad Faxon,28' 5",12148.833,427
178,0,06012,Greg Kraft,28' 6",10226.750,359
178,0,23320,Ryan Palmer,28' 6",16477.333,578
180,0,26420,Richard Johnson,28' 7",20094.833,704
181,0,24357,K.J. Choi,28' 10",13395.750,464
182,0,21350,Ryuji Imada,29' 0",16575.000,571
183,0,26668,Marc Turnesa,29' 1",19093.833,656
184,0,25804,Bubba Watson,29' 2",11892.250,408
