RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,23541,Ben Crane,2.5
2,0,25686,Jason Dufner,2.4
2,0,24502,Adam Scott,2.4
4,0,27649,Brandt Snedeker,2.3
5,0,29221,Webb Simpson,2.2
6,0,23108,Matt Kuchar,2.0
6,0,08793,Tiger Woods,2.0
8,0,33141,Keegan Bradley,1.9
8,0,24925,Jonathan Byrd,1.9
8,0,23638,Brendon de Jonge,1.9
8,0,29420,Billy Horschel,1.9
8,0,01810,Phil Mickelson,1.9
8,0,26329,Louis Oosthuizen,1.9
8,0,22405,Justin Rose,1.9
15,0,20229,Stewart Cink,1.8
15,0,23983,Luke Donald,1.8
15,0,20104,Ken Duke,1.8
15,0,27644,Brian Harman,1.8
15,0,24140,Sean O'Hair,1.8
15,0,21528,Henrik Stenson,1.8
15,0,20396,Lee Westwood,1.8
22,0,27895,Jonas Blixt,1.7
22,0,23135,Tim Clark,1.7
22,0,28500,Martin Flores,1.7
22,0,27141,J.B. Holmes,1.7
22,0,21731,Freddie Jacobson,1.7
22,0,28308,Troy Kelly,1.7
22,0,24781,Hunter Mahan,1.7
22,0,31202,William McGirt,1.7
22,0,29289,S.Y. Noh,1.7
22,0,25818,Scott Piercy,1.7
22,0,20160,Charlie Wi,1.7
33,0,20623,Gavin Coles,1.6
33,0,22621,Ben Curtis,1.6
33,0,28089,Jason Day,1.6
33,0,23409,James Driscoll,1.6
33,0,32102,Rickie Fowler,1.6
33,0,30750,Tommy Gainey,1.6
33,0,34174,John Huh,1.6
33,0,24024,Zach Johnson,1.6
33,0,25572,Graeme McDowell,1.6
33,0,24490,George McNeill,1.6
33,0,28475,Jeff Overton,1.6
33,0,24138,Ian Poulter,1.6
33,0,32150,Michael Thompson,1.6
33,0,27064,Jhonattan Vegas,1.6
33,0,25804,Bubba Watson,1.6
48,0,21209,Sergio Garcia,1.5
48,0,20766,Padraig Harrington,1.5
48,0,26758,David Hearn,1.5
48,0,30925,Dustin Johnson,1.5
48,0,31558,J.J. Killeen,1.5
48,0,27797,Derek Lamely,1.5
48,0,27933,John Merrick,1.5
48,0,23800,Bryce Molder,1.5
48,0,26596,Ryan Moore,1.5
48,0,25240,D.A. Points,1.5
48,0,20645,John Senden,1.5
48,0,27770,Camilo Villegas,1.5
48,0,26951,Johnson Wagner,1.5
48,0,27095,Nick Watney,1.5
62,0,33120,Mark Anderson,1.4
62,0,24846,Ricky Barnes,1.4
62,0,12652,Cameron Beckman,1.4
62,0,01116,Michael Bradley,1.4
62,0,23204,Gary Christian,1.4
62,0,28455,Will Claxton,1.4
62,0,01249,John Daly,1.4
62,0,24358,Robert Garrigus,1.4
62,0,23718,Nathan Green,1.4
62,0,24924,Bill Haas,1.4
62,0,21961,Charles Howell III,1.4
62,0,30926,Chris Kirk,1.4
62,0,29926,Danny Lee,1.4
62,0,27466,Spencer Levin,1.4
62,0,20691,Greg Owen,1.4
62,0,23320,Ryan Palmer,1.4
62,0,24361,Pat Perez,1.4
62,0,10213,Dicky Pride,1.4
62,0,06567,Vijay Singh,1.4
62,0,06527,Steve Stricker,1.4
62,0,23623,Bo Van Pelt,1.4
62,0,21878,Mark Wilson,1.4
84,0,10885,Robert Allenby,1.3
84,0,32200,Roberto Castro,1.3
84,0,34021,Bud Cauley,1.3
84,0,20593,Greg Chalmers,1.3
84,0,24494,Erik Compton,1.3
84,0,21753,Brian Davis,1.3
84,0,34099,Harris English,1.3
84,0,21805,Harrison Frazar,1.3
84,0,08725,Tom Gillis,1.3
