RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,20396,Lee Westwood,7.9
2,0,23983,Luke Donald,7.5
3,0,27649,Brandt Snedeker,7.4
4,0,29221,Webb Simpson,7.1
5,0,24502,Adam Scott,6.9
6,0,24925,Jonathan Byrd,6.8
6,0,24024,Zach Johnson,6.8
6,0,23108,Matt Kuchar,6.8
9,0,25686,Jason Dufner,6.7
9,0,26329,Louis Oosthuizen,6.7
11,0,28089,Jason Day,6.5
11,0,21209,Sergio Garcia,6.5
11,0,26596,Ryan Moore,6.5
14,0,22405,Justin Rose,6.4
14,0,26331,Charl Schwartzel,6.4
14,0,20645,John Senden,6.4
14,0,08793,Tiger Woods,6.4
18,0,23541,Ben Crane,6.3
19,0,28500,Martin Flores,6.2
19,0,23800,Bryce Molder,6.2
21,0,33141,Keegan Bradley,6.1
21,0,20104,Ken Duke,6.1
21,0,25572,Graeme McDowell,6.1
21,0,06527,Steve Stricker,6.1
21,0,26951,Johnson Wagner,6.1
21,0,27095,Nick Watney,6.1
27,0,23623,Bo Van Pelt,6.0
28,0,20229,Stewart Cink,5.9
28,0,22621,Ben Curtis,5.9
28,0,01249,John Daly,5.9
28,0,23638,Brendon de Jonge,5.9
28,0,21731,Freddie Jacobson,5.9
28,0,28237,Rory McIlroy,5.9
28,0,25345,Carl Pettersson,5.9
28,0,24663,Y.E. Yang,5.9
36,0,30852,Ryo Ishikawa,5.8
37,0,06522,Ernie Els,5.7
37,0,24358,Robert Garrigus,5.7
37,0,01810,Phil Mickelson,5.7
37,0,25818,Scott Piercy,5.7
41,0,27141,J.B. Holmes,5.6
41,0,30925,Dustin Johnson,5.6
41,0,23320,Ryan Palmer,5.6
41,0,21528,Henrik Stenson,5.6
45,0,21805,Harrison Frazar,5.5
45,0,10809,Jim Furyk,5.5
45,0,30750,Tommy Gainey,5.5
45,0,22046,Geoff Ogilvy,5.5
49,0,20593,Greg Chalmers,5.4
49,0,23135,Tim Clark,5.4
49,0,34099,Harris English,5.4
49,0,27644,Brian Harman,5.4
49,0,24781,Hunter Mahan,5.4
49,0,28475,Jeff Overton,5.4
49,0,25240,D.A. Points,5.4
49,0,25804,Bubba Watson,5.4
57,0,23718,Nathan Green,5.3
57,0,24924,Bill Haas,5.3
57,0,24138,Ian Poulter,5.3
60,0,20766,Padraig Harrington,5.2
60,0,29420,Billy Horschel,5.2
60,0,34174,John Huh,5.2
60,0,24140,Sean O'Hair,5.2
60,0,24361,Pat Perez,5.2
60,0,06567,Vijay Singh,5.2
60,0,32150,Michael Thompson,5.2
60,0,21878,Mark Wilson,5.2
68,0,22371,Aaron Baddeley,5.1
68,0,28259,Sangmoon Bae,5.1
68,0,27895,Jonas Blixt,5.1
68,0,27466,Spencer Levin,5.1
68,0,31202,William McGirt,5.1
68,0,25396,Kevin Na,5.1
68,0,29289,S.Y. Noh,5.1
68,0,26476,Chez Reavie,5.1
76,0,24494,Erik Compton,5.0
76,0,21753,Brian Davis,5.0
76,0,21961,Charles Howell III,5.0
76,0,27936,Martin Laird,5.0
76,0,27120,Troy Matteson,5.0
76,0,24490,George McNeill,5.0
76,0,27933,John Merrick,5.0
76,0,20691,Greg Owen,5.0
76,0,20572,Rod Pampling,5.0
76,0,33419,Cameron Tringale,5.0
76,0,25632,Jimmy Walker,5.0
87,0,20098,Stuart Appleby,4.9
87,0,32200,Roberto Castro,4.9
87,0,32102,Rickie Fowler,4.9
87,0,01724,Jeff Maggert,4.9
87,0,10213,Dicky Pride,4.9
87,0,20160,Charlie Wi,4.9
93,0,10885,Robert Allenby,4.8
93,0,23204,Gary Christian,4.8
93,0,20623,Gavin Coles,4.8
93,0,01320,Bob Estes,4.8
93,0,08075,Jerry Kelly,4.8
93,0,33122,Russell Knox,4.8
93,0,01706,Davis Love III,4.8
93,0,25562,Andres Romero,4.8
93,0,31323,Gary Woodland,4.8
102,0,33120,Mark Anderson,4.7
102,0,24846,Ricky Barnes,4.7
102,0,24357,K.J. Choi,4.7
102,0,28455,Will Claxton,4.7
102,0,26758,David Hearn,4.7
102,0,21350,Ryuji Imada,4.7
102,0,29476,Kyle Reifers,4.7
102,0,25457,Alexandre Rocha,4.7
102,0,23325,Vaughn Taylor,4.7
102,0,27064,Jhonattan Vegas,4.7
112,0,28307,Matt Every,4.6
112,0,08725,Tom Gillis,4.6
112,0,12716,Charley Hoffman,4.6
112,0,26300,Matt Jones,4.6
112,0,19970,Robert Karlsson,4.6
112,0,35139,Richard Lee,4.6
112,0,23548,Bill Lunde,4.6
112,0,27556,Ted Potter Jr.,4.6
112,0,27214,Kevin Streelman,4.6
121,0,29910,Blake Adams,4.5
121,0,34021,Bud Cauley,4.5
121,0,11123,Chris Couch,4.5
121,0,27436,Graham DeLaet,4.5
121,0,19846,Brian Gay,4.5
121,0,23353,J.J. Henry,4.5
121,0,12782,Tim Herron,4.5
121,0,30711,Colt Knost,4.5
121,0,29926,Danny Lee,4.5
121,0,26851,Marc Leishman,4.5
121,0,26679,Kevin Stadler,4.5
121,0,25834,Daniel Summerhays,4.5
133,0,12652,Cameron Beckman,4.4
