RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,24781,Hunter Mahan,11.09,909,82
2,0,25804,Bubba Watson,10.92,721,66
3,0,27933,John Merrick,10.87,859,79
4,0,27770,Camilo Villegas,10.84,835,77
5,0,10885,Robert Allenby,10.83,823,76
6,0,12782,Tim Herron,10.81,951,88
7,0,20396,Lee Westwood,10.80,583,54
8,0,30110,Kyle Stanley,10.76,904,84
9,0,12510,Chad Campbell,10.75,903,84
10,0,25457,Alexandre Rocha,10.72,622,58
11,0,24140,Sean O'Hair,10.70,899,84
11,0,26329,Louis Oosthuizen,10.70,674,63
11,0,26476,Chez Reavie,10.70,888,83
11,0,23788,D.J. Trahan,10.70,738,69
15,0,21961,Charles Howell III,10.69,1048,98
16,0,20229,Stewart Cink,10.63,712,67
17,0,20691,Greg Owen,10.62,956,90
17,0,30692,Scott Stallings,10.62,828,78
19,0,24357,K.J. Choi,10.61,743,70
19,0,34099,Harris English,10.61,1040,98
19,0,23353,J.J. Henry,10.61,944,89
22,0,10809,Jim Furyk,10.60,890,84
23,0,20645,John Senden,10.59,826,78
24,0,26289,Boo Weekley,10.57,740,70
25,0,33122,Russell Knox,10.56,718,68
25,0,27064,Jhonattan Vegas,10.56,813,77
27,0,29518,Brendan Steele,10.53,769,73
28,0,27060,John Mallinger,10.50,735,70
29,0,28087,Kris Blanks,10.48,681,65
30,0,23135,Tim Clark,10.47,628,60
30,0,06522,Ernie Els,10.47,817,78
30,0,01724,Jeff Maggert,10.47,869,83
30,0,22913,John Rollins,10.47,806,77
30,0,24502,Adam Scott,10.47,607,58
35,0,24924,Bill Haas,10.46,816,78
36,0,20574,Mathew Goggin,10.43,657,63
36,0,22405,Justin Rose,10.43,709,68
38,0,25240,D.A. Points,10.41,916,88
38,0,06527,Steve Stricker,10.41,729,70
40,0,30944,Jason Kokrak,10.37,778,75
40,0,21878,Mark Wilson,10.37,809,78
42,0,06567,Vijay Singh,10.36,1026,99
43,0,01766,Billy Mayfair,10.35,890,86
44,0,23204,Gary Christian,10.34,900,87
44,0,01706,Davis Love III,10.34,662,64
44,0,33419,Cameron Tringale,10.34,910,88
44,0,26951,Johnson Wagner,10.34,910,88
48,0,35139,Richard Lee,10.33,692,67
48,0,25572,Graeme McDowell,10.33,558,54
50,0,26758,David Hearn,10.31,979,95
