RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
95,0,11032,Frank Lickliter II,70.93,993,14
97,0,20498,Briny Baird,70.95,1348,19
97,0,01381,Fred Funk,70.95,1490,21
97,0,10733,Kent Jones,70.95,1419,20
97,0,02106,Chris Smith,70.95,1561,22
101,0,01035,Tommy Armour III,71.00,994,14
101,0,19824,Craig Barlow,71.00,1562,22
101,0,20585,Niclas Fasth,71.00,710,10
101,0,20634,Peter Lonard,71.00,852,12
101,0,01706,Davis Love III,71.00,568,8
101,0,10912,Craig Perks,71.00,923,13
101,0,01948,Tim Petrovic,71.00,1065,15
101,0,01968,Nick Price,71.00,284,4
109,0,20663,Brenden Pappas,71.05,1350,19
110,0,01203,Russ Cochran,71.07,1066,15
111,0,01887,Mark O'Meara,71.08,853,12
112,0,08385,Omar Uresti,71.09,1564,22
113,0,02223,Bob Tway,71.10,711,10
114,0,01024,Billy Andrade,71.11,1280,18
114,0,23983,Luke Donald,71.11,640,9
116,0,20098,Stuart Appleby,71.13,569,8
116,0,02002,John Riegger,71.13,1067,15
118,0,20593,Greg Chalmers,71.15,1423,20
118,0,12602,Dean Wilson,71.15,1423,20
120,0,23320,Ryan Palmer,71.16,1352,19
121,0,25396,Kevin Na,71.19,1139,16
122,0,01320,Bob Estes,71.20,1068,15
122,0,01619,Skip Kendall,71.20,1068,15
124,0,07223,Brian Bateman,71.22,1282,18
125,0,10107,Deane Pappas,71.23,926,13
126,0,08339,Spike McRoy,71.24,1211,17
127,0,01553,John Huston,71.25,285,4
128,0,01261,Jay Delsing,71.27,1069,15
129,0,12394,Tom Carter,71.32,1569,22
130,0,20378,Mathias Grönberg,71.33,1284,18
130,0,22046,Geoff Ogilvy,71.33,642,9
130,0,22293,Heath Slocum,71.33,1284,18
133,0,21893,Brian Kortan,71.35,1213,17
134,0,24361,Pat Perez,71.36,999,14
135,0,12823,Carlos Franco,71.37,1356,19
135,0,01926,Steve Pate,71.37,1356,19
137,0,06197,Michael Allen,71.41,1214,17
138,0,21633,Steve Allan,71.47,1215,17
138,0,12645,Brent Geiberger,71.47,1358,19
138,0,01927,Dennis Paulson,71.47,1072,15
141,0,08123,Jeff Brehaut,71.48,1501,21
142,0,01226,Fred Couples,71.50,429,6
143,0,26287,Roland Thatcher,71.59,1575,22
144,0,01042,Paul Azinger,71.60,1074,15
145,0,25900,Lucas Glover,71.61,1647,23
146,0,21646,David Branshaw,71.68,1577,22
147,0,25686,Jason Dufner,71.69,1147,16
148,0,01945,Kenny Perry,71.70,717,10
149,0,07363,Craig Bowden,71.73,1578,22
150,0,07457,Steve Flesch,71.75,861,12
150,0,21731,Freddie Jacobson,71.75,861,12
152,0,24024,Zach Johnson,71.76,1220,17
153,0,23552,Hank Kuehne,71.77,933,13
153,0,06332,Neal Lancaster,71.77,1866,26
155,0,20645,John Senden,71.80,1077,15
156,0,02245,Grant Waite,71.81,1149,16
157,0,26420,Richard Johnson,71.86,1581,22
158,0,01761,Len Mattiace,71.87,1078,15
159,0,23063,Scott Hend,71.90,1438,20
159,0,01666,Bernhard Langer,71.90,719,10
161,0,12705,Cliff Kresge,71.93,1079,15
162,0,07721,Pat Bates,71.95,1367,19
163,0,01132,Mark Brooks,72.00,1080,15
163,0,08835,Kris Cox,72.00,648,9
163,0,01361,Dan Forsman,72.00,936,13
163,0,06595,Kevin Sutherland,72.00,1368,19
167,0,23108,Matt Kuchar,72.06,1153,16
168,0,07939,Dan Olsen,72.07,1009,14
169,0,02049,Gene Sauers,72.10,1442,20
170,0,23613,Rich Barcelo,72.23,939,13
171,0,08537,J.P. Hayes,72.24,1517,21
172,0,19881,Robert Damron,72.28,1301,18
173,0,22371,Aaron Baddeley,72.31,1157,16
174,0,01378,David Frost,72.38,1737,24
175,0,20104,Ken Duke,72.44,1159,16
176,0,06373,José María Olazábal,72.45,797,11
177,0,21407,Arjun Atwal,72.47,1087,15
178,0,24290,D.J. Brigman,72.50,870,12
178,0,06809,Bob Burns,72.50,1450,20
180,0,23614,Rich Beem,72.54,943,13
181,0,01707,Steve Lowery,72.55,798,11
182,0,23621,Rory Sabbatini,72.56,653,9
183,0,01771,Blaine McCallister,72.82,801,11
184,0,01313,Steve Elkington,72.83,874,12
185,0,25237,Kevin Muncrief,72.85,947,13
186,0,06613,Tommy Tolles,72.86,1020,14
187,0,01157,Tom Byrum,72.88,1166,16
188,0,06078,Esteban Toledo,72.90,1458,20
189,0,08881,Tripp Isenhour,73.11,1316,18
190,0,10213,Dicky Pride,73.13,1097,15
191,0,12753,David Morland IV,73.22,659,9
192,0,08337,Mike Heinen,73.31,1173,16
193,0,06214,Guy Boros,73.36,1027,14
194,0,12682,Hirofumi Miyase,73.39,1321,18
195,0,23338,David Gossett,74.00,740,10
196,0,11123,Chris Couch,74.27,817,11
