RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,06567,Vijay Singh,68.93,1861,27
2,0,08793,Tiger Woods,69.42,1319,19
3,0,19846,Brian Gay,69.50,1390,20
4,0,06522,Ernie Els,69.67,1045,15
5,0,19825,Darren Clarke,69.73,1046,15
6,0,12660,Jesper Parnevik,69.75,1674,24
7,0,20157,Retief Goosen,69.80,1047,15
8,0,07223,Brian Bateman,69.82,1536,22
9,0,01157,Tom Byrum,69.83,2095,30
10,0,01810,Phil Mickelson,69.85,1397,20
10,0,02010,Loren Roberts,69.85,1886,27
12,0,24024,Zach Johnson,69.89,1957,28
13,0,25396,Kevin Na,69.93,1888,27
13,0,22405,Justin Rose,69.93,1958,28
15,0,06004,Stephen Ames,70.00,1680,24
16,0,21731,Freddie Jacobson,70.04,1611,23
17,0,01378,David Frost,70.05,1401,20
18,0,20572,Rod Pampling,70.08,2523,36
19,0,02246,Duffy Waldorf,70.11,1262,18
20,0,01457,Jay Haas,70.12,1823,26
20,0,25345,Carl Pettersson,70.12,2314,33
22,0,20229,Stewart Cink,70.15,2315,33
23,0,01928,Corey Pavin,70.17,1684,24
24,0,23623,Bo Van Pelt,70.22,1896,27
25,0,19824,Craig Barlow,70.27,1054,15
26,0,01577,Lee Janzen,70.31,1828,26
27,0,02104,Jeff Sluman,70.32,2180,31
28,0,07457,Steve Flesch,70.34,2673,38
29,0,23983,Luke Donald,70.36,1548,22
29,0,21878,Mark Wilson,70.36,1548,22
31,0,06575,Dudley Hart,70.37,1337,19
32,0,20645,John Senden,70.39,2534,36
33,0,10107,Deane Pappas,70.42,1338,19
34,0,20498,Briny Baird,70.47,2114,30
34,0,21209,Sergio Garcia,70.47,1057,15
36,0,06621,Joe Durant,70.48,2044,29
36,0,01677,Tom Lehman,70.48,1480,21
38,0,01313,Steve Elkington,70.50,1410,20
39,0,06515,Shaun Micheel,70.53,2539,36
40,0,21959,Ted Purdy,70.55,2187,31
41,0,20029,Notah Begay III,70.56,1764,25
41,0,02206,David Toms,70.56,1905,27
43,0,22046,Geoff Ogilvy,70.57,2117,30
44,0,10860,Justin Leonard,70.58,2329,33
44,0,02214,Kirk Triplett,70.58,1341,19
46,0,20098,Stuart Appleby,70.62,2048,29
46,0,01226,Fred Couples,70.62,918,13
46,0,06251,Chris DiMarco,70.62,2401,34
49,0,24502,Adam Scott,70.63,1130,16
50,0,12652,Cameron Beckman,70.64,1978,28
51,0,01139,Olin Browne,70.65,1837,26
51,0,21961,Charles Howell III,70.65,2190,31
51,0,01706,Davis Love III,70.65,1625,23
54,0,01042,Paul Azinger,70.68,1555,22
55,0,12602,Dean Wilson,70.71,2192,31
56,0,12823,Carlos Franco,70.72,2546,36
57,0,01203,Russ Cochran,70.74,1344,19
58,0,08075,Jerry Kelly,70.77,2194,31
58,0,06373,José María Olazábal,70.77,920,13
60,0,10423,Mike Weir,70.79,1699,24
61,0,24925,Jonathan Byrd,70.80,1770,25
61,0,23497,Tag Ridings,70.80,1062,15
63,0,06809,Bob Burns,70.81,1912,27
64,0,20127,Chris Riley,70.82,1558,22
65,0,01941,Tom Pernice Jr.,70.84,2267,32
65,0,02101,Joey Sindelar,70.84,2267,32
67,0,02239,Scott Verplank,70.86,1488,21
68,0,12782,Tim Herron,70.88,1772,25
68,0,26420,Richard Johnson,70.88,2268,32
70,0,01142,Bart Bryant,70.91,1631,23
71,0,01945,Kenny Perry,70.92,1702,24
71,0,01948,Tim Petrovic,70.92,2695,38
71,0,06595,Kevin Sutherland,70.92,1844,26
74,0,21633,Steve Allan,70.94,2412,34
74,0,12680,Shigeki Maruyama,70.94,2341,33
76,0,08835,Kris Cox,70.96,1774,25
76,0,01320,Bob Estes,70.96,1845,26
76,0,01381,Fred Funk,70.96,1916,27
76,0,07749,Brett Quigley,70.96,1845,26
80,0,21407,Arjun Atwal,70.97,2129,30
81,0,20593,Greg Chalmers,71.00,1136,16
81,0,22293,Heath Slocum,71.00,2272,32
83,0,10733,Kent Jones,71.06,2487,35
83,0,01619,Skip Kendall,71.06,2487,35
85,0,06197,Michael Allen,71.07,2132,30
85,0,23320,Ryan Palmer,71.07,1990,28
87,0,24361,Pat Perez,71.12,2916,41
87,0,08385,Omar Uresti,71.12,1778,25
89,0,01127,Danny Briggs,71.13,2276,32
89,0,20850,Daniel Chopra,71.13,2134,30
89,0,23552,Hank Kuehne,71.13,2134,30
89,0,02106,Chris Smith,71.13,2134,30
93,0,01938,David Peoples,71.14,1494,21
94,0,25900,Lucas Glover,71.15,1921,27
94,0,23108,Matt Kuchar,71.15,1850,26
96,0,24507,Jason Bohn,71.17,2562,36
97,0,01329,Brad Faxon,71.18,2705,38
98,0,01527,Scott Hoch,71.20,1068,15
99,0,21646,David Branshaw,71.21,1709,24
99,0,06332,Neal Lancaster,71.21,1994,28
99,0,06078,Esteban Toledo,71.21,1994,28
102,0,21805,Harrison Frazar,71.22,1923,27
102,0,07939,Dan Olsen,71.22,1923,27
102,0,20663,Brenden Pappas,71.22,2920,41
105,0,23613,Rich Barcelo,71.23,1567,22
106,0,23135,Tim Clark,71.25,1995,28
107,0,19972,José Coceres,71.26,1354,19
107,0,12645,Brent Geiberger,71.26,1924,27
109,0,24290,D.J. Brigman,71.28,2067,29
110,0,01707,Steve Lowery,71.30,2353,33
110,0,06613,Tommy Tolles,71.30,1426,20
112,0,01388,Robert Gamez,71.32,2639,37
113,0,01261,Jay Delsing,71.33,1498,21
113,0,01361,Dan Forsman,71.33,1926,27
113,0,08337,Mike Heinen,71.33,1070,15
113,0,01666,Bernhard Langer,71.33,1498,21
113,0,10425,Jay Williamson,71.33,1926,27
118,0,20121,Todd Fischer,71.35,2854,40
