RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,46970,Jon Rahm,+1.84,68.81,70.65
2,1,33448,Justin Thomas,+1.81,68.76,70.57
3,2,48081,Xander Schauffele,+1.74,69.03,70.77
4,-2,29221,Webb Simpson,+1.67,68.06,69.73
5,1,28237,Rory McIlroy,+1.58,69.10,70.68
6,-2,47959,Bryson DeChambeau,+1.56,68.76,70.32
7,2,34363,Tyrrell Hatton,+1.54,69.07,70.61
8,0,34099,Harris English,+1.53,69.13,70.66
9,-2,40026,Daniel Berger,+1.49,68.80,70.29
9,1,30925,Dustin Johnson,+1.49,68.94,70.43
11,0,35450,Patrick Cantlay,+1.39,69.59,70.98
12,0,34360,Patrick Reed,+1.35,69.41,70.76
13,-1,32839,Hideki Matsuyama,+1.29,69.42,70.71
14,0,46046,Scottie Scheffler,+1.26,69.27,70.53
15,0,50525,Collin Morikawa,+1.16,69.58,70.74
16,2,31323,Gary Woodland,+1.00,69.65,70.65
17,-1,45526,Abraham Ancer,+.98,69.55,70.53
18,0,39971,Sungjae Im,+.97,69.56,70.53
18,2,24502,Adam Scott,+.97,69.66,70.63
20,-3,29725,Tony Finau,+.95,69.42,70.37
21,1,40098,Matt Fitzpatrick,+.91,70.17,71.08
21,1,32102,Rickie Fowler,+.91,70.11,71.02
23,-2,30927,Brendon Todd,+.85,69.70,70.55
24,0,46717,Viktor Hovland,+.84,69.73,70.57
25,2,28089,Jason Day,+.83,70.06,70.89
26,2,27349,Alex Noren,+.82,69.64,70.46
27,3,23108,Matt Kuchar,+.77,70.13,70.90
28,3,27644,Brian Harman,+.76,69.42,70.18
29,5,33419,Cameron Tringale,+.72,69.89,70.61
30,5,34021,Bud Cauley,+.71,70.18,70.89
30,-4,29420,Billy Horschel,+.71,69.97,70.68
32,0,35310,Lanto Griffin,+.69,70.05,70.74
32,4,24138,Ian Poulter,+.69,69.90,70.59
32,4,37189,Harold Varner III,+.69,69.77,70.46
35,3,34098,Russell Henley,+.67,69.62,70.29
36,-7,23320,Ryan Palmer,+.65,69.96,70.61
37,5,48822,Sebastián Muñoz,+.63,69.93,70.56
37,2,29518,Brendan Steele,+.63,70.02,70.65
39,1,39997,Corey Conners,+.62,70.15,70.77
40,2,33667,Carlos Ortiz,+.61,70.07,70.68
41,3,35449,Adam Long,+.60,69.98,70.58
42,-9,25396,Kevin Na,+.59,70.06,70.65
43,3,47993,Denny McCarthy,+.58,69.81,70.39
43,3,53165,Doc Redman,+.58,69.82,70.40
43,3,25804,Bubba Watson,+.58,69.98,70.56
46,3,25364,Paul Casey,+.57,69.93,70.50
47,-7,29478,Kevin Kisner,+.53,69.81,70.34
48,3,45157,Cam Davis,+.52,69.93,70.45
48,3,29535,Brice Garnett,+.52,69.81,70.33
48,3,36801,Mark Hubbard,+.52,69.83,70.35
51,3,24024,Zach Johnson,+.50,70.00,70.50
51,3,36871,Matthew NeSmith,+.50,69.94,70.44
53,3,30911,Tommy Fleetwood,+.49,69.93,70.42
53,3,49771,J.T. Poston,+.49,69.95,70.44
55,3,34076,Joel Dahmen,+.48,70.16,70.64
55,3,56762,Will Gordon,+.48,69.56,70.04
55,-11,45486,Joaquin Niemann,+.48,69.89,70.37
55,3,47128,Richy Werenski,+.48,70.05,70.53
59,2,26596,Ryan Moore,+.47,70.23,70.70
60,-10,52372,Cameron Champ,+.46,70.41,70.87
60,2,25493,Nick Taylor,+.46,70.34,70.80
62,1,46402,Talor Gooch,+.45,70.12,70.57
63,1,29970,Dylan Frittelli,+.44,70.37,70.81
64,2,46442,Maverick McNealy,+.43,70.12,70.55
65,3,35532,Tom Hoge,+.41,70.31,70.72
66,3,47504,Sam Burns,+.40,70.22,70.62
66,3,30163,Henrik Norlander,+.40,70.14,70.54
68,3,33948,Byeong Hun An,+.39,70.28,70.67
68,3,33399,Adam Hadwin,+.39,70.11,70.50
68,3,47347,Adam Schenk,+.39,69.80,70.19
68,3,30692,Scott Stallings,+.39,69.72,70.11
72,3,28252,Seamus Power,+.38,69.97,70.35
72,3,56278,Matthew Wolff,+.38,70.42,70.80
74,3,33204,Shane Lowry,+.37,69.93,70.30
75,3,29268,Bronson Burgoon,+.36,69.83,70.19
75,3,21961,Charles Howell III,+.36,70.20,70.56
77,3,36689,Brooks Koepka,+.35,70.68,71.03
77,3,22405,Justin Rose,+.35,70.32,70.67
