RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,23983,Luke Donald,64.43,96,149,+42.00
2,0,25396,Kevin Na,62.64,109,174,+40.00
3,0,08793,Tiger Woods,61.86,60,97,+16.00
4,0,23108,Matt Kuchar,61.60,77,125,+23.00
4,0,22961,David Mathis,61.60,77,125,+38.00
6,0,29221,Webb Simpson,61.33,111,181,+43.00
7,0,21878,Mark Wilson,60.87,98,161,+44.00
8,0,20157,Retief Goosen,60.00,75,125,+30.00
8,0,20127,Chris Riley,60.00,72,120,+32.00
10,0,23778,Brad Adamonis,58.93,66,112,+28.00
11,0,10117,Bob Heintz,58.82,50,85,+27.00
12,0,20572,Rod Pampling,58.74,84,143,+28.00
13,0,21949,Joe Ogilvie,58.60,92,157,+41.00
14,0,24490,George McNeill,58.39,87,149,+38.00
15,0,25632,Jimmy Walker,58.06,72,124,+32.00
16,0,19846,Brian Gay,57.79,89,154,+67.00
17,0,28089,Jason Day,57.65,49,85,+15.00
17,0,23800,Bryce Molder,57.65,49,85,+24.00
19,0,22348,Nick O'Hern,57.58,76,132,+42.00
20,0,23718,Nathan Green,57.56,99,172,+50.00
21,0,12705,Cliff Kresge,57.52,65,113,+45.00
22,0,24138,Ian Poulter,57.14,56,98,+22.00
22,0,26498,Matt Weibring,57.14,48,84,+23.00
24,0,10423,Mike Weir,57.06,93,163,+53.00
25,0,23135,Tim Clark,57.02,65,114,+40.00
26,0,06595,Kevin Sutherland,56.96,90,158,+28.00
27,0,22405,Justin Rose,56.91,70,123,+41.00
28,0,22621,Ben Curtis,56.45,70,124,+37.00
29,0,24781,Hunter Mahan,56.44,92,163,+42.00
30,0,08075,Jerry Kelly,56.38,84,149,+46.00
31,0,20160,Charlie Wi,56.13,87,155,+51.00
32,0,12652,Cameron Beckman,56.10,69,123,+48.00
32,0,20766,Padraig Harrington,56.10,69,123,+34.00
34,0,26695,Michael Letzig,56.02,93,166,+30.00
35,0,06251,Chris DiMarco,55.48,81,146,+48.00
36,0,20104,Ken Duke,55.19,85,154,+48.00
37,0,23541,Ben Crane,55.17,96,174,+65.00
38,0,25900,Lucas Glover,55.13,86,156,+40.00
39,0,21731,Freddie Jacobson,55.10,81,147,+44.00
40,0,28620,Aron Price,54.96,72,131,+50.00
41,0,24924,Bill Haas,54.86,79,144,+35.00
42,0,22046,Geoff Ogilvy,54.81,74,135,+32.00
42,0,01941,Tom Pernice Jr.,54.81,74,135,+56.00
44,0,20498,Briny Baird,54.74,75,137,+44.00
45,0,21350,Ryuji Imada,54.66,88,161,+56.00
46,0,10885,Robert Allenby,54.64,53,97,+28.00
47,0,07457,Steve Flesch,54.55,78,143,+52.00
47,0,10809,Jim Furyk,54.55,66,121,+37.00
49,0,06527,Steve Stricker,54.23,77,142,+50.00
50,0,24024,Zach Johnson,54.14,72,133,+45.00
51,0,20645,John Senden,53.85,91,169,+53.00
52,0,12602,Dean Wilson,53.77,57,106,+40.00
53,0,22295,Darron Stiles,53.73,36,67,+23.00
54,0,29718,Anthony Kim,53.38,71,133,+45.00
55,0,24663,Y.E. Yang,53.28,73,137,+38.00
56,0,20472,Alex Cejka,53.27,57,107,+38.00
57,0,01948,Tim Petrovic,53.18,92,173,+49.00
58,0,24357,K.J. Choi,53.13,51,96,+34.00
59,0,01132,Mark Brooks,53.09,43,81,+35.00
60,0,01928,Corey Pavin,53.06,52,98,+42.00
61,0,10860,Justin Leonard,53.02,79,149,+50.00
62,0,01577,Lee Janzen,52.94,63,119,+52.00
62,0,24449,Parker McLachlin,52.94,72,136,+50.00
64,0,07867,Woody Austin,52.90,73,138,+44.00
65,0,30925,Dustin Johnson,52.89,64,121,+31.00
66,0,21209,Sergio Garcia,52.88,55,104,+31.00
67,0,01945,Kenny Perry,52.76,67,127,+34.00
68,0,10585,Scott McCarron,52.53,83,158,+67.00
69,0,22913,John Rollins,52.38,88,168,+46.00
69,0,23325,Vaughn Taylor,52.38,77,147,+46.00
71,0,26300,Matt Jones,52.31,34,65,+11.00
