RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
125,0,20663,Brenden Pappas,212,17,195
125,0,01928,Corey Pavin,212,196,16
129,0,12782,Tim Herron,213,40,173
129,0,02104,Jeff Sluman,213,165,48
131,0,07749,Brett Quigley,214,37,177
132,0,01926,Steve Pate,216,128,88
133,0,06251,Chris DiMarco,217,176,41
133,0,20585,Niclas Fasth,217,77,140
135,0,23541,Ben Crane,219,125,94
135,0,07939,Dan Olsen,219,25,194
137,0,20378,Mathias Grönberg,220,50,170
137,0,12753,David Morland IV,220,188,32
137,0,02049,Gene Sauers,220,156,64
140,0,21407,Arjun Atwal,221,73,148
140,0,12760,Danny Ellis,221,101,120
142,0,20382,Stephen Leaney,223,135,88
142,0,02010,Loren Roberts,223,195,28
144,0,21949,Joe Ogilvie,224,79,145
145,0,12823,Carlos Franco,227,69,158
145,0,06332,Neal Lancaster,227,52,175
145,0,01761,Len Mattiace,227,173,54
148,0,06575,Dudley Hart,228,113,115
148,0,02206,David Toms,228,117,111
150,0,07457,Steve Flesch,229,161,68
151,0,01203,Russ Cochran,230,155,75
152,0,01968,Nick Price,231,188,43
152,0,06078,Esteban Toledo,231,182,49
154,0,20593,Greg Chalmers,233,94,139
155,0,06809,Bob Burns,235,180,55
155,0,22621,Ben Curtis,235,138,97
157,0,20229,Stewart Cink,238,70,168
158,0,06197,Michael Allen,239,60,179
158,0,01577,Lee Janzen,239,107,132
158,0,10423,Mike Weir,239,138,101
161,0,01361,Dan Forsman,240,142,98
161,0,02245,Grant Waite,240,83,157
163,0,08881,Tripp Isenhour,242,106,136
163,0,12660,Jesper Parnevik,242,89,153
165,0,01132,Mark Brooks,243,184,59
166,0,01887,Mark O'Meara,245,187,58
167,0,19846,Brian Gay,248,163,85
167,0,25237,Kevin Muncrief,248,65,183
169,0,01707,Steve Lowery,251,79,172
169,0,01938,David Peoples,251,146,105
171,0,01378,David Frost,252,186,66
172,0,12705,Cliff Kresge,253,131,122
172,0,12602,Dean Wilson,253,136,117
174,0,01457,Jay Haas,259,183,76
175,0,01666,Bernhard Langer,260,136,124
176,0,01771,Blaine McCallister,261,151,110
176,0,10912,Craig Perks,261,73,188
178,0,12680,Shigeki Maruyama,264,157,107
178,0,02002,John Riegger,264,120,144
180,0,24357,K.J. Choi,266,120,146
181,0,01320,Bob Estes,272,170,102
182,0,21731,Freddie Jacobson,273,89,184
183,0,02223,Bob Tway,275,170,105
184,0,22371,Aaron Baddeley,278,87,191
185,0,06613,Tommy Tolles,282,92,190
186,0,01024,Billy Andrade,283,128,155
187,0,20104,Ken Duke,287,124,163
188,0,01920,Craig Parry,288,179,109
189,0,20121,Todd Fischer,294,157,137
190,0,01042,Paul Azinger,295,119,176
190,0,01473,Todd Hamilton,295,128,167
192,0,20127,Chris Riley,311,176,135
193,0,23338,David Gossett,312,125,187
194,0,01329,Brad Faxon,326,185,141
195,0,06527,Steve Stricker,337,144,193
196,0,06373,José María Olazábal,353,175,178
