RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,08123,Jeff Brehaut,79,62,17
2,0,20645,John Senden,94,23,71
3,0,25900,Lucas Glover,99,6,93
3,0,21959,Ted Purdy,99,76,23
5,0,06621,Joe Durant,101,97,4
5,0,23353,J.J. Henry,101,10,91
7,0,24507,Jason Bohn,110,41,69
8,0,19824,Craig Barlow,111,61,50
9,0,07223,Brian Bateman,113,48,65
10,0,23623,Bo Van Pelt,114,36,78
11,0,10885,Robert Allenby,116,34,82
12,0,21805,Harrison Frazar,117,18,99
13,0,10425,Jay Williamson,118,85,33
14,0,12652,Cameron Beckman,121,59,62
14,0,22046,Geoff Ogilvy,121,7,114
16,0,10585,Scott McCarron,123,39,84
16,0,02101,Joey Sindelar,123,53,70
18,0,23325,Vaughn Taylor,125,46,79
19,0,01677,Tom Lehman,126,97,29
20,0,08337,Mike Heinen,127,4,123
21,0,24024,Zach Johnson,128,113,15
22,0,26287,Roland Thatcher,129,43,86
23,0,10733,Kent Jones,130,103,27
24,0,24361,Pat Perez,134,54,80
25,0,22913,John Rollins,137,101,36
26,0,01766,Billy Mayfair,140,118,22
27,0,20029,Notah Begay III,141,110,31
28,0,23320,Ryan Palmer,142,29,113
29,0,12645,Brent Geiberger,143,56,87
30,0,01142,Bart Bryant,145,138,7
30,0,01313,Steve Elkington,145,100,45
32,0,01161,Mark Calcavecchia,148,56,92
33,0,01139,Olin Browne,150,142,8
34,0,01810,Phil Mickelson,151,30,121
35,0,20094,Jonathan Kaye,152,62,90
35,0,21878,Mark Wilson,152,138,14
37,0,11032,Frank Lickliter II,154,94,60
37,0,01945,Kenny Perry,154,26,128
39,0,10201,Matt Gogel,155,113,42
40,0,20498,Briny Baird,156,73,83
40,0,01685,J.L. Lewis,156,83,73
40,0,01797,Rocco Mediate,156,131,25
40,0,01941,Tom Pernice Jr.,156,109,47
40,0,02246,Duffy Waldorf,156,116,40
45,0,20628,Arron Oberholser,159,122,37
46,0,23614,Rich Beem,160,22,138
47,0,02106,Chris Smith,161,5,156
47,0,06595,Kevin Sutherland,161,105,56
47,0,20548,Hidemichi Tanaka,161,150,11
50,0,24925,Jonathan Byrd,162,28,134
50,0,01388,Robert Gamez,162,85,77
52,0,01927,Dennis Paulson,163,14,149
52,0,06567,Vijay Singh,163,13,150
54,0,20157,Retief Goosen,164,38,126
54,0,21893,Brian Kortan,164,47,117
56,0,26420,Richard Johnson,165,131,34
56,0,01706,Davis Love III,165,14,151
58,0,20098,Stuart Appleby,167,42,125
59,0,07867,Woody Austin,168,56,112
60,0,24290,D.J. Brigman,169,65,104
61,0,21633,Steve Allan,170,11,159
61,0,06004,Stephen Ames,170,89,81
61,0,21646,David Branshaw,170,110,60
61,0,01553,John Huston,170,103,67
65,0,19972,José Coceres,172,166,6
66,0,20433,Mark Hensby,173,122,51
67,0,22293,Heath Slocum,175,157,18
67,0,02239,Scott Verplank,175,173,2
69,0,24781,Hunter Mahan,176,45,131
70,0,21961,Charles Howell III,177,82,95
71,0,08835,Kris Cox,178,16,162
72,0,08931,Glen Day,179,107,72
72,0,02214,Kirk Triplett,179,167,12
74,0,23135,Tim Clark,181,168,13
74,0,23307,Roger Tambellini,181,21,160
76,0,01724,Jeff Maggert,183,148,35
76,0,12682,Hirofumi Miyase,183,163,20
78,0,10107,Deane Pappas,184,32,152
79,0,20580,Andre Stolz,185,20,165
80,0,10860,Justin Leonard,187,134,53
81,0,02099,Scott Simpson,188,169,19
82,0,12510,Chad Campbell,189,87,102
82,0,11123,Chris Couch,189,8,181
82,0,23108,Matt Kuchar,189,94,95
85,0,23063,Scott Hend,191,2,189
85,0,01619,Skip Kendall,191,146,45
85,0,22548,Patrick Sheehan,191,72,119
85,0,08793,Tiger Woods,191,9,182
89,0,23983,Luke Donald,192,162,30
89,0,25686,Jason Dufner,192,65,127
89,0,01527,Scott Hoch,192,154,38
89,0,23497,Tag Ridings,192,12,180
93,0,01381,Fred Funk,193,192,1
93,0,08075,Jerry Kelly,193,172,21
95,0,01157,Tom Byrum,195,190,5
95,0,20850,Daniel Chopra,195,26,169
95,0,01249,John Daly,195,3,192
98,0,07363,Craig Bowden,196,193,3
98,0,20634,Peter Lonard,196,54,142
98,0,25396,Kevin Na,196,157,39
101,0,23552,Hank Kuehne,197,1,196
101,0,10213,Dicky Pride,197,153,44
103,0,01035,Tommy Armour III,199,70,129
103,0,01127,Danny Briggs,199,125,74
105,0,01226,Fred Couples,201,35,166
105,0,08385,Omar Uresti,201,191,10
107,0,19881,Robert Damron,202,178,24
107,0,08339,Spike McRoy,202,145,57
109,0,01219,John Cook,203,194,9
109,0,08537,J.P. Hayes,203,152,51
111,0,06522,Ernie Els,204,19,185
111,0,21209,Sergio Garcia,204,33,171
111,0,20572,Rod Pampling,204,50,154
111,0,24502,Adam Scott,204,30,174
115,0,01948,Tim Petrovic,205,97,108
116,0,23613,Rich Barcelo,206,43,163
117,0,07721,Pat Bates,207,181,26
118,0,19825,Darren Clarke,208,78,130
118,0,22405,Justin Rose,208,65,143
120,0,06515,Shaun Micheel,209,93,116
120,0,23621,Rory Sabbatini,209,48,161
122,0,12394,Tom Carter,210,24,186
122,0,20472,Alex Cejka,210,110,100
124,0,25345,Carl Pettersson,211,64,147
125,0,06214,Guy Boros,212,149,63
125,0,01261,Jay Delsing,212,79,133
