RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01527,Scott Hoch,42
1,0,01553,John Huston,42
3,0,01706,Davis Love III,40
4,0,01381,Fred Funk,39
5,0,01042,Paul Azinger,38
5,0,01320,Bob Estes,38
5,0,01331,Rick Fehr,38
8,0,01837,Gil Morgan,37
8,0,01928,Corey Pavin,37
10,0,01378,David Frost,36
11,0,01200,Keith Clearwater,35
11,0,01203,Russ Cochran,35
11,0,01677,Tom Lehman,35
11,0,02010,Loren Roberts,35
15,0,01313,Steve Elkington,34
15,0,01361,Dan Forsman,34
15,0,01724,Jeff Maggert,34
15,0,02146,Payne Stewart,34
19,0,01161,Mark Calcavecchia,33
19,0,01385,Jim Gallagher Jr.,33
19,0,01766,Billy Mayfair,33
22,0,01457,Jay Haas,32
22,0,01876,Greg Norman,32
22,0,01968,Nick Price,32
25,0,01201,Lennie Clements,31
25,0,01306,David Edwards,31
25,0,01607,Brian Kamm,31
28,0,01219,John Cook,30
28,0,01261,Jay Delsing,30
28,0,01418,Bill Glasson,30
28,0,06090,Jim McGovern,30
32,0,01707,Steve Lowery,29
32,0,02267,D.A. Weibring,29
34,0,01196,Brian Claar,28
34,0,01510,Nolan Henke,28
34,0,01723,Andrew Magee,28
34,0,01771,Blaine McCallister,28
34,0,01823,Larry Mize,28
34,0,02214,Kirk Triplett,28
34,0,02321,Fuzzy Zoeller,28
41,0,01014,Fulton Allem,27
41,0,01577,Lee Janzen,27
41,0,01633,Tom Kite,27
41,0,01701,Bob Lohr,27
41,0,02133,Craig Stadler,27
41,0,02279,Mark Wiebe,27
47,0,01093,Ronnie Black,26
47,0,01132,Mark Brooks,26
47,0,01226,Fred Couples,26
47,0,01475,Donnie Hammond,26
47,0,02159,Curtis Strange,26
52,0,01006,John Adams,25
52,0,01143,Brad Bryant,25
52,0,01353,Bruce Fleisher,25
52,0,06575,Dudley Hart,25
52,0,06332,Neal Lancaster,25
52,0,01755,Dick Mast,25
52,0,01797,Rocco Mediate,25
52,0,01891,David Ogrin,25
52,0,02180,Harry Taylor,25
52,0,02225,Howard Twitty,25
62,0,01288,Ed Dougherty,24
62,0,06058,John Flannery,24
62,0,01408,Kelly Gibson,24
62,0,06044,Scott Gump,24
62,0,01569,Peter Jacobsen,24
62,0,01887,Mark O'Meara,24
62,0,01945,Kenny Perry,24
62,0,01971,Dillard Pruitt,24
62,0,02090,Tom Sieckmann,24
62,0,02100,Tim Simpson,24
62,0,02104,Jeff Sluman,24
62,0,02185,Lance Ten Broeck,24
62,0,02294,Willie Wood,24
75,0,01024,Billy Andrade,23
75,0,01329,Brad Faxon,23
75,0,01388,Robert Gamez,23
75,0,06643,Paul Goydos,23
75,0,06012,Greg Kraft,23
75,0,01783,Mark McCumber,23
75,0,01926,Steve Pate,23
75,0,02033,Dave Rummells,23
75,0,02217,Dennis Trixler,23
84,0,01060,Dave Barr,22
84,0,01072,Chip Beck,22
84,0,06086,Russell Beiersdorf,22
84,0,01495,Morris Hatalsky,22
84,0,01550,Ed Humenik,22
84,0,01559,Hale Irwin,22
