RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,26329,Louis Oosthuizen,66.15,195,129
2,0,28775,Nate Lashley,65.28,144,94
3,0,26951,Johnson Wagner,64.98,217,141
4,0,23541,Ben Crane,64.36,202,130
5,0,29478,Kevin Kisner,64.34,244,157
6,0,25364,Paul Casey,64.32,199,128
7,0,22405,Justin Rose,63.76,229,146
8,0,29221,Webb Simpson,63.52,318,202
9,0,24781,Hunter Mahan,63.44,186,118
10,0,47993,Denny McCarthy,62.37,194,121
11,0,30978,Kiradech Aphibarnrat,62.34,154,96
12,0,34021,Bud Cauley,62.26,159,99
13,0,46435,Austin Cook,62.18,386,240
14,0,27349,Alex Noren,61.98,192,119
15,0,36699,Patrick Rodgers,61.44,306,188
16,0,28089,Jason Day,61.27,204,125
17,0,35461,Beau Hossler,60.90,376,229
18,0,34466,Peter Malnati,60.87,322,196
19,0,25396,Kevin Na,60.49,286,173
20,0,25572,Graeme McDowell,60.43,187,113
21,0,39954,Cody Gribble,60.27,219,132
22,0,37278,Nicholas Lindheim,60.18,221,133
23,0,29974,Branden Grace,60.10,193,116
24,0,28252,Seamus Power,60.00,275,165
25,0,31416,Derek Fathauer,59.93,282,169
25,0,27974,Sung Kang,59.93,307,184
27,0,46501,Ollie Schniederjans,59.80,306,183
28,0,33448,Justin Thomas,59.78,271,162
29,0,32150,Michael Thompson,59.70,201,120
30,0,28679,Fabián Gómez,59.43,281,167
31,0,46402,Talor Gooch,59.39,261,155
32,0,24024,Zach Johnson,59.34,273,162
33,0,34363,Tyrrell Hatton,59.30,172,102
34,0,37454,Whee Kim,59.05,337,199
35,0,31646,Emiliano Grillo,59.02,327,193
36,0,40026,Daniel Berger,58.91,258,152
37,0,20593,Greg Chalmers,58.90,163,96
37,0,29926,Danny Lee,58.90,292,172
39,0,28132,Tyrone Van Aswegen,58.88,338,199
40,0,36689,Brooks Koepka,58.82,255,150
41,0,25804,Bubba Watson,58.70,293,172
42,0,46601,Trey Mullinax,58.58,239,140
43,0,47959,Bryson DeChambeau,58.54,316,185
44,0,26476,Chez Reavie,58.51,241,141
45,0,40009,Dominic Bozzelli,58.50,253,148
46,0,27095,Nick Watney,58.44,320,187
47,0,29485,Brett Stegmaier,58.33,168,98
48,0,35891,Cameron Smith,58.23,249,145
49,0,24846,Ricky Barnes,58.19,177,103
50,0,23108,Matt Kuchar,58.18,275,160
51,0,46970,Jon Rahm,58.17,208,121
52,0,20472,Alex Cejka,58.15,227,132
53,0,32839,Hideki Matsuyama,58.06,248,144
54,0,24138,Ian Poulter,58.00,200,116
55,0,34174,John Huh,57.87,394,228
56,0,26851,Marc Leishman,57.84,306,177
57,0,29420,Billy Horschel,57.83,313,181
58,0,48084,Wesley Bryan,57.80,218,126
59,0,34360,Patrick Reed,57.74,265,153
60,0,29268,Bronson Burgoon,57.72,246,142
61,0,28237,Rory McIlroy,57.62,210,121
62,0,19846,Brian Gay,57.61,394,227
62,0,30926,Chris Kirk,57.61,394,227
64,0,31560,Brian Stuard,57.60,342,197
65,0,34358,Jonathan Randolph,57.52,266,153
66,0,27141,J.B. Holmes,57.42,310,178
67,0,24140,Sean O'Hair,57.41,263,151
68,0,47128,Richy Werenski,57.28,309,177
69,0,01810,Phil Mickelson,57.26,351,201
70,0,47347,Adam Schenk,57.19,278,159
71,0,27556,Ted Potter Jr.,57.18,348,199
72,0,33418,Shawn Stefani,57.14,238,136
73,0,31202,William McGirt,57.09,275,157
74,0,37275,Sam Ryder,57.04,277,158
75,0,27936,Martin Laird,57.03,256,146
76,0,33410,Andrew Landry,57.01,314,179
77,0,32102,Rickie Fowler,56.90,239,136
77,0,39975,Michael Kim,56.90,232,132
79,0,30911,Tommy Fleetwood,56.82,220,125
80,0,35545,Blayne Barber,56.70,261,148
81,0,49771,J.T. Poston,56.68,217,123
82,0,32876,Martin Piller,56.67,300,170
83,0,29479,Scott Brown,56.64,339,192
84,0,27963,Chris Stroud,56.63,249,141
84,0,25834,Daniel Summerhays,56.63,166,94
86,0,34563,Chesson Hadley,56.60,371,210
87,0,26758,David Hearn,56.52,207,117
88,0,35376,Roberto Díaz,56.47,255,144
89,0,32448,James Hahn,56.40,289,163
90,0,25493,Nick Taylor,56.36,291,164
91,0,30692,Scott Stallings,56.32,348,196
92,0,24358,Robert Garrigus,56.23,297,167
93,0,34409,David Lingmerth,56.21,306,172
94,0,34046,Jordan Spieth,56.16,276,155
95,0,49964,Aaron Wise,56.08,337,189
96,0,35310,Lanto Griffin,56.04,273,153
