RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,31646,Emiliano Grillo,7.7
2,0,30911,Tommy Fleetwood,7.5
3,0,26499,Rafa Cabrera Bello,7.1
3,0,30925,Dustin Johnson,7.1
5,0,27644,Brian Harman,6.8
5,0,36689,Brooks Koepka,6.8
7,0,32102,Rickie Fowler,6.7
8,0,29974,Branden Grace,6.6
8,0,08793,Tiger Woods,6.6
10,0,10809,Jim Furyk,6.5
10,0,33399,Adam Hadwin,6.5
10,0,35461,Beau Hossler,6.5
10,0,01810,Phil Mickelson,6.5
10,0,25396,Kevin Na,6.5
10,0,29221,Webb Simpson,6.5
16,0,24024,Zach Johnson,6.4
16,0,32839,Hideki Matsuyama,6.4
16,0,27349,Alex Noren,6.4
16,0,33448,Justin Thomas,6.4
20,0,40026,Daniel Berger,6.3
20,0,28089,Jason Day,6.3
20,0,29725,Tony Finau,6.3
20,0,31323,Gary Woodland,6.3
24,0,22405,Justin Rose,6.2
25,0,35450,Patrick Cantlay,6.1
25,0,47959,Bryson DeChambeau,6.1
25,0,34098,Russell Henley,6.1
25,0,30944,Jason Kokrak,6.1
25,0,31420,Anirban Lahiri,6.1
25,0,24138,Ian Poulter,6.1
25,0,27649,Brandt Snedeker,6.1
32,0,46435,Austin Cook,6.0
32,0,39327,Ben Silverman,6.0
34,0,23108,Matt Kuchar,5.9
34,0,32150,Michael Thompson,5.9
36,0,30978,Kiradech Aphibarnrat,5.8
36,0,26851,Marc Leishman,5.8
36,0,50526,Tom Lovelady,5.8
36,0,25632,Jimmy Walker,5.8
40,0,34563,Chesson Hadley,5.7
40,0,29420,Billy Horschel,5.7
40,0,46970,Jon Rahm,5.7
40,0,24502,Adam Scott,5.7
40,0,30110,Kyle Stanley,5.7
40,0,21528,Henrik Stenson,5.7
46,0,12716,Charley Hoffman,5.6
46,0,21961,Charles Howell III,5.6
46,0,24361,Pat Perez,5.6
46,0,49771,J.T. Poston,5.6
46,0,48081,Xander Schauffele,5.6
46,0,35891,Cameron Smith,5.6
46,0,29485,Brett Stegmaier,5.6
46,0,27095,Nick Watney,5.6
54,0,34363,Tyrrell Hatton,5.5
54,0,30926,Chris Kirk,5.5
54,0,25572,Graeme McDowell,5.5
54,0,46501,Ollie Schniederjans,5.5
54,0,23325,Vaughn Taylor,5.5
59,0,19803,Ryan Armour,5.4
59,0,40009,Dominic Bozzelli,5.4
59,0,33141,Keegan Bradley,5.4
59,0,19846,Brian Gay,5.4
59,0,25900,Lucas Glover,5.4
59,0,35421,Brandon Harkins,5.4
