RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01320,Bob Estes,66.19,276,417
2,0,06527,Steve Stricker,65.57,160,244
3,0,30926,Chris Kirk,65.38,357,546
4,0,20098,Stuart Appleby,65.21,343,526
5,0,21961,Charles Howell III,64.83,330,509
6,0,27963,Chris Stroud,64.60,365,565
7,0,28310,Lee Williams,64.25,266,414
8,0,26300,Matt Jones,63.98,325,508
9,0,23541,Ben Crane,63.83,240,376
10,0,19846,Brian Gay,63.80,393,616
11,0,35139,Richard Lee,63.58,295,464
12,0,23108,Matt Kuchar,63.55,340,535
13,0,24357,K.J. Choi,62.98,325,516
14,0,08075,Jerry Kelly,62.96,294,467
15,0,28500,Martin Flores,62.91,324,515
16,0,23638,Brendon de Jonge,62.56,386,617
17,0,25274,Steven Bowditch,62.47,278,445
18,0,24924,Bill Haas,62.01,302,487
19,0,23800,Bryce Molder,61.76,323,523
20,0,33419,Cameron Tringale,61.68,293,475
21,0,20396,Lee Westwood,61.57,266,432
22,0,23983,Luke Donald,61.52,243,395
23,0,24494,Erik Compton,61.51,286,465
24,0,27895,Jonas Blixt,61.50,329,535
25,0,24138,Ian Poulter,61.49,214,348
26,0,32200,Roberto Castro,61.47,351,571
27,0,28089,Jason Day,61.39,310,505
27,0,21878,Mark Wilson,61.39,194,316
29,0,22295,Darron Stiles,61.26,204,333
30,0,25572,Graeme McDowell,61.09,201,329
31,0,34046,Jordan Spieth,61.07,298,488
32,0,33141,Keegan Bradley,60.88,319,524
33,0,27649,Brandt Snedeker,60.86,297,488
34,0,27556,Ted Potter Jr.,60.77,237,390
35,0,22405,Justin Rose,60.71,204,336
36,0,25632,Jimmy Walker,60.62,311,513
37,0,26497,Casey Wittenberg,60.59,289,477
38,0,21099,David Lynn,60.52,282,466
39,0,31202,William McGirt,60.47,283,468
40,0,22056,Cameron Percy,60.44,246,407
40,0,34360,Patrick Reed,60.44,327,541
42,0,01724,Jeff Maggert,60.42,229,379
43,0,31560,Brian Stuard,60.31,275,456
44,0,08725,Tom Gillis,60.22,277,460
45,0,23135,Tim Clark,60.19,251,417
46,0,08793,Tiger Woods,60.00,210,350
47,0,20160,Charlie Wi,59.92,302,504
48,0,26476,Chez Reavie,59.86,258,431
49,0,28679,Fabián Gómez,59.76,251,420
49,0,24490,George McNeill,59.76,254,425
51,0,27436,Graham DeLaet,59.72,298,499
51,0,02206,David Toms,59.72,172,288
53,0,23409,James Driscoll,59.70,280,469
54,0,21731,Freddie Jacobson,59.66,247,414
54,0,24024,Zach Johnson,59.66,284,476
56,0,32102,Rickie Fowler,59.59,289,485
57,0,10809,Jim Furyk,59.55,265,445
58,0,28135,Aaron Watkins,59.53,178,299
59,0,34261,Scott Langley,59.47,289,486
60,0,10213,Dicky Pride,59.44,255,429
61,0,27214,Kevin Streelman,59.42,309,520
62,0,34174,John Huh,59.36,314,529
63,0,20593,Greg Chalmers,59.33,299,504
63,0,27120,Troy Matteson,59.33,248,418
65,0,20443,Jin Park,59.27,195,329
66,0,28475,Jeff Overton,59.23,292,493
67,0,06004,Stephen Ames,59.18,203,343
68,0,22378,Trevor Immelman,59.13,246,416
68,0,25834,Daniel Summerhays,59.13,314,531
70,0,25686,Jason Dufner,59.11,266,450
70,0,10423,Mike Weir,59.11,266,450
72,0,10860,Justin Leonard,59.02,337,571
73,0,21753,Brian Davis,58.87,365,620
73,0,24781,Hunter Mahan,58.87,292,496
75,0,35539,Luke Guthrie,58.85,316,537
76,0,12510,Chad Campbell,58.76,265,451
77,0,27644,Brian Harman,58.74,336,572
78,0,01810,Phil Mickelson,58.55,274,468
79,0,33418,Shawn Stefani,58.50,241,412
80,0,34409,David Lingmerth,58.44,263,450
81,0,32366,Kevin Chappell,58.40,285,488
82,0,22792,Peter Hanson,58.33,175,300
83,0,30944,Jason Kokrak,58.30,281,482
84,0,06522,Ernie Els,58.08,248,427
85,0,33461,Morgan Hoffmann,57.99,236,407
86,0,29221,Webb Simpson,57.95,306,528
86,0,34431,Robert Streb,57.95,255,440
88,0,25562,Andres Romero,57.91,238,411
89,0,28092,D.H. Lee,57.79,230,398
90,0,26758,David Hearn,57.78,323,559
91,0,23621,Rory Sabbatini,57.77,275,476
92,0,22371,Aaron Baddeley,57.72,288,499
93,0,22913,John Rollins,57.71,247,428
93,0,32150,Michael Thompson,57.71,262,454
95,0,26596,Ryan Moore,57.68,263,456
96,0,26851,Marc Leishman,57.64,279,484
97,0,27503,Steve LeBrun,57.58,209,363
98,0,23497,Tag Ridings,57.50,230,400
99,0,21209,Sergio Garcia,57.45,212,369
100,0,19970,Robert Karlsson,57.39,198,345
101,0,25336,Alistair Presnell,57.36,222,387
102,0,21528,Henrik Stenson,57.28,185,323
103,0,06567,Vijay Singh,57.23,194,339
104,0,34098,Russell Henley,57.17,287,502
104,0,29518,Brendan Steele,57.17,287,502
106,0,24227,Justin Bolli,57.14,220,385
107,0,23325,Vaughn Taylor,56.95,172,302
108,0,20104,Ken Duke,56.92,329,578
109,0,28780,Nicholas Thompson,56.89,326,573
110,0,24663,Y.E. Yang,56.65,213,376
111,0,24361,Pat Perez,56.64,226,399
112,0,23353,J.J. Henry,56.53,264,467
113,0,28307,Matt Every,56.52,312,552
113,0,20766,Padraig Harrington,56.52,195,345
115,0,27933,John Merrick,56.51,269,476
116,0,30711,Colt Knost,56.47,253,448
117,0,12782,Tim Herron,56.44,184,326
118,0,23788,D.J. Trahan,56.39,150,266
119,0,24502,Adam Scott,56.38,190,337
120,0,26951,Johnson Wagner,56.36,217,385
121,0,27095,Nick Watney,56.35,275,488
122,0,27936,Martin Laird,56.18,250,445
123,0,22806,Doug LaBelle II,56.12,252,449
123,0,27770,Camilo Villegas,56.12,252,449
125,0,34099,Harris English,56.11,326,581
126,0,36884,Ben Kohles,56.08,249,444
127,0,20572,Rod Pampling,55.97,150,268
128,0,32448,James Hahn,55.96,263,470
129,0,25240,D.A. Points,55.92,326,583
130,0,29479,Scott Brown,55.71,234,420
131,0,29420,Billy Horschel,55.69,313,562
132,0,22046,Geoff Ogilvy,55.67,216,388
133,0,23320,Ryan Palmer,55.63,267,480
134,0,20848,Ángel Cabrera,55.43,255,460
135,0,26289,Boo Weekley,55.35,305,551
136,0,29740,Brad Fritsch,55.29,256,463
137,0,32698,Bobby Gates,55.15,166,301
138,0,30163,Henrik Norlander,55.14,220,399
139,0,30692,Scott Stallings,55.07,277,503
140,0,26331,Charl Schwartzel,55.02,230,418
141,0,22621,Ben Curtis,54.99,204,371
142,0,20691,Greg Owen,54.79,240,438
143,0,26679,Kevin Stadler,54.75,242,442
144,0,24507,Jason Bohn,54.69,245,448
145,0,28237,Rory McIlroy,54.68,187,342
146,0,06573,Brandt Jobe,54.65,194,355
147,0,25345,Carl Pettersson,54.60,297,544
148,0,31323,Gary Woodland,54.58,292,535
149,0,31557,Jim Herman,54.57,173,317
150,0,25804,Bubba Watson,54.48,219,402
151,0,27129,Luke List,54.00,223,413
152,0,30750,Tommy Gainey,53.99,318,589
153,0,20645,John Senden,53.97,258,478
154,0,12716,Charley Hoffman,53.83,281,522
155,0,30110,Kyle Stanley,53.72,224,417
156,0,28455,Will Claxton,53.47,208,389
157,0,27330,Josh Teater,53.44,264,494
158,0,29289,S.Y. Noh,53.36,230,431
159,0,23623,Bo Van Pelt,53.35,231,433
160,0,30852,Ryo Ishikawa,53.27,228,428
161,0,25818,Scott Piercy,53.24,271,509
162,0,24846,Ricky Barnes,53.23,198,372
163,0,30925,Dustin Johnson,53.22,223,419
164,0,20229,Stewart Cink,53.16,219,412
165,0,34021,Bud Cauley,53.04,218,411
166,0,01116,Michael Bradley,53.00,168,317
167,0,29425,Andrew Svoboda,52.96,143,270
168,0,10885,Robert Allenby,52.77,200,379
169,0,24140,Sean O'Hair,52.74,202,383
170,0,32334,Charlie Beljan,52.66,208,395
171,0,27408,Martin Kaymer,52.59,193,367
172,0,22961,David Mathis,52.39,230,439
173,0,24399,Scott Gardiner,51.97,198,381
174,0,25900,Lucas Glover,51.91,204,393
175,0,25444,Justin Hicks,51.89,220,424
176,0,28259,Sangmoon Bae,51.85,281,542
177,0,33869,Eric Meierdierks,50.54,140,277
178,0,23452,Nicolas Colsaerts,49.82,140,281
179,0,37273,Derek Ernst,49.34,186,377
180,0,24358,Robert Garrigus,48.74,193,396
