RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,23983,Luke Donald,100.00,3,3
1,0,22046,Geoff Ogilvy,100.00,2,2
3,0,20443,Jin Park,80.00,4,5
4,0,32334,Charlie Beljan,75.00,3,4
4,0,22792,Peter Hanson,75.00,3,4
4,0,06527,Steve Stricker,75.00,3,4
7,0,27330,Josh Teater,71.43,5,7
8,0,27129,Luke List,69.23,9,13
9,0,23800,Bryce Molder,66.67,2,3
9,0,21528,Henrik Stenson,66.67,2,3
11,0,34099,Harris English,64.29,9,14
12,0,30750,Tommy Gainey,62.50,10,16
12,0,27649,Brandt Snedeker,62.50,5,8
14,0,23452,Nicolas Colsaerts,60.00,3,5
14,0,31557,Jim Herman,60.00,3,5
14,0,30944,Jason Kokrak,60.00,6,10
17,0,25345,Carl Pettersson,58.82,10,17
18,0,25336,Alistair Presnell,58.33,7,12
18,0,20160,Charlie Wi,58.33,7,12
20,0,01320,Bob Estes,57.14,4,7
20,0,29420,Billy Horschel,57.14,8,14
20,0,29289,S.Y. Noh,57.14,8,14
20,0,30163,Henrik Norlander,57.14,4,7
20,0,27214,Kevin Streelman,57.14,4,7
25,0,01116,Michael Bradley,55.56,5,9
25,0,32366,Kevin Chappell,55.56,5,9
27,0,23108,Matt Kuchar,54.55,6,11
27,0,26497,Casey Wittenberg,54.55,6,11
29,0,24507,Jason Bohn,50.00,5,10
29,0,32200,Roberto Castro,50.00,4,8
29,0,23541,Ben Crane,50.00,6,12
29,0,10809,Jim Furyk,50.00,2,4
29,0,25900,Lucas Glover,50.00,5,10
29,0,28679,Fabián Gómez,50.00,3,6
29,0,32448,James Hahn,50.00,4,8
29,0,20766,Padraig Harrington,50.00,3,6
29,0,33461,Morgan Hoffmann,50.00,3,6
29,0,21099,David Lynn,50.00,8,16
29,0,31202,William McGirt,50.00,6,12
29,0,24361,Pat Perez,50.00,5,10
29,0,24138,Ian Poulter,50.00,5,10
29,0,22405,Justin Rose,50.00,1,2
29,0,29221,Webb Simpson,50.00,3,6
29,0,20396,Lee Westwood,50.00,4,8
