RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,24357,K.J. Choi,40.50,243,600,+0.078
2,0,26758,David Hearn,38.59,247,640,-0.028
3,0,30927,Brendon Todd,37.42,372,994,-0.062
4,0,23325,Vaughn Taylor,37.35,322,862,-0.022
5,0,31560,Brian Stuard,36.22,444,1226,-0.090
6,0,19803,Ryan Armour,33.40,312,934,-0.051
7,0,36801,Mark Hubbard,32.69,404,1236,-0.010
8,0,26476,Chez Reavie,30.95,307,992,-0.049
9,0,23621,Rory Sabbatini,30.91,289,935,+0.003
10,0,27649,Brandt Snedeker,30.30,303,1000,-0.043
11,0,23108,Matt Kuchar,30.17,248,822,-0.048
12,0,27942,Rob Oppenheim,30.05,235,782,-0.072
13,0,23983,Luke Donald,29.81,186,624,-0.005
14,0,25396,Kevin Na,28.86,314,1088,-0.045
15,0,28679,Fabián Gómez,28.39,134,472,+0.022
16,0,34256,Andrew Putnam,28.29,292,1032,-0.075
17,0,29535,Brice Garnett,27.55,265,962,-0.042
18,0,31557,Jim Herman,27.20,223,820,-0.009
19,0,24024,Zach Johnson,27.08,286,1056,+0.038
20,0,22056,Cameron Percy,26.97,226,838,+0.004
21,0,33120,Mark Anderson,26.89,128,476,-0.031
22,0,25686,Jason Dufner,26.70,275,1030,+0.080
23,0,32816,Satoshi Kodaira,26.57,228,858,-0.044
24,0,39324,J.J. Spaun,26.45,192,726,+0.063
25,0,22371,Aaron Baddeley,26.29,132,502,-0.076
26,0,52375,Doug Ghim,26.24,264,1006,+0.027
27,0,19846,Brian Gay,25.98,226,870,+0.035
28,0,32150,Michael Thompson,25.74,244,948,-0.033
29,0,24138,Ian Poulter,25.59,196,766,E
30,0,33410,Andrew Landry,25.29,215,850,+0.088
31,0,32618,Rhein Gibson,25.28,134,530,+0.052
32,0,29478,Kevin Kisner,25.21,243,964,-0.033
33,0,45609,Tyler Duncan,25.14,265,1054,+0.045
34,0,35532,Tom Hoge,24.67,302,1224,+0.043
35,0,30926,Chris Kirk,24.62,257,1044,-0.051
36,0,45526,Abraham Ancer,24.42,276,1130,-0.007
37,0,27770,Camilo Villegas,24.23,219,904,+0.027
38,0,26499,Rafa Cabrera Bello,23.87,200,838,+0.035
39,0,30110,Kyle Stanley,23.84,246,1032,+0.041
40,0,28252,Seamus Power,23.81,140,588,-0.171
41,0,35230,Nelson Ledesma,23.77,116,488,+0.069
42,0,34360,Patrick Reed,23.75,219,922,-0.023
43,0,33490,Bo Hoag,23.52,246,1046,+0.008
44,0,46435,Austin Cook,23.45,212,904,+0.009
45,0,27556,Ted Potter Jr.,23.08,186,806,+0.129
46,0,28775,Nate Lashley,22.99,189,822,+0.090
47,0,34431,Robert Streb,22.97,226,984,-0.049
48,0,35449,Adam Long,22.66,223,984,+0.121
49,0,34098,Russell Henley,22.64,245,1082,-0.163
50,0,39975,Michael Kim,22.61,170,752,+0.124
51,0,23788,D.J. Trahan,22.59,145,642,+0.110
52,0,49298,Kramer Hickok,22.55,175,776,+0.086
53,0,34174,John Huh,22.46,159,708,+0.057
54,0,29221,Webb Simpson,22.25,190,854,-0.016
55,0,32640,Troy Merritt,22.21,247,1112,+0.069
56,0,48045,Michael Gellerman,22.12,96,434,+0.010
57,0,40098,Matt Fitzpatrick,22.09,163,738,-0.061
58,0,27330,Josh Teater,22.08,102,462,+0.078
59,0,27936,Martin Laird,22.05,213,966,+0.075
60,0,40026,Daniel Berger,22.02,225,1022,-0.018
61,0,29420,Billy Horschel,21.95,212,966,-0.080
62,0,35506,Mackenzie Hughes,21.93,232,1058,+0.030
62,0,30163,Henrik Norlander,21.93,229,1044,-0.013
64,0,53165,Doc Redman,21.92,210,958,+0.105
65,0,33399,Adam Hadwin,21.91,241,1100,+0.012
66,0,34466,Peter Malnati,21.80,201,922,+0.085
67,0,32139,Danny Willett,21.59,84,389,+0.107
68,0,47993,Denny McCarthy,21.40,238,1112,+0.025
69,0,50525,Collin Morikawa,21.32,197,924,-0.051
70,0,33404,Chris Baker,21.24,113,532,+0.035
71,0,33413,Ben Martin,21.22,101,476,+0.020
72,0,34076,Joel Dahmen,21.20,195,920,+0.036
72,0,48119,Ben Taylor,21.20,92,434,E
74,0,24361,Pat Perez,21.18,230,1086,+0.122
75,0,22405,Justin Rose,21.13,120,568,+0.058
76,0,39953,Chase Seiffert,21.10,165,782,+0.091
77,0,33122,Russell Knox,21.04,234,1112,-0.004
78,0,27974,Sung Kang,20.84,218,1046,+0.170
79,0,29479,Scott Brown,20.83,185,888,+0.173
80,0,27644,Brian Harman,20.64,244,1182,-0.045
81,0,27214,Kevin Streelman,20.63,241,1168,+0.100
82,0,26851,Marc Leishman,20.18,178,882,+0.073
83,0,25493,Nick Taylor,19.74,229,1160,+0.031
84,0,20396,Lee Westwood,19.52,139,712,+0.022
85,0,34099,Harris English,19.51,213,1092,-0.038
85,0,37275,Sam Ryder,19.51,185,948,+0.076
87,0,47128,Richy Werenski,19.40,225,1160,+0.089
88,0,25900,Lucas Glover,19.24,217,1128,+0.088
89,0,33597,Harry Higgs,19.22,201,1046,+0.090
90,0,29908,C.T. Pan,19.21,174,906,+0.086
91,0,32791,K.H. Lee,19.14,248,1296,+0.040
92,0,23623,Bo Van Pelt,19.11,146,764,+0.096
92,0,32254,Xinjun Zhang,19.11,133,696,+0.098
94,0,32662,Michael Gligic,18.90,158,836,+0.044
95,0,37455,Si Woo Kim,18.79,218,1160,-0.060
96,0,49766,Hank Lebioda,18.75,141,752,+0.057
97,0,24924,Bill Haas,18.66,81,434,-0.049
98,0,34563,Chesson Hadley,18.64,151,810,-0.066
99,0,35891,Cameron Smith,18.63,180,966,E
100,0,25818,Scott Piercy,18.60,176,946,+0.091
100,0,27095,Nick Watney,18.60,109,586,+0.101
102,0,46441,Robby Shelton,18.59,184,990,+0.098
103,0,32448,James Hahn,18.45,159,862,+0.013
104,0,31420,Anirban Lahiri,18.12,137,756,-0.022
105,0,29518,Brendan Steele,18.09,169,934,+0.089
106,0,27349,Alex Noren,18.03,185,1026,+0.162
107,0,29926,Danny Lee,18.02,142,788,+0.155
108,0,31646,Emiliano Grillo,17.88,172,962,-0.029
109,0,35310,Lanto Griffin,17.77,198,1114,-0.040
110,0,39997,Corey Conners,17.70,206,1164,-0.010
111,0,34363,Tyrrell Hatton,17.69,115,650,+0.052
112,0,39971,Sungjae Im,17.60,277,1574,+0.007
113,0,32839,Hideki Matsuyama,17.58,206,1172,+0.058
114,0,01810,Phil Mickelson,17.49,148,846,+0.142
115,0,48887,Matt Wallace,17.48,93,532,-0.054
116,0,34264,Hudson Swafford,17.42,161,924,+0.031
117,0,36871,Matthew NeSmith,17.41,194,1114,+0.041
118,0,24781,Hunter Mahan,17.37,99,570,+0.121
119,0,34314,Sebastian Cappelen,17.36,92,530,+0.076
120,0,48822,Sebastián Muñoz,17.34,216,1246,+0.074
121,0,32757,Patton Kizzire,17.30,219,1266,-0.005
122,0,32102,Rickie Fowler,17.22,156,906,+0.058
122,0,26329,Louis Oosthuizen,17.22,144,836,-0.063
124,0,46402,Talor Gooch,17.19,198,1152,+0.051
125,0,29974,Branden Grace,17.01,149,876,+0.047
126,0,33486,Roger Sloan,16.97,147,866,+0.082
127,0,49960,Sepp Straka,16.76,180,1074,+0.022
128,0,33419,Cameron Tringale,16.58,189,1140,-0.095
129,0,21961,Charles Howell III,16.26,120,738,+0.058
130,0,24140,Sean O'Hair,16.23,99,610,+0.040
