RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,49298,Kramer Hickok,39.43,306,776,-0.049
2,0,20396,Lee Westwood,38.76,276,712,-0.025
3,0,27649,Brandt Snedeker,38.40,384,1000,-0.094
4,0,39953,Chase Seiffert,37.85,296,782,-0.128
5,0,27644,Brian Harman,37.82,447,1182,-0.089
6,0,32640,Troy Merritt,37.59,418,1112,-0.055
7,0,28775,Nate Lashley,37.23,306,822,-0.065
8,0,26499,Rafa Cabrera Bello,37.11,311,838,-0.042
9,0,33120,Mark Anderson,36.97,176,476,-0.091
10,0,37455,Si Woo Kim,36.81,427,1160,-0.059
11,0,22056,Cameron Percy,36.75,308,838,-0.101
12,0,35449,Adam Long,36.69,361,984,-0.050
13,0,34360,Patrick Reed,36.44,336,922,-0.104
14,0,29221,Webb Simpson,36.18,309,854,-0.175
15,0,45609,Tyler Duncan,36.15,381,1054,-0.031
16,0,53165,Doc Redman,36.12,346,958,-0.020
17,0,32254,Xinjun Zhang,36.06,251,696,E
18,0,26329,Louis Oosthuizen,35.89,300,836,-0.090
19,0,46435,Austin Cook,35.84,324,904,-0.052
20,0,50525,Collin Morikawa,35.82,331,924,-0.124
21,0,46441,Robby Shelton,35.76,354,990,-0.008
22,0,33490,Bo Hoag,35.66,373,1046,-0.113
23,0,23108,Matt Kuchar,35.64,293,822,-0.119
24,0,33122,Russell Knox,35.61,396,1112,-0.038
25,0,34098,Russell Henley,35.58,385,1082,-0.057
26,0,24361,Pat Perez,35.54,386,1086,-0.078
27,0,39971,Sungjae Im,35.51,559,1574,-0.081
27,0,23621,Rory Sabbatini,35.51,332,935,-0.072
29,0,33399,Adam Hadwin,35.36,389,1100,-0.046
30,0,25900,Lucas Glover,35.28,398,1128,-0.093
31,0,45526,Abraham Ancer,35.22,398,1130,-0.158
31,0,33486,Roger Sloan,35.22,305,866,-0.151
33,0,27214,Kevin Streelman,35.19,411,1168,-0.071
34,0,23623,Bo Van Pelt,35.08,268,764,-0.022
35,0,22371,Aaron Baddeley,35.06,176,502,-0.108
35,0,27330,Josh Teater,35.06,162,462,-0.191
37,0,34076,Joel Dahmen,35.00,322,920,-0.099
38,0,35532,Tom Hoge,34.97,428,1224,-0.086
39,0,32448,James Hahn,34.92,301,862,-0.053
40,0,29420,Billy Horschel,34.89,337,966,-0.101
41,0,33141,Keegan Bradley,34.81,378,1086,-0.124
42,0,34431,Robert Streb,34.76,342,984,-0.038
