RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
149,0,27644,Brian Harman,6.77,80,1182,-0.238
150,0,33410,Andrew Landry,6.71,57,850,-0.175
151,0,45609,Tyler Duncan,6.64,70,1054,-0.214
152,0,32254,Xinjun Zhang,6.61,46,696,-0.022
153,0,46435,Austin Cook,6.53,59,904,-0.305
154,0,34174,John Huh,6.50,46,708,-0.174
155,0,53165,Doc Redman,6.47,62,958,-0.210
156,0,48045,Michael Gellerman,6.45,28,434,-0.107
157,0,30163,Henrik Norlander,6.42,67,1044,-0.343
158,0,24361,Pat Perez,6.35,69,1086,-0.217
159,0,39324,J.J. Spaun,6.34,46,726,-0.130
160,0,29478,Kevin Kisner,6.33,61,964,-0.262
161,0,33120,Mark Anderson,6.30,30,476,-0.300
162,0,30926,Chris Kirk,6.23,65,1044,-0.354
163,0,30110,Kyle Stanley,5.91,61,1032,-0.262
164,0,39953,Chase Seiffert,5.88,46,782,-0.413
165,0,28775,Nate Lashley,5.84,48,822,-0.333
166,0,25396,Kevin Na,5.70,62,1088,-0.242
167,0,49298,Kramer Hickok,5.67,44,776,-0.295
168,0,29535,Brice Garnett,5.61,54,962,-0.407
169,0,32640,Troy Merritt,5.58,62,1112,-0.129
169,0,27556,Ted Potter Jr.,5.58,45,806,-0.267
171,0,33122,Russell Knox,5.49,61,1112,-0.148
172,0,33490,Bo Hoag,5.45,57,1046,-0.368
173,0,32150,Michael Thompson,5.27,50,948,-0.220
174,0,22056,Cameron Percy,5.25,44,838,-0.114
175,0,23621,Rory Sabbatini,5.03,47,935,-0.255
176,0,32816,Satoshi Kodaira,5.01,43,858,-0.140
177,0,23108,Matt Kuchar,4.87,40,822,-0.075
178,0,24024,Zach Johnson,4.83,51,1056,-0.314
178,0,24138,Ian Poulter,4.83,37,766,-0.216
180,0,35449,Adam Long,4.78,47,984,-0.277
181,0,52375,Doug Ghim,4.67,47,1006,-0.383
182,0,28679,Fabián Gómez,4.66,22,472,+0.091
182,0,35532,Tom Hoge,4.66,57,1224,-0.228
184,0,27942,Rob Oppenheim,4.35,34,782,-0.294
185,0,26499,Rafa Cabrera Bello,4.30,36,838,-0.278
186,0,23983,Luke Donald,3.53,22,624,-0.227
187,0,27649,Brandt Snedeker,3.50,35,1000,-0.143
188,0,26476,Chez Reavie,3.43,34,992,-0.206
189,0,36801,Mark Hubbard,3.16,39,1236,-0.308
190,0,19803,Ryan Armour,2.89,27,934,-0.407
191,0,34256,Andrew Putnam,2.81,29,1032,-0.241
192,0,23325,Vaughn Taylor,2.55,22,862,-0.409
193,0,30927,Brendon Todd,2.52,25,994,-0.200
194,0,31560,Brian Stuard,1.79,22,1226,-0.091
195,0,26758,David Hearn,1.25,8,640,-0.375
196,0,24357,K.J. Choi,1.17,7,600,-0.286
