RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,24357,K.J. Choi,24.04,25,104,+0.04
2,0,30927,Brendon Todd,20.93,36,172,-0.11
3,0,26758,David Hearn,17.19,22,128,+0.14
4,0,36801,Mark Hubbard,16.15,31,192,-0.23
5,0,31560,Brian Stuard,14.90,31,208,+0.06
6,0,26476,Chez Reavie,14.29,24,168,+0.08
7,0,23325,Vaughn Taylor,14.10,22,156,-0.05
8,0,28679,Fabián Gómez,13.89,15,108,+0.27
9,0,19803,Ryan Armour,10.90,17,156,-0.29
10,0,19846,Brian Gay,10.00,14,140,+0.07
11,0,39324,J.J. Spaun,9.72,14,144,+0.50
12,0,27942,Rob Oppenheim,9.46,14,148,-0.07
13,0,23108,Matt Kuchar,9.09,12,132,+0.08
14,0,34256,Andrew Putnam,8.99,16,178,+0.19
15,0,27556,Ted Potter Jr.,8.82,12,136,-0.17
16,0,32816,Satoshi Kodaira,8.55,13,152,+0.08
17,0,32139,Danny Willett,8.51,8,94,+0.13
18,0,23788,D.J. Trahan,8.33,11,132,-0.27
19,0,26499,Rafa Cabrera Bello,8.11,12,148,+0.17
20,0,22056,Cameron Percy,7.79,12,154,-0.08
21,0,46435,Austin Cook,7.64,11,144,+0.36
22,0,27974,Sung Kang,7.56,13,172,+0.62
23,0,39975,Michael Kim,7.25,10,138,E
24,0,32618,Rhein Gibson,7.14,8,112,-0.13
24,0,35449,Adam Long,7.14,12,168,E
26,0,24138,Ian Poulter,6.94,10,144,+0.40
27,0,25396,Kevin Na,6.90,12,174,+0.25
27,0,28252,Seamus Power,6.90,8,116,+0.13
29,0,34076,Joel Dahmen,6.71,11,164,+0.09
30,0,29478,Kevin Kisner,6.41,10,156,-0.20
31,0,25686,Jason Dufner,6.40,11,172,+0.18
32,0,48045,Michael Gellerman,6.38,6,94,+0.17
33,0,33120,Mark Anderson,6.25,7,112,+0.14
33,0,35230,Nelson Ledesma,6.25,6,96,+0.33
33,0,27330,Josh Teater,6.25,6,96,+0.17
36,0,25632,Jimmy Walker,6.08,9,148,+0.33
37,0,31557,Jim Herman,6.06,8,132,E
38,0,27649,Brandt Snedeker,5.95,10,168,E
39,0,39953,Chase Seiffert,5.77,9,156,+0.22
40,0,24924,Bill Haas,5.68,5,88,+1.00
41,0,48887,Matt Wallace,5.66,6,106,E
42,0,34466,Peter Malnati,5.63,9,160,+0.11
43,0,32640,Troy Merritt,5.61,11,196,E
44,0,33404,Chris Baker,5.56,6,108,+0.33
44,0,29268,Bronson Burgoon,5.56,8,144,-0.25
44,0,29974,Branden Grace,5.56,9,162,+0.33
47,0,27644,Brian Harman,5.50,11,200,+0.36
48,0,33486,Roger Sloan,5.49,9,164,+0.56
48,0,34431,Robert Streb,5.49,9,164,+0.33
50,0,29535,Brice Garnett,5.43,10,184,-0.10
