RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,47959,Bryson DeChambeau,70.29,672,956,-0.196
2,0,28237,Rory McIlroy,66.51,584,878,-0.183
3,0,28420,Ryan Brehm,63.73,311,488,-0.100
4,0,36689,Brooks Koepka,59.81,433,724,-0.203
5,0,52372,Cameron Champ,58.46,532,910,-0.122
6,0,30925,Dustin Johnson,58.45,505,864,-0.212
6,0,56278,Matthew Wolff,58.45,415,710,-0.157
8,0,51766,Wyndham Clark,57.69,570,988,-0.137
9,0,46550,Brandon Hagy,57.43,464,808,-0.153
10,0,56762,Will Gordon,57.28,543,948,-0.133
11,0,34255,Joseph Bramlett,56.54,441,780,-0.177
12,0,27064,Jhonattan Vegas,56.24,523,930,-0.147
13,0,21209,Sergio Garcia,56.18,536,954,-0.181
14,0,36699,Patrick Rodgers,56.07,610,1088,-0.130
15,0,39546,Keith Mitchell,55.36,516,932,-0.167
16,0,46970,Jon Rahm,54.80,491,896,-0.232
17,0,27129,Luke List,54.30,568,1046,-0.158
18,0,31323,Gary Woodland,53.09,430,810,-0.105
19,0,33448,Justin Thomas,52.64,499,948,-0.228
20,0,45486,Joaquin Niemann,52.58,653,1242,-0.178
21,0,45157,Cam Davis,51.99,652,1254,-0.215
22,0,29970,Dylan Frittelli,51.92,433,834,-0.125
23,0,35461,Beau Hossler,51.75,504,974,-0.151
24,0,40042,Tyler McCumber,51.59,390,756,-0.105
25,0,35617,Martin Trainer,51.35,343,668,-0.047
26,0,30944,Jason Kokrak,51.32,544,1060,-0.202
27,0,47483,Will Zalatoris,51.16,487,952,-0.144
28,0,33667,Carlos Ortiz,50.95,590,1158,-0.208
29,0,20229,Stewart Cink,50.91,557,1094,-0.145
29,0,48081,Xander Schauffele,50.91,449,882,-0.176
31,0,12716,Charley Hoffman,50.73,557,1098,-0.206
32,0,25804,Bubba Watson,50.60,421,832,-0.185
33,0,32333,Kevin Tway,50.42,358,710,-0.154
34,0,46717,Viktor Hovland,50.31,489,972,-0.204
35,0,47504,Sam Burns,50.10,508,1014,-0.242
36,0,24502,Adam Scott,49.64,410,826,-0.146
37,0,35658,Kris Ventura,49.45,357,722,-0.129
38,0,34213,Grayson Murray,49.00,245,500,-0.061
39,0,26300,Matt Jones,48.89,573,1172,-0.154
39,0,46046,Scottie Scheffler,48.89,571,1168,-0.201
41,0,27554,Scott Harrington,48.69,427,877,-0.122
42,0,27141,J.B. Holmes,48.53,297,612,-0.098
43,0,35450,Patrick Cantlay,48.32,460,952,-0.222
44,0,29725,Tony Finau,48.01,482,1004,-0.162
45,0,23320,Ryan Palmer,47.64,445,934,-0.256
46,0,33948,Byeong Hun An,47.02,457,972,-0.061
47,0,26331,Charl Schwartzel,45.02,470,1044,-0.215
48,0,28089,Jason Day,44.46,345,776,-0.159
49,0,40006,Erik van Rooyen,44.29,419,946,-0.212
50,0,30911,Tommy Fleetwood,44.19,289,654,-0.100
51,0,34046,Jordan Spieth,44.17,455,1030,-0.207
52,0,35104,Tom Lewis,44.05,429,974,-0.135
53,0,35310,Lanto Griffin,43.00,479,1114,-0.142
54,0,29926,Danny Lee,42.64,336,788,-0.074
55,0,49964,Aaron Wise,42.62,416,976,-0.168
56,0,39977,Max Homa,42.15,392,930,-0.140
57,0,33204,Shane Lowry,41.91,368,878,-0.139
58,0,21961,Charles Howell III,41.87,309,738,-0.233
59,0,34363,Tyrrell Hatton,41.69,271,650,-0.203
60,0,32839,Hideki Matsuyama,41.64,488,1172,-0.205
60,0,24140,Sean O'Hair,41.64,254,610,-0.138
62,0,24781,Hunter Mahan,41.58,237,570,-0.055
63,0,25364,Paul Casey,41.54,334,804,-0.201
64,0,49960,Sepp Straka,41.53,446,1074,-0.186
65,0,32070,Rafael Campos,41.43,237,572,-0.190
66,0,37189,Harold Varner III,41.38,456,1102,-0.184
67,0,46442,Maverick McNealy,40.98,377,920,-0.164
67,0,49771,J.T. Poston,40.98,450,1098,-0.162
69,0,51894,Vince Whaley,40.97,331,808,-0.205
70,0,35891,Cameron Smith,40.48,391,966,-0.253
71,0,48887,Matt Wallace,40.04,213,532,-0.178
72,0,25632,Jimmy Walker,40.00,350,875,-0.089
73,0,01810,Phil Mickelson,39.60,335,846,-0.158
74,0,30692,Scott Stallings,39.53,374,946,-0.168
75,0,39997,Corey Conners,39.52,460,1164,-0.200
76,0,29518,Brendan Steele,39.51,369,934,-0.157
77,0,25818,Scott Piercy,39.43,373,946,-0.196
78,0,34264,Hudson Swafford,39.29,363,924,-0.179
79,0,47347,Adam Schenk,39.23,437,1114,-0.185
80,0,32757,Patton Kizzire,39.10,495,1266,-0.200
81,0,34314,Sebastian Cappelen,39.06,207,530,-0.043
82,0,33597,Harry Higgs,38.91,407,1046,-0.224
83,0,31646,Emiliano Grillo,38.67,372,962,-0.204
84,0,33141,Keegan Bradley,38.58,419,1086,-0.158
85,0,29268,Bronson Burgoon,38.43,299,778,-0.097
86,0,37275,Sam Ryder,38.08,361,948,-0.197
87,0,39971,Sungjae Im,37.87,596,1574,-0.223
88,0,32102,Rickie Fowler,37.42,339,906,-0.106
