RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
69,0,32640,Troy Merritt,23.53,28,119,-28,E
70,0,35545,Blayne Barber,23.39,29,124,-28,-15.00
71,0,26329,Louis Oosthuizen,23.29,17,73,-20,-11.00
72,0,28089,Jason Day,23.24,33,142,-39,-9.00
73,0,33410,Andrew Landry,23.21,13,56,-16,-1.00
73,0,25396,Kevin Na,23.21,26,112,-27,-12.00
73,0,25240,D.A. Points,23.21,13,56,-10,+1.00
76,0,22892,Jason Gore,23.16,22,95,-25,-4.00
77,0,40026,Daniel Berger,22.98,37,161,-36,-9.00
78,0,32448,James Hahn,22.95,28,122,-28,-1.00
79,0,46440,Smylie Kaufman,22.60,40,177,-41,+2.00
80,0,27064,Jhonattan Vegas,22.49,47,209,-54,+4.00
81,0,33418,Shawn Stefani,22.39,30,134,-32,-3.00
82,0,26331,Charl Schwartzel,22.31,27,121,-29,+3.00
83,0,27644,Brian Harman,22.29,37,166,-39,-9.00
84,0,35539,Luke Guthrie,22.22,16,72,-19,-8.00
84,0,29926,Danny Lee,22.22,34,153,-35,-3.00
84,0,27942,Rob Oppenheim,22.22,16,72,-15,-11.00
87,0,25364,Paul Casey,22.13,27,122,-29,-6.00
88,0,24494,Erik Compton,22.09,19,86,-19,-3.00
89,0,26289,Boo Weekley,22.07,32,145,-34,-7.00
90,0,26596,Ryan Moore,22.00,22,100,-22,-29.00
91,0,34099,Harris English,21.97,29,132,-30,-23.00
92,0,32618,Rhein Gibson,21.74,20,92,-21,-6.00
92,0,25493,Nick Taylor,21.74,30,138,-29,-3.00
94,0,26851,Marc Leishman,21.71,28,129,-29,-1.00
95,0,23108,Matt Kuchar,21.64,29,134,-31,-28.00
96,0,32200,Roberto Castro,21.57,33,153,-33,-35.00
97,0,32876,Martin Piller,21.54,14,65,-14,+1.00
98,0,20691,Greg Owen,21.48,32,149,-29,+3.00
99,0,24846,Ricky Barnes,21.37,28,131,-26,-3.00
99,0,27214,Kevin Streelman,21.37,25,117,-27,-7.00
101,0,21209,Sergio Garcia,21.35,19,89,-19,+2.00
102,0,33204,Shane Lowry,21.31,13,61,-15,+3.00
103,0,27129,Luke List,21.30,36,169,-33,+12.00
104,0,26476,Chez Reavie,21.28,30,141,-31,-12.00
105,0,27141,J.B. Holmes,21.21,35,165,-29,+13.00
105,0,29478,Kevin Kisner,21.21,28,132,-30,-11.00
105,0,01810,Phil Mickelson,21.21,28,132,-29,+3.00
108,0,27649,Brandt Snedeker,21.13,30,142,-28,-17.00
109,0,25834,Daniel Summerhays,21.12,34,161,-39,-5.00
110,0,20766,Padraig Harrington,21.11,19,90,-18,-6.00
111,0,32366,Kevin Chappell,21.02,33,157,-37,-1.00
112,0,29461,Jamie Lovemark,20.92,41,196,-42,-7.00
113,0,25274,Steven Bowditch,20.88,19,91,-20,+35.00
114,0,25198,Francesco Molinari,20.83,20,96,-21,-9.00
115,0,20645,John Senden,20.59,28,136,-29,-26.00
115,0,26951,Johnson Wagner,20.59,28,136,-31,-12.00
117,0,35732,Wes Roach,20.55,15,73,-18,+2.00
118,0,22405,Justin Rose,20.44,28,137,-32,+2.00
119,0,27747,Hiroshi Iwata,20.31,26,128,-29,+2.00
120,0,33122,Russell Knox,20.18,22,109,-23,-4.00
121,0,32839,Hideki Matsuyama,20.16,25,124,-22,-22.00
122,0,29479,Scott Brown,20.00,24,120,-26,+3.00
122,0,28158,Steve Marino,20.00,22,110,-22,-2.00
122,0,30163,Henrik Norlander,20.00,21,105,-24,-12.00
125,0,30110,Kyle Stanley,19.83,24,121,-26,-7.00
126,0,22371,Aaron Baddeley,19.72,28,142,-28,-13.00
127,0,24140,Sean O'Hair,19.58,37,189,-39,+1.00
128,0,23325,Vaughn Taylor,19.57,18,92,-20,-6.00
129,0,33667,Carlos Ortiz,19.55,26,133,-26,+9.00
129,0,23320,Ryan Palmer,19.55,35,179,-38,-21.00
131,0,31202,William McGirt,19.28,32,166,-35,-12.00
132,0,28679,Fabián Gómez,19.18,28,146,-24,-8.00
133,0,27466,Spencer Levin,18.90,24,127,-26,-25.00
134,0,30926,Chris Kirk,18.85,23,122,-18,-24.00
135,0,35300,Andrew Loupe,18.82,35,186,-36,-5.00
136,0,23353,J.J. Henry,18.81,19,101,-18,-17.00
137,0,34563,Chesson Hadley,18.75,24,128,-20,+2.00
138,0,29974,Branden Grace,18.67,14,75,-13,-3.00
139,0,29476,Kyle Reifers,18.60,32,172,-32,-29.00
140,0,27895,Jonas Blixt,18.57,26,140,-31,-8.00
140,0,12716,Charley Hoffman,18.57,26,140,-30,-5.00
142,0,34262,Jon Curran,18.42,14,76,-11,-33.00
142,0,23983,Luke Donald,18.42,14,76,-14,-7.00
144,0,34265,Will Wilcox,18.33,22,120,-22,-2.00
145,0,21878,Mark Wilson,18.18,12,66,-13,-14.00
146,0,39975,Michael Kim,18.11,23,127,-23,-16.00
147,0,31420,Anirban Lahiri,18.09,17,94,-18,-5.00
148,0,37273,Derek Ernst,17.78,16,90,-17,+5.00
148,0,06527,Steve Stricker,17.78,8,45,-10,-20.00
150,0,33419,Cameron Tringale,17.54,20,114,-26,-17.00
151,0,20472,Alex Cejka,17.53,17,97,-17,-19.00
152,0,02206,David Toms,17.50,7,40,-6,-34.00
153,0,34174,John Huh,17.29,23,133,-20,-3.00
154,0,21731,Freddie Jacobson,17.14,18,105,-18,-7.00
154,0,30711,Colt Knost,17.14,12,70,-13,-37.00
156,0,33399,Adam Hadwin,16.95,30,177,-31,-5.00
157,0,30692,Scott Stallings,16.92,22,130,-22,-2.00
158,0,26300,Matt Jones,16.54,21,127,-20,-11.00
159,0,10809,Jim Furyk,16.36,9,55,-9,-15.00
160,0,34466,Peter Malnati,16.30,15,92,-15,-35.00
161,0,23621,Rory Sabbatini,16.28,14,86,-14,+1.00
162,0,27963,Chris Stroud,16.26,20,123,-23,-8.00
163,0,31557,Jim Herman,16.13,20,124,-17,-18.00
163,0,20572,Rod Pampling,16.13,10,62,-9,-10.00
165,0,06522,Ernie Els,16.07,18,112,-21,-14.00
166,0,34261,Scott Langley,16.00,16,100,-17,-4.00
167,0,20098,Stuart Appleby,15.91,14,88,-13,-37.00
168,0,35532,Tom Hoge,15.84,16,101,-16,-4.00
169,0,23638,Brendon de Jonge,15.79,18,114,-20,-12.00
169,0,24912,Will MacKenzie,15.79,15,95,-13,-7.00
171,0,37454,Whee Kim,15.75,20,127,-20,-3.00
172,0,28475,Jeff Overton,15.60,17,109,-15,-16.00
173,0,31416,Derek Fathauer,15.50,20,129,-20,-10.00
174,0,23800,Bryce Molder,15.05,14,93,-13,-30.00
175,0,29222,Billy Hurley III,14.93,10,67,-11,-22.00
176,0,23541,Ben Crane,14.61,13,89,-13,-16.00
177,0,20157,Retief Goosen,13.95,12,86,-13,-4.00
178,0,45526,Abraham Ancer,13.73,7,51,-6,-7.00
179,0,24781,Hunter Mahan,13.21,14,106,-17,-3.00
180,0,24507,Jason Bohn,13.19,12,91,-8,-27.00
181,0,30927,Brendon Todd,13.04,9,69,-11,-20.00
182,0,25720,Chad Collins,12.79,11,86,-13,-2.00
183,0,24490,George McNeill,12.50,9,72,-8,E
184,0,10213,Dicky Pride,11.36,5,44,-2,-16.00
185,0,06567,Vijay Singh,9.76,12,123,-13,-9.00
