RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,30925,Dustin Johnson,20.4,121627.000,166
2,0,24461,Thomas Aiken,20.5,64187.000,87
2,0,30944,Jason Kokrak,20.5,130006.000,176
4,0,10885,Robert Allenby,20.6,44430.000,60
5,0,24358,Robert Garrigus,20.8,93598.000,125
5,0,34046,Jordan Spieth,20.8,91550.000,122
5,0,27770,Camilo Villegas,20.8,83890.000,112
8,0,28237,Rory McIlroy,21.0,108845.000,144
9,0,22892,Jason Gore,21.1,71532.000,94
9,0,23325,Vaughn Taylor,21.1,69976.000,92
11,0,31323,Gary Woodland,21.3,144256.000,188
12,0,26329,Louis Oosthuizen,21.4,56137.000,73
12,0,29221,Webb Simpson,21.4,83785.000,109
14,0,33141,Keegan Bradley,21.5,98921.000,128
14,0,29485,Brett Stegmaier,21.5,108331.000,140
16,0,29745,Tyler Aldridge,21.6,79372.000,102
16,0,32839,Hideki Matsuyama,21.6,96517.000,124
16,0,25240,D.A. Points,21.6,43471.000,56
19,0,23108,Matt Kuchar,21.7,104760.000,134
20,0,33448,Justin Thomas,21.8,127749.000,163
21,0,12716,Charley Hoffman,21.9,110445.000,140
21,0,34264,Hudson Swafford,21.9,154066.000,195
23,0,12510,Chad Campbell,22.0,113913.000,144
23,0,27129,Luke List,22.0,133700.000,169
25,0,36801,Mark Hubbard,22.1,111466.000,140
25,0,24502,Adam Scott,22.1,99256.000,125
27,0,32366,Kevin Chappell,22.2,125467.000,157
27,0,29725,Tony Finau,22.2,171129.000,214
27,0,08075,Jerry Kelly,22.2,71000.000,89
27,0,32757,Patton Kizzire,22.2,112722.000,141
31,0,20229,Stewart Cink,22.3,70781.000,88
31,0,20104,Ken Duke,22.3,56160.000,70
31,0,25900,Lucas Glover,22.3,111756.000,139
31,0,33122,Russell Knox,22.3,87515.000,109
31,0,01810,Phil Mickelson,22.3,105750.000,132
31,0,34265,Will Wilcox,22.3,96260.000,120
37,0,40026,Daniel Berger,22.4,129856.000,161
37,0,25686,Jason Dufner,22.4,102451.000,127
37,0,29518,Brendan Steele,22.4,121594.000,151
40,0,26851,Marc Leishman,22.5,104573.000,129
40,0,26289,Boo Weekley,22.5,117706.000,145
42,0,33413,Ben Martin,22.7,121543.000,149
43,0,33410,Andrew Landry,22.8,45955.000,56
43,0,27466,Spencer Levin,22.8,104223.000,127
43,0,25818,Scott Piercy,22.8,116673.000,142
43,0,35451,Scott Pinckney,22.8,123766.000,151
43,0,27064,Jhonattan Vegas,22.8,171383.000,209
48,0,32200,Roberto Castro,22.9,125969.000,153
48,0,34098,Russell Henley,22.9,96409.000,117
48,0,31202,William McGirt,22.9,137084.000,166
48,0,29223,Sam Saunders,22.9,76640.000,93
48,0,06527,Steve Stricker,22.9,37168.000,45
53,0,20098,Stuart Appleby,23.1,73096.000,88
53,0,29476,Kyle Reifers,23.1,142833.000,172
53,0,35732,Wes Roach,23.1,60824.000,73
53,0,36699,Patrick Rodgers,23.1,143718.000,173
53,0,25804,Bubba Watson,23.1,117882.000,142
58,0,20848,Ángel Cabrera,23.2,92604.000,111
59,0,10809,Jim Furyk,23.3,46080.000,55
59,0,36689,Brooks Koepka,23.3,130823.000,156
59,0,23320,Ryan Palmer,23.3,150381.000,179
62,0,23983,Luke Donald,23.4,64005.000,76
62,0,28679,Fabián Gómez,23.4,123180.000,146
62,0,29974,Branden Grace,23.4,63301.000,75
62,0,25349,Tim Wilkinson,23.4,41353.000,49
66,0,26331,Charl Schwartzel,23.5,102266.000,121
67,0,27942,Rob Oppenheim,23.6,61275.000,72
67,0,33418,Shawn Stefani,23.6,114061.000,134
67,0,37189,Harold Varner III,23.6,155756.000,183
70,0,25364,Paul Casey,23.7,104257.000,122
70,0,31557,Jim Herman,23.7,105682.000,124
70,0,31560,Brian Stuard,23.7,57151.000,67
73,0,26758,David Hearn,23.8,81443.000,95
73,0,35300,Andrew Loupe,23.8,159372.000,186
73,0,34431,Robert Streb,23.8,94335.000,110
76,0,27895,Jonas Blixt,23.9,120292.000,140
76,0,32618,Rhein Gibson,23.9,79026.000,92
76,0,24924,Bill Haas,23.9,97281.000,113
76,0,29420,Billy Horschel,23.9,99667.000,116
76,0,34360,Patrick Reed,23.9,144557.000,168
81,0,20766,Padraig Harrington,24.0,77742.000,90
81,0,37455,Si Woo Kim,24.0,191459.000,222
81,0,29926,Danny Lee,24.0,132127.000,153
81,0,25493,Nick Taylor,24.0,119230.000,138
85,0,27436,Graham DeLaet,24.1,116318.000,134
85,0,29720,Andres Gonzales,24.1,101367.000,117
85,0,27644,Brian Harman,24.1,144028.000,166
85,0,27936,Martin Laird,24.1,122508.000,141
85,0,30163,Henrik Norlander,24.1,91105.000,105
85,0,22046,Geoff Ogilvy,24.1,84184.000,97
91,0,40058,Zac Blair,24.2,95756.000,110
91,0,23353,J.J. Henry,24.2,88129.000,101
91,0,32640,Troy Merritt,24.2,103697.000,119
91,0,25632,Jimmy Walker,24.2,146581.000,168
95,0,26300,Matt Jones,24.3,111254.000,127
95,0,29461,Jamie Lovemark,24.3,171789.000,196
97,0,24846,Ricky Barnes,24.4,115032.000,131
97,0,27141,J.B. Holmes,24.4,144922.000,165
97,0,30926,Chris Kirk,24.4,106955.000,122
97,0,20645,John Senden,24.4,119321.000,136
97,0,28114,Dawie van der Walt,24.4,88742.000,101
97,0,26951,Johnson Wagner,24.4,119618.000,136
103,0,25198,Francesco Molinari,24.5,84613.000,96
103,0,02206,David Toms,24.5,35257.000,40
105,0,25274,Steven Bowditch,24.6,80698.000,91
105,0,24024,Zach Johnson,24.6,90332.000,102
105,0,27974,Sung Kang,24.6,127270.000,144
105,0,30711,Colt Knost,24.6,61942.000,70
105,0,22405,Justin Rose,24.6,121455.000,137
105,0,25834,Daniel Summerhays,24.6,142818.000,161
111,0,34099,Harris English,24.7,117496.000,132
111,0,31646,Emiliano Grillo,24.7,141100.000,159
111,0,35539,Luke Guthrie,24.7,63917.000,72
111,0,10213,Dicky Pride,24.7,39193.000,44
111,0,33419,Cameron Tringale,24.7,101181.000,114
116,0,29268,Bronson Burgoon,24.9,116384.000,130
116,0,20472,Alex Cejka,24.9,86925.000,97
116,0,34563,Chesson Hadley,24.9,114865.000,128
116,0,33399,Adam Hadwin,24.9,158855.000,177
116,0,46440,Smylie Kaufman,24.9,158788.000,177
116,0,28092,D.H. Lee,24.9,56545.000,63
116,0,26476,Chez Reavie,24.9,126244.000,141
116,0,30692,Scott Stallings,24.9,116589.000,130
116,0,28132,Tyrone Van Aswegen,24.9,126156.000,141
125,0,25720,Chad Collins,25.0,77529.000,86
125,0,21961,Charles Howell III,25.0,142858.000,159
125,0,33204,Shane Lowry,25.0,54940.000,61
125,0,27649,Brandt Snedeker,25.0,128023.000,142
129,0,28089,Jason Day,25.1,128140.000,142
129,0,25396,Kevin Na,25.1,101363.000,112
129,0,32150,Michael Thompson,25.1,76765.000,85
132,0,32102,Rickie Fowler,25.2,148575.000,164
132,0,29222,Billy Hurley III,25.2,60729.000,67
132,0,24490,George McNeill,25.2,65258.000,72
135,0,29479,Scott Brown,25.4,109804.000,120
135,0,32448,James Hahn,25.4,111520.000,122
135,0,24140,Sean O'Hair,25.4,172809.000,189
138,0,24494,Erik Compton,25.5,79078.000,86
138,0,30110,Kyle Stanley,25.5,110908.000,121
140,0,24507,Jason Bohn,25.6,83754.000,91
140,0,32876,Martin Piller,25.6,59846.000,65
142,0,23638,Brendon de Jonge,25.7,105396.000,114
142,0,34409,David Lingmerth,25.7,96996.000,105
144,0,35879,Kelly Kraft,25.8,79003.000,85
145,0,21731,Freddie Jacobson,25.9,97792.000,105
145,0,27963,Chris Stroud,25.9,114757.000,123
147,0,25572,Graeme McDowell,26.0,78521.000,84
147,0,35891,Cameron Smith,26.0,57066.000,61
149,0,22371,Aaron Baddeley,26.1,133655.000,142
149,0,35532,Tom Hoge,26.1,94943.000,101
149,0,26596,Ryan Moore,26.1,93902.000,100
149,0,21878,Mark Wilson,26.1,62090.000,66
153,0,35545,Blayne Barber,26.3,117378.000,124
154,0,37454,Whee Kim,26.4,120542.000,127
155,0,34261,Scott Langley,26.5,95428.000,100
155,0,27214,Kevin Streelman,26.5,111558.000,117
157,0,34262,Jon Curran,26.6,72717.000,76
157,0,39975,Michael Kim,26.6,121812.000,127
157,0,33667,Carlos Ortiz,26.6,127497.000,133
157,0,20691,Greg Owen,26.6,142750.000,149
157,0,20572,Rod Pampling,26.6,59346.000,62
162,0,24357,K.J. Choi,26.7,74041.000,77
162,0,31416,Derek Fathauer,26.7,123864.000,129
164,0,28158,Steve Marino,26.9,106416.000,110
165,0,29289,S.Y. Noh,27.0,114493.000,118
166,0,24912,Will MacKenzie,27.1,92780.000,95
167,0,06522,Ernie Els,27.3,109954.000,112
168,0,20157,Retief Goosen,27.5,85203.000,86
168,0,29478,Kevin Kisner,27.5,130537.000,132
168,0,06567,Vijay Singh,27.5,121955.000,123
171,0,27747,Hiroshi Iwata,27.6,127232.000,128
172,0,21209,Sergio Garcia,27.7,88608.000,89
173,0,33461,Morgan Hoffmann,27.8,118229.000,118
173,0,28475,Jeff Overton,27.8,109110.000,109
175,0,25892,Steve Wheatcroft,28.2,139083.000,137
176,0,34466,Peter Malnati,28.3,93853.000,92
177,0,23800,Bryce Molder,28.7,95935.000,93
178,0,37273,Derek Ernst,28.9,93512.000,90
179,0,30927,Brendon Todd,29.1,72396.000,69
180,0,23541,Ben Crane,29.3,93882.000,89
181,0,24781,Hunter Mahan,30.1,114887.000,106
182,0,23621,Rory Sabbatini,30.5,94310.000,86
183,0,45526,Abraham Ancer,30.9,56712.000,51
184,0,31420,Anirban Lahiri,31.9,107951.000,94
185,0,34174,John Huh,32.1,153461.000,133
