RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,21209,Sergio Garcia,80.18,89,22,-44,+2
2,0,28237,Rory McIlroy,78.57,143,39,-89,-5
3,0,22405,Justin Rose,73.12,136,50,-83,+2
4,0,25804,Bubba Watson,72.43,134,51,-77,-12
5,0,29725,Tony Finau,71.89,202,79,-129,+9
6,0,35300,Andrew Loupe,71.20,178,72,-95,-5
7,0,27129,Luke List,70.64,166,69,-105,+12
8,0,30925,Dustin Johnson,70.00,161,69,-107,-9
9,0,27064,Jhonattan Vegas,69.80,208,90,-121,+4
10,0,36689,Brooks Koepka,69.23,153,68,-96,+4
11,0,32102,Rickie Fowler,69.07,163,73,-101,-10
12,0,31323,Gary Woodland,68.61,188,86,-119,-8
13,0,25632,Jimmy Walker,67.21,166,81,-115,E
14,0,24502,Adam Scott,67.03,124,61,-74,-11
15,0,27141,J.B. Holmes,66.95,160,79,-87,+13
16,0,28089,Jason Day,66.34,136,69,-91,-9
17,0,46440,Smylie Kaufman,66.04,177,91,-104,+2
18,0,23320,Ryan Palmer,65.57,179,94,-100,-21
19,0,24140,Sean O'Hair,64.56,184,101,-103,+1
20,0,01810,Phil Mickelson,64.39,132,73,-81,+3
21,0,37455,Si Woo Kim,64.35,222,123,-126,+4
22,0,30944,Jason Kokrak,64.21,174,97,-96,+4
23,0,26331,Charl Schwartzel,63.49,120,69,-69,+3
24,0,36699,Patrick Rodgers,63.43,170,98,-95,+2
25,0,24358,Robert Garrigus,63.21,122,71,-76,+4
26,0,33448,Justin Thomas,63.18,163,95,-95,-1
27,0,25364,Paul Casey,62.05,121,74,-68,-6
28,0,40026,Daniel Berger,61.78,160,99,-87,-9
29,0,20691,Greg Owen,61.41,148,93,-57,+3
30,0,29461,Jamie Lovemark,61.22,191,121,-113,-7
31,0,37189,Harold Varner III,60.94,181,116,-112,-1
32,0,27436,Graham DeLaet,60.91,134,86,-59,-2
33,0,25818,Scott Piercy,60.78,141,91,-85,-6
34,0,31646,Emiliano Grillo,60.23,159,105,-89,-6
35,0,32839,Hideki Matsuyama,60.19,124,82,-64,-22
36,0,26300,Matt Jones,59.62,127,86,-65,-11
37,0,20848,Ángel Cabrera,59.56,109,74,-62,+10
38,0,34264,Hudson Swafford,59.38,190,130,-104,-11
39,0,34046,Jordan Spieth,59.22,122,84,-78,-16
40,0,33141,Keegan Bradley,58.99,128,89,-71,+5
41,0,34360,Patrick Reed,58.87,166,116,-101,-10
42,0,33667,Carlos Ortiz,58.56,130,92,-62,+9
43,0,35451,Scott Pinckney,58.43,149,106,-82,+7
44,0,26851,Marc Leishman,58.37,129,92,-80,-1
45,0,34265,Will Wilcox,58.33,119,85,-61,-2
46,0,32618,Rhein Gibson,58.23,92,66,-38,-6
47,0,29926,Danny Lee,58.17,153,110,-90,-3
48,0,27895,Jonas Blixt,58.16,139,100,-79,-8
49,0,26289,Boo Weekley,58.00,145,105,-81,-7
50,0,23621,Rory Sabbatini,57.75,82,60,-36,+1
51,0,25900,Lucas Glover,57.44,139,103,-77,-16
52,0,33461,Morgan Hoffmann,57.28,118,88,-69,-6
53,0,29268,Bronson Burgoon,57.27,130,97,-70,-15
54,0,29518,Brendan Steele,57.03,150,113,-94,-11
55,0,29221,Webb Simpson,56.77,109,83,-58,-4
56,0,30692,Scott Stallings,56.52,130,100,-66,-2
57,0,28158,Steve Marino,56.48,109,84,-45,-2
58,0,29223,Sam Saunders,56.44,92,71,-55,+3
59,0,27974,Sung Kang,56.25,144,112,-89,+5
60,0,20229,Stewart Cink,56.05,88,69,-54,-1
61,0,29420,Billy Horschel,56.04,116,91,-68,+2
62,0,25493,Nick Taylor,55.65,138,110,-71,-3
63,0,31420,Anirban Lahiri,55.62,94,75,-44,-5
64,0,25834,Daniel Summerhays,55.56,160,128,-99,-5
65,0,06567,Vijay Singh,55.41,123,99,-61,-9
66,0,32366,Kevin Chappell,55.12,156,127,-96,-1
67,0,25892,Steve Wheatcroft,55.02,137,112,-66,-16
68,0,27747,Hiroshi Iwata,54.98,127,104,-64,+2
69,0,33399,Adam Hadwin,54.63,177,147,-105,-5
70,0,06522,Ernie Els,54.55,108,90,-47,-14
71,0,12716,Charley Hoffman,54.30,139,117,-78,-5
72,0,37273,Derek Ernst,54.27,89,75,-41,+5
73,0,27936,Martin Laird,54.26,140,118,-82,+16
74,0,21961,Charles Howell III,54.20,155,131,-104,-14
75,0,29478,Kevin Kisner,54.10,132,112,-68,-11
76,0,28679,Fabián Gómez,54.07,146,124,-81,-8
77,0,34099,Harris English,53.69,131,113,-72,-23
78,0,29485,Brett Stegmaier,53.64,140,121,-82,-9
79,0,20766,Padraig Harrington,53.61,89,77,-43,-6
80,0,33413,Ben Martin,53.60,149,129,-94,-19
81,0,34563,Chesson Hadley,53.59,127,110,-51,+2
82,0,25572,Graeme McDowell,53.50,84,73,-46,-2
83,0,27649,Brandt Snedeker,53.41,141,123,-78,-17
84,0,24781,Hunter Mahan,53.33,104,91,-45,-3
85,0,37454,Whee Kim,53.14,127,112,-61,-3
86,0,30163,Henrik Norlander,53.03,105,93,-53,-12
87,0,12510,Chad Campbell,52.75,144,129,-89,-15
88,0,31202,William McGirt,52.70,166,149,-85,-12
89,0,22046,Geoff Ogilvy,52.43,97,88,-48,-7
90,0,28475,Jeff Overton,52.40,109,99,-43,-16
91,0,32757,Patton Kizzire,52.22,141,129,-80,-19
92,0,22371,Aaron Baddeley,52.21,142,130,-79,-13
93,0,24461,Thomas Aiken,51.48,87,82,-54,-5
94,0,26476,Chez Reavie,51.46,141,133,-73,-12
95,0,32640,Troy Merritt,51.29,119,113,-70,E
96,0,35879,Kelly Kraft,51.20,85,81,-44,-9
97,0,26329,Louis Oosthuizen,51.06,72,69,-46,-11
98,0,28114,Dawie van der Walt,50.75,101,98,-57,-4
99,0,29720,Andres Gonzales,50.66,116,113,-66,-5
100,0,31557,Jim Herman,50.41,124,122,-57,-18
101,0,25686,Jason Dufner,50.40,127,125,-71,-11
102,0,23108,Matt Kuchar,50.38,134,132,-87,-28
103,0,26951,Johnson Wagner,50.37,136,134,-70,-12
104,0,34261,Scott Langley,50.25,100,99,-50,-4
