RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
105,0,24924,Bill Haas,50.22,113,112,-54,-9
105,0,34098,Russell Henley,50.22,116,115,-60,-5
107,0,29476,Kyle Reifers,50.00,172,172,-91,-29
107,0,33418,Shawn Stefani,50.00,134,134,-70,-3
109,0,33204,Shane Lowry,49.59,61,62,-32,+3
110,0,29289,S.Y. Noh,49.58,117,119,-74,-7
111,0,20472,Alex Cejka,49.49,97,99,-58,-19
112,0,20157,Retief Goosen,49.43,86,88,-45,-4
113,0,23638,Brendon de Jonge,49.35,114,117,-56,-12
114,0,35545,Blayne Barber,49.20,123,127,-74,-15
115,0,29974,Branden Grace,49.01,74,77,-36,-3
116,0,27963,Chris Stroud,48.80,122,128,-57,-8
117,0,33410,Andrew Landry,48.70,56,59,-25,-1
118,0,27644,Brian Harman,48.68,166,175,-91,-9
119,0,25396,Kevin Na,48.48,112,119,-57,-12
120,0,31416,Derek Fathauer,48.46,126,134,-58,-10
121,0,34431,Robert Streb,48.44,109,116,-63,-8
122,0,29479,Scott Brown,48.37,119,127,-54,+3
123,0,32200,Roberto Castro,48.11,153,165,-89,-35
124,0,20645,John Senden,48.04,135,146,-66,-26
125,0,35732,Wes Roach,48.03,73,79,-38,+2
126,0,25198,Francesco Molinari,48.00,96,104,-62,-9
127,0,24494,Erik Compton,47.78,86,94,-47,-3
128,0,33122,Russell Knox,47.60,109,120,-61,-4
129,0,34409,David Lingmerth,47.51,105,116,-54,-12
130,0,20572,Rod Pampling,47.33,62,69,-28,-10
131,0,34174,John Huh,47.16,133,149,-63,-3
132,0,27214,Kevin Streelman,46.77,116,132,-56,-7
133,0,35532,Tom Hoge,46.54,101,116,-45,-4
134,0,35539,Luke Guthrie,46.45,72,83,-44,-8
135,0,32448,James Hahn,45.86,122,144,-65,-1
135,0,30926,Chris Kirk,45.86,122,144,-73,-24
137,0,36801,Mark Hubbard,45.75,140,166,-79,-16
138,0,25274,Steven Bowditch,45.45,90,108,-59,+35
139,0,28132,Tyrone Van Aswegen,45.31,140,169,-64,-9
140,0,32150,Michael Thompson,44.50,85,106,-52,-10
141,0,30110,Kyle Stanley,44.32,121,152,-69,-7
142,0,33419,Cameron Tringale,44.19,114,144,-67,-17
143,0,24846,Ricky Barnes,44.18,129,163,-74,-3
144,0,27770,Camilo Villegas,44.09,112,142,-73,+5
145,0,20104,Ken Duke,44.03,70,89,-47,-3
146,0,24507,Jason Bohn,43.75,91,117,-42,-27
147,0,24490,George McNeill,43.64,72,93,-24,E
148,0,26596,Ryan Moore,43.48,100,130,-54,-29
149,0,23353,J.J. Henry,43.16,101,133,-56,-17
150,0,29745,Tyler Aldridge,43.04,102,135,-60,-13
151,0,22892,Jason Gore,42.99,95,126,-48,-4
152,0,08075,Jerry Kelly,42.79,89,119,-52,-14
153,0,27466,Spencer Levin,42.33,127,173,-78,-25
154,0,21731,Freddie Jacobson,42.28,104,142,-64,-7
155,0,10885,Robert Allenby,41.67,60,84,-31,+3
156,0,39975,Michael Kim,41.37,127,180,-55,-16
157,0,25240,D.A. Points,40.88,56,81,-23,+1
158,0,24912,Will MacKenzie,40.60,95,139,-37,-7
159,0,10809,Jim Furyk,39.86,55,83,-27,-15
160,0,23325,Vaughn Taylor,39.48,92,141,-55,-6
161,0,24024,Zach Johnson,39.08,102,159,-56,-33
162,0,40058,Zac Blair,39.01,110,172,-53,-7
163,0,25720,Chad Collins,38.74,86,136,-56,-2
164,0,23541,Ben Crane,38.70,89,141,-43,-16
165,0,20098,Stuart Appleby,38.43,88,141,-50,-37
166,0,27942,Rob Oppenheim,38.10,72,117,-32,-11
167,0,45526,Abraham Ancer,37.50,51,85,-20,-7
168,0,32876,Martin Piller,37.36,65,109,-35,+1
169,0,23800,Bryce Molder,37.05,93,158,-45,-30
170,0,35891,Cameron Smith,36.97,61,104,-26,-2
171,0,28092,D.H. Lee,36.21,63,111,-33,-10
172,0,30927,Brendon Todd,35.57,69,125,-32,-20
173,0,23983,Luke Donald,35.19,76,140,-45,-7
174,0,34466,Peter Malnati,33.70,92,181,-41,-35
175,0,21878,Mark Wilson,33.33,66,132,-31,-14
176,0,29222,Billy Hurley III,33.17,67,135,-34,-22
177,0,26758,David Hearn,32.76,95,195,-61,-25
178,0,31560,Brian Stuard,32.68,67,138,-32,-16
179,0,24357,K.J. Choi,30.80,77,173,-41,-22
180,0,06527,Steve Stricker,30.61,45,102,-29,-20
181,0,10213,Dicky Pride,30.14,44,102,-23,-16
182,0,30711,Colt Knost,28.34,70,177,-44,-37
183,0,25349,Tim Wilkinson,27.84,49,127,-32,-18
184,0,34262,Jon Curran,25.77,75,216,-44,-33
185,0,02206,David Toms,20.62,40,154,-21,-34
