RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,02214,Kirk Triplett,47' 1",1083.833,23,-4
2,0,02246,Duffy Waldorf,56' 7",2038.417,36,-12
3,0,23656,Jason Caron,56' 8",1757.500,31,-11
4,0,07223,Brian Bateman,56' 10",1420.167,25,-16
5,0,12661,Todd Barranger,57' 9",1962.583,34,-8
6,0,11032,Frank Lickliter II,57' 11",1910.583,33,-1
7,0,01161,Mark Calcavecchia,58' 9",1585.250,27,-9
8,0,01035,Tommy Armour III,59' 4",1008.833,17,-4
9,0,23135,Tim Clark,60' 0",1079.750,18,+4
10,0,06573,Brandt Jobe,61' 1",1892.917,31,-6
11,0,20572,Rod Pampling,61' 2",1713.000,28,-2
12,0,10860,Justin Leonard,61' 3",1470.000,24,-5
13,0,10425,Jay Williamson,61' 8",1172.000,19,-2
14,0,12510,Chad Campbell,61' 10",1484.833,24,-10
15,0,01706,Davis Love III,62' 3",1681.083,27,-9
15,0,08375,Paul Stankowski,62' 3",1493.583,24,-5
17,0,01707,Steve Lowery,62' 7",1564.667,25,-5
18,0,01042,Paul Azinger,63' 5",2091.750,33,E
19,0,20157,Retief Goosen,63' 6",1778.250,28,-7
19,0,20548,Hidemichi Tanaka,63' 6",1586.833,25,+6
21,0,20940,Kenichi Kuboya,63' 11",1534.750,24,-5
22,0,08931,Glen Day,64' 6",1999.167,31,-2
23,0,02101,Joey Sindelar,64' 11",2078.333,32,E
24,0,08537,J.P. Hayes,65' 2",1042.917,16,+3
24,0,12660,Jesper Parnevik,65' 2",2476.917,38,-5
26,0,23353,J.J. Henry,65' 3",1957.500,30,-1
26,0,02104,Jeff Sluman,65' 3",2543.333,39,-2
28,0,07867,Woody Austin,65' 8",3152.833,48,-10
29,0,10733,Kent Jones,65' 9",920.750,14,-7
30,0,23983,Luke Donald,65' 11",1121.167,17,+8
31,0,08633,Per-Ulrik Johansson,66' 2",1786.583,27,-1
32,0,26420,Richard Johnson,66' 3",1854.833,28,+1
32,0,01968,Nick Price,66' 3",927.417,14,-4
34,0,06575,Dudley Hart,66' 7",1664.583,25,-9
34,0,23108,Matt Kuchar,66' 7",998.750,15,+4
34,0,01685,J.L. Lewis,66' 7",1998.417,30,-4
37,0,06621,Joe Durant,66' 10",1603.917,24,-2
38,0,01666,Bernhard Langer,66' 11",1137.917,17,+1
39,0,07457,Steve Flesch,67' 1",2615.167,39,-6
40,0,20229,Stewart Cink,67' 2",2081.917,31,-8
40,0,01249,John Daly,67' 2",2083.333,31,-3
42,0,20623,Gavin Coles,67' 7",1081.500,16,+1
43,0,20472,Alex Cejka,68' 1",1701.250,25,-6
44,0,06809,Bob Burns,68' 4",1093.750,16,+5
45,0,24361,Pat Perez,68' 6",2535.583,37,-3
46,0,20095,Carl Paulson,68' 7",3086.667,45,-9
47,0,12680,Shigeki Maruyama,69' 1",1588.083,23,-7
47,0,12755,Vance Veazey,69' 1",1589.583,23,-3
49,0,24502,Adam Scott,69' 2",1037.250,15,+4
50,0,10423,Mike Weir,69' 3",1730.583,25,-7
50,0,12602,Dean Wilson,69' 3",2770.750,40,-13
52,0,01457,Jay Haas,69' 7",2367.000,34,+9
52,0,26950,John Morgan,69' 7",2851.667,41,-14
52,0,01941,Tom Pernice Jr.,69' 7",2852.000,41,-13
55,0,01553,John Huston,69' 8",1949.833,28,-6
56,0,23614,Rich Beem,69' 10",1537.083,22,-1
56,0,06617,Brian Henninger,69' 10",908.083,13,-3
56,0,10565,Ian Leggatt,69' 10",1607.083,23,-4
59,0,01928,Corey Pavin,69' 11",2725.833,39,-4
60,0,19846,Brian Gay,70' 0",2169.250,31,-4
61,0,24357,K.J. Choi,70' 2",2035.417,29,+2
61,0,20574,Mathew Goggin,70' 2",2805.500,40,-13
63,0,12652,Cameron Beckman,70' 5",2184.083,31,-1
63,0,25450,Ty Tryon,70' 5",1689.917,24,-9
65,0,23541,Ben Crane,70' 7",3530.000,50,-3
65,0,21806,Paul Gow,70' 7",1765.167,25,-9
65,0,02223,Bob Tway,70' 7",2187.583,31,-3
68,0,23621,Rory Sabbatini,70' 9",1839.500,26,-5
69,0,10809,Jim Furyk,71' 0",1419.333,20,+9
69,0,08725,Tom Gillis,71' 0",1561.917,22,-1
69,0,06332,Neal Lancaster,71' 0",3337.083,47,-11
72,0,20628,Arron Oberholser,71' 1",1706.417,24,-6
73,0,20127,Chris Riley,71' 6",2002.333,28,E
73,0,21878,Mark Wilson,71' 6",1359.167,19,-2
75,0,02106,Chris Smith,71' 7",1932.083,27,-5
76,0,01024,Billy Andrade,71' 8",3151.500,44,-9
76,0,20098,Stuart Appleby,71' 8",1864.250,26,-5
78,0,06643,Paul Goydos,71' 10",1796.500,25,+2
78,0,12705,Cliff Kresge,71' 10",2442.000,34,-17
80,0,08547,John Maginnes,72' 0",1799.750,25,-1
81,0,02239,Scott Verplank,72' 2",1948.583,27,E
82,0,08075,Jerry Kelly,72' 3",1661.083,23,-5
82,0,11011,Mike Sposa,72' 3",2312.250,32,-11
84,0,06034,Marco Dawson,72' 6",2174.583,30,-12
84,0,02010,Loren Roberts,72' 6",1595.667,22,+1
86,0,20573,Scott Laycock,72' 7",2322.833,32,+3
86,0,02206,David Toms,72' 7",798.667,11,E
88,0,01723,Andrew Magee,72' 8",2834.750,39,-10
89,0,23338,David Gossett,72' 10",1894.667,26,-6
89,0,08793,Tiger Woods,72' 10",2258.333,31,-13
91,0,01677,Tom Lehman,73' 0",2409.333,33,-6
92,0,01810,Phil Mickelson,73' 1",2264.833,31,-16
92,0,10912,Craig Perks,73' 1",2483.500,34,-6
94,0,01329,Brad Faxon,73' 3",2930.417,40,-1
94,0,22913,John Rollins,73' 3",805.667,11,+4
96,0,01948,Tim Petrovic,73' 5",2643.167,36,-3
97,0,21739,Aaron Barber,73' 6",2057.583,28,+2
97,0,01388,Robert Gamez,73' 6",2791.500,38,-13
99,0,24925,Jonathan Byrd,73' 7",2060.833,28,-6
99,0,23552,Hank Kuehne,73' 7",3459.667,47,-15
101,0,21209,Sergio Garcia,73' 9",1031.917,14,-9
102,0,19825,Darren Clarke,73' 10",516.833,7,+1
102,0,01378,David Frost,73' 10",2435.500,33,-5
102,0,12662,Thomas Levet,73' 10",2435.667,33,E
105,0,02170,Hal Sutton,73' 11",1256.333,17,+1
106,0,10201,Matt Gogel,74' 0",1258.250,17,+2
107,0,23177,Kenneth Staton,74' 2",1779.667,24,-9
108,0,08123,Jeff Brehaut,74' 3",2599.250,35,E
