RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
74,0,20580,Andre Stolz,.77,30.74,-8.15,19.28
75,0,22115,Mardan Mamat,.75,36.63,-18.88,19.85
76,0,06004,Stephen Ames,.75,32.82,-45.74,18.31
77,0,22075,Ricardo Gonzalez,.74,32.67,-25.45,32.01
78,0,29342,Jae-bum Park,.74,29.67,-9.17,20.07
79,0,27118,Toshinori Muto,.74,35.58,-18.24,27.68
80,0,25606,Kim Hyung-Tae,.73,35.05,-13.42,22.97
81,0,29939,Fabrizio Zanotti,.72,38.19,-24.84,20.51
82,0,29974,Branden Grace,.72,38.70,-16.72,34.10
83,0,21134,Takashi Kanemoto,.71,36.26,-30.75,6.29
84,0,27056,Pariya Junhasavasdikul,.69,27.72,-17.46,5.31
85,0,29926,Danny Lee,.69,35.28,-14.27,35.42
86,0,27974,Sung Kang,.67,26.92,-7.53,23.76
87,0,34554,Jung-gon Hwang,.67,26.86,-.18,27.04
88,0,26758,David Hearn,.65,33.65,-13.55,23.63
89,0,28527,Matthew Zions,.63,30.91,-10.62,23.74
90,0,01313,Steve Elkington,.62,24.80,-21.69,6.59
91,0,28697,Gaganjeet Bhullar,.60,23.81,-27.57,18.13
92,0,31577,Tano Goya,.59,32.05,-20.47,23.69
93,0,31289,Benjamín Alvarado,.59,23.65,-3.23,25.50
94,0,25274,Steven Bowditch,.59,31.86,-15.06,18.33
95,0,27979,Daehyun Kim,.59,23.47,-15.73,15.99
96,0,27049,Chan Yih-shin,.59,23.46,-13.37,15.58
97,0,27302,Garth Mulroy,.58,29.78,-15.26,32.10
98,0,31420,Anirban Lahiri,.58,23.24,-11.41,18.97
99,0,25732,S.K. Ho,.58,27.26,-12.16,16.41
100,0,26882,Michael Sim,.58,27.08,-53.26,.00
101,0,29330,Park Sang-eon,.57,22.81,-2.60,24.20
102,0,12680,Shigeki Maruyama,.57,30.74,-37.73,8.16
103,0,23795,Nobuhiro Masuda,.57,26.67,-11.42,19.81
104,0,20572,Rod Pampling,.56,28.70,-24.86,23.61
105,0,25336,Alistair Presnell,.55,29.74,-22.82,8.35
106,0,25203,SSP Chawrasia,.54,28.76,-12.66,25.94
107,0,20684,Chawalit Plaphol,.54,24.96,-3.17,22.34
108,0,22036,Mamo Osanai,.53,21.38,-11.32,8.23
109,0,23802,Brad Kennedy,.53,21.38,-4.49,17.17
110,0,35087,Bio Kim,.53,21.06,-6.11,17.03
111,0,23913,Masanori Kobayashi,.53,21.02,-2.90,21.95
112,0,20940,Kenichi Kuboya,.51,27.66,-38.74,10.12
113,0,26301,James Nitties,.51,27.65,-19.58,19.71
114,0,25883,Kyung-Nam Kang,.51,20.35,-10.09,9.16
115,0,27091,Kunihiro Kamii,.51,25.41,-16.53,11.47
116,0,32058,José de Jesús Rodríguez,.51,20.27,-4.99,17.21
117,0,22951,Azuma Yano,.51,26.82,-24.51,14.35
118,0,21339,Keith Horne,.51,26.30,-19.37,17.31
119,0,37092,Hyung-Sung Kim,.50,24.89,-18.06,13.36
120,0,25398,Ryuichi Oda,.49,26.19,-36.04,6.66
121,0,27577,Peter Karmis,.49,19.66,-10.58,7.10
122,0,27929,Shiv Kapur,.48,26.18,-26.70,18.16
123,0,29294,Ho Sung Choi,.48,19.23,-4.08,16.36
124,0,22897,Joong Kyung Mo,.48,19.12,-4.01,13.45
125,0,02076,Peter Senior,.47,18.86,-9.37,.00
126,0,25335,Marcus Both,.47,21.15,-19.26,9.80
127,0,20812,Tjaart van der Walt,.47,20.56,-11.33,15.77
128,0,22974,Tetsuya Haraguchi,.46,23.64,-17.17,9.60
129,0,21498,Hideto Tanihara,.46,25.01,-27.68,5.71
130,0,26957,Masatsugo Morofuji,.46,18.43,.00,18.43
131,0,20698,Adilson da Silva,.46,18.43,-8.56,14.75
132,0,25940,Yoshikazu Haku,.46,18.34,-5.54,11.60
133,0,26507,I J Jang,.45,20.87,-9.75,13.61
134,0,32873,S.S. Hong,.44,17.74,-1.16,18.90
135,0,24080,Scott Strange,.44,21.49,-27.41,19.64
136,0,28620,Aron Price,.43,21.27,-12.68,11.40
137,0,27939,Matt McQuillan,.43,17.31,-1.09,16.62
138,0,23043,Paul Sheehan,.43,22.49,-11.70,11.92
139,0,28751,Andrew Dodt,.43,21.74,-26.86,5.33
140,0,29858,Himmat Rai,.42,16.78,-3.48,16.38
141,0,23063,Scott Hend,.41,22.10,-18.78,6.48
142,0,20566,Kaname Yokoo,.41,21.25,-22.51,13.64
143,0,24321,Kodai Ichihara,.41,21.99,-12.96,13.72
144,0,27140,Justin Walters,.40,16.17,-2.27,17.36
145,0,22056,Cameron Percy,.40,20.43,-24.09,7.79
146,0,24238,Mitsuhiro Tateyama,.40,18.30,-14.13,8.82
147,0,20701,Warren Abery,.40,15.81,-8.28,6.73
148,0,28150,Chinnarat Phadungsil,.39,15.76,-12.94,9.77
149,0,20901,Michiel Bothma,.39,19.57,-14.02,14.76
150,0,27436,Graham DeLaet,.39,15.65,-23.27,.00
151,0,27747,Hiroshi Iwata,.39,19.85,-16.36,6.87
152,0,28679,Fabián Gómez,.39,20.59,-19.53,9.60
153,0,25539,Rafael Echenique,.38,20.60,-20.99,10.52
154,0,26881,Jarrod Lyle,.38,20.31,-16.22,10.18
155,0,27687,Masaya Tomida,.37,19.84,-22.46,3.40
156,0,20623,Gavin Coles,.37,17.18,-9.85,10.82
157,0,30991,Namchoak Tantipokakul,.37,14.93,-7.83,2.10
158,0,27784,Wen-Tang Lin,.37,14.91,-16.01,5.25
159,0,29136,Innchoon Hwang,.37,14.90,-6.18,11.37
160,0,33424,Koichiro Kawano,.37,14.63,-5.15,10.09
161,0,20624,David Smail,.36,14.73,-21.62,7.68
162,0,24039,Prom Meesawat,.36,14.29,-3.65,11.47
163,0,26877,Andrew Tampion,.36,15.00,-4.87,15.09
164,0,23718,Nathan Green,.36,19.23,-30.56,7.75
165,0,24319,Kim Sung-Yoon,.35,14.16,-.57,14.74
166,0,34130,Sung Joon Park,.35,14.12,-2.06,12.45
167,0,26435,Angelo Que,.35,13.85,-11.69,5.66
168,0,25870,Alex Haindl,.34,13.75,-6.33,6.10
169,0,20643,Steven Conran,.34,14.62,-5.48,13.63
170,0,25842,Jon Mills,.34,15.98,-10.43,8.31
171,0,23821,Yusaku Miyazato,.34,16.17,-13.99,7.85
172,0,24674,Sung Lee,.34,13.41,-9.63,4.54
173,0,26444,Juvic Pagunsan,.33,13.34,-10.67,5.27
174,0,31654,Joaquin Estevez,.33,13.29,-2.31,15.60
175,0,29859,Manav Jaini,.33,13.12,-2.98,11.20
176,0,26374,Masamichi Uehira,.33,13.11,-6.51,6.82
177,0,32839,Hideki Matsuyama,.33,13.04,-4.46,7.48
178,0,26418,Adam Bland,.32,17.55,-15.06,1.96
179,0,29975,Christiaan Basson,.32,12.92,-3.26,14.00
180,0,20485,Udorn Duangdecha,.32,12.92,-12.20,.00
181,0,33486,Roger Sloan,.32,12.67,-1.07,12.42
182,0,28670,Wonjoon Lee,.31,16.83,-14.06,4.60
183,0,28744,Theunis Spangenberg,.31,12.43,-4.67,14.00
184,0,32262,Mark Brown,.31,16.72,-12.88,5.86
185,0,22034,Yasuharu Imano,.31,12.31,-26.47,6.58
186,0,25478,Kiyoshi Miyazato,.31,14.72,-7.42,9.92
187,0,28125,Josh Geary,.31,12.22,-7.38,7.84
188,0,29930,Mike Hendry,.30,12.10,-8.13,2.60
189,0,33933,JG Claassen,.30,11.87,-2.13,14.00
190,0,30005,Neil Schietekat,.30,11.86,-4.37,11.80
191,0,24162,Shintaro Kai,.30,14.19,-10.71,4.81
192,0,21187,Hidemasa Hoshino,.29,13.68,-6.44,12.53
193,0,27386,Dustin Risdon,.29,11.60,-8.21,7.20
194,0,26930,Neven Basic,.29,11.46,-.87,11.40
195,0,25586,Takuya Taniguchi,.29,14.57,-6.23,4.54
196,0,28114,Dawie van der Walt,.28,11.24,-4.68,9.70
197,0,28143,Chapchai Nirat,.28,11.79,-14.70,5.97
198,0,27493,Taigen Tsumagari,.28,12.86,-6.53,10.81
199,0,24034,Kazuhiro Yamashita,.28,13.53,-23.08,3.04
200,0,20565,Shinichi Yokota,.28,13.49,-10.37,.00
201,0,25643,Divan van den Heever,.27,10.96,-1.57,12.44
202,0,33610,Panuphol Pittayarat,.27,10.89,-.43,10.01
203,0,29851,Seong Ho Lee,.27,10.81,-3.12,10.95
204,0,20721,Darren Fichardt,.27,10.81,-12.18,5.96
205,0,25486,Sushi Ishigaki,.26,10.59,-5.91,6.27
206,0,22268,David Gleeson,.26,10.54,-3.39,8.40
207,0,32354,Seuk-hyun Baek,.26,10.54,-3.53,3.84
208,0,22117,Jyoti Randhawa,.26,11.58,-13.39,6.82
209,0,23167,Dinesh Chand,.26,10.49,-9.66,.00
210,0,22919,Shigeru Nonaka,.26,12.76,-13.75,.00
211,0,29277,Hirohito Koizumi,.26,10.32,-1.49,9.46
212,0,26948,Camilo Benedetti,.26,10.82,-5.10,6.99
213,0,23364,Yui Ueda,.26,11.59,-5.21,6.84
214,0,25692,Akio Sadakata,.26,12.06,-9.17,2.90
215,0,31683,Tyrone Ferreira,.26,10.22,-1.78,10.51
216,0,20992,Kazuhiko Hosokawa,.25,12.04,-7.45,3.00
217,0,20773,Taichi Teshima,.24,11.68,-14.01,.00
218,0,20480,Marco Ruiz,.24,9.63,-6.15,4.95
219,0,12682,Hirofumi Miyase,.24,12.02,-20.36,1.21
220,0,32881,Hugo León,.24,9.60,-1.80,9.60
221,0,29637,Danny Sahl,.24,9.56,-1.04,8.40
222,0,27402,Stuart Anderson,.24,9.52,-2.95,9.60
223,0,22907,Marc Pucay,.24,9.44,-5.71,5.75
224,0,27561,Nick Flanagan,.23,10.30,-3.44,7.00
225,0,28734,Josh Cunliffe,.23,9.30,-5.48,8.15
226,0,20663,Brenden Pappas,.23,9.71,-3.71,10.00
227,0,33115,Jinho Choi,.22,8.99,-1.99,6.60
228,0,24399,Scott Gardiner,.22,11.90,-12.81,.00
229,0,23180,Akinori Tani,.22,8.97,-2.93,6.94
230,0,25568,Julio Zapata,.22,9.94,-11.35,.00
231,0,27634,Tomokazu Yoshinaga,.22,8.79,-.09,8.88
232,0,28132,Tyrone Van Aswegen,.22,9.00,-5.48,8.08
233,0,10423,Mike Weir,.21,8.53,-36.44,.00
234,0,26434,Antonio Lascuna,.21,8.49,-2.94,7.31
235,0,27630,Jay Bayron,.21,8.46,-1.69,8.40
236,0,30044,César Costilla,.21,8.40,.00,8.40
237,0,25441,Unho Park,.21,8.36,-5.83,3.66
238,0,31670,Matthew Griffin,.21,8.27,-8.51,.00
239,0,20772,Toru Suzuki,.21,10.29,-20.37,1.34
240,0,22048,Scott Barr,.20,8.15,-7.98,1.28
241,0,31678,Oliver Bekker,.20,8.14,-3.33,5.40
242,0,34174,John Huh,.20,8.00,-2.07,5.67
243,0,30191,Julián Etulain,.20,7.94,-1.01,8.96
244,0,25349,Tim Wilkinson,.20,8.07,-8.62,3.71
245,0,24580,Rahil Gangjee,.19,7.76,-7.29,2.83
246,0,25119,Park Do-kyu,.19,7.74,-.06,7.80
247,0,24626,Daniel Alfredo Vancsik,.19,10.35,-11.91,5.34
248,0,28111,Jake Roos,.19,7.64,-4.97,4.56
249,0,28645,Kwanchai Tannin,.19,7.59,-4.11,4.26
250,0,33943,Matt Carvell,.19,7.50,-2.10,9.60
251,0,22275,Terry Pilkadaris,.19,7.44,-7.43,2.68
252,0,27588,Piya Swangarunporn,.18,7.31,-3.97,1.28
253,0,20749,Bradford Vaughan,.18,7.26,-3.10,7.07
254,0,24463,Trevor Fisher Jr,.18,7.24,-4.97,4.98
255,0,35213,Andrés Echavarría,.18,7.21,-1.19,8.40
256,0,33937,Anthony Michael,.18,7.19,-4.06,.00
257,0,20400,Michael Campbell,.18,9.16,-1.87,6.36
258,0,33103,David Vanegas,.18,7.17,-6.22,3.94
259,0,29192,Chris Campbell,.18,8.35,-6.83,1.32
260,0,28123,Darren Beck,.18,7.08,-9.61,3.96
261,0,23042,Kim Felton,.18,7.05,-3.81,1.26
262,0,33223,Chang-won Han,.18,7.04,-1.31,5.95
263,0,20443,Jin Park,.18,9.47,-7.86,3.49
264,0,20752,Zaw Moe,.17,6.99,-1.26,4.73
265,0,24466,Gareth Paddison,.17,6.99,-4.51,2.80
266,0,25067,Lu Wei-chih,.17,7.30,-6.94,2.43
267,0,29378,Daisuke Kataoka,.17,6.93,-.42,7.35
268,0,26341,Wade Ormsby,.17,7.00,-4.33,4.35
269,0,32740,Bradley Smith,.17,6.78,-2.36,3.30
270,0,25538,Pablo Del Grosso,.17,6.77,-3.51,3.60
271,0,24115,Makoto Inoue,.17,8.63,-10.97,.00
272,0,33227,Hyun-woo Ryu,.17,6.76,-.44,7.20
273,0,27602,Aaron Townsend,.17,6.75,-3.08,3.36
274,0,27001,Bradley Iles,.17,8.56,-11.38,1.33
275,0,37452,Ashley Hall,.16,6.59,-3.11,5.46
276,0,21631,Iain Steel,.16,6.56,-5.48,.00
277,0,24425,Adam Groom,.16,6.52,-.91,4.90
278,0,25819,José Garrido,.16,6.48,-.24,6.72
279,0,24811,Satoshi Tomiyama,.16,6.40,-3.41,4.01
280,0,29303,Hur In-hoi,.16,6.37,-4.35,2.90
281,0,27940,Diego Vanegas,.16,6.30,-.90,7.20
282,0,25273,Andrew Buckle,.16,8.31,-8.67,5.40
283,0,23804,Andrew Tschudin,.15,6.14,-2.26,6.00
284,0,23699,Danny Chia,.15,6.14,-6.07,3.44
285,0,01364,Peter Fowler,.15,6.13,-2.71,.00
286,0,32805,Masamichi Ito,.15,6.10,-.90,4.40
287,0,35239,Álvaro José Arizabaleta,.15,6.00,.00,6.00
288,0,35628,Byung-Jun Kim,.15,6.00,.00,6.00
289,0,22724,Martin Maritz,.15,5.93,-2.58,2.42
290,0,29169,Jordan Sherratt,.15,5.92,-2.72,.00
291,0,25653,Yoshinobu Tsukada,.15,7.07,-7.23,6.04
292,0,20631,David McKenzie,.15,6.03,-7.63,.00
293,0,25334,Anthony Brown,.14,5.72,-4.10,2.17
294,0,27399,Richard Scott,.14,5.70,-.34,5.70
295,0,26474,Masafumi Kawase,.14,5.68,-.26,5.94
296,0,24219,Wes Heffernan,.14,5.61,-1.15,5.10
297,0,20502,Michael Long,.14,5.49,-5.78,2.60
298,0,33005,Kieran Pratt,.14,5.44,-1.45,2.43
299,0,29740,Brad Fritsch,.14,5.44,-1.55,5.19
300,0,31584,Hector Cespedes,.14,5.41,-.59,6.00
301,0,26436,Elmer Salvador,.13,5.39,.00,5.39
302,0,20433,Mark Hensby,.13,5.36,-6.39,.00
303,0,25768,Chih-Bing Lam,.13,5.62,-8.68,.00
304,0,21633,Steve Allan,.13,5.28,-5.12,1.20
305,0,20418,Ariel Cañete,.13,6.28,-5.26,4.34
306,0,34169,Lee Dong-Min,.13,5.20,-.11,5.31
307,0,33606,Thitipan PACHUAYPRAKONG,.13,5.14,-.56,5.70
308,0,34032,Hyun Bin Park,.13,5.14,-.56,5.70
309,0,24459,Richard Sterne,.13,5.12,-12.97,1.60
310,0,29901,Tim Stewart,.13,5.04,-2.99,3.86
311,0,23828,Satoru Hirota,.12,6.10,-7.15,1.34
312,0,28093,Miguel Angel Carballo,.12,5.84,-3.13,3.71
313,0,27580,Tyrone Mordt,.12,4.97,-2.33,3.33
314,0,27573,Gavin Flint,.12,4.93,-4.92,1.75
315,0,20634,Peter Lonard,.12,4.92,-3.28,4.85
316,0,33089,Ajeetesh Sandhu,.12,4.81,-.79,5.60
317,0,25457,Alexandre Rocha,.12,4.78,-.45,4.80
318,0,21180,Tony Carolan,.12,4.87,-5.96,.00
319,0,27997,Chris Swanepoel,.12,4.68,-4.51,4.01
320,0,20764,Desvonde Botes,.12,4.68,-.50,5.18
321,0,10823,Kiyoshi Murota,.12,4.66,-3.26,3.06
322,0,26956,Bronson La'Cassie,.11,4.52,-2.31,.00
323,0,29292,Choi Hyuk-jae,.11,4.50,-.21,4.71
324,0,26345,Ewan Porter,.11,4.72,-7.81,.00
325,0,22975,Hiroo Okamo,.11,4.37,-3.67,.00
326,0,27619,Ben Leong,.11,4.35,-3.15,.00
327,0,27024,Michael Wright,.11,4.31,-4.10,1.32
328,0,29833,Yoshinori Fujimoto,.11,4.23,-2.39,2.07
329,0,26364,Eddie Lee,.10,4.17,-8.20,.00
330,0,24752,Digvijay Singh,.10,4.17,-2.06,4.20
331,0,37416,T.C. Wang,.10,4.15,-.65,3.83
332,0,25427,Shaaban Hussin,.10,4.08,-5.84,1.28
333,0,20679,Mark Murless,.10,4.08,-2.06,2.71
334,0,01409,Rick Gibson,.10,4.07,-.03,4.10
335,0,27137,Toyokazu Fujishima,.10,4.80,-5.07,1.36
336,0,28740,Albert Pistorius,.10,3.88,-.46,4.34
337,0,25277,Ryan Haller,.10,3.87,-2.37,.00
338,0,25214,Shamim Khan,.10,3.85,-1.99,3.44
339,0,20747,Grant Muller,.10,3.85,-1.42,2.95
340,0,21002,Óscar Serna,.10,3.85,-1.53,3.60
341,0,25534,Clodomiro Carranza,.09,4.36,-5.27,.00
342,0,32878,Jin Jeong,.09,3.74,-3.30,.00
343,0,28109,Colin Nel,.09,3.71,-1.41,1.20
344,0,24077,Matthew Millar,.09,3.71,-1.76,3.02
345,0,27428,Lin Wen-hong,.09,3.68,-3.14,3.18
346,0,24690,Jung Ji-ho,.09,3.63,-.68,3.36
347,0,32944,Brent McCullough,.09,3.62,-.38,2.80
348,0,30768,Yoon Jung-ho,.09,3.60,.00,3.60
349,0,30036,Rafael Romero,.09,3.60,.00,3.60
350,0,33931,Andrew Georgiou,.09,3.58,-1.95,3.74
351,0,29891,Scott Arnold,.09,3.57,-2.10,1.96
352,0,22402,Ulrich Van den Berg,.09,3.56,-3.97,1.28
353,0,27581,Ryan Tipping,.09,3.56,-.64,4.20
354,0,28972,Sujjan Singh,.09,3.54,-.86,4.40
355,0,26965,Rick Kulacz,.09,3.98,-12.03,1.58
356,0,25199,Mukesh Kumar,.09,3.46,-2.17,1.37
357,0,26337,Jae An,.08,3.36,.00,3.36
358,0,20802,Jean Hugo,.08,3.29,-1.80,3.73
359,0,27576,Anton Haig,.08,3.28,-3.36,.00
360,0,22038,Wayne Perske,.08,3.25,-5.42,.00
361,0,33769,Thanyakorn Khrongpha,.08,3.22,-.95,1.75
362,0,29897,Rohan Blizard,.08,3.22,-1.93,.00
363,0,01659,Massy Kuramoto,.08,3.20,-2.27,1.21
364,0,30057,Jesús Rivas,.08,3.19,-.23,3.42
365,0,20573,Scott Laycock,.08,3.15,-1.94,2.60
366,0,31395,Yosuke Asaji,.08,3.14,-1.71,1.82
367,0,28823,Mark Williams,.08,3.11,-.81,2.10
368,0,27090,Junpei Takayama,.08,3.07,-.81,2.90
369,0,24617,Rafael Gómez,.08,3.05,-2.96,3.31
370,0,20939,Keiichiro Fukabori,.08,3.05,-3.05,.00
371,0,29892,Steve Dartnall,.08,3.03,-2.34,1.75
372,0,28801,Matthew Giles,.08,3.02,.00,3.02
373,0,21058,Norio Shinozaki,.08,3.00,-2.28,2.86
374,0,24872,Tadahisa Inoue,.07,2.99,.00,2.99
375,0,21736,Lian-Wei Zhang,.07,2.99,-4.53,1.20
376,0,32888,Lucas Lee,.07,2.98,-5.95,.00
377,0,01920,Craig Parry,.07,2.98,-4.24,.00
378,0,25202,Atthaphon Prathummanee,.07,2.93,-1.36,1.28
379,0,29162,Paulo Pinto,.07,2.92,-.28,3.20
380,0,27518,James Kamte,.07,2.91,-8.90,.00
381,0,27019,Shukree Othman,.07,2.89,.00,2.89
382,0,22328,Marc Cayeux,.07,2.88,-8.14,.00
383,0,22081,Mauricio Molina,.07,2.87,-2.63,3.00
384,0,11758,Richard Lee,.07,2.84,-2.21,.00
385,0,27045,Tongoona Charamba,.07,2.80,-.90,2.05
386,0,35230,Nelson Ledesma,.07,2.78,-.30,3.08
387,0,20484,Thammanoon Sriroj,.07,2.75,-5.94,1.28
388,0,31681,Louis de Jager,.07,2.75,-1.19,3.12
389,0,28055,Tatsunori Nukaga,.07,2.75,-5.15,1.20
390,0,25201,Ali Sher,.07,2.71,-.37,3.08
391,0,32979,Jacques Blaauw,.07,2.69,-2.53,1.28
392,0,27124,Chris Baryla,.07,2.65,-11.81,2.03
393,0,02036,Jim Rutledge,.07,2.63,-5.07,.00
394,0,27771,Scott Hawley,.07,2.62,-.57,2.10
395,0,30760,Lee Min-chang,.07,2.61,-.39,3.00
396,0,20594,David Bransdon,.07,2.60,-1.31,.00
397,0,28931,Tomas Argonz,.06,2.58,-.42,3.00
398,0,22638,Ryuichi Tayasu,.06,2.56,.00,2.56
399,0,31418,Rashid Khan,.06,2.55,-.21,2.76
400,0,24530,Nam Young-woo,.06,2.54,-.07,2.61
401,0,28147,Charl Coetzee,.06,2.53,-2.01,2.05
402,0,30904,Senroku Isa,.06,2.52,.00,2.52
403,0,34546,Craig Hancock,.06,2.52,-.08,2.60
404,0,27567,Mitchell Brown,.06,2.49,-2.22,.00
405,0,26328,Shaun Norris,.06,2.49,-1.30,2.97
406,0,01905,Joe Ozaki,.06,2.49,-1.26,.00
407,0,28535,Quincy Quek,.06,2.49,-.43,1.61
408,0,30040,Sebastián Saavedra,.06,2.48,-.52,3.00
409,0,20548,Hidemichi Tanaka,.06,2.46,-2.71,.00
410,0,33870,Ashun Wu,.06,2.46,-3.57,1.31
411,0,20737,André Cruse,.06,2.45,-1.15,1.89
412,0,31094,Masatsugu Fujishima,.06,2.45,-1.78,.00
413,0,33173,Efren Serna Jr.,.06,2.43,-2.31,.00
414,0,32799,Tae-kyu Lee,.06,2.44,-.27,2.71
415,0,34128,Eun Shin Park,.06,2.40,-.40,2.80
416,0,35231,Leandro Marelli,.06,2.40,.00,2.40
417,0,32798,Seong-Yong Kim,.06,2.39,-.09,2.48
418,0,01886,Peter O'Malley,.06,2.38,-5.82,.00
419,0,24775,Chehuang Tsai,.06,2.34,-1.68,.00
420,0,22253,Taichiro Kiyota,.06,2.34,-5.29,.00
421,0,31109,Richard Lee,.06,2.31,-1.74,.00
422,0,33966,Kunal Bhasin,.06,2.30,-1.44,.00
423,0,20808,Vaughn Groenewald,.06,2.29,-1.48,2.57
424,0,35173,Allan Versfeld,.06,2.28,-.76,3.04
425,0,24532,Chang Tse-peng,.06,2.27,-.72,2.17
426,0,27642,Artemio Murakami,.06,2.24,-3.68,.00
427,0,25120,Dohoon Kim,.06,2.21,-3.80,.00
428,0,30736,Oscar Fraustro,.06,2.21,-1.60,.00
429,0,22113,Wen-Teh Lu,.05,2.18,-4.90,.00
430,0,25146,Leigh McKechnie,.05,2.17,-2.67,.00
431,0,27663,Yuudai Maeda,.05,2.33,-5.38,.00
