RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,28237,Rory McIlroy,818
2,0,19825,Darren Clarke,600
3,0,20396,Lee Westwood,454
4,0,20859,Anders Hansen,258
5,0,23814,Edoardo Molinari,209
6,0,22792,Peter Hanson,205
7,0,27408,Martin Kaymer,204
8,0,33399,Adam Hadwin,190
9,0,34021,Bud Cauley,181
10,0,28258,K.T. Kim,179
11,0,10944,Thomas Bjørn,150
12,0,27072,Alvaro Quiros,147
13,0,33199,Matteo Manassero,101
14,0,24512,Simon Dyson,100
15,0,27896,Ross Fisher,98
15,0,29289,S.Y. Noh,98
17,0,20832,Raphael Jacquelin,94
18,0,25198,Francesco Molinari,92
19,0,29223,Sam Saunders,91
20,0,19958,Miguel Angel Jiménez,91
21,0,30852,Ryo Ishikawa,87
22,0,27088,Johan Edfors,82
23,0,26539,Robert Rock,76
24,0,33461,Morgan Hoffmann,70
25,0,21284,Hiroyuki Fujita,68
26,0,24494,Erik Compton,67
27,0,26908,Yuta Ikeda,62
28,0,28937,George Coetzee,61
28,0,29670,Pablo Larrazabal,61
30,0,27349,Alex Noren,55
31,0,20569,Richard Green,54
32,0,22896,Grégory Havret,49
33,0,29780,Do-Hoon Kim,37
34,0,31640,Gary Boyd,31
34,0,24957,Simon Khan,31
36,0,28259,Sangmoon Bae,28
37,0,20378,Mathias Grönberg,26
38,0,26949,Josh Broadaway,25
39,0,24748,WC Liang,24
39,0,31114,Drew Weaver,24
41,0,26525,Grégory Bourdy,21
41,0,27910,Floris De Vries,21
41,0,25948,Richard McEvoy,21
44,0,20574,Mathew Goggin,20
45,0,21207,José Manuel Lara,20
46,0,26500,Alejandro Cañizares,17
47,0,20121,Todd Fischer,16
48,0,30191,Julián Etulain,13
48,0,27037,Sal Spallone,13
50,0,21633,Steve Allan,13
51,0,28308,Troy Kelly,12
52,0,20367,Fredrik Andersson Hed,12
52,0,20376,Stephen Gallacher,12
54,0,07707,Mike Small,11
55,0,23481,Marcel Siem,10
56,0,29222,Billy Hurley III,8
57,0,28300,Joost Luiten,7
57,0,24077,Matthew Millar,7
59,0,06350,Bob May,6
60,0,19904,Paul Lawrie,5
61,0,34360,Patrick Reed,3
62,0,28455,Will Claxton,3
63,0,25109,Christo Greyling,2
63,0,20940,Kenichi Kuboya,2
65,0,31115,Michio Matsumura,1
66,0,21461,Kenneth Ferrie,1
67,0,24219,Wes Heffernan,1
67,0,34554,Jung-gon Hwang,1
69,0,29740,Brad Fritsch,1
70,0,27386,Dustin Risdon,1
71,0,29546,Dave Schultz,1
72,0,25936,Alex Aragon
