RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
137,0,22293,Heath Slocum,16.146,387.504
138,0,20498,Briny Baird,16.142,258.279
139,0,22056,Cameron Percy,16.073,160.730
140,0,01926,Steve Pate,16.000,16.000
140,0,02256,Tom Watson,16.000,48.000
142,0,07457,Steve Flesch,15.996,351.904
143,0,22621,Ben Curtis,15.989,303.789
144,0,20848,Ángel Cabrera,15.790,236.845
145,0,02214,Kirk Triplett,15.750,110.250
146,0,23788,D.J. Trahan,15.677,391.917
147,0,26300,Matt Jones,15.602,327.633
148,0,22961,David Mathis,15.532,326.180
149,0,20472,Alex Cejka,15.134,302.682
150,0,25274,Steven Bowditch,15.093,347.130
151,0,01968,Nick Price,15.000,15.000
152,0,24507,Jason Bohn,14.965,284.340
153,0,12652,Cameron Beckman,14.734,324.150
154,0,01766,Billy Mayfair,14.726,353.430
155,0,07867,Woody Austin,14.710,220.647
156,0,27330,Josh Teater,14.550,392.850
157,0,12602,Dean Wilson,14.441,317.696
158,0,28486,Michael Putnam,14.289,300.069
159,0,10860,Justin Leonard,14.267,328.152
160,0,10733,Kent Jones,14.165,297.470
161,0,21407,Arjun Atwal,14.127,339.047
162,0,20127,Chris Riley,13.905,292.000
163,0,20436,Garrett Willis,13.511,270.210
164,0,01948,Tim Petrovic,13.054,326.340
165,0,10505,Shane Bertsch,12.942,207.077
166,0,31202,William McGirt,12.837,333.750
167,0,06621,Joe Durant,12.383,260.050
168,0,10585,Scott McCarron,12.296,221.330
169,0,21528,Henrik Stenson,12.231,159.000
170,0,27974,Sung Kang,12.164,218.953
171,0,23497,Tag Ridings,11.901,285.616
172,0,01157,Tom Byrum,11.750,11.750
173,0,01473,Todd Hamilton,11.725,117.250
174,0,26289,Boo Weekley,11.720,222.682
175,0,33413,Ben Martin,11.512,241.750
176,0,31401,Zack Miller,11.164,290.255
177,0,23673,Michael Connell,10.583,232.833
178,0,20850,Daniel Chopra,10.500,21.000
179,0,26695,Michael Letzig,10.382,114.200
180,0,08375,Paul Stankowski,10.350,207.000
181,0,32698,Bobby Gates,10.250,256.240
182,0,28118,Peter Tomasulo,10.104,121.250
183,0,01577,Lee Janzen,9.894,168.196
184,0,01707,Steve Lowery,9.875,19.750
185,0,30711,Colt Knost,9.852,226.590
186,0,27060,John Mallinger,9.756,136.590
187,0,09011,David Duval,9.571,191.410
188,0,20580,Andre Stolz,9.493,18.985
189,0,23718,Nathan Green,9.481,208.575
190,0,28679,Fabián Gómez,9.454,207.989
191,0,29420,Billy Horschel,9.358,196.527
192,0,11032,Frank Lickliter II,9.297,102.265
193,0,01928,Corey Pavin,9.250,37.000
194,0,26668,Marc Turnesa,9.232,175.414
195,0,31557,Jim Herman,8.898,160.170
196,0,23349,Charles Warren,8.875,88.750
197,0,24912,Will MacKenzie,8.750,105.000
198,0,26881,Jarrod Lyle,8.698,217.453
199,0,08537,J.P. Hayes,8.655,147.130
200,0,35087,Bio Kim,8.512,178.750
201,0,01945,Kenny Perry,8.442,109.750
202,0,19881,Robert Damron,8.417,25.250
203,0,25834,Daniel Summerhays,8.407,210.170
204,0,30946,Alex Prugh,8.377,209.420
205,0,31193,Jim Renner,8.297,149.342
206,0,25190,Jeff Quinney,8.106,89.167
207,0,10213,Dicky Pride,7.938,63.500
208,0,19824,Craig Barlow,7.850,39.250
209,0,01313,Steve Elkington,7.661,107.250
210,0,25444,Justin Hicks,7.644,145.235
211,0,26420,Richard Johnson,7.565,143.730
212,0,25720,Chad Collins,7.531,120.500
213,0,24290,D.J. Brigman,7.365,139.930
214,0,06214,Guy Boros,7.250,7.250
215,0,25457,Alexandre Rocha,7.069,127.250
216,0,22892,Jason Gore,6.970,41.820
217,0,06515,Shaun Micheel,6.953,159.910
218,0,32640,Troy Merritt,6.888,130.880
219,0,01161,Mark Calcavecchia,6.800,34.000
220,0,24980,Scott Gutschewski,6.597,125.350
221,0,01724,Jeff Maggert,6.357,89.000
222,0,32876,Martin Piller,6.341,120.480
223,0,27302,Garth Mulroy,6.125,24.500
224,0,01249,John Daly,6.107,109.930
225,0,20094,Jonathan Kaye,6.000,12.000
226,0,29478,Kevin Kisner,5.788,115.750
227,0,27797,Derek Lamely,5.601,123.222
228,0,34072,Will Strickler,5.567,83.500
229,0,33911,Nate Smith,5.522,110.446
230,0,29720,Andres Gonzales,5.456,92.750
231,0,07363,Craig Bowden,5.250,21.000
232,0,34255,Joseph Bramlett,5.240,110.044
233,0,20433,Mark Hensby,4.875,29.250
234,0,07749,Brett Quigley,4.687,46.870
235,0,01797,Rocco Mediate,4.447,84.500
236,0,06197,Michael Allen,4.313,17.250
237,0,01978,Fran Quinn,4.286,30.000
238,0,10425,Jay Williamson,4.208,25.250
239,0,23614,Rich Beem,4.118,78.250
240,0,12660,Jesper Parnevik,4.050,40.500
241,0,12714,Chris Tidland,3.958,43.535
242,0,24503,Jeff Klauk,3.947,31.574
243,0,08385,Omar Uresti,3.800,19.000
244,0,01388,Robert Gamez,3.556,32.000
245,0,29461,Jamie Lovemark,3.389,30.500
246,0,06012,Greg Kraft,3.000,3.000
247,0,27124,Chris Baryla,2.882,49.000
248,0,21959,Ted Purdy,2.333,14.000
249,0,02246,Duffy Waldorf,1.886,24.514
250,0,27796,Joe Affrunti,1.762,10.574
251,0,26498,Matt Weibring,1.700,8.500
252,0,20095,Carl Paulson,1.694,15.250
253,0,26882,Michael Sim,1.682,26.910
254,0,27990,Scott Gordon,1.609,25.750
255,0,20029,Notah Begay III,1.563,6.250
256,0,01381,Fred Funk,1.286,9.000
257,0,06373,José María Olazábal,.542,3.250
258,0,01685,J.L. Lewis,.470,.470
259,0,07223,Brian Bateman,.460,.460
260,0,27436,Graham DeLaet,.435,.870
261,0,01132,Mark Brooks,.400,2.000
262,0,01887,Mark O'Meara,.307,.920
263,0,01619,Skip Kendall,.165,.990
264,0,10423,Mike Weir,.122,1.830
