RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,29221,Webb Simpson,3622310
2,0,23983,Luke Donald,3054967
3,0,24502,Adam Scott,2223320
4,0,22405,Justin Rose,1931500
5,0,33141,Keegan Bradley,1866900
6,0,24924,Bill Haas,1809896
7,0,30925,Dustin Johnson,1672996
8,0,26476,Chez Reavie,1392331
9,0,25686,Jason Dufner,1379800
10,0,23108,Matt Kuchar,1355059
11,0,24781,Hunter Mahan,1294754
12,0,20645,John Senden,1198511
13,0,27649,Brandt Snedeker,1194811
14,0,23800,Bryce Molder,1187933
15,0,28089,Jason Day,1186060
16,0,27095,Nick Watney,1101440
17,0,25396,Kevin Na,1077231
18,0,02206,David Toms,937360
19,0,25818,Scott Piercy,885796
20,0,22046,Geoff Ogilvy,873967
21,0,23541,Ben Crane,870743
22,0,06567,Vijay Singh,838920
23,0,31323,Gary Woodland,794027
24,0,22371,Aaron Baddeley,764844
25,0,32102,Rickie Fowler,741740
26,0,24357,K.J. Choi,740448
27,0,27770,Camilo Villegas,738467
28,0,21961,Charles Howell III,712969
29,0,10809,Jim Furyk,708904
30,0,23623,Bo Van Pelt,663230
31,0,08075,Jerry Kelly,656448
32,0,24490,George McNeill,643017
33,0,24663,Y.E. Yang,636676
34,0,30750,Tommy Gainey,624960
35,0,20859,Anders Hansen,613500
36,0,20498,Briny Baird,611725
37,0,19970,Robert Karlsson,595060
38,0,10860,Justin Leonard,593540
39,0,24925,Jonathan Byrd,580716
40,0,25345,Carl Pettersson,580315
41,0,01810,Phil Mickelson,576968
42,0,22378,Trevor Immelman,557898
43,0,29518,Brendan Steele,516206
44,0,06527,Steve Stricker,495262
45,0,06522,Ernie Els,494446
46,0,29910,Blake Adams,448507
47,0,21753,Brian Davis,443590
48,0,21209,Sergio Garcia,427468
49,0,28258,K.T. Kim,427073
50,0,22348,Nick O'Hern,426735
51,0,27466,Spencer Levin,426172
52,0,21878,Mark Wilson,421787
53,0,34021,Bud Cauley,416005
54,0,30110,Kyle Stanley,414291
55,0,25804,Bubba Watson,413326
56,0,24361,Pat Perez,406740
57,0,22913,John Rollins,401170
58,0,24024,Zach Johnson,397433
59,0,26596,Ryan Moore,385183
60,0,27974,Sung Kang,384236
61,0,20396,Lee Westwood,377000
62,0,21731,Freddie Jacobson,371291
63,0,26758,David Hearn,356004
64,0,32150,Michael Thompson,351093
65,0,06573,Brandt Jobe,344808
66,0,28087,Kris Blanks,339793
67,0,12716,Charley Hoffman,338933
68,0,29420,Billy Horschel,333336
69,0,30852,Ryo Ishikawa,332500
70,0,02239,Scott Verplank,331000
71,0,27936,Martin Laird,327553
72,0,10885,Robert Allenby,319149
73,0,25900,Lucas Glover,301014
74,0,25240,D.A. Points,300693
75,0,01941,Tom Pernice Jr.,299842
76,0,32366,Kevin Chappell,299601
77,0,01766,Billy Mayfair,293085
78,0,27330,Josh Teater,292903
79,0,26331,Charl Schwartzel,292886
80,0,06643,Paul Goydos,274212
81,0,10505,Shane Bertsch,272053
82,0,27963,Chris Stroud,271320
83,0,27064,Jhonattan Vegas,267946
84,0,26329,Louis Oosthuizen,261300
85,0,27939,Matt McQuillan,256438
86,0,27214,Kevin Streelman,242458
87,0,22293,Heath Slocum,238279
88,0,10585,Scott McCarron,236008
89,0,20766,Padraig Harrington,234019
90,0,12782,Tim Herron,233817
91,0,28237,Rory McIlroy,230400
92,0,24140,Sean O'Hair,220217
93,0,25632,Jimmy Walker,215852
94,0,25364,Paul Casey,211811
95,0,12510,Chad Campbell,204944
96,0,31202,William McGirt,203453
97,0,28475,Jeff Overton,200660
98,0,23621,Rory Sabbatini,198330
99,0,07457,Steve Flesch,195617
100,0,23320,Ryan Palmer,189386
101,0,24604,Hunter Haas,182621
102,0,31193,Jim Renner,180322
103,0,20157,Retief Goosen,172690
104,0,24138,Ian Poulter,170300
105,0,33419,Cameron Tringale,166833
106,0,29478,Kevin Kisner,164111
107,0,33413,Ben Martin,164046
108,0,22961,David Mathis,158342
109,0,20593,Greg Chalmers,155706
110,0,20160,Charlie Wi,155362
111,0,28158,Steve Marino,153520
112,0,24507,Jason Bohn,146047
113,0,26851,Marc Leishman,143563
114,0,23638,Brendon de Jonge,142903
115,0,20436,Garrett Willis,141520
116,0,27797,Derek Lamely,138574
117,0,33399,Adam Hadwin,138313
118,0,06621,Joe Durant,137631
119,0,20848,Ángel Cabrera,137375
120,0,23548,Bill Lunde,135952
121,0,25198,Francesco Molinari,135500
122,0,30692,Scott Stallings,133837
123,0,20572,Rod Pampling,133684
124,0,30926,Chris Kirk,132800
125,0,01706,Davis Love III,132670
126,0,26287,Roland Thatcher,131298
127,0,21407,Arjun Atwal,125938
128,0,25274,Steven Bowditch,122260
129,0,26951,Johnson Wagner,120491
130,0,23788,D.J. Trahan,119129
131,0,23409,James Driscoll,117875
132,0,01313,Steve Elkington,117649
133,0,01116,Michael Bradley,117039
134,0,24358,Robert Garrigus,116136
135,0,21528,Henrik Stenson,114642
136,0,21805,Harrison Frazar,110740
137,0,27060,John Mallinger,108610
138,0,25457,Alexandre Rocha,105375
139,0,01948,Tim Petrovic,104992
140,0,28620,Aron Price,104377
141,0,08375,Paul Stankowski,104273
142,0,24912,Will MacKenzie,103871
143,0,25562,Andres Romero,102780
144,0,29720,Andres Gonzales,101938
145,0,25572,Graeme McDowell,101340
146,0,26695,Michael Letzig,98000
147,0,22792,Peter Hanson,96650
148,0,33199,Matteo Manassero,94750
149,0,23718,Nathan Green,93896
150,0,08793,Tiger Woods,88875
151,0,27349,Alex Noren,86500
152,0,26679,Kevin Stadler,83218
153,0,27933,John Merrick,83142
154,0,24512,Simon Dyson,82000
155,0,23814,Edoardo Molinari,79500
156,0,23325,Vaughn Taylor,73556
157,0,25834,Daniel Summerhays,72110
158,0,20127,Chris Riley,70750
159,0,27408,Martin Kaymer,68500
159,0,22400,Hennie Otto,68500
161,0,32698,Bobby Gates,68489
162,0,07867,Woody Austin,67554
163,0,24980,Scott Gutschewski,66971
164,0,20098,Stuart Appleby,64964
165,0,06004,Stephen Ames,64658
166,0,21350,Ryuji Imada,63777
167,0,29718,Anthony Kim,61900
168,0,20569,Richard Green,58500
168,0,29670,Pablo Larrazabal,58500
170,0,26908,Yuta Ikeda,58000
171,0,35087,Bio Kim,57465
172,0,24846,Ricky Barnes,56924
173,0,01320,Bob Estes,54076
174,0,06251,Chris DiMarco,54069
175,0,19958,Miguel Angel Jiménez,53400
176,0,26881,Jarrod Lyle,53129
177,0,20229,Stewart Cink,53000
178,0,22056,Cameron Percy,50761
179,0,27120,Troy Matteson,50618
180,0,09011,David Duval,49032
181,0,31557,Jim Herman,48771
182,0,26289,Boo Weekley,47220
183,0,27072,Alvaro Quiros,46500
184,0,20378,Mathias Grönberg,42000
185,0,34255,Joseph Bramlett,40427
186,0,30711,Colt Knost,40350
187,0,10944,Thomas Bjørn,39250
187,0,19825,Darren Clarke,39250
189,0,33911,Nate Smith,39043
190,0,08537,J.P. Hayes,37935
191,0,21949,Joe Ogilvie,37733
192,0,29342,Jae-bum Park,37500
193,0,28679,Fabián Gómez,36879
194,0,23353,J.J. Henry,36280
195,0,34072,Will Strickler,35608
196,0,30946,Alex Prugh,34720
