RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,07457,Steve Flesch,65
2,0,01381,Fred Funk,62
2,0,02170,Hal Sutton,62
4,0,10809,Jim Furyk,61
5,0,01320,Bob Estes,60
6,0,01527,Scott Hoch,58
6,0,01619,Skip Kendall,58
6,0,02104,Jeff Sluman,58
9,0,20229,Stewart Cink,57
10,0,01761,Len Mattiace,56
10,0,01945,Kenny Perry,56
10,0,02223,Bob Tway,56
13,0,09011,David Duval,55
13,0,01553,John Huston,55
13,0,11032,Frank Lickliter II,55
13,0,01748,Doug Martin,55
13,0,01771,Blaine McCallister,55
13,0,02239,Scott Verplank,55
19,0,10860,Justin Leonard,54
20,0,01943,Chris Perry,53
21,0,01161,Mark Calcavecchia,52
21,0,01175,Jim Carter,52
21,0,01219,John Cook,52
21,0,06595,Kevin Sutherland,52
25,0,08931,Glen Day,51
25,0,01533,P.H. Horgan III,51
25,0,01766,Billy Mayfair,51
25,0,01891,David Ogrin,51
25,0,01926,Steve Pate,51
25,0,02131,Mike Springer,51
25,0,08385,Omar Uresti,51
32,0,01599,Steve Jones,50
33,0,01063,Ben Bates,49
33,0,06643,Paul Goydos,49
33,0,12782,Tim Herron,49
33,0,06567,Vijay Singh,49
33,0,02214,Kirk Triplett,49
33,0,02218,Ted Tryba,49
39,0,01024,Billy Andrade,48
39,0,12645,Brent Geiberger,48
39,0,06527,Steve Stricker,48
42,0,01203,Russ Cochran,47
42,0,06617,Brian Henninger,47
42,0,01707,Steve Lowery,47
42,0,02007,Larry Rinker,47
46,0,01035,Tommy Armour III,46
46,0,01361,Dan Forsman,46
46,0,01577,Lee Janzen,46
46,0,01685,J.L. Lewis,46
46,0,01723,Andrew Magee,46
46,0,02101,Joey Sindelar,46
46,0,06078,Esteban Toledo,46
46,0,02245,Grant Waite,46
54,0,06251,Chris DiMarco,45
54,0,06044,Scott Gump,45
54,0,01510,Nolan Henke,45
57,0,20099,Doug Barron,44
57,0,19881,Robert Damron,44
57,0,06012,Greg Kraft,44
57,0,01724,Jeff Maggert,44
57,0,02008,Lee Rinker,44
57,0,02010,Loren Roberts,44
57,0,02023,Clarence Rose,44
57,0,02146,Payne Stewart,44
57,0,02206,David Toms,44
66,0,07569,Mark Carnevale,43
66,0,01185,Brandel Chamblee,43
66,0,01191,Barry Cheesman,43
66,0,01323,Brad Fabel,43
66,0,21805,Harrison Frazar,43
66,0,01475,Donnie Hammond,43
66,0,08075,Jerry Kelly,43
66,0,01823,Larry Mize,43
66,0,06581,David Sutherland,43
75,0,01098,Jay Don Blake,42
75,0,01408,Kelly Gibson,42
75,0,01706,Davis Love III,42
75,0,10585,Scott McCarron,42
75,0,08553,Lee Porter,42
75,0,07749,Brett Quigley,42
75,0,02106,Chris Smith,42
75,0,08375,Paul Stankowski,42
75,0,02246,Duffy Waldorf,42
84,0,01157,Tom Byrum,41
84,0,01282,Trevor Dodds,41
84,0,06064,Jeff Gallagher,41
84,0,08993,Franklin Langham,41
84,0,01941,Tom Pernice Jr.,41
84,0,08793,Tiger Woods,41
90,0,21584,Richie Coughlan,40
90,0,06575,Dudley Hart,40
90,0,01549,Mike Hulbert,40
90,0,06332,Neal Lancaster,40
90,0,01677,Tom Lehman,40
90,0,06090,Jim McGovern,40
90,0,01797,Rocco Mediate,40
90,0,01887,Mark O'Meara,40
98,0,01226,Fred Couples,39
98,0,01457,Jay Haas,39
100,0,01266,Clark Dennis,38
100,0,01569,Peter Jacobsen,38
100,0,01810,Phil Mickelson,38
100,0,10423,Mike Weir,38
100,0,02279,Mark Wiebe,38
105,0,01376,Bob Friend,37
105,0,01928,Corey Pavin,37
107,0,01249,John Daly,36
107,0,06315,Pete Jordan,36
107,0,02002,John Riegger,36
107,0,07753,Kevin Wentworth,36
111,0,01042,Paul Azinger,35
111,0,01132,Mark Brooks,35
111,0,01353,Bruce Fleisher,35
111,0,10733,Kent Jones,35
111,0,08339,Spike McRoy,35
111,0,06132,Sonny Skinner,35
111,0,07101,Dave Stockton Jr.,35
118,0,01139,Olin Browne,34
118,0,01261,Jay Delsing,34
118,0,06621,Joe Durant,34
118,0,01996,Mike Reid,34
118,0,02133,Craig Stadler,34
123,0,19824,Craig Barlow,33
123,0,01093,Ronnie Black,33
123,0,10569,Mike Brisky,33
123,0,01329,Brad Faxon,33
123,0,08545,Glen Hnatiuk,33
123,0,02294,Willie Wood,33
123,0,02321,Fuzzy Zoeller,33
130,0,06004,Stephen Ames,32
130,0,01096,Phil Blackmar,32
130,0,01306,David Edwards,32
130,0,01468,Gary Hallberg,32
130,0,08537,J.P. Hayes,32
130,0,12663,Phil Tataurangi,32
130,0,02241,Bobby Wadkins,32
137,0,01331,Rick Fehr,31
137,0,01414,Bob Gilder,31
137,0,12660,Jesper Parnevik,31
137,0,01968,Nick Price,31
137,0,06613,Tommy Tolles,31
142,0,01116,Michael Bradley,30
142,0,01905,Joe Ozaki,30
142,0,02135,Mike Standly,30
145,0,01302,R.W. Eaks,29
145,0,01385,Jim Gallagher Jr.,29
145,0,01705,Tim Loustalot,29
148,0,20094,Jonathan Kaye,28
148,0,07707,Mike Small,28
148,0,02267,D.A. Weibring,28
151,0,01334,Keith Fergus,27
151,0,01388,Robert Gamez,27
151,0,10962,Bradley Hughes,27
154,0,20098,Stuart Appleby,26
154,0,01418,Bill Glasson,26
154,0,07087,Hugh Royer III,26
157,0,01196,Brian Claar,25
157,0,10195,Tim Conley,25
157,0,21007,Gabriel Hjertstedt,25
157,0,01607,Brian Kamm,25
161,0,06214,Guy Boros,24
161,0,10457,Frank Nobilo,24
161,0,02190,Doug Tewell,24
161,0,02256,Tom Watson,24
165,0,01060,Dave Barr,23
165,0,01313,Steve Elkington,23
165,0,06522,Ernie Els,23
165,0,06056,Jim Estes,23
165,0,01378,David Frost,23
165,0,01717,Sandy Lyle,23
165,0,08547,John Maginnes,23
165,0,01960,Don Pooley,23
173,0,01201,Lennie Clements,22
173,0,02099,Scott Simpson,22
175,0,01006,John Adams,21
175,0,01014,Fulton Allem,21
175,0,20154,Guy Hill,21
175,0,10207,Jimmy Johnston,21
175,0,01604,Steve Jurgensen,21
175,0,07235,John Morse,21
175,0,01920,Craig Parry,21
175,0,02159,Curtis Strange,21
183,0,19883,Joe Daley,20
184,0,01133,Billy Ray Brown,19
184,0,01633,Tom Kite,19
184,0,02049,Gene Sauers,19
184,0,12755,Vance Veazey,19
188,0,10885,Robert Allenby,18
188,0,06791,Mark Wurtz,18
190,0,06270,Bobby Gage,17
190,0,21631,Iain Steel,17
192,0,08337,Mike Heinen,16
192,0,01690,Bruce Lietzke,16
192,0,02033,Dave Rummells,16
195,0,07867,Woody Austin,15
195,0,01072,Chip Beck,15
195,0,01156,Curt Byrum,15
195,0,01326,Nick Faldo,15
195,0,01374,Robin Freeman,15
195,0,10213,Dicky Pride,15
201,0,01068,Andy Bean,14
201,0,12387,Michael Christie,14
201,0,21593,Keith Nolan,14
201,0,02322,Richard Zokol,14
205,0,01975,Tom Purtzer,13
206,0,08635,Colin Montgomerie,12
207,0,01200,Keith Clearwater,11
207,0,07095,Lan Gooch,11
207,0,20396,Lee Westwood,11
210,0,01444,Ken Green,10
210,0,01682,Wayne Levi,10
210,0,01938,David Peoples,10
213,0,01469,Dan Halldorson,9
213,0,01666,Bernhard Langer,9
213,0,02230,Stan Utley,9
216,0,20585,Niclas Fasth,8
216,0,01755,Dick Mast,8
216,0,06373,José María Olazábal,8
216,0,01958,Dan Pohl,8
216,0,02225,Howard Twitty,8
216,0,02242,Lanny Wadkins,8
216,0,02300,Ian Woosnam,8
223,0,01284,Mike Donald,7
223,0,01435,Wayne Grady,7
223,0,23353,J.J. Henry,7
223,0,08633,Per-Ulrik Johansson,7
223,0,23108,Matt Kuchar,7
223,0,01864,Larry Nelson,7
229,0,06014,Eric Booker,6
229,0,01235,Ben Crenshaw,6
229,0,07267,Allen Doyle,6
229,0,01305,Danny Edwards,6
229,0,23125,Brad Elder,6
229,0,01949,Mark Pfeil,6
229,0,02244,Fred Wadsworth,6
236,0,12680,Shigeki Maruyama,5
236,0,01886,Peter O'Malley,5
236,0,01984,Sam Randolph,5
236,0,02094,Tony Sills,5
236,0,02115,Taylor Smith,5
241,0,07003,David Berganio Jr.,4
241,0,20997,Keoke Cotner,4
241,0,12740,Paul Devenport,4
241,0,01514,Eduardo Herrera,4
241,0,01522,Lon Hinkle,4
241,0,01701,Bob Lohr,4
241,0,06515,Shaun Micheel,4
241,0,19909,Pete Morgan,4
241,0,01869,Jack Nicklaus,4
241,0,01925,Jerry Pate,4
241,0,02100,Tim Simpson,4
241,0,02224,Greg Twiggs,4
241,0,02257,Brian Watts,4
254,0,07137,Ashley Chinner,3
254,0,19825,Darren Clarke,3
254,0,01206,Bobby Cole,3
254,0,10909,Rett Crowder,3
254,0,06034,Marco Dawson,3
254,0,07763,Doug Dunakey,3
254,0,23338,David Gossett,3
254,0,20992,Kazuhiko Hosokawa,3
254,0,12449,Ryan Howison,3
254,0,01559,Hale Irwin,3
254,0,01571,Barry Jaeckel,3
254,0,01593,Philip Jonas,3
254,0,01641,Gary Koch,3
254,0,01725,John Mahaffey,3
254,0,20445,Casey Martin,3
254,0,06350,Bob May,3
254,0,01779,Gary McCord,3
254,0,19817,Michael Muehr,3
254,0,02067,Ted Schulz,3
