RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,24358,Robert Garrigus,26' 8",658,17543.250,-95.00
2,0,24502,Adam Scott,27' 0",710,19175.417,-132.00
3,0,30925,Dustin Johnson,27' 9",776,21533.917,-145.00
4,0,35532,Tom Hoge,28' 4",767,21762.583,-55.00
4,0,23325,Vaughn Taylor,28' 4",873,24740.250,-37.00
6,0,25349,Tim Wilkinson,28' 6",660,18818.583,-80.00
7,0,25686,Jason Dufner,28' 9",1034,29747.583,-93.00
8,0,26596,Ryan Moore,28' 11",898,25982.333,-116.00
8,0,33448,Justin Thomas,28' 11",896,25942.250,-86.00
10,0,27141,J.B. Holmes,29' 2",698,20372.750,-82.00
11,0,40026,Daniel Berger,29' 3",906,26515.083,-112.00
11,0,32150,Michael Thompson,29' 3",704,20600.833,-75.00
11,0,28132,Tyrone Van Aswegen,29' 3",1099,32105.500,-74.00
14,0,26758,David Hearn,29' 4",1135,33304.750,-125.00
15,0,10809,Jim Furyk,29' 5",635,18656.333,-59.00
15,0,32839,Hideki Matsuyama,29' 5",761,22405.667,-110.00
17,0,33122,Russell Knox,29' 6",919,27078.167,-87.00
17,0,35879,Kelly Kraft,29' 6",582,17159.833,-74.00
17,0,28237,Rory McIlroy,29' 6",613,18104.000,-91.00
20,0,34264,Hudson Swafford,29' 7",1201,35483.333,-124.00
20,0,25804,Bubba Watson,29' 7",591,17465.333,-82.00
22,0,36689,Brooks Koepka,29' 8",723,21474.083,-91.00
23,0,33141,Keegan Bradley,29' 9",855,25413.500,-65.00
24,0,22892,Jason Gore,29' 10",804,23957.833,-22.00
24,0,34563,Chesson Hadley,29' 10",832,24833.500,-79.00
24,0,08075,Jerry Kelly,29' 10",859,25656.417,-55.00
24,0,29478,Kevin Kisner,29' 10",958,28612.500,-135.00
28,0,24357,K.J. Choi,29' 11",923,27650.250,-92.00
29,0,31646,Emiliano Grillo,30' 0",1004,30142.833,-112.00
29,0,29222,Billy Hurley III,30' 0",799,23971.583,-73.00
29,0,01810,Phil Mickelson,30' 0",680,20408.667,-110.00
29,0,30163,Henrik Norlander,30' 0",701,21009.250,-66.00
29,0,20572,Rod Pampling,30' 0",501,15010.167,-28.00
34,0,24024,Zach Johnson,30' 1",996,29953.083,-115.00
34,0,29221,Webb Simpson,30' 1",763,22962.167,-77.00
34,0,29518,Brendan Steele,30' 1",918,27613.750,-63.00
34,0,34431,Robert Streb,30' 1",831,24966.583,-49.00
38,0,26476,Chez Reavie,30' 2",1054,31813.250,-109.00
39,0,23320,Ryan Palmer,30' 3",984,29788.750,-105.00
39,0,30110,Kyle Stanley,30' 3",1085,32847.667,-80.00
41,0,30926,Chris Kirk,30' 4",975,29595.667,-96.00
41,0,35732,Wes Roach,30' 4",564,17128.500,-37.00
43,0,25900,Lucas Glover,30' 5",905,27531.583,-102.00
43,0,34098,Russell Henley,30' 5",917,27924.500,-97.00
45,0,37273,Derek Ernst,30' 6",552,16820.750,-30.00
45,0,25198,Francesco Molinari,30' 6",773,23607.000,-41.00
45,0,20691,Greg Owen,30' 6",855,26097.167,-52.00
45,0,25240,D.A. Points,30' 6",503,15353.250,-20.00
49,0,35545,Blayne Barber,30' 7",1006,30738.417,-94.00
49,0,29485,Brett Stegmaier,30' 7",981,29970.083,-62.00
51,0,32366,Kevin Chappell,30' 8",1011,31016.833,-85.00
51,0,29720,Andres Gonzales,30' 8",807,24722.000,-57.00
51,0,35539,Luke Guthrie,30' 8",550,16852.333,-52.00
51,0,24912,Will MacKenzie,30' 8",857,26264.333,-52.00
51,0,32640,Troy Merritt,30' 8",810,24833.500,-93.00
51,0,25396,Kevin Na,30' 8",909,27855.833,-95.00
51,0,26329,Louis Oosthuizen,30' 8",547,16766.917,-49.00
51,0,31560,Brian Stuard,30' 8",852,26120.417,-49.00
59,0,24507,Jason Bohn,30' 9",816,25116.000,-49.00
59,0,32102,Rickie Fowler,30' 9",813,25018.250,-117.00
61,0,30944,Jason Kokrak,30' 10",926,28528.583,-80.00
61,0,23108,Matt Kuchar,30' 10",1046,32285.417,-135.00
61,0,27942,Rob Oppenheim,30' 10",627,19350.833,-38.00
