RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,33141,Keegan Bradley,69,44,25
2,0,30110,Kyle Stanley,79,66,13
3,0,27436,Graham DeLaet,89,34,55
4,0,25900,Lucas Glover,90,50,40
5,0,32102,Rickie Fowler,93,41,52
6,0,46732,Rick Lamb,98,54,44
7,0,27936,Martin Laird,99,62,37
8,0,33204,Shane Lowry,100,67,33
9,0,25198,Francesco Molinari,104,98,6
10,0,21209,Sergio Garcia,105,30,75
11,0,25364,Paul Casey,107,58,49
11,0,31557,Jim Herman,107,96,11
13,0,29518,Brendan Steele,109,40,69
14,0,34098,Russell Henley,114,54,60
14,0,27214,Kevin Streelman,114,84,30
16,0,34264,Hudson Swafford,116,22,94
17,0,26289,Boo Weekley,119,116,3
18,0,31323,Gary Woodland,128,13,115
19,0,35450,Patrick Cantlay,129,48,81
20,0,31646,Emiliano Grillo,130,91,39
21,0,30944,Jason Kokrak,131,17,114
22,0,25686,Jason Dufner,132,78,54
22,0,25804,Bubba Watson,132,20,112
24,0,29223,Sam Saunders,133,88,45
25,0,48081,Xander Schauffele,134,16,118
26,0,29478,Kevin Kisner,139,120,19
26,0,37189,Harold Varner III,139,29,110
28,0,46970,Jon Rahm,140,20,120
29,0,29420,Billy Horschel,141,43,98
29,0,47128,Richy Werenski,141,109,32
31,0,32366,Kevin Chappell,142,23,119
31,0,24781,Hunter Mahan,142,79,63
33,0,30925,Dustin Johnson,145,2,143
34,0,29725,Tony Finau,146,10,136
34,0,33122,Russell Knox,146,126,20
36,0,32839,Hideki Matsuyama,147,26,121
36,0,26596,Ryan Moore,147,130,17
36,0,24140,Sean O'Hair,147,58,89
39,0,24358,Robert Garrigus,148,37,111
39,0,23621,Rory Sabbatini,148,105,43
41,0,39324,J.J. Spaun,149,107,42
42,0,26329,Louis Oosthuizen,152,69,83
43,0,30191,Julián Etulain,153,89,64
43,0,32448,James Hahn,153,86,67
43,0,26476,Chez Reavie,153,149,4
46,0,23353,J.J. Henry,156,83,73
46,0,31202,William McGirt,156,149,7
48,0,33413,Ben Martin,159,103,56
48,0,23320,Ryan Palmer,159,27,132
48,0,23497,Tag Ridings,159,32,127
48,0,24502,Adam Scott,159,15,144
52,0,22405,Justin Rose,160,35,125
53,0,36689,Brooks Koepka,161,7,154
53,0,27129,Luke List,161,4,157
53,0,29461,Jamie Lovemark,161,24,137
56,0,40026,Daniel Berger,162,62,100
56,0,24024,Zach Johnson,162,140,22
56,0,28237,Rory McIlroy,162,1,161
59,0,31420,Anirban Lahiri,164,61,103
59,0,34213,Grayson Murray,164,12,152
61,0,27064,Jhonattan Vegas,166,33,133
62,0,34021,Bud Cauley,168,72,96
62,0,26300,Matt Jones,168,28,140
64,0,47959,Bryson DeChambeau,169,45,124
64,0,34409,David Lingmerth,169,113,56
66,0,12510,Chad Campbell,170,147,23
66,0,29221,Webb Simpson,170,142,28
66,0,29485,Brett Stegmaier,170,124,46
66,0,33448,Justin Thomas,170,8,162
70,0,12716,Charley Hoffman,171,49,122
71,0,33399,Adam Hadwin,173,108,65
72,0,29479,Scott Brown,174,121,53
73,0,27974,Sung Kang,175,67,108
73,0,33418,Shawn Stefani,175,84,91
73,0,23325,Vaughn Taylor,175,161,14
76,0,46601,Trey Mullinax,176,9,167
76,0,34046,Jordan Spieth,176,75,101
76,0,27963,Chris Stroud,176,141,35
79,0,19803,Ryan Armour,177,176,1
80,0,33461,Morgan Hoffmann,179,86,93
80,0,23108,Matt Kuchar,179,148,31
80,0,26851,Marc Leishman,179,50,129
80,0,25818,Scott Piercy,179,72,107
80,0,34358,Jonathan Randolph,179,132,47
85,0,33948,Byeong Hun An,180,41,139
86,0,25572,Graeme McDowell,181,173,8
87,0,29926,Danny Lee,182,111,71
87,0,29908,C.T. Pan,182,134,48
89,0,46550,Brandon Hagy,183,3,180
90,0,25493,Nick Taylor,184,105,79
90,0,25892,Steve Wheatcroft,184,169,15
92,0,26499,Rafa Cabrera Bello,185,103,82
93,0,27644,Brian Harman,186,116,70
93,0,34174,John Huh,186,136,50
95,0,29476,Kyle Reifers,187,146,41
96,0,28420,Ryan Brehm,188,4,184
96,0,20472,Alex Cejka,188,164,24
96,0,24361,Pat Perez,188,112,76
99,0,35545,Blayne Barber,189,109,80
99,0,28093,Miguel Angel Carballo,189,128,61
99,0,46440,Smylie Kaufman,189,25,164
99,0,32333,Kevin Tway,189,10,179
103,0,35506,Mackenzie Hughes,190,81,109
103,0,30926,Chris Kirk,190,139,51
103,0,49771,J.T. Poston,190,77,113
106,0,28089,Jason Day,191,19,172
106,0,22056,Cameron Percy,191,96,95
106,0,27095,Nick Watney,191,35,156
109,0,24357,K.J. Choi,192,163,29
109,0,10809,Jim Furyk,192,190,2
109,0,25834,Daniel Summerhays,192,136,56
112,0,26758,David Hearn,193,167,26
112,0,27466,Spencer Levin,193,175,18
114,0,23541,Ben Crane,194,178,16
114,0,36699,Patrick Rodgers,194,18,176
114,0,31560,Brian Stuard,194,189,5
114,0,26951,Johnson Wagner,194,128,66
118,0,35300,Andrew Loupe,195,6,189
119,0,46443,Brian Campbell,196,70,126
119,0,32200,Roberto Castro,196,169,27
121,0,40058,Zac Blair,197,188,9
121,0,22986,Søren Kjeldsen,197,187,10
123,0,20104,Ken Duke,198,186,12
123,0,30692,Scott Stallings,198,57,141
125,0,32640,Troy Merritt,199,114,85
126,0,35879,Kelly Kraft,200,101,99
127,0,29720,Andres Gonzales,201,46,155
127,0,27141,J.B. Holmes,201,14,187
129,0,20771,Steven Alker,204,183,21
130,0,24924,Bill Haas,209,92,117
130,0,25349,Tim Wilkinson,209,173,36
132,0,34360,Patrick Reed,213,75,138
133,0,22046,Geoff Ogilvy,214,142,72
133,0,25240,D.A. Points,214,180,34
135,0,19846,Brian Gay,215,177,38
136,0,34099,Harris English,216,30,186
136,0,28500,Martin Flores,216,39,177
136,0,34431,Robert Streb,216,81,135
139,0,27895,Jonas Blixt,218,122,96
139,0,20572,Rod Pampling,218,131,87
139,0,26331,Charl Schwartzel,218,47,171
142,0,25632,Jimmy Walker,219,74,145
143,0,46501,Ollie Schniederjans,222,37,185
144,0,29974,Branden Grace,223,100,123
145,0,20229,Stewart Cink,225,65,160
145,0,39954,Cody Gribble,225,60,165
145,0,39975,Michael Kim,225,119,106
148,0,40009,Dominic Bozzelli,226,80,146
148,0,28252,Seamus Power,226,53,173
150,0,29289,S.Y. Noh,227,52,175
150,0,27649,Brandt Snedeker,227,165,62
152,0,28679,Fabián Gómez,228,151,77
152,0,21961,Charles Howell III,228,62,166
154,0,34466,Peter Malnati,230,162,68
155,0,32150,Michael Thompson,232,154,78
156,0,35110,Brett Drewitt,233,145,88
156,0,20157,Retief Goosen,233,102,131
156,0,24138,Ian Poulter,233,159,74
159,0,48822,Sebastián Muñoz,238,70,168
160,0,28132,Tyrone Van Aswegen,239,134,105
161,0,24507,Jason Bohn,241,185,56
162,0,27958,Ryan Blaum,242,156,86
162,0,25396,Kevin Na,242,158,84
164,0,35891,Cameron Smith,243,94,149
165,0,28307,Matt Every,244,56,188
166,0,01810,Phil Mickelson,251,89,162
167,0,36801,Mark Hubbard,252,160,92
168,0,33120,Mark Anderson,259,157,102
169,0,37455,Si Woo Kim,260,118,142
170,0,32757,Patton Kizzire,270,92,178
171,0,25191,Gonzalo Fernandez-Castaño,273,99,174
171,0,29222,Billy Hurley III,273,183,90
173,0,37454,Whee Kim,274,115,159
174,0,22371,Aaron Baddeley,275,94,181
174,0,29740,Brad Fritsch,275,127,148
176,0,25720,Chad Collins,281,166,115
177,0,20593,Greg Chalmers,285,181,104
178,0,37278,Nicholas Lindheim,287,136,151
179,0,27770,Camilo Villegas,293,124,169
180,0,33419,Cameron Tringale,296,168,128
181,0,31416,Derek Fathauer,300,142,158
182,0,48084,Wesley Bryan,302,172,130
183,0,35532,Tom Hoge,304,151,153
184,0,06522,Ernie Els,305,155,150
184,0,30852,Ryo Ishikawa,305,122,183
186,0,23800,Bryce Molder,316,182,134
187,0,24846,Ricky Barnes,323,153,170
187,0,25274,Steven Bowditch,323,133,190
189,0,23983,Luke Donald,325,178,147
190,0,25345,Carl Pettersson,353,171,182
