RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,30110,Kyle Stanley,4,2,2
2,0,25900,Lucas Glover,10,4,6
3,0,25364,Paul Casey,14,11,3
4,0,21209,Sergio Garcia,18,10,8
5,0,33141,Keegan Bradley,21,1,20
6,0,27436,Graham DeLaet,25,3,22
7,0,31323,Gary Woodland,29,18,11
8,0,35450,Patrick Cantlay,32,19,13
9,0,31557,Jim Herman,35,11,24
10,0,26289,Boo Weekley,36,17,19
11,0,34264,Hudson Swafford,39,16,23
12,0,30925,Dustin Johnson,42,33,9
12,0,33204,Shane Lowry,42,8,34
14,0,34098,Russell Henley,44,14,30
15,0,24358,Robert Garrigus,48,39,9
16,0,46970,Jon Rahm,49,28,21
17,0,25198,Francesco Molinari,50,9,41
18,0,29725,Tony Finau,51,34,17
18,0,48081,Xander Schauffele,51,25,26
20,0,32839,Hideki Matsuyama,52,36,16
21,0,29518,Brendan Steele,55,13,42
22,0,32102,Rickie Fowler,56,5,51
23,0,29420,Billy Horschel,57,29,28
24,0,23353,J.J. Henry,58,46,12
24,0,37189,Harold Varner III,58,26,32
26,0,46732,Rick Lamb,62,6,56
27,0,47128,Richy Werenski,65,29,36
28,0,25686,Jason Dufner,66,22,44
29,0,27129,Luke List,67,53,14
30,0,31646,Emiliano Grillo,74,20,54
31,0,22405,Justin Rose,77,52,25
32,0,23621,Rory Sabbatini,78,39,39
32,0,27214,Kevin Streelman,78,14,64
34,0,30944,Jason Kokrak,79,21,58
35,0,34046,Jordan Spieth,80,76,4
36,0,12510,Chad Campbell,81,66,15
37,0,26476,Chez Reavie,83,43,40
38,0,19803,Ryan Armour,84,79,5
39,0,39324,J.J. Spaun,88,41,47
40,0,31202,William McGirt,91,46,45
41,0,27936,Martin Laird,97,7,90
41,0,24502,Adam Scott,97,48,49
43,0,34021,Bud Cauley,100,62,38
44,0,29478,Kevin Kisner,101,26,75
45,0,30191,Julián Etulain,102,43,59
46,0,33122,Russell Knox,103,34,69
47,0,33418,Shawn Stefani,108,73,35
48,0,24140,Sean O'Hair,109,36,73
49,0,33448,Justin Thomas,112,66,46
50,0,22056,Cameron Percy,113,106,7
51,0,33413,Ben Martin,116,48,68
52,0,23320,Ryan Palmer,118,48,70
53,0,40026,Daniel Berger,120,56,64
54,0,32448,James Hahn,125,43,82
55,0,29485,Brett Stegmaier,127,66,61
56,0,46601,Trey Mullinax,128,76,52
57,0,26851,Marc Leishman,130,80,50
57,0,29908,C.T. Pan,130,87,43
59,0,35545,Blayne Barber,132,99,33
60,0,28420,Ryan Brehm,133,96,37
61,0,29223,Sam Saunders,134,24,110
62,0,29461,Jamie Lovemark,135,53,82
63,0,28500,Martin Flores,137,136,1
63,0,12716,Charley Hoffman,137,70,67
63,0,23497,Tag Ridings,137,48,89
63,0,23325,Vaughn Taylor,137,73,64
67,0,25818,Scott Piercy,139,80,59
68,0,32366,Kevin Chappell,140,31,109
69,0,23108,Matt Kuchar,142,80,62
70,0,27064,Jhonattan Vegas,149,61,88
71,0,26596,Ryan Moore,151,36,115
71,0,30692,Scott Stallings,151,123,28
73,0,28237,Rory McIlroy,152,56,96
74,0,26329,Louis Oosthuizen,153,42,111
74,0,27963,Chris Stroud,153,76,77
76,0,24781,Hunter Mahan,155,31,124
77,0,24924,Bill Haas,157,130,27
77,0,27974,Sung Kang,157,73,84
79,0,29720,Andres Gonzales,158,127,31
80,0,20229,Stewart Cink,163,145,18
81,0,30926,Chris Kirk,165,103,62
82,0,20472,Alex Cejka,167,96,71
83,0,29926,Danny Lee,168,87,81
84,0,47959,Bryson DeChambeau,169,64,105
84,0,25493,Nick Taylor,169,90,79
84,0,26951,Johnson Wagner,169,114,55
87,0,29221,Webb Simpson,170,66,104
88,0,24361,Pat Perez,174,96,78
89,0,27095,Nick Watney,178,106,72
90,0,29476,Kyle Reifers,182,95,87
91,0,25804,Bubba Watson,183,22,161
92,0,33399,Adam Hadwin,185,71,114
92,0,34174,John Huh,185,93,92
92,0,24024,Zach Johnson,185,56,129
95,0,10809,Jim Furyk,189,109,80
96,0,25240,D.A. Points,190,133,57
97,0,34213,Grayson Murray,194,59,135
98,0,27649,Brandt Snedeker,198,150,48
99,0,29479,Scott Brown,200,72,128
100,0,36689,Brooks Koepka,201,53,148
101,0,21961,Charles Howell III,204,152,52
101,0,49771,J.T. Poston,204,103,101
103,0,36699,Patrick Rodgers,205,114,91
104,0,23541,Ben Crane,207,114,93
104,0,46440,Smylie Kaufman,207,99,108
106,0,31420,Anirban Lahiri,208,59,149
107,0,27466,Spencer Levin,212,112,100
108,0,46550,Brandon Hagy,214,89,125
109,0,28093,Miguel Angel Carballo,215,99,116
110,0,33948,Byeong Hun An,216,85,131
111,0,29974,Branden Grace,217,144,73
112,0,32333,Kevin Tway,219,99,120
113,0,26300,Matt Jones,221,62,159
114,0,35506,Mackenzie Hughes,222,103,119
114,0,34409,David Lingmerth,222,64,158
116,0,33461,Morgan Hoffmann,223,80,143
117,0,46501,Ollie Schniederjans,229,143,86
118,0,27644,Brian Harman,230,93,137
119,0,26758,David Hearn,232,112,120
120,0,22046,Geoff Ogilvy,235,133,102
120,0,28132,Tyrone Van Aswegen,235,160,75
122,0,39975,Michael Kim,238,145,93
123,0,34358,Jonathan Randolph,241,80,161
124,0,20771,Steven Alker,242,129,113
124,0,32640,Troy Merritt,242,125,117
126,0,40058,Zac Blair,243,121,122
127,0,28252,Seamus Power,244,148,96
128,0,28089,Jason Day,245,106,139
129,0,34431,Robert Streb,248,136,112
130,0,29289,S.Y. Noh,249,150,99
131,0,25572,Graeme McDowell,253,86,167
132,0,32200,Roberto Castro,257,119,138
133,0,26499,Rafa Cabrera Bello,258,92,166
134,0,25834,Daniel Summerhays,259,109,150
135,0,20104,Ken Duke,263,123,140
135,0,25349,Tim Wilkinson,263,130,133
137,0,25396,Kevin Na,264,162,102
138,0,31560,Brian Stuard,265,114,151
139,0,33120,Mark Anderson,266,168,98
140,0,35532,Tom Hoge,268,183,85
141,0,27958,Ryan Blaum,269,162,107
141,0,24357,K.J. Choi,269,109,160
143,0,34099,Harris English,270,136,134
144,0,46443,Brian Campbell,271,119,152
144,0,20572,Rod Pampling,271,139,132
144,0,25892,Steve Wheatcroft,271,90,181
147,0,36801,Mark Hubbard,273,167,106
147,0,37278,Nicholas Lindheim,273,178,95
149,0,35110,Brett Drewitt,274,156,118
150,0,28679,Fabián Gómez,275,152,123
151,0,19846,Brian Gay,280,135,145
151,0,35879,Kelly Kraft,280,126,154
153,0,24138,Ian Poulter,282,156,126
154,0,25632,Jimmy Walker,285,142,143
155,0,20157,Retief Goosen,292,156,136
156,0,22986,Søren Kjeldsen,295,121,174
156,0,32150,Michael Thompson,295,155,140
158,0,27141,J.B. Holmes,296,127,169
159,0,29740,Brad Fritsch,303,174,129
160,0,35300,Andrew Loupe,304,118,186
161,0,34360,Patrick Reed,305,132,173
162,0,33419,Cameron Tringale,307,180,127
163,0,39954,Cody Gribble,310,145,165
164,0,29222,Billy Hurley III,313,171,142
164,0,48822,Sebastián Muñoz,313,159,154
166,0,24507,Jason Bohn,315,161,154
167,0,32757,Patton Kizzire,317,170,147
168,0,26331,Charl Schwartzel,318,139,179
169,0,27895,Jonas Blixt,319,139,180
170,0,35891,Cameron Smith,321,164,157
171,0,40009,Dominic Bozzelli,323,148,175
172,0,34466,Peter Malnati,325,154,171
173,0,01810,Phil Mickelson,329,166,163
174,0,24846,Ricky Barnes,332,187,145
175,0,30852,Ryo Ishikawa,336,184,152
176,0,37454,Whee Kim,341,173,168
177,0,22371,Aaron Baddeley,343,174,169
177,0,25191,Gonzalo Fernandez-Castaño,343,171,172
179,0,31416,Derek Fathauer,345,181,164
