RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01320,Bob Estes,13,0,1,2,1997250
1,0,01361,Dan Forsman,13,3,2,13,1997070
3,0,06575,Dudley Hart,12,2,3,2,1997270
3,0,01761,Len Mattiace,12,0,2,10,1997210
5,0,06617,Brian Henninger,11,11,4,16,1997400
5,0,01619,Skip Kendall,11,3,4,18,1997330
7,0,01201,Lennie Clements,10,0,2,4,1997230
7,0,06034,Marco Dawson,10,1,2,15,1997270
7,0,01533,P.H. Horgan III,10,0,1,9,1997270
7,0,01549,Mike Hulbert,10,0,1,5,1997410
7,0,01706,Davis Love III,10,1,3,11,1997380
7,0,06090,Jim McGovern,10,0,2,4,1997200
7,0,07235,John Morse,10,0,1,2,1997110
7,0,01905,Joe Ozaki,10,1,1,17,1997330
7,0,02010,Loren Roberts,10,1,1,4,1997200
7,0,02242,Lanny Wadkins,10,0,4,4,1997310
17,0,01093,Ronnie Black,9,0,3,16,1997440
17,0,06036,Scott Dunlap,9,0,2,10,1997430
17,0,06522,Ernie Els,9,0,3,10,1997100
17,0,01353,Bruce Fleisher,9,1,3,4,1997330
17,0,12645,Brent Geiberger,9,0,4,4,1997210
17,0,01443,Hubert Green,9,9,4,2,1997020
17,0,01475,Donnie Hammond,9,1,3,6,1997050
17,0,01487,Jeff Hart,9,0,3,12,1997170
17,0,08537,J.P. Hayes,9,2,3,14,1997330
17,0,21007,Gabriel Hjertstedt,9,3,2,9,1997020
17,0,01527,Scott Hoch,9,0,1,11,1997150
17,0,07547,Craig Kanada,9,1,3,13,1997290
17,0,08075,Jerry Kelly,9,3,2,16,1997250
17,0,01666,Bernhard Langer,9,0,3,17,1997100
17,0,01906,Masashi Jumbo Ozaki,9,0,2,1,1997140
17,0,01926,Steve Pate,9,0,1,13,1997270
17,0,01943,Chris Perry,9,0,1,9,1997150
17,0,01975,Tom Purtzer,9,9,1,16,1997440
17,0,01996,Mike Reid,9,2,3,16,1997020
36,0,01006,John Adams,8,0,3,3,1997020
36,0,01011,Rafael Alarcon,8,0,4,1,1997260
36,0,01024,Billy Andrade,8,2,1,6,1997270
36,0,07867,Woody Austin,8,0,4,14,1997260
36,0,07363,Craig Bowden,8,0,1,11,1997290
36,0,12387,Michael Christie,8,1,2,6,1997310
36,0,20229,Stewart Cink,8,1,1,3,1997410
36,0,01196,Brian Claar,8,0,4,18,1997410
36,0,19881,Robert Damron,8,0,3,8,1997250
36,0,01374,Robin Freeman,8,0,3,7,1997400
36,0,06044,Scott Gump,8,0,4,1,1997310
36,0,01633,Tom Kite,8,0,3,14,1997110
36,0,01639,Kenny Knox,8,8,2,16,1997350
36,0,10860,Justin Leonard,8,0,3,6,1997180
36,0,11032,Frank Lickliter II,8,3,2,2,1997280
