RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,01331,Rick Fehr,44.98,502,1116
2,0,01096,Phil Blackmar,42.43,611,1440
3,0,06012,Greg Kraft,42.24,631,1494
4,0,01302,R.W. Eaks,42.22,608,1440
5,0,01761,Len Mattiace,42.13,781,1854
6,0,02267,D.A. Weibring,41.87,520,1242
7,0,19881,Robert Damron,41.48,657,1584
8,0,06617,Brian Henninger,41.29,706,1710
9,0,06613,Tommy Tolles,40.67,593,1458
9,0,07753,Kevin Wentworth,40.67,571,1404
11,0,08993,Franklin Langham,40.58,672,1656
12,0,01891,David Ogrin,40.50,729,1800
13,0,01024,Billy Andrade,40.47,692,1710
14,0,12645,Brent Geiberger,40.45,648,1602
15,0,06527,Steve Stricker,40.31,595,1476
16,0,01261,Jay Delsing,40.30,544,1350
16,0,12663,Phil Tataurangi,40.30,573,1422
18,0,01887,Mark O'Meara,40.11,491,1224
19,0,01941,Tom Pernice Jr.,40.08,570,1422
20,0,02133,Craig Stadler,39.98,439,1098
21,0,10569,Mike Brisky,39.97,626,1566
21,0,01945,Kenny Perry,39.97,590,1476
23,0,02131,Mike Springer,39.79,752,1890
24,0,20229,Stewart Cink,39.69,693,1746
25,0,01249,John Daly,39.68,550,1386
26,0,02135,Mike Standly,39.66,614,1548
26,0,02279,Mark Wiebe,39.66,564,1422
28,0,01329,Brad Faxon,39.63,585,1476
29,0,01920,Craig Parry,39.60,335,846
30,0,08931,Glen Day,39.55,655,1656
31,0,02239,Scott Verplank,39.47,682,1728
32,0,01706,Davis Love III,39.41,525,1332
33,0,07101,Dave Stockton Jr.,39.40,461,1170
34,0,06064,Jeff Gallagher,39.33,630,1602
35,0,21805,Harrison Frazar,39.30,573,1458
36,0,01748,Doug Martin,39.29,778,1980
37,0,06214,Guy Boros,39.27,615,1566
37,0,08339,Spike McRoy,39.27,615,1566
39,0,20098,Stuart Appleby,39.23,459,1170
40,0,02321,Fuzzy Zoeller,39.22,480,1224
41,0,06332,Neal Lancaster,39.21,607,1548
42,0,01527,Scott Hoch,39.17,705,1800
43,0,20154,Guy Hill,39.12,500,1278
44,0,01619,Skip Kendall,39.10,732,1872
44,0,02010,Loren Roberts,39.10,563,1440
46,0,01960,Don Pooley,39.07,422,1080
47,0,08385,Omar Uresti,38.99,765,1962
48,0,02146,Payne Stewart,38.96,533,1368
49,0,01132,Mark Brooks,38.95,645,1656
50,0,02294,Willie Wood,38.89,581,1494
51,0,10860,Justin Leonard,38.83,699,1800
52,0,10457,Frank Nobilo,38.80,433,1116
53,0,02007,Larry Rinker,38.77,649,1674
54,0,01320,Bob Estes,38.73,725,1872
55,0,01353,Bruce Fleisher,38.67,536,1386
56,0,20094,Jonathan Kaye,38.62,438,1134
56,0,01724,Jeff Maggert,38.62,577,1494
58,0,10423,Mike Weir,38.60,535,1386
59,0,01685,J.L. Lewis,38.59,653,1692
60,0,06270,Bobby Gage,38.57,361,936
61,0,01381,Fred Funk,38.55,791,2052
62,0,11032,Frank Lickliter II,38.52,735,1908
62,0,02218,Ted Tryba,38.52,728,1890
64,0,01926,Steve Pate,38.50,589,1530
65,0,21007,Gabriel Hjertstedt,38.43,498,1296
66,0,01943,Chris Perry,38.42,740,1926
67,0,01185,Brandel Chamblee,38.40,553,1440
68,0,06643,Paul Goydos,38.39,691,1800
69,0,01266,Clark Dennis,38.37,518,1350
70,0,10585,Scott McCarron,38.35,573,1494
71,0,01063,Ben Bates,38.28,689,1800
71,0,07087,Hugh Royer III,38.28,565,1476
73,0,01378,David Frost,38.27,496,1296
74,0,01928,Corey Pavin,38.23,461,1206
75,0,01414,Bob Gilder,38.20,557,1458
76,0,06251,Chris DiMarco,38.19,660,1728
76,0,01457,Jay Haas,38.19,543,1422
78,0,12782,Tim Herron,38.18,646,1692
79,0,10195,Tim Conley,38.10,480,1260
80,0,10809,Jim Furyk,38.06,692,1818
80,0,01723,Andrew Magee,38.06,644,1692
82,0,01191,Barry Cheesman,38.05,637,1674
82,0,02104,Jeff Sluman,38.05,726,1908
84,0,01607,Brian Kamm,38.02,479,1260
85,0,01203,Russ Cochran,38.01,602,1584
85,0,01510,Nolan Henke,38.01,602,1584
87,0,01553,John Huston,37.99,636,1674
88,0,06004,Stephen Ames,37.93,355,936
89,0,01604,Steve Jurgensen,37.89,491,1296
90,0,02206,David Toms,37.84,579,1530
91,0,08537,J.P. Hayes,37.81,456,1206
91,0,06581,David Sutherland,37.81,633,1674
93,0,01408,Kelly Gibson,37.80,728,1926
94,0,01376,Bob Friend,37.78,578,1530
94,0,01569,Peter Jacobsen,37.78,442,1170
96,0,20099,Doug Barron,37.77,605,1602
97,0,01006,John Adams,37.72,421,1116
98,0,06132,Sonny Skinner,37.66,583,1548
99,0,01549,Mike Hulbert,37.64,603,1602
100,0,09011,David Duval,37.62,562,1494
101,0,01707,Steve Lowery,37.60,582,1548
102,0,01139,Olin Browne,37.59,521,1386
103,0,01175,Jim Carter,37.58,717,1908
104,0,01533,P.H. Horgan III,37.57,710,1890
105,0,01035,Tommy Armour III,37.48,587,1566
106,0,01072,Chip Beck,37.46,418,1116
107,0,06078,Esteban Toledo,37.40,626,1674
108,0,06315,Pete Jordan,37.39,599,1602
109,0,01361,Dan Forsman,37.37,518,1386
110,0,01226,Fred Couples,37.34,457,1224
111,0,06056,Jim Estes,37.33,430,1152
111,0,02099,Scott Simpson,37.33,383,1026
113,0,01116,Michael Bradley,37.30,470,1260
113,0,01201,Lennie Clements,37.30,470,1260
115,0,10213,Dicky Pride,37.29,396,1062
115,0,02008,Lee Rinker,37.29,698,1872
117,0,07235,John Morse,37.19,395,1062
117,0,21631,Iain Steel,37.19,415,1116
119,0,01323,Brad Fabel,37.14,615,1656
120,0,21584,Richie Coughlan,37.06,627,1692
121,0,01098,Jay Don Blake,37.04,520,1404
121,0,07457,Steve Flesch,37.04,660,1782
121,0,08075,Jerry Kelly,37.04,620,1674
124,0,07707,Mike Small,36.92,432,1170
125,0,06595,Kevin Sutherland,36.89,664,1800
126,0,06090,Jim McGovern,36.86,564,1530
127,0,01905,Joe Ozaki,36.84,378,1026
128,0,08793,Tiger Woods,36.83,484,1314
129,0,02002,John Riegger,36.81,550,1494
130,0,01334,Keith Fergus,36.79,351,954
131,0,01157,Tom Byrum,36.78,609,1656
131,0,02223,Bob Tway,36.78,662,1800
133,0,01093,Ronnie Black,36.75,516,1404
134,0,06791,Mark Wurtz,36.67,363,990
135,0,06044,Scott Gump,36.66,640,1746
136,0,08375,Paul Stankowski,36.65,508,1386
137,0,01282,Trevor Dodds,36.63,600,1638
138,0,02023,Clarence Rose,36.62,646,1764
139,0,02214,Kirk Triplett,36.52,539,1476
140,0,01388,Robert Gamez,36.47,453,1242
141,0,08553,Lee Porter,36.45,597,1638
142,0,06575,Dudley Hart,36.41,544,1494
143,0,07569,Mark Carnevale,36.38,609,1674
144,0,12755,Vance Veazey,36.32,438,1206
145,0,01219,John Cook,36.29,601,1656
146,0,01475,Donnie Hammond,36.27,568,1566
147,0,02170,Hal Sutton,36.22,678,1872
