RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,24502,Adam Scott,9.48,379.33,-165.12,283.74
2,0,28089,Jason Day,4.64,204.29,-107.69,184.91
3,0,26331,Charl Schwartzel,4.45,231.27,-147.93,124.93
4,0,06522,Ernie Els,4.41,229.44,-119.58,126.66
5,0,26329,Louis Oosthuizen,4.18,217.13,-173.09,70.00
6,0,32839,Hideki Matsuyama,3.67,146.92,-27.99,123.23
7,0,29974,Branden Grace,3.01,156.36,-91.80,82.60
8,0,27436,Graham DeLaet,2.99,146.39,-24.39,130.49
9,0,24459,Richard Sterne,2.91,128.04,-32.01,115.35
10,0,20848,Ángel Cabrera,2.41,113.23,-27.02,110.78
11,0,24511,Thongchai Jaidee,2.26,117.35,-53.19,77.31
12,0,26851,Marc Leishman,2.18,113.11,-52.17,77.97
13,0,23135,Tim Clark,2.17,89.08,-37.37,61.46
14,0,23638,Brendon de Jonge,2.01,104.74,-54.90,70.21
15,0,23797,Brett Rumford,1.90,98.96,-27.46,83.25
16,0,28937,George Coetzee,1.87,97.20,-76.25,53.37
17,0,30978,Kiradech Aphibarnrat,1.82,94.53,-36.22,81.00
18,0,22046,Geoff Ogilvy,1.70,83.23,-71.11,49.65
19,0,24083,Marcus Fraser,1.68,87.42,-64.52,41.43
20,0,20645,John Senden,1.64,85.29,-96.39,38.70
21,0,21284,Hiroyuki Fujita,1.64,85.12,-71.91,15.60
22,0,24357,K.J. Choi,1.53,79.70,-92.01,54.18
23,0,23725,Brendan Jones,1.53,68.77,-42.61,25.24
24,0,28259,Sangmoon Bae,1.52,79.01,-80.14,64.06
25,0,26300,Matt Jones,1.49,74.35,-14.66,71.34
26,0,24457,Jaco Van Zyl,1.46,74.60,-45.94,59.37
27,0,37092,Hyung-Sung Kim,1.41,73.25,-33.35,38.99
28,0,34130,Sung Joon Park,1.35,53.87,-7.10,51.19
29,0,26758,David Hearn,1.32,68.88,-27.36,55.96
30,0,24461,Thomas Aiken,1.32,68.49,-47.79,43.84
31,0,20721,Darren Fichardt,1.30,67.50,-30.46,50.50
