RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
1,0,08793,Tiger Woods,68.71,3298,48
2,0,23541,Ben Crane,68.96,1931,28
3,0,06567,Vijay Singh,69.61,4455,64
4,0,01142,Bart Bryant,69.64,2298,33
5,0,08385,Omar Uresti,69.74,1325,19
6,0,02206,David Toms,69.84,2584,37
7,0,22371,Aaron Baddeley,69.91,1608,23
8,0,26758,David Hearn,70.00,1190,17
9,0,10809,Jim Furyk,70.05,3082,44
10,0,21407,Arjun Atwal,70.13,1613,23
11,0,01945,Kenny Perry,70.14,3016,43
11,0,21878,Mark Wilson,70.14,1473,21
13,0,02223,Bob Tway,70.25,1967,28
13,0,23349,Charles Warren,70.25,1405,20
15,0,21209,Sergio Garcia,70.30,2601,37
15,0,21806,Paul Gow,70.30,1406,20
15,0,01724,Jeff Maggert,70.30,1406,20
15,0,24140,Sean O'Hair,70.30,2601,37
19,0,01132,Mark Brooks,70.31,914,13
20,0,25900,Lucas Glover,70.32,1969,28
20,0,23353,J.J. Henry,70.32,2180,31
22,0,20157,Retief Goosen,70.35,1829,26
23,0,06373,José María Olazábal,70.38,1478,21
24,0,08123,Jeff Brehaut,70.39,1619,23
25,0,22046,Geoff Ogilvy,70.43,2606,37
26,0,23409,James Driscoll,70.44,1127,16
27,0,24507,Jason Bohn,70.45,2184,31
28,0,02010,Loren Roberts,70.47,1198,17
29,0,20628,Arron Oberholser,70.50,1410,20
29,0,21949,Joe Ogilvie,70.50,2256,32
29,0,20663,Brenden Pappas,70.50,1269,18
32,0,06621,Joe Durant,70.52,1763,25
32,0,22295,Darron Stiles,70.52,1763,25
34,0,06573,Brandt Jobe,70.53,2257,32
35,0,06034,Marco Dawson,70.54,1693,24
35,0,21805,Harrison Frazar,70.54,2610,37
37,0,10201,Matt Gogel,70.58,1341,19
37,0,22293,Heath Slocum,70.58,2188,31
39,0,20766,Padraig Harrington,70.59,1200,17
40,0,20572,Rod Pampling,70.60,2118,30
41,0,10860,Justin Leonard,70.61,2189,31
42,0,20094,Jonathan Kaye,70.62,1483,21
43,0,01810,Phil Mickelson,70.65,2402,34
44,0,20850,Daniel Chopra,70.69,1838,26
44,0,23788,D.J. Trahan,70.69,1838,26
46,0,20099,Doug Barron,70.70,1626,23
47,0,21959,Ted Purdy,70.73,2617,37
48,0,26287,Roland Thatcher,70.74,1627,23
49,0,01226,Fred Couples,70.75,1698,24
50,0,24357,K.J. Choi,70.78,2265,32
50,0,02239,Scott Verplank,70.78,2619,37
52,0,12510,Chad Campbell,70.79,2336,33
52,0,23325,Vaughn Taylor,70.79,2053,29
54,0,06251,Chris DiMarco,70.81,1912,27
54,0,01313,Steve Elkington,70.81,1487,21
54,0,06527,Steve Stricker,70.81,1487,21
57,0,01948,Tim Petrovic,70.82,1558,22
58,0,21633,Steve Allan,70.83,2125,30
58,0,08537,J.P. Hayes,70.83,1275,18
58,0,23497,Tag Ridings,70.83,2125,30
58,0,02101,Joey Sindelar,70.83,2125,30
62,0,20645,John Senden,70.85,1913,27
63,0,01388,Robert Gamez,70.86,1559,22
63,0,08075,Jerry Kelly,70.86,2551,36
63,0,23322,Brett Wetterich,70.86,2055,29
66,0,12680,Shigeki Maruyama,70.87,2764,39
67,0,08931,Glen Day,70.89,1347,19
68,0,24781,Hunter Mahan,70.90,2056,29
69,0,20121,Todd Fischer,70.91,2340,33
69,0,21350,Ryuji Imada,70.91,1631,23
69,0,22405,Justin Rose,70.91,2482,35
72,0,01329,Brad Faxon,70.93,1915,27
73,0,23135,Tim Clark,70.94,2483,35
74,0,23623,Bo Van Pelt,70.95,2696,38
75,0,01685,J.L. Lewis,70.96,1703,24
76,0,24024,Zach Johnson,70.97,2626,37
76,0,23320,Ryan Palmer,70.97,2271,32
78,0,01666,Bernhard Langer,71.00,1704,24
78,0,01706,Davis Love III,71.00,2414,34
80,0,12782,Tim Herron,71.03,2770,39
80,0,22913,John Rollins,71.03,2344,33
82,0,01766,Billy Mayfair,71.05,2629,37
83,0,20229,Stewart Cink,71.09,2346,33
83,0,01928,Corey Pavin,71.09,1564,22
83,0,12454,Mario Tiziani,71.09,782,11
86,0,10885,Robert Allenby,71.10,2062,29
87,0,20474,Phillip Price,71.11,1280,18
88,0,06197,Michael Allen,71.12,1849,26
89,0,23063,Scott Hend,71.13,1707,24
89,0,24361,Pat Perez,71.13,2276,32
91,0,01139,Olin Browne,71.14,2063,29
91,0,12602,Dean Wilson,71.14,2490,35
93,0,01381,Fred Funk,71.15,2419,34
94,0,01157,Tom Byrum,71.17,1637,23
94,0,06332,Neal Lancaster,71.17,2064,29
94,0,01797,Rocco Mediate,71.17,1708,24
94,0,01823,Larry Mize,71.17,854,12
98,0,01361,Dan Forsman,71.18,783,11
98,0,12823,Carlos Franco,71.18,1566,22
100,0,23036,Chris Anderson,71.19,1139,16
100,0,25240,D.A. Points,71.19,1495,21
102,0,20378,Mathias Grönberg,71.21,1353,19
102,0,20382,Stephen Leaney,71.21,2350,33
102,0,27095,Nick Watney,71.21,1709,24
105,0,19824,Craig Barlow,71.23,1852,26
105,0,12645,Brent Geiberger,71.23,926,13
105,0,26679,Kevin Stadler,71.23,1852,26
108,0,10733,Kent Jones,71.24,1496,21
109,0,01941,Tom Pernice Jr.,71.26,2494,35
110,0,10117,Bob Heintz,71.27,1069,15
111,0,20634,Peter Lonard,71.30,1925,27
112,0,12652,Cameron Beckman,71.32,1355,19
112,0,24980,Scott Gutschewski,71.32,1783,25
114,0,06515,Shaun Micheel,71.33,2140,30
115,0,01219,John Cook,71.35,1641,23
115,0,24912,Will MacKenzie,71.35,1427,20
117,0,01320,Bob Estes,71.36,1570,22
117,0,21961,Charles Howell III,71.36,2355,33
119,0,01473,Todd Hamilton,71.38,2284,32
120,0,01161,Mark Calcavecchia,71.42,1714,24
120,0,20691,Greg Owen,71.42,1857,26
120,0,25345,Carl Pettersson,71.42,2357,33
120,0,20548,Hidemichi Tanaka,71.42,1857,26
124,0,21951,Joey Snyder III,71.45,2072,29
125,0,23983,Luke Donald,71.46,2001,28
126,0,06004,Stephen Ames,71.50,1859,26
126,0,06575,Dudley Hart,71.50,2574,36
126,0,01577,Lee Janzen,71.50,1430,20
126,0,10585,Scott McCarron,71.50,1716,24
126,0,02214,Kirk Triplett,71.50,1573,22
131,0,20433,Mark Hensby,71.52,1645,23
132,0,01024,Billy Andrade,71.53,2289,32
132,0,02106,Chris Smith,71.53,2289,32
134,0,26420,Richard Johnson,71.55,1431,20
134,0,23725,Brendan Jones,71.55,1431,20
136,0,12660,Jesper Parnevik,71.57,1646,23
137,0,24502,Adam Scott,71.59,2291,32
138,0,01553,John Huston,71.60,1790,25
138,0,01707,Steve Lowery,71.60,1790,25
140,0,20098,Stuart Appleby,71.61,2578,36
141,0,07749,Brett Quigley,71.66,2293,32
142,0,10962,Bradley Hughes,71.67,645,9
142,0,20502,Michael Long,71.67,1290,18
144,0,07223,Brian Bateman,71.68,1577,22
144,0,23108,Matt Kuchar,71.68,1577,22
144,0,02104,Jeff Sluman,71.68,2222,31
147,0,23621,Rory Sabbatini,71.70,2151,30
148,0,07867,Woody Austin,71.71,2008,28
148,0,24925,Jonathan Byrd,71.71,1721,24
148,0,01175,Jim Carter,71.71,1004,14
148,0,02246,Duffy Waldorf,71.71,1506,21
152,0,10425,Jay Williamson,71.73,1076,15
153,0,01035,Tommy Armour III,71.76,1794,25
154,0,07457,Steve Flesch,71.81,1867,26
155,0,21731,Freddie Jacobson,71.83,2155,30
156,0,21753,Brian Davis,71.86,1509,21
157,0,24290,D.J. Brigman,71.89,1294,18
157,0,08725,Tom Gillis,71.89,1366,19
157,0,01619,Skip Kendall,71.89,1366,19
160,0,21498,Hideto Tanihara,71.91,791,11
161,0,06595,Kevin Sutherland,71.92,1798,25
162,0,20472,Alex Cejka,71.96,1727,24
162,0,11032,Frank Lickliter II,71.96,1943,27
164,0,25396,Kevin Na,71.97,2519,35
165,0,19972,José Coceres,72.00,936,13
165,0,20160,Charlie Wi,72.00,1440,20
167,0,20498,Briny Baird,72.03,2377,33
168,0,01249,John Daly,72.04,1873,26
169,0,19846,Brian Gay,72.06,2234,31
169,0,01887,Mark O'Meara,72.06,1297,18
169,0,01927,Dennis Paulson,72.06,1153,16
172,0,01487,Jeff Hart,72.08,937,13
