RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
173,0,19881,Robert Damron,72.09,1658,23
174,0,01457,Jay Haas,72.13,1154,16
175,0,08545,Glen Hnatiuk,72.17,866,12
176,0,24604,Hunter Haas,72.19,1949,27
177,0,01677,Tom Lehman,72.20,1083,15
177,0,20812,Tjaart van der Walt,72.20,722,10
179,0,12826,Paul Claxton,72.24,1517,21
180,0,28088,Matt Davidson,72.25,578,8
181,0,08993,Franklin Langham,72.26,1662,23
182,0,23552,Hank Kuehne,72.29,1518,21
182,0,24138,Ian Poulter,72.29,1229,17
182,0,20127,Chris Riley,72.29,1229,17
185,0,01127,Danny Briggs,72.33,1736,24
186,0,23614,Rich Beem,72.44,1304,18
186,0,10423,Mike Weir,72.44,1159,16
188,0,20623,Gavin Coles,72.47,1232,17
189,0,10912,Craig Perks,72.50,1015,14
190,0,22621,Ben Curtis,72.52,1668,23
191,0,01042,Paul Azinger,72.62,1525,21
191,0,22548,Patrick Sheehan,72.62,2106,29
193,0,06599,John Elliott,72.67,872,12
194,0,20396,Lee Westwood,72.78,1310,18
195,0,25847,Rob Rashell,72.80,1092,15
196,0,01418,Bill Glasson,72.82,801,11
197,0,01723,Andrew Magee,72.85,1457,20
198,0,23540,Jason Allred,72.89,1312,18
199,0,24227,Justin Bolli,73.07,1096,15
200,0,12662,Thomas Levet,73.17,1317,18
201,0,01599,Steve Jones,73.29,1026,14
202,0,01761,Len Mattiace,73.81,1550,21
