RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,28237,Rory McIlroy,36' 0",57,2052.167,-6.00
2,0,30925,Dustin Johnson,37' 4",114,4258.667,-1.00
3,0,34046,Jordan Spieth,37' 9",116,4383.583,-10.00
4,0,28679,Fabián Gómez,38' 1",61,2324.583,+2.00
5,0,34099,Harris English,38' 3",167,6385.250,+18.00
5,0,23108,Matt Kuchar,38' 3",114,4364.417,+14.00
7,0,20104,Ken Duke,38' 8",72,2784.750,+15.00
7,0,25632,Jimmy Walker,38' 8",75,2899.750,+7.00
9,0,22046,Geoff Ogilvy,38' 9",106,4108.583,+3.00
9,0,25804,Bubba Watson,38' 9",92,3566.417,+8.00
11,0,29926,Danny Lee,39' 4",130,5108.583,+16.00
12,0,34409,David Lingmerth,39' 6",126,4974.667,+6.00
12,0,27095,Nick Watney,39' 6",126,4976.833,+16.00
14,0,19803,Ryan Armour,39' 9",63,2502.333,+8.00
14,0,24507,Jason Bohn,39' 9",98,3893.667,+16.00
14,0,29740,Brad Fritsch,39' 9",64,2542.917,+11.00
14,0,27129,Luke List,39' 9",156,6198.333,-6.00
14,0,30692,Scott Stallings,39' 9",149,5927.500,+28.00
19,0,32200,Roberto Castro,39' 11",73,2914.833,+4.00
19,0,34466,Peter Malnati,39' 11",105,4195.000,+16.00
19,0,30110,Kyle Stanley,39' 11",111,4429.000,+15.00
22,0,01810,Phil Mickelson,40' 1",171,6860.417,+11.00
23,0,30926,Chris Kirk,40' 2",105,4214.333,+22.00
23,0,24140,Sean O'Hair,40' 2",133,5337.250,+9.00
25,0,23497,Tag Ridings,40' 3",108,4349.250,-4.00
26,0,25191,Gonzalo Fernandez-Castaño,40' 4",95,3828.917,E
26,0,24358,Robert Garrigus,40' 4",113,4553.417,+12.00
28,0,34021,Bud Cauley,40' 5",140,5662.917,+15.00
28,0,23800,Bryce Molder,40' 5",99,4005.000,+17.00
30,0,25396,Kevin Na,40' 6",117,4741.667,-2.00
31,0,24138,Ian Poulter,40' 10",80,3267.000,+10.00
32,0,33120,Mark Anderson,40' 11",80,3273.667,+4.00
33,0,24924,Bill Haas,41' 0",131,5369.167,+10.00
34,0,20157,Retief Goosen,41' 2",75,3085.083,+12.00
34,0,23320,Ryan Palmer,41' 2",80,3294.750,+20.00
36,0,46970,Jon Rahm,41' 3",114,4706.833,-4.00
37,0,37278,Nicholas Lindheim,41' 4",59,2438.917,+6.00
38,0,27436,Graham DeLaet,41' 6",109,4523.833,+5.00
38,0,29221,Webb Simpson,41' 6",125,5182.833,+6.00
40,0,35532,Tom Hoge,41' 8",75,3126.750,+2.00
40,0,21961,Charles Howell III,41' 8",113,4710.583,+7.00
42,0,25720,Chad Collins,41' 9",109,4555.167,+10.00
42,0,29518,Brendan Steele,41' 9",108,4512.250,+16.00
42,0,26289,Boo Weekley,41' 9",89,3713.333,+7.00
45,0,12510,Chad Campbell,41' 10",150,6270.667,+18.00
46,0,31420,Anirban Lahiri,41' 11",87,3644.750,+11.00
46,0,34264,Hudson Swafford,41' 11",141,5906.500,+14.00
48,0,29222,Billy Hurley III,42' 0",159,6679.250,+14.00
48,0,32839,Hideki Matsuyama,42' 0",87,3654.917,+4.00
50,0,24357,K.J. Choi,42' 1",84,3535.417,+8.00
50,0,23983,Luke Donald,42' 1",65,2735.167,+8.00
52,0,20771,Steven Alker,42' 2",66,2781.667,+4.00
52,0,30191,Julián Etulain,42' 2",86,3625.333,+11.00
52,0,39954,Cody Gribble,42' 2",133,5610.833,-1.00
52,0,27141,J.B. Holmes,42' 2",143,6031.417,+7.00
56,0,23621,Rory Sabbatini,42' 3",71,3002.500,+7.00
56,0,27963,Chris Stroud,42' 3",79,3336.667,+7.00
58,0,33461,Morgan Hoffmann,42' 4",130,5502.917,+8.00
58,0,34358,Jonathan Randolph,42' 4",83,3516.917,+15.00
60,0,19846,Brian Gay,42' 5",111,4712.750,+18.00
60,0,36801,Mark Hubbard,42' 5",111,4706.167,+15.00
62,0,25686,Jason Dufner,42' 6",119,5060.417,+13.00
62,0,06522,Ernie Els,42' 6",59,2509.000,+14.00
62,0,46601,Trey Mullinax,42' 6",164,6970.250,+16.00
62,0,25349,Tim Wilkinson,42' 6",82,3482.667,+13.00
66,0,29420,Billy Horschel,42' 7",127,5411.917,+23.00
67,0,29479,Scott Brown,42' 8",132,5633.083,+17.00
67,0,46732,Rick Lamb,42' 8",66,2815.500,+6.00
67,0,22405,Justin Rose,42' 8",98,4182.250,-4.00
70,0,26499,Rafa Cabrera Bello,42' 9",69,2950.000,+14.00
71,0,28093,Miguel Angel Carballo,42' 11",74,3177.500,+25.00
71,0,25900,Lucas Glover,42' 11",121,5192.417,+16.00
73,0,25240,D.A. Points,43' 1",98,4225.333,+8.00
74,0,22371,Aaron Baddeley,43' 2",85,3669.750,+7.00
74,0,34098,Russell Henley,43' 2",140,6044.250,+24.00
76,0,24846,Ricky Barnes,43' 3",167,7221.083,+4.00
76,0,31557,Jim Herman,43' 3",112,4847.917,+4.00
78,0,48084,Wesley Bryan,43' 4",147,6370.500,+24.00
78,0,26851,Marc Leishman,43' 4",97,4206.417,+14.00
80,0,27936,Martin Laird,43' 5",97,4212.333,+9.00
80,0,25818,Scott Piercy,43' 5",76,3297.000,+13.00
80,0,32333,Kevin Tway,43' 5",160,6949.917,+28.00
83,0,29725,Tony Finau,43' 6",166,7217.667,+12.00
83,0,27649,Brandt Snedeker,43' 6",70,3046.500,E
85,0,28500,Martin Flores,43' 7",151,6576.917,+6.00
85,0,23325,Vaughn Taylor,43' 7",104,4528.500,+5.00
85,0,26951,Johnson Wagner,43' 7",101,4404.583,+8.00
88,0,33948,Byeong Hun An,43' 9",100,4372.333,+12.00
88,0,29908,C.T. Pan,43' 9",147,6435.917,+15.00
88,0,26476,Chez Reavie,43' 9",104,4552.083,+13.00
91,0,40058,Zac Blair,43' 10",108,4735.083,+15.00
91,0,27064,Jhonattan Vegas,43' 10",142,6228.333,+16.00
93,0,25198,Francesco Molinari,43' 11",78,3423.333,+12.00
94,0,28420,Ryan Brehm,44' 0",173,7617.833,+13.00
94,0,25364,Paul Casey,44' 0",110,4842.500,-2.00
94,0,32448,James Hahn,44' 0",122,5371.667,+11.00
94,0,35506,Mackenzie Hughes,44' 0",164,7219.583,+29.00
94,0,34360,Patrick Reed,44' 0",168,7395.833,+10.00
99,0,35891,Cameron Smith,44' 1",127,5599.500,+10.00
99,0,34431,Robert Streb,44' 1",172,7577.417,+12.00
101,0,33448,Justin Thomas,44' 2",132,5834.500,-2.00
102,0,36699,Patrick Rodgers,44' 3",148,6552.167,+21.00
103,0,35450,Patrick Cantlay,44' 4",65,2879.667,-4.00
104,0,30944,Jason Kokrak,44' 5",148,6568.583,+14.00
104,0,48081,Xander Schauffele,44' 5",115,5106.333,+11.00
106,0,28307,Matt Every,44' 6",153,6806.917,+49.00
106,0,31416,Derek Fathauer,44' 6",128,5699.500,+28.00
108,0,33122,Russell Knox,44' 7",75,3341.750,+13.00
109,0,35300,Andrew Loupe,44' 8",96,4284.750,+19.00
109,0,26596,Ryan Moore,44' 8",87,3888.583,+19.00
111,0,31560,Brian Stuard,44' 9",129,5777.417,+27.00
112,0,25274,Steven Bowditch,44' 10",129,5782.583,+37.00
112,0,20229,Stewart Cink,44' 10",166,7445.250,+18.00
112,0,28132,Tyrone Van Aswegen,44' 10",132,5921.667,+16.00
115,0,46443,Brian Campbell,44' 11",66,2964.083,+10.00
115,0,30852,Ryo Ishikawa,44' 11",84,3773.667,+15.00
115,0,24024,Zach Johnson,44' 11",106,4764.750,+23.00
118,0,47959,Bryson DeChambeau,45' 0",118,5309.583,+20.00
119,0,32150,Michael Thompson,45' 1",88,3967.250,+15.00
120,0,20593,Greg Chalmers,45' 2",127,5738.333,+20.00
121,0,12716,Charley Hoffman,45' 3",141,6379.917,+5.00
121,0,25493,Nick Taylor,45' 3",131,5924.250,+21.00
123,0,27644,Brian Harman,45' 4",131,5934.333,+26.00
123,0,34213,Grayson Murray,45' 4",158,7159.583,+23.00
