RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,26289,Boo Weekley,28' 7",941.917,33,+2
2,0,23621,Rory Sabbatini,28' 10",1324.500,46,E
3,0,31557,Jim Herman,29' 1",1162.167,40,+2
4,0,32200,Roberto Castro,30' 2",1177.250,39,+4
5,0,29974,Branden Grace,30' 4",637.667,21,-3
6,0,34099,Harris English,30' 5",2188.083,72,-2
7,0,27436,Graham DeLaet,30' 8",1625.167,53,-2
8,0,34174,John Huh,31' 2",1370.917,44,+6
9,0,20472,Alex Cejka,31' 3",1374.667,44,+4
10,0,39954,Cody Gribble,31' 4",2446.583,78,+4
11,0,22405,Justin Rose,31' 6",1101.750,35,+2
12,0,20771,Steven Alker,31' 7",946.417,30,+1
12,0,20157,Retief Goosen,31' 7",979.333,31,+8
12,0,29221,Webb Simpson,31' 7",1608.750,51,+2
15,0,33120,Mark Anderson,31' 8",1045.500,33,+8
16,0,19803,Ryan Armour,32' 0",863.500,27,+2
16,0,46970,Jon Rahm,32' 0",1569.000,49,+5
18,0,33461,Morgan Hoffmann,32' 2",2184.917,68,+2
18,0,26329,Louis Oosthuizen,32' 2",1029.500,32,+5
20,0,31560,Brian Stuard,32' 3",1063.417,33,+1
21,0,30191,Julián Etulain,32' 4",1260.250,39,+7
21,0,25834,Daniel Summerhays,32' 4",1812.583,56,E
23,0,24361,Pat Perez,32' 5",1489.583,46,+7
24,0,33141,Keegan Bradley,32' 6",1689.583,52,+1
25,0,23983,Luke Donald,32' 7",1009.500,31,+2
26,0,46501,Ollie Schniederjans,32' 8",2485.750,76,+11
27,0,25349,Tim Wilkinson,32' 9",1112.333,34,+2
28,0,48084,Wesley Bryan,32' 11",1645.667,50,-2
28,0,35450,Patrick Cantlay,32' 11",1216.833,37,+5
30,0,21209,Sergio Garcia,33' 0",726.750,22,+2
30,0,31646,Emiliano Grillo,33' 0",1748.500,53,+6
30,0,30925,Dustin Johnson,33' 0",1944.583,59,+7
33,0,28679,Fabián Gómez,33' 1",1158.250,35,+4
33,0,01810,Phil Mickelson,33' 1",1786.083,54,+9
35,0,20593,Greg Chalmers,33' 2",1560.750,47,+9
35,0,24138,Ian Poulter,33' 2",962.333,29,E
37,0,34409,David Lingmerth,33' 3",1761.083,53,-2
38,0,26476,Chez Reavie,33' 4",1566.333,47,E
39,0,20104,Ken Duke,33' 5",1269.500,38,+3
39,0,33204,Shane Lowry,33' 5",501.250,15,+3
41,0,24846,Ricky Barnes,33' 6",2245.417,67,-1
42,0,40058,Zac Blair,33' 7",1309.917,39,-1
42,0,35891,Cameron Smith,33' 7",1409.083,42,+9
44,0,25364,Paul Casey,33' 9",1586.667,47,+2
45,0,24507,Jason Bohn,33' 10",1047.833,31,+5
45,0,25198,Francesco Molinari,33' 10",1286.583,38,+4
47,0,30926,Chris Kirk,33' 11",1796.417,53,-1
48,0,25274,Steven Bowditch,34' 0",1156.167,34,+9
48,0,26951,Johnson Wagner,34' 0",1292.000,38,+4
50,0,21961,Charles Howell III,34' 1",2354.417,69,-3
51,0,29461,Jamie Lovemark,34' 2",2154.583,63,+1
52,0,29479,Scott Brown,34' 3",1471.000,43,E
52,0,30852,Ryo Ishikawa,34' 3",1026.500,30,-2
52,0,29926,Danny Lee,34' 3",2225.583,65,E
52,0,30110,Kyle Stanley,34' 3",1917.500,56,+5
56,0,10809,Jim Furyk,34' 5",585.583,17,+3
57,0,35532,Tom Hoge,34' 6",1275.750,37,E
58,0,25720,Chad Collins,34' 7",1521.500,44,+4
58,0,28252,Seamus Power,34' 7",2453.333,71,+2
58,0,23497,Tag Ridings,34' 7",1833.583,53,+3
61,0,28089,Jason Day,34' 8",1836.750,53,+8
61,0,28500,Martin Flores,34' 8",2493.667,72,+9
61,0,24924,Bill Haas,34' 8",2047.750,59,+1
61,0,28132,Tyrone Van Aswegen,34' 8",1908.250,55,+5
65,0,23353,J.J. Henry,34' 9",1669.083,48,+9
65,0,36699,Patrick Rodgers,34' 9",1947.000,56,E
67,0,22371,Aaron Baddeley,34' 11",1503.083,43,+1
67,0,28093,Miguel Angel Carballo,34' 11",1222.667,35,+4
67,0,32640,Troy Merritt,34' 11",1746.833,50,+6
70,0,35545,Blayne Barber,35' 1",1755.417,50,+7
70,0,24024,Zach Johnson,35' 1",1086.417,31,-1
70,0,48081,Xander Schauffele,35' 1",2351.833,67,+3
73,0,25345,Carl Pettersson,35' 3",1126.667,32,+1
74,0,32366,Kevin Chappell,35' 4",2154.833,61,+5
74,0,49771,J.T. Poston,35' 4",2612.917,74,+10
74,0,29518,Brendan Steele,35' 4",1483.500,42,+7
74,0,25632,Jimmy Walker,35' 4",1200.500,34,+2
