RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,35658,Kris Ventura,34.29,35,12
2,0,56762,Will Gordon,29.03,31,9
3,0,23325,Vaughn Taylor,25.64,39,10
4,0,32102,Rickie Fowler,23.21,56,13
5,0,34076,Joel Dahmen,22.54,71,16
6,0,48045,Michael Gellerman,21.95,41,9
7,1,29479,Scott Brown,21.31,61,13
8,1,49766,Hank Lebioda,21.21,66,14
9,2,45609,Tyler Duncan,19.81,106,21
10,-3,28237,Rory McIlroy,19.67,61,12
11,1,21407,Arjun Atwal,19.44,36,7
12,2,40098,Matt Fitzpatrick,18.97,58,11
13,-3,30925,Dustin Johnson,18.75,48,9
14,1,25572,Graeme McDowell,18.60,43,8
15,1,27554,Scott Harrington,18.57,70,13
16,3,29725,Tony Finau,18.52,81,15
17,0,34314,Sebastian Cappelen,18.37,49,9
18,0,36699,Patrick Rodgers,18.29,82,15
19,6,35891,Cameron Smith,18.18,66,12
20,1,34363,Tyrrell Hatton,18.00,50,9
21,-1,40009,Dominic Bozzelli,17.95,39,7
21,16,29420,Billy Horschel,17.95,78,14
23,-1,34046,Jordan Spieth,17.65,51,9
24,-1,33399,Adam Hadwin,17.50,80,14
25,-1,19846,Brian Gay,17.46,63,11
26,1,24924,Bill Haas,17.02,47,8
27,1,27349,Alex Noren,16.98,53,9
28,1,46442,Maverick McNealy,16.90,71,12
28,1,32254,Xinjun Zhang,16.90,71,12
30,2,28307,Matt Every,16.67,60,10
30,2,26329,Louis Oosthuizen,16.67,54,9
32,4,35532,Tom Hoge,16.48,91,15
33,8,48081,Xander Schauffele,16.46,79,13
34,-21,29221,Webb Simpson,16.44,73,12
35,3,27942,Rob Oppenheim,16.39,61,10
36,3,32757,Patton Kizzire,16.36,55,9
37,3,34256,Andrew Putnam,16.28,43,7
38,4,21961,Charles Howell III,16.18,68,11
39,4,22405,Justin Rose,15.91,44,7
39,4,24502,Adam Scott,15.91,44,7
41,-10,39971,Sungjae Im,15.69,102,16
41,4,26596,Ryan Moore,15.69,51,8
43,19,26851,Marc Leishman,15.63,64,10
44,2,27129,Luke List,15.58,77,12
44,2,33419,Cameron Tringale,15.58,77,12
46,2,29974,Branden Grace,15.56,45,7
46,2,27330,Josh Teater,15.56,45,7
48,2,29478,Kevin Kisner,15.49,71,11
49,1,28252,Seamus Power,15.38,26,4
50,2,49771,J.T. Poston,15.29,85,13
51,3,30927,Brendon Todd,15.24,105,16
52,27,32839,Hideki Matsuyama,15.12,86,13
53,0,53165,Doc Redman,15.09,106,16
54,8,35506,Mackenzie Hughes,15.07,73,11
55,0,27095,Nick Watney,14.89,47,7
56,0,32618,Rhein Gibson,14.63,41,6
56,0,25632,Jimmy Walker,14.63,41,6
58,0,34431,Robert Streb,14.58,48,7
59,0,29970,Dylan Frittelli,14.55,110,16
60,0,48887,Matt Wallace,14.52,62,9
61,0,47128,Richy Werenski,14.49,69,10
62,0,26499,Rafa Cabrera Bello,14.29,56,8
62,0,45157,Cam Davis,14.29,56,8
62,0,46402,Talor Gooch,14.29,91,13
62,0,40042,Tyler McCumber,14.29,56,8
66,3,49960,Sepp Straka,14.10,78,11
67,3,36689,Brooks Koepka,14.04,57,8
67,3,01810,Phil Mickelson,14.04,57,8
69,14,35310,Lanto Griffin,13.98,93,13
70,3,30110,Kyle Stanley,13.89,72,10
70,3,35617,Martin Trainer,13.89,36,5
72,3,25493,Nick Taylor,13.85,65,9
73,15,34360,Patrick Reed,13.75,80,11
73,3,32150,Michael Thompson,13.75,80,11
75,2,56278,Matthew Wolff,13.70,73,10
76,-6,40026,Daniel Berger,13.56,59,8
77,3,47993,Denny McCarthy,13.54,96,13
78,3,33141,Keegan Bradley,13.51,74,10
78,3,31557,Jim Herman,13.51,74,10
80,10,52372,Cameron Champ,13.43,67,9
81,2,32791,K.H. Lee,13.33,75,10
81,-13,48822,Sebastián Muñoz,13.33,90,12
83,3,28679,Fabián Gómez,13.21,53,7
83,3,39546,Keith Mitchell,13.21,53,7
85,4,27644,Brian Harman,13.10,84,11
86,-8,46046,Scottie Scheffler,12.90,93,12
87,29,46717,Viktor Hovland,12.75,102,13
88,2,24361,Pat Perez,12.70,63,8
89,3,37275,Sam Ryder,12.68,71,9
90,4,27556,Ted Potter Jr.,12.50,48,6
91,6,31560,Brian Stuard,12.35,81,10
91,6,37189,Harold Varner III,12.35,81,10
93,-8,25396,Kevin Na,12.16,74,9
