RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,27095,Nick Watney,12' 3",916.667,75,-0.24
2,0,06527,Steve Stricker,12' 7",1145.750,91,-0.23
3,0,25818,Scott Piercy,13' 4",774.833,58,-0.21
4,0,20229,Stewart Cink,13' 7",1074.750,79,-0.14
5,0,29718,Anthony Kim,13' 10",1093.250,79,-0.14
6,0,06643,Paul Goydos,13' 11",2028.583,146,-0.12
6,0,21961,Charles Howell III,13' 11",1361.083,98,-0.22
8,0,24925,Jonathan Byrd,14' 0",1173.083,84,-0.10
9,0,07867,Woody Austin,14' 6",929.583,64,-0.30
9,0,20593,Greg Chalmers,14' 6",1510.583,104,-0.26
9,0,21753,Brian Davis,14' 6",1999.917,138,-0.22
9,0,23983,Luke Donald,14' 6",1027.000,71,-0.21
9,0,09011,David Duval,14' 6",973.750,67,-0.03
14,0,06004,Stephen Ames,14' 7",1110.000,76,-0.22
14,0,32102,Rickie Fowler,14' 7",1212.583,83,-0.12
14,0,22405,Justin Rose,14' 7",1048.500,72,-0.19
17,0,29221,Webb Simpson,14' 8",1347.333,92,-0.21
18,0,25632,Jimmy Walker,14' 9",1089.167,74,-0.15
19,0,01577,Lee Janzen,14' 10",845.167,57,E
19,0,30926,Chris Kirk,14' 10",1289.417,87,-0.29
19,0,25396,Kevin Na,14' 10",1289.000,87,E
22,0,06522,Ernie Els,15' 0",1258.417,84,-0.02
22,0,19846,Brian Gay,15' 0",2204.333,147,-0.25
24,0,24357,K.J. Choi,15' 1",1179.417,78,-0.15
24,0,29518,Brendan Steele,15' 1",1160.917,77,-0.35
24,0,23623,Bo Van Pelt,15' 1",1254.583,83,-0.11
27,0,12510,Chad Campbell,15' 2",1499.083,99,-0.14
28,0,22913,John Rollins,15' 3",1389.917,91,-0.08
28,0,23621,Rory Sabbatini,15' 3",1144.333,75,-0.19
28,0,24502,Adam Scott,15' 3",840.083,55,-0.11
31,0,08075,Jerry Kelly,15' 4",1194.250,78,-0.17
31,0,27936,Martin Laird,15' 4",1196.750,78,-0.13
31,0,27770,Camilo Villegas,15' 4",780.667,51,-0.27
34,0,29720,Andres Gonzales,15' 5",891.833,58,-0.07
34,0,27141,J.B. Holmes,15' 5",1358.833,88,-0.11
34,0,01766,Billy Mayfair,15' 5",1402.333,91,-0.13
34,0,25572,Graeme McDowell,15' 5",754.917,49,-0.20
34,0,27649,Brandt Snedeker,15' 5",1019.917,66,-0.21
39,0,10505,Shane Bertsch,15' 6",1237.833,80,-0.10
40,0,20766,Padraig Harrington,15' 7",857.583,55,-0.11
40,0,23108,Matt Kuchar,15' 7",1664.083,107,-0.22
40,0,26596,Ryan Moore,15' 7",858.417,55,-0.07
40,0,28620,Aron Price,15' 7",872.250,56,-0.14
44,0,21407,Arjun Atwal,15' 8",1375.167,88,-0.18
45,0,22371,Aaron Baddeley,15' 9",946.333,60,-0.23
45,0,06251,Chris DiMarco,15' 9",1824.417,116,-0.09
47,0,21350,Ryuji Imada,15' 10",1438.667,91,-0.14
48,0,20098,Stuart Appleby,15' 11",1336.417,84,+0.11
49,0,33141,Keegan Bradley,16' 0",1408.417,88,-0.06
49,0,01116,Michael Bradley,16' 0",1105.500,69,-0.01
49,0,01706,Davis Love III,16' 0",721.333,45,-0.29
49,0,23800,Bryce Molder,16' 0",1646.833,103,-0.15
53,0,30925,Dustin Johnson,16' 1",1011.083,63,-0.17
53,0,01810,Phil Mickelson,16' 1",1272.167,79,-0.22
53,0,21949,Joe Ogilvie,16' 1",1204.500,75,-0.08
53,0,22293,Heath Slocum,16' 1",1769.167,110,-0.20
53,0,23325,Vaughn Taylor,16' 1",1850.833,115,-0.08
58,0,24507,Jason Bohn,16' 2",1732.000,107,-0.15
58,0,21805,Harrison Frazar,16' 2",838.917,52,+0.02
58,0,26881,Jarrod Lyle,16' 2",1387.500,86,-0.06
58,0,30110,Kyle Stanley,16' 2",1293.500,80,-0.14
62,0,28089,Jason Day,16' 3",972.917,60,-0.23
62,0,24980,Scott Gutschewski,16' 3",927.750,57,+0.04
62,0,31557,Jim Herman,16' 3",1026.167,63,-0.16
62,0,24663,Y.E. Yang,16' 3",648.833,40,+0.08
66,0,25900,Lucas Glover,16' 4",718.333,44,-0.02
66,0,10860,Justin Leonard,16' 4",1857.333,114,+0.02
66,0,12602,Dean Wilson,16' 4",1045.167,64,-0.22
69,0,22621,Ben Curtis,16' 5",1279.333,78,-0.12
69,0,08537,J.P. Hayes,16' 5",853.750,52,-0.25
69,0,27466,Spencer Levin,16' 5",1868.667,114,-0.17
69,0,27963,Chris Stroud,16' 5",1525.083,93,-0.09
69,0,20436,Garrett Willis,16' 5",950.333,58,-0.02
74,0,19970,Robert Karlsson,16' 6",659.500,40,+0.10
74,0,24781,Hunter Mahan,16' 6",1482.750,90,-0.21
74,0,23320,Ryan Palmer,16' 6",1022.083,62,+0.03
77,0,28087,Kris Blanks,16' 7",1557.167,94,-0.10
77,0,26851,Marc Leishman,16' 7",1143.583,69,-0.01
77,0,31401,Zack Miller,16' 7",1477.667,89,+0.16
77,0,24140,Sean O'Hair,16' 7",1195.917,72,+0.07
77,0,22348,Nick O'Hern,16' 7",2092.667,126,-0.10
77,0,26679,Kevin Stadler,16' 7",1228.083,74,E
83,0,06621,Joe Durant,16' 8",1465.750,88,-0.07
83,0,02206,David Toms,16' 8",1466.750,88,-0.20
85,0,23614,Rich Beem,16' 10",1060.833,63,-0.10
85,0,20070,Matt Bettencourt,16' 10",1531.750,91,+0.02
85,0,25444,Justin Hicks,16' 10",1042.167,62,-0.08
85,0,06573,Brandt Jobe,16' 10",1617.167,96,-0.04
85,0,01948,Tim Petrovic,16' 10",1617.583,96,-0.08
85,0,27214,Kevin Streelman,16' 10",1548.000,92,-0.20
91,0,24924,Bill Haas,16' 11",1334.167,79,-0.08
91,0,26420,Richard Johnson,16' 11",1065.333,63,-0.05
93,0,30692,Scott Stallings,17' 1",1674.833,98,-0.16
93,0,26668,Marc Turnesa,17' 1",767.500,45,-0.11
93,0,26289,Boo Weekley,17' 1",990.167,58,-0.05
96,0,23541,Ben Crane,17' 2",1323.750,77,-0.16
96,0,12782,Tim Herron,17' 2",1669.083,97,-0.08
96,0,30946,Alex Prugh,17' 2",1993.417,116,-0.08
96,0,31323,Gary Woodland,17' 2",1032.000,60,-0.18
100,0,25686,Jason Dufner,17' 3",1276.750,74,-0.03
100,0,24358,Robert Garrigus,17' 3",1137.167,66,-0.12
100,0,21731,Freddie Jacobson,17' 3",1497.250,87,E
100,0,35087,Bio Kim,17' 3",1243.667,72,E
100,0,28486,Michael Putnam,17' 3",845.667,49,-0.10
100,0,06567,Vijay Singh,17' 3",1411.333,82,-0.07
100,0,26287,Roland Thatcher,17' 3",1187.833,69,-0.10
107,0,24604,Hunter Haas,17' 4",1488.250,86,-0.21
107,0,33419,Cameron Tringale,17' 4",1735.667,100,+0.03
109,0,24024,Zach Johnson,17' 5",1587.750,91,-0.12
110,0,12716,Charley Hoffman,17' 6",1700.417,97,-0.31
111,0,34255,Joseph Bramlett,17' 7",1039.333,59,-0.17
111,0,27064,Jhonattan Vegas,17' 7",1266.917,72,-0.08
113,0,27120,Troy Matteson,17' 8",1676.250,95,-0.19
114,0,07457,Steve Flesch,17' 9",1706.000,96,-0.06
114,0,10809,Jim Furyk,17' 9",1632.000,92,-0.05
114,0,23353,J.J. Henry,17' 9",1439.500,81,+0.09
114,0,10733,Kent Jones,17' 9",1347.417,76,-0.08
114,0,08375,Paul Stankowski,17' 9",1062.583,60,-0.15
119,0,20472,Alex Cejka,17' 10",1122.333,63,-0.03
119,0,23673,Michael Connell,17' 10",1554.333,87,-0.05
119,0,23638,Brendon de Jonge,17' 10",1766.167,99,-0.09
122,0,29910,Blake Adams,17' 11",2257.083,126,-0.12
123,0,12652,Cameron Beckman,18' 0",1545.833,86,-0.05
123,0,28475,Jeff Overton,18' 0",1533.167,85,E
123,0,23788,D.J. Trahan,18' 0",1730.750,96,-0.06
123,0,20160,Charlie Wi,18' 0",1708.333,95,-0.07
127,0,20498,Briny Baird,18' 1",1192.667,66,-0.17
127,0,24490,George McNeill,18' 1",923.833,51,+0.02
129,0,32366,Kevin Chappell,18' 2",1343.083,74,+0.03
129,0,23409,James Driscoll,18' 2",1087.667,60,-0.13
129,0,24138,Ian Poulter,18' 2",889.000,49,-0.14
129,0,20645,John Senden,18' 2",1289.583,71,-0.08
129,0,33911,Nate Smith,18' 2",1201.583,66,-0.06
129,0,26951,Johnson Wagner,18' 2",1291.833,71,-0.07
135,0,27933,John Merrick,18' 3",1184.917,65,-0.22
135,0,20127,Chris Riley,18' 3",1931.250,106,-0.05
135,0,21878,Mark Wilson,18' 3",1477.583,81,-0.23
138,0,29478,Kevin Kisner,18' 4",918.167,50,+0.08
138,0,25562,Andres Romero,18' 4",1373.833,75,-0.16
138,0,27330,Josh Teater,18' 4",2213.500,121,-0.02
141,0,25240,D.A. Points,18' 5",1254.250,68,+0.06
142,0,22378,Trevor Immelman,18' 6",1867.917,101,+0.03
143,0,29420,Billy Horschel,18' 7",1452.500,78,-0.01
143,0,26300,Matt Jones,18' 7",1375.417,74,-0.05
143,0,33413,Ben Martin,18' 7",1149.667,62,-0.16
143,0,22046,Geoff Ogilvy,18' 7",1225.750,66,+0.05
147,0,25457,Alexandre Rocha,18' 9",1087.667,58,-0.09
148,0,27939,Matt McQuillan,18' 10",1184.583,63,+0.02
148,0,20572,Rod Pampling,18' 10",904.583,48,-0.08
148,0,25834,Daniel Summerhays,18' 10",1372.750,73,+0.07
151,0,10885,Robert Allenby,18' 11",1324.583,70,-0.03
151,0,24846,Ricky Barnes,18' 11",1364.917,72,+0.07
151,0,24290,D.J. Brigman,18' 11",720.083,38,-0.08
151,0,28679,Fabián Gómez,18' 11",1437.500,76,-0.13
151,0,26758,David Hearn,18' 11",1738.167,92,-0.04
156,0,27974,Sung Kang,19' 0",1196.000,63,-0.11
156,0,23497,Tag Ridings,19' 0",1502.833,79,+0.01
158,0,32698,Bobby Gates,19' 1",1089.083,57,-0.04
159,0,21209,Sergio Garcia,19' 2",672.167,35,+0.14
159,0,23718,Nathan Green,19' 2",1073.583,56,-0.07
159,0,28158,Steve Marino,19' 2",1533.667,80,-0.10
159,0,31202,William McGirt,19' 2",1974.000,103,-0.07
159,0,01797,Rocco Mediate,19' 2",1322.750,69,-0.10
159,0,24361,Pat Perez,19' 2",2285.583,119,-0.11
165,0,27797,Derek Lamely,19' 5",1574.583,81,+0.20
166,0,25345,Carl Pettersson,19' 6",2166.667,111,-0.11
166,0,25804,Bubba Watson,19' 6",1659.750,85,-0.06
168,0,08725,Tom Gillis,19' 7",1176.667,60,+0.10
168,0,32150,Michael Thompson,19' 7",1627.417,83,-0.07
170,0,32640,Troy Merritt,19' 9",1204.833,61,E
170,0,26331,Charl Schwartzel,19' 9",711.167,36,-0.03
172,0,23548,Bill Lunde,19' 11",1910.000,96,+0.01
173,0,30711,Colt Knost,20' 3",1254.917,62,+0.10
174,0,30750,Tommy Gainey,20' 4",1851.333,91,+0.05
175,0,25274,Steven Bowditch,20' 9",1848.750,89,-0.10
176,0,20157,Retief Goosen,20' 10",937.333,45,+0.16
176,0,22961,David Mathis,20' 10",1769.000,85,+0.11
176,0,26476,Chez Reavie,20' 10",1813.000,87,-0.01
176,0,31193,Jim Renner,20' 10",1439.833,69,-0.01
180,0,01313,Steve Elkington,21' 1",1138.000,54,-0.04
181,0,32876,Martin Piller,21' 5",1306.750,61,-0.08
182,0,10585,Scott McCarron,21' 11",919.583,42,+0.05
182,0,06515,Shaun Micheel,21' 11",1313.083,60,-0.03
184,0,11123,Chris Couch,22' 0",1515.417,69,-0.04
185,0,20848,Ángel Cabrera,22' 3",712.833,32,+0.06
186,0,34072,Will Strickler,22' 7",1082.417,48,+0.02
