RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,22293,Heath Slocum,31' 11",42282.667,1324,Under
2,0,06643,Paul Goydos,32' 0",42511.000,1328,Over
3,0,12510,Chad Campbell,32' 2",50161.167,1561,Under
4,0,06621,Joe Durant,32' 3",36973.250,1145,Over
5,0,10505,Shane Bertsch,32' 7",30389.583,932,Under
5,0,02206,David Toms,32' 7",34498.167,1058,1 Under
7,0,25686,Jason Dufner,32' 8",37991.583,1162,Under
7,0,19846,Brian Gay,32' 8",43322.500,1327,Under
9,0,23983,Luke Donald,32' 10",30569.250,930,1 Under
10,0,20472,Alex Cejka,33' 1",27633.750,835,Even
10,0,10809,Jim Furyk,33' 1",41573.417,1256,Under
10,0,06573,Brandt Jobe,33' 1",47948.750,1448,Under
13,0,07867,Woody Austin,33' 2",29834.750,900,Under
13,0,30926,Chris Kirk,33' 2",45713.167,1378,Under
15,0,01706,Davis Love III,33' 3",30904.583,929,Under
16,0,28087,Kris Blanks,33' 5",49720.500,1488,Under
17,0,24507,Jason Bohn,33' 6",40126.917,1199,Under
18,0,26476,Chez Reavie,33' 7",49375.167,1471,Under
18,0,26679,Kevin Stadler,33' 7",43834.583,1304,Under
20,0,06004,Stephen Ames,33' 8",36105.917,1073,Under
20,0,26758,David Hearn,33' 8",45861.667,1362,Under
22,0,06527,Steve Stricker,33' 9",32146.417,953,1 Under
23,0,24024,Zach Johnson,33' 10",38921.583,1149,Under
24,0,21753,Brian Davis,33' 11",55915.250,1649,Under
24,0,22961,David Mathis,33' 11",42379.000,1251,Under
24,0,24138,Ian Poulter,33' 11",23784.583,702,Under
24,0,29221,Webb Simpson,33' 11",50540.000,1490,1 Under
24,0,30692,Scott Stallings,33' 11",41999.500,1238,Under
29,0,20498,Briny Baird,34' 0",29821.167,878,Under
29,0,06251,Chris DiMarco,34' 0",50064.333,1471,Under
29,0,32102,Rickie Fowler,34' 0",40068.833,1178,Under
29,0,23108,Matt Kuchar,34' 0",43215.667,1271,1 Under
33,0,22913,John Rollins,34' 1",43781.917,1285,Under
33,0,06567,Vijay Singh,34' 1",44012.333,1290,Under
35,0,24357,K.J. Choi,34' 3",35616.417,1041,Under
35,0,27963,Chris Stroud,34' 3",47786.333,1396,Under
35,0,24663,Y.E. Yang,34' 3",25623.083,748,Under
38,0,23638,Brendon de Jonge,34' 4",56423.667,1643,Under
38,0,29720,Andres Gonzales,34' 4",28217.667,821,Over
38,0,22348,Nick O'Hern,34' 4",46777.167,1362,Under
38,0,22046,Geoff Ogilvy,34' 4",33224.750,968,Under
38,0,30946,Alex Prugh,34' 4",43474.417,1267,Over
43,0,27649,Brandt Snedeker,34' 5",41271.250,1200,Under
43,0,23325,Vaughn Taylor,34' 5",51088.000,1484,Under
45,0,30750,Tommy Gainey,34' 6",56252.417,1632,Under
45,0,08725,Tom Gillis,34' 6",30779.583,893,Over
45,0,25900,Lucas Glover,34' 6",37619.667,1091,Under
45,0,27466,Spencer Levin,34' 6",58211.417,1686,Under
45,0,24361,Pat Perez,34' 6",43327.417,1255,Under
45,0,29518,Brendan Steele,34' 6",47514.250,1378,Under
45,0,12602,Dean Wilson,34' 6",35184.917,1020,Over
45,0,21878,Mark Wilson,34' 6",43198.333,1253,Under
53,0,20229,Stewart Cink,34' 7",32130.083,929,Under
53,0,22621,Ben Curtis,34' 7",38447.167,1113,Under
53,0,20157,Retief Goosen,34' 7",24727.500,715,Under
53,0,28620,Aron Price,34' 7",30494.083,882,Under
57,0,24846,Ricky Barnes,34' 8",39766.250,1148,Under
57,0,32366,Kevin Chappell,34' 8",37650.333,1086,Over
57,0,06522,Ernie Els,34' 8",36753.583,1059,Under
57,0,10860,Justin Leonard,34' 8",45962.750,1325,Over
57,0,26289,Boo Weekley,34' 8",35419.000,1021,Under
62,0,30925,Dustin Johnson,34' 9",33289.417,959,Under
62,0,25345,Carl Pettersson,34' 9",56063.583,1613,Under
62,0,30110,Kyle Stanley,34' 9",49674.917,1429,Under
65,0,25572,Graeme McDowell,34' 10",22982.000,659,Under
65,0,23800,Bryce Molder,34' 10",44265.333,1271,Under
65,0,23788,D.J. Trahan,34' 10",51743.417,1487,Under
68,0,24358,Robert Garrigus,34' 11",42921.250,1229,Under
68,0,32150,Michael Thompson,34' 11",43207.250,1236,Under
68,0,26668,Marc Turnesa,34' 11",28808.667,825,Over
71,0,01116,Michael Bradley,35' 0",36971.667,1056,Under
71,0,23673,Michael Connell,35' 0",45078.333,1289,Over
71,0,08075,Jerry Kelly,35' 0",42566.083,1217,Under
71,0,24490,George McNeill,35' 0",36425.333,1041,Under
71,0,20127,Chris Riley,35' 0",42620.000,1219,Under
71,0,27214,Kevin Streelman,35' 0",44603.917,1274,Under
71,0,27095,Nick Watney,35' 0",38910.667,1113,1 Under
78,0,27974,Sung Kang,35' 1",32156.167,916,Over
78,0,27939,Matt McQuillan,35' 1",30291.833,863,Under
80,0,27120,Troy Matteson,35' 2",50953.250,1449,Under
80,0,01766,Billy Mayfair,35' 2",53645.750,1525,Under
80,0,01810,Phil Mickelson,35' 2",36467.750,1037,Under
83,0,21805,Harrison Frazar,35' 3",26394.667,749,Over
83,0,10733,Kent Jones,35' 3",42362.917,1201,Over
83,0,23621,Rory Sabbatini,35' 3",38607.917,1095,Under
86,0,25444,Justin Hicks,35' 4",27660.667,783,Over
86,0,01577,Lee Janzen,35' 4",31692.750,898,Over
86,0,27933,John Merrick,35' 4",38024.667,1076,Under
89,0,12652,Cameron Beckman,35' 5",40635.833,1147,Over
89,0,23541,Ben Crane,35' 5",39385.417,1111,Under
89,0,20645,John Senden,35' 5",51336.667,1449,Under
92,0,31557,Jim Herman,35' 6",36260.250,1021,Under
92,0,23548,Bill Lunde,35' 6",49044.917,1382,Under
92,0,31193,Jim Renner,35' 6",33598.833,946,Under
92,0,22405,Justin Rose,35' 6",40112.000,1129,Under
92,0,31323,Gary Woodland,35' 6",44488.167,1253,Under
97,0,10885,Robert Allenby,35' 7",44742.500,1257,Under
97,0,33141,Keegan Bradley,35' 7",48920.333,1375,Under
97,0,08537,J.P. Hayes,35' 7",30533.167,858,Over
97,0,26596,Ryan Moore,35' 7",38348.333,1077,Under
97,0,24140,Sean O'Hair,35' 7",38309.083,1077,Over
97,0,25818,Scott Piercy,35' 7",40058.833,1126,Under
97,0,23623,Bo Van Pelt,35' 7",45320.750,1273,Under
104,0,11123,Chris Couch,35' 8",43251.833,1213,Under
104,0,09011,David Duval,35' 8",37055.583,1040,Over
104,0,21209,Sergio Garcia,35' 8",28769.833,806,Under
107,0,24925,Jonathan Byrd,35' 9",46180.417,1291,Under
107,0,12716,Charley Hoffman,35' 9",47173.250,1318,Under
107,0,21731,Freddie Jacobson,35' 9",44827.000,1254,Under
107,0,24502,Adam Scott,35' 9",28737.417,804,Under
107,0,27770,Camilo Villegas,35' 9",36526.833,1021,Under
112,0,24980,Scott Gutschewski,35' 10",35335.667,985,Over
112,0,24604,Hunter Haas,35' 10",54590.833,1522,Under
112,0,31202,William McGirt,35' 10",58898.083,1644,Under
115,0,22378,Trevor Immelman,35' 11",43057.917,1200,Under
116,0,06515,Shaun Micheel,36' 0",41734.667,1160,Over
116,0,25804,Bubba Watson,36' 0",37973.000,1055,Under
116,0,20436,Garrett Willis,36' 0",41179.000,1144,Over
119,0,19970,Robert Karlsson,36' 1",29136.000,807,Under
119,0,25396,Kevin Na,36' 1",44065.250,1221,Under
119,0,08375,Paul Stankowski,36' 1",41941.083,1162,Under
